Strategy,TokenAddress,AlertTime,EntryTime,ExitTime,EntryPrice,PnL,PnLPercent,MaxReached,MaxGainPercent,TokenMaxDrawdownPercent,HoldDurationHours
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,CQkgAQg5qCor8UMee5s8SzGkpjoYxCxrNzUuhwAnbonk,2025-07-23T09:29:31.000Z,2025-07-26T03:00:00.000+10:00,2025-07-26T05:00:00.000+10:00,0.00025970,1.0908,9.08,1.0396,3.96,0.00,0.00
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,82KE946ifcZKs5dwTtpX6Mp8bXHCHVncRmKVxmQZbonk,2025-07-23T21:56:09.000Z,2025-07-26T18:00:00.000+10:00,2025-07-26T20:00:00.000+10:00,0.00001253,1.0837,8.37,1.0000,0.00,0.00,0.00
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,GxzvWxCzNN3MTEZzTRx7RnP3yg4dmD8Ez8Ssu8wSbonk,2025-07-24T00:39:16.000Z,2025-07-25T10:00:00.000+10:00,2025-07-25T11:00:00.000+10:00,0.00144562,1.0864,8.64,1.0291,2.91,0.00,0.00
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,5MU4Fm65xmn19D5a1bmTruzvKZbeX9EQsU2EeEEFbonk,2025-07-24T23:04:08.000Z,2025-07-27T05:00:00.000+10:00,2025-07-27T07:00:00.000+10:00,0.00000781,1.0046,0.46,1.0000,0.00,0.00,0.00
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,Ey3fqTdSfQHGNqhcp5L11qSXT7QS69Lg6bqcNyPypump,2025-07-25T01:21:36.000Z,2025-07-26T03:00:00.000+10:00,2025-07-26T05:00:00.000+10:00,0.00002354,1.1084,10.84,1.0390,3.90,0.00,0.00
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,F8YiEaC9qyKPEtLQK1Yi5QZazsYgNWn8JD83Dh4Mbonk,2025-07-27T02:12:56.000Z,2025-07-31T02:00:00.000+10:00,2025-07-31T04:00:00.000+10:00,0.00000891,0.9490,-5.10,1.0000,0.00,5.10,0.00
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,2RKZuckB4kwvKEFhSCBa57DU9oWdtRcF5dgyb6N9jups,2025-07-27T13:28:15.000Z,2025-07-28T19:00:00.000+10:00,2025-07-28T21:00:00.000+10:00,0.00230569,0.8500,-15.00,1.1114,11.14,15.00,0.00
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,Ga5GipNAgM4MHNEC5nuyU5Xb44CZpsj9sAPmrLRsjups,2025-07-28T07:32:19.000Z,2025-07-31T01:00:00.000+10:00,2025-07-31T22:00:00.000+10:00,0.00000502,1.0127,1.27,1.0567,5.67,0.00,0.00
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,Hio3BG49VvoRwFqgg4avYpwewLvNrVZn78P3w5Jwbonk,2025-07-28T07:32:27.000Z,2025-07-31T04:00:00.000+10:00,2025-07-31T12:00:00.000+10:00,0.00000568,1.0000,0.00,1.0000,0.00,0.00,0.00
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,A8b6B5PxDkhD9JNrPg25fbtALMvme8B1JvoJkYfCbonk,2025-07-28T17:44:33.000Z,2025-07-29T10:00:00.000+10:00,2025-07-29T12:00:00.000+10:00,0.00028954,0.9766,-2.34,1.0302,3.02,2.34,0.00
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,0x338ede32eF54b28a9a755D07144b4a7061DD4444,2025-07-29T06:15:09.000Z,2025-08-02T11:00:00.000+10:00,2025-08-02T13:00:00.000+10:00,0.00008160,1.6819,68.19,1.8687,86.87,0.00,0.00
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,GV6yc4NBPYAMzNGo1SiiUF6DqzBYryCuynVCYh2ebonk,2025-07-29T10:37:30.000Z,2025-07-31T11:00:00.000+10:00,2025-07-31T12:00:00.000+10:00,0.00000509,1.0345,3.45,1.1502,15.02,0.00,0.00
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,BSojgEsXyvHfjZM9Uc4KuELrDqXauHZzrw8oeaZHbonk,2025-07-29T13:27:52.000Z,2025-07-31T14:00:00.000+10:00,2025-07-31T15:00:00.000+10:00,0.00000656,1.1047,10.47,1.0000,0.00,0.00,0.00
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,AUondHfWHCZwDq7cFv2nC3uEbToUcAKd54cHzxedbonk,2025-07-30T09:49:37.000Z,2025-07-31T11:00:00.000+10:00,2025-07-31T13:00:00.000+10:00,0.00000663,29.3131,2831.31,1.0000,0.00,0.00,0.00
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,Bg422kWRLrArkAMnGDZv3GTmYDrFKhuC2MGzSoxxjups,2025-07-30T09:49:53.000Z,2025-07-31T14:00:00.000+10:00,2025-07-31T16:00:00.000+10:00,0.00010022,1.2036,20.36,1.0940,9.40,0.00,0.00
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,6cHJn25Pay6nd4JJsKKZ8Fmm2NL43t8BY5Mp1hhiUb56,2025-07-30T09:50:05.000Z,2025-08-03T06:00:00.000+10:00,2025-08-03T08:00:00.000+10:00,0.00001972,1.0478,4.78,1.0000,0.00,0.00,0.00
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,35Wfh9AtZoFvj1P7dqrM8S2Fp3vxH161Yw7jHKmtbonk,2025-07-31T16:44:42.000Z,2025-08-01T23:00:00.000+10:00,2025-08-02T02:00:00.000+10:00,0.00003981,0.9160,-8.40,1.0322,3.22,8.40,0.00
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,yNdBHZXkU6R3dBXE7q5DFoDx5gBwnPDtbEFMSJsbonk,2025-07-31T21:10:31.000Z,2025-08-01T18:00:00.000+10:00,2025-08-01T20:00:00.000+10:00,0.00017706,1.0470,4.70,1.2056,20.56,0.00,0.00
