TradeNumber,TokenAddress,AlertTime,EntryTime,ExitTime,PnL,PnLPercent,MaxReached,HoldDurationMinutes,IsWin
1,0x4633626415ebd66a6183deae3b795a1af9914444,2025-10-07T10:53:00.000Z,2025-10-12T10:00:00.000+11:00,2025-10-12T12:00:00.000+11:00,0.975827,-2.42,1.0000,120,No
2,0x29aef8897d0812a6a777ac6b2c300c7080434444,2025-10-17T14:26:46.000Z,2025-10-19T11:00:00.000+11:00,2025-10-19T13:00:00.000+11:00,0.945095,-5.49,1.0000,120,No
