priority,quality_score,mint,chain,alert_count,has_duplicates,duplicate_count,has_gaps,gap_count,has_distortions,distortion_count,callers
medium,70.0,xr6TRFpam3hf28iuMqRMpCXu15G8TYz4Wsj4vTapump,solana,2,False,0,False,0,True,7151,
medium,70.0,G75caA4mtjpDns3fX8ja4Nj8ZiV6x8hh8e51sjVKpump,solana,2,False,0,False,0,True,7542,
medium,70.0,7PUABzBAn1rGKaaKwhfetgkuwf2ghrEETaEBKswpump,solana,2,False,0,False,0,True,8422,
medium,70.0,9EnydDKQL2KeE4Eq9FcWuDMpaBs8q4iyt2MPayWSpump,solana,2,False,0,False,0,True,4796,
medium,70.0,Yr8CsFhUBsRxeTcGcKmzxMSJMAfWtMaadyoj1JApump,solana,2,False,0,False,0,True,8368,
medium,70.0,8cQynx5ZaJKwdHsuXmSn3Y16RXta7ZTyTS1hW55Gpump,solana,2,False,0,False,0,True,8304,
medium,70.0,23Fg93TH9qnhMuTL4zTqZAYTsMztieA9bhWUixu3pump,solana,2,False,0,False,0,True,9502,
medium,70.0,Gtj3QCZgZNbqzpqQVKzpakgAbTEwPt6LdiLjWYNZpump,solana,2,False,0,False,0,True,7231,
medium,70.0,9LjLmk78kDbpsR18kYcdbEJe9yWALwkkSWaXA76Epump,solana,2,False,0,False,0,True,8080,
medium,70.0,Fzpo8vGJRRB9d8h9hv5FdNuvskTSXc55GGFvNpZupump,solana,2,False,0,False,0,True,8263,
medium,70.0,Hnm13jN2hNuJ4Za1p2Xd7fdyR6pKKDcJibR9NYiXpump,solana,2,False,0,False,0,True,9376,
medium,70.0,EjpYgSJ7FHWjyTNeuDvA4rfdpCP5cnbmfnqNNyyspump,solana,2,False,0,False,0,True,8294,
medium,70.0,733Xr5c3PThmBce5uLSnTzKT4LrAWoGy8tvQvcu8pump,solana,2,False,0,False,0,True,8800,
medium,70.0,85ioZLv1JYA7z8YxAQ7PXeSCFbQWfn7J5L1ftbxQpump,solana,2,False,0,False,0,True,5808,
medium,70.0,FfHh87LEFAd9BdrDE4dMwbUEjUV1GkJqVGExUkoMpump,solana,2,False,0,False,0,True,8314,
medium,70.0,H6pjM2K8A4R5FvGZqPijLMkxEqCu8K7WiRbzymLSpump,solana,2,False,0,False,0,True,9997,
medium,70.0,Aj9UZQTevreQfzm9VCQuqzjkUG7qeCov5xYjVY2kpump,solana,2,False,0,False,0,True,7502,
medium,70.0,BsyJvHG7UxTJmBaBy45pMLWx9ZyDTkvSeN3rwpYVpump,solana,2,False,0,False,0,True,9105,
medium,70.0,BxADEtdwTB2xmUJmmJtNEro3UPBfpd5iQkg2Dmwepump,solana,2,False,0,False,0,True,9988,
medium,70.0,2Zwa3HKmVd1h7T7gUiwdr1ZSCrgfxxXv2tLTWovgpump,solana,2,False,0,False,0,True,9191,
medium,70.0,b8mCYh9psBHCw5L5YZZTJgRuVcaDBd1zZD8TK1Cpump,solana,2,False,0,False,0,True,8455,
medium,70.0,2Y3Rx35XGevMyBax5PiHQxr5SoAFoPzHTjFuzKz8pump,solana,2,False,0,False,0,True,8509,
medium,70.0,BdK29uErfjYm6CqifEmdDijwhaQQk2z3vNiQ9h3m9tya,solana,2,False,0,False,0,True,9378,
medium,70.0,Egs8S3cnfyYHBHiczH5d6v2Xj47AiSaD8gXm9xLkBAGS,solana,2,False,0,False,0,True,5988,
medium,70.0,HfVnabiJCByE8ko6DWZvKKLUKMVRVs2chTKUeyEqpump,solana,2,False,0,False,0,True,7487,
medium,70.0,9iGZQZ2d4Xbhif8ZrjxCJvqf42Uki7avmoao3uaeKJMg,solana,2,False,0,False,0,True,9864,
medium,70.0,GeJVqzGBDhCDQqJnpXbqAdBvzK1aWTR6pMjA2Dyspump,solana,2,False,0,False,0,True,9286,
medium,70.0,BP8xvhTXJKWwNNwgc4TAhM5tWcLx4pEVRTFUr8dpump,solana,2,False,0,False,0,True,9131,
medium,70.0,Fv73EXJBRfctJzLVC3P7uQP6er6JU8b4KtDr4LQFpump,solana,2,False,0,False,0,True,7351,
medium,70.0,2y1j2t2P3Mv2KXM5bKoaiwWMPJSaGyEFVct79LNmpump,solana,2,False,0,False,0,True,9855,
medium,70.0,F6LUj3AnDMwLs9Sq5U2R1oAiPeG4PMcJK73KqoXUpump,solana,2,False,0,False,0,True,9338,
medium,70.0,ACbRrERR5GJnADhLhhanxrDCXJzGhyF64SKihbzBpump,solana,2,False,0,False,0,True,7881,
medium,70.0,CqvyYjAFWE6pUK9WqfXcmvs4ptUfJcGj5BqdbEBFpump,solana,2,False,0,False,0,True,9535,
medium,70.0,5XgpGK83mxVdcGuZxv7My99ZmuSzdJo4noLaaD4bpump,solana,2,False,0,False,0,True,5661,
medium,70.0,4RLfE2WPLj6JrUNnDv3gFsKbmQMcTVgmx92fUwrdBAGS,solana,2,False,0,False,0,True,9609,
medium,70.0,FDEF2U9geiWS7sdGPCUo2r1wGswkJr2mmVTECiH6pump,solana,2,False,0,False,0,True,4098,
medium,70.0,BdcN1VqPMidszdJopVPzLXrkBEzekswK2UnhgUcKpump,solana,2,False,0,False,0,True,9980,
medium,70.0,ZYtQxEH4Gyh9u9R213dqnJHGCAHe2e8nrA2BUAspump,solana,2,False,0,False,0,True,8652,
medium,70.0,FJbgkf8kcpiAfkeEqWd9bLhkebbeiRwowFsc7UXvpump,solana,2,False,0,False,0,True,8164,
medium,70.0,5vf7gwu4YM4J8b1LbnjH7RYZwruDtTAoJiNvetvUpump,solana,2,False,0,False,0,True,9963,
medium,70.0,FUaEFkijjZ1rsK2S3pNQr5JirJhypN3E5mHKeTHWbonk,solana,2,False,0,False,0,True,9914,
medium,70.0,ERYH7V18RFsXhq7XGbojkpamb5dw6Qyto4kd1Ripump,solana,2,False,0,False,0,True,8852,
medium,70.0,463vBSJt4CurDqEnojG3ykMy3Lf9GQF2hFV27JeZpump,solana,2,False,0,False,0,True,5186,
medium,70.0,Hcn43x1SnXZrRD9f6tuzv94qT51QoRHhaG7ALK7wMGF,solana,2,False,0,False,0,True,8958,
medium,70.0,29hi58fwa8pdrNCygfmcHECBkaYqct2dRimtrX2upump,solana,2,False,0,False,0,True,8992,
medium,70.0,6UeuWkKNpNw1Nj9X3WmzYwjZ5ExxRWWuPbCgQnJzbonk,solana,2,False,0,False,0,True,9380,
medium,70.0,FvbZG7ApFyjM9tq4waRpANCws2qqPZCfb46qMqTDYtLw,solana,2,False,0,False,0,True,7704,
medium,70.0,BMwEAXDkTPsqdGcVjXKSTwYoRtSrX99hk2qvc9pZpump,solana,2,False,0,False,0,True,6179,
medium,70.0,U9PwfFkCamjjC1hWkD3CUZ6swZavPSp1NcxHjQDpump,solana,2,False,0,False,0,True,6857,
medium,70.0,DxiYSR3KTArNUyQWSXJKAxbu73NUKds64EG9dQNEpump,solana,2,False,0,False,0,True,8661,
medium,70.0,14HxFS6yxquojf7q2fg8fuSzDeLtLi9wD9bXRuDAbonk,solana,2,False,0,False,0,True,6591,
medium,70.0,4pTN87RQi7Bt7yzU3CFk6FDiD8BYbH2dFYPwsAfjBAGS,solana,2,False,0,False,0,True,6710,
medium,70.0,7woPKwozDM1mFeJAiJcEU8Fd3CvbYXVfwnC3W56RndFi,solana,2,False,0,False,0,True,7327,
medium,70.0,J7CSUzsM2VfBUaeaer5aGVVLzzUoizBWF1vQX2NLpump,solana,2,False,0,False,0,True,6421,
medium,70.0,9am6SZQqUM5hMomurts3iuUQULEwqsSEdQSkVc9Vpump,solana,2,False,0,False,0,True,9086,
medium,70.0,6jktmPBMDgdzzHUQL6R9BUu9BY96qH2PxRtuqG3PZSFY,solana,2,False,0,False,0,True,8343,
medium,70.0,3rHKk548vhsKHHHdX4nQJ85qCpquzSdxwf9oHCvdpump,solana,2,False,0,False,0,True,10159,
medium,70.0,cFXwo8FqJxZeYNwrUf5xSABJZoCHnrtKiS7DaFyCoiN,solana,2,False,0,False,0,True,8715,
medium,70.0,ExK9kCCdK6hJGrabnaq9upUah6uZ1QNv9VrvDkEupump,solana,2,False,0,False,0,True,8689,
medium,70.0,7igth4c6og8kQtdEYT7fxDGmbod7HVrofQJur5Fqpump,solana,2,False,0,False,0,True,9908,
medium,70.0,2QtpuQU7xYRXEubkf7aWztzbkoZDu2LogRTYNMR2pump,solana,2,False,0,False,0,True,9068,
medium,70.0,218GvpbMt91iGnwxiAfhwP2dc9giBaKi25JLoUADpump,solana,2,False,0,False,0,True,4325,
medium,70.0,5efQfRqBwYDob34CdeYyxnYAhPLKk4Y1Dy3FFNV2C777,solana,2,False,0,False,0,True,7019,
medium,70.0,Pn2C81NENQJ1TFnw37x9H21yhLcyNsnVdkucQjDpump,solana,2,False,0,False,0,True,9809,
medium,70.0,rWqaZ3KaJaiKtVEQo4nuEsxKKr2tHtoeYMf1vVveDjS,solana,2,False,0,False,0,True,7213,
medium,70.0,7nsbGjYk85fkDk1uNFqVCyLZYtXxiZoLZncfLLC7pump,solana,2,False,0,False,0,True,9543,
medium,70.0,FsZgW2kzAgDQQd7PGHGQiD79gZC4UWTzRVzTFWiZpump,solana,2,False,0,False,0,True,9767,
medium,70.0,D25bi7oHQjqkVrzbfuM6k2gzVNHTSpBLhtakDCzCCDUB,solana,2,False,0,False,0,True,7564,
medium,70.0,EQASBjej7mAM1pDYg1x3QcCQTmXegbEeumk66Gtipump,solana,2,False,0,False,0,True,9666,
medium,70.0,5b6APSxi45LoARCaPKDeE7z6DCG3cBrCtcKMq4kMpump,solana,2,False,0,False,0,True,9701,
medium,70.0,HM1qfMccuwNsjPTLUY4bHiYF3bSYzn65hZ5vH1P2MiLL,solana,2,False,0,False,0,True,7943,
medium,70.0,9Xw3areGS4XkLi16WJWTSdvLXxvv57An9czTwZBfpump,solana,2,False,0,False,0,True,7858,
medium,70.0,F8nWrsDrgk2sANrHjmryGf98gBkLoyAumATc3HLVoH1D,solana,2,False,0,False,0,True,9708,
medium,70.0,VC5nK5vv3UKqEGcipf4cS3qLVHsQN9Qw4BErNXbmaxi,solana,2,False,0,False,0,True,9938,
medium,70.0,7doC787yS9xCGQCd5z9FBB67SqWj2DZU2VBwh4G3pump,solana,2,False,0,False,0,True,9431,
medium,70.0,HhJ5gsWi1nvDFza5MNxNvjjx6bsx1mPUdRvpMCtzL777,solana,2,False,0,False,0,True,9985,
medium,70.0,5zkoYGaDaQRMKx8QZ8fTPYRYtsNSW9p3wVZ4qsUxD777,solana,2,False,0,False,0,True,9629,
medium,70.0,Ey3XV7Cw3tE4dUXoFC4zoNujRXN7u7dBf21vsZFcbonk,solana,2,False,0,False,0,True,9093,
medium,70.0,FvemkE2rFrsk1Mr1tq7dXk44pdh6nmGN9X8LAxVRpump,solana,2,False,0,False,0,True,9204,
medium,70.0,6LQbQrA2aNDxKTgFZCBoYDjdYaPV83EwfMWGNp1TBAGS,solana,2,False,0,False,0,True,8672,
medium,70.0,fobQwFRq5M8TfLTCwzoeAUJzaeCub25jALpEsRdpump,solana,2,False,0,False,0,True,9688,
medium,70.0,26bq9wxGUyVRQWNbviGhppMSCEqqK2PksNMAm1cnpump,solana,2,False,0,False,0,True,7953,
medium,70.0,6kj8JwRRLVuL6E5y7Tm4zbe3vTPatwyjRhjGPNhmpump,solana,2,False,0,False,0,True,10092,
medium,70.0,WrDdotwWLhEB8WCr2z66QCyMBhjkohTLL6tm7zaxjeD,solana,2,False,0,False,0,True,4577,
medium,70.0,C5jVbtkQBPq2Pophte1s3hkRnEvawtQ5Cv922MEipump,solana,2,False,0,False,0,True,9893,
medium,70.0,GB5N5QEg4sEnnft58k8MTvcb6Pmmqo3hX5nTvzeGpump,solana,2,False,0,False,0,True,9396,
medium,70.0,6Hi2PPiqkwYBY2vxbn1oasbTknvsWRZvNL3PjKZnpump,solana,2,False,0,False,0,True,6475,
medium,70.0,76DnkLw7i9X8HvZb4cvFwA1GXYhthp2GLownMr6ppump,solana,2,False,0,False,0,True,9819,
medium,70.0,98grnXKE6oaymTBUnhkurXzXUYfFbkzzzVwEzFxSpump,solana,2,False,0,False,0,True,10058,
medium,70.0,CH29CmCw1HK5ennwEFu7RGbbguUWwno81zxk9S5pump,solana,2,False,0,False,0,True,8578,
medium,70.0,32nNtYR8h8rRBKv8JQd2PM1XroBh8rQica5JWmgpBAGS,solana,2,False,0,False,0,True,6370,
medium,70.0,NJxAmP4tJZyRVaU5i2jG2ZmfguXzDjCQ67ZqRyBh111,solana,2,False,0,False,0,True,7966,
medium,70.0,DHbCYJKeRG7pinC1fegevivpdU4aUPGeFyoeogCQpump,solana,2,False,0,False,0,True,8612,
medium,70.0,VXiDqL7EHGM5LzZSbjZXTcdoCkJuW7ZUdULqVB2bonk,solana,2,False,0,False,0,True,9901,
medium,70.0,Db52jaicKYiddqnxkTRKB67wExFb2UrRNmNnzQkVPump,solana,2,False,0,False,0,True,7385,
medium,70.0,BVPVnNJ7AjYscfdJrUPV7P6XFEkVDo1YnJMin7YoBAGS,solana,2,False,0,False,0,True,9008,
medium,70.0,4QXpkiK31rKGCnYWyMzTJHJfTfs2iuAfqEGxCR5uBAGS,solana,2,False,0,False,0,True,8741,
medium,70.0,88uWePLqqR6RRYZSio3zzbUQesDF8rzefkqV2ZJ1BAGS,solana,2,False,0,False,0,True,6775,
medium,70.0,BwjHqV4t1q9A64QMfCJXMaPn9dwnqDfjZqoHNL5aBAGS,solana,2,False,0,False,0,True,9254,
medium,70.0,ANy9HNZh1ELVZPptAUQ3K7V2jWArYnHnAsw77zcJpump,solana,2,False,0,False,0,True,10144,
medium,70.0,5V1HCmgWNR4FdJmhy5ny2kdxsoB2NPrV9LX4d3GXpump,solana,2,False,0,False,0,True,9117,
medium,70.0,H9ruWiJAR9pMC8gZpKTpPUn1TWhDK68cEJy7tVcN61jD,solana,2,False,0,False,0,True,9633,
medium,70.0,9hStzhJie5w3NqGDFRz59kRnw4Psf2mWSkYhe5eapump,solana,2,False,0,False,0,True,9978,
medium,70.0,J4GATmFy9rZtqfLoLTYY9afNQd4T71uLRKuxAu63pump,solana,2,False,0,False,0,True,8085,
medium,70.0,F5tmwnE8QZZnnYXYa9P3vvStv3eSscqLeDMpuTCrpump,solana,2,False,0,False,0,True,8487,
medium,70.0,DHuHRLNcFB9UfiaAYzSMFiQpLzXBFN9cCgvxuUg8vPZE,solana,2,False,0,False,0,True,9294,
medium,70.0,HJr7r4rccPYUAGKmu8Pb1rKZPNpEghUDtbgQRJurpump,solana,2,False,0,False,0,True,9532,
medium,70.0,5smDivtvbpStucJEb3rpqBaaq8iMqnf6nc7C8h4Bpump,solana,2,False,0,False,0,True,9887,
medium,70.0,EfJgtHAyfpDRVnnyc3arLKpdf75Bm3xttA8wnRqBpump,solana,2,False,0,False,0,True,9954,
medium,70.0,AYdYfG4zSSTKN6dHqaB7fXXZWwh8QwHzejTtaLi3pump,solana,2,False,0,False,0,True,9326,
medium,70.0,FgPLZQLqWmivVbsfm7Wwth75Vtfi3zDfJnwLjRPYcqcZ,solana,2,False,0,False,0,True,8978,
medium,70.0,A6TLrvDAzVwuVzRom4brG5URF4HrgiqmwydHzrqMpump,solana,2,False,0,False,0,True,9253,
medium,70.0,XbKWBmYo8GTRmLjf4qNCvLNZeDFKzVLvkEawVrypump,solana,2,False,0,False,0,True,9285,
medium,70.0,5YkBTSHGFafaJuAqpB9h3Nuid5kSVrwUg3Ys3PmcbPE,solana,2,False,0,False,0,True,10067,
medium,70.0,GGNP1Gf6kewF6sTvnD1zssbuiwxmsHoxRcjCayZspump,solana,2,False,0,False,0,True,8730,
medium,70.0,58SBP69t9DfWrUiwW9t5iBgy3MmJzRDxjYmQTaXyP7Jh,solana,2,False,0,False,0,True,9823,
medium,70.0,HHxGTfXuv5hL1b1k8FWf4jrafBjs2VLdi6KjrBhPpump,solana,2,False,0,False,0,True,9773,
medium,70.0,48Yi53Mw21XvnPYfU2a4WZqGPDu67XQWhikgNHhSBAGS,solana,2,False,0,False,0,True,7071,
medium,70.0,T1Hf5w9772oCkp8cnhoSdKdfjsKieVGEnDuNJeEpump,solana,2,False,0,False,0,True,8522,
medium,70.0,917JFJT2cAW2r5tX92EiNRbQPuU5gb54q5o4Ad61pump,solana,2,False,0,False,0,True,9103,
medium,70.0,8J4oASLBU8WdTgeRP4wiucCH4Cpn272R47W9JmduBAGS,solana,2,False,0,False,0,True,8072,
medium,70.0,AuH3dMUG5DYK471EtJDPPh9ytX9n68efUZi1cUunWR1r,solana,2,False,0,False,0,True,8983,
medium,70.0,5Q1Gwj6Q3QV8F1RbmwaoCaJLak3eAC4RxwiJABZxbonk,solana,2,False,0,False,0,True,9405,
medium,70.0,Ddt3SAUc7kPcUM23BiVqVnkbQJDL9LyWNUE31Rjxpump,solana,2,False,0,False,0,True,8960,
medium,70.0,2kBaWJjNf2XiEWjg4qhWtTXoVN5EvJAvZPv8vyWB8A4M,solana,2,False,0,False,0,True,8814,
medium,70.0,2dMHTBnkSPRNqasqwpPfK4wwPxNdgmb1LhrbJ8vGjups,solana,2,False,0,False,0,True,5432,
medium,70.0,HDbQ3c7ynSZKfg1UXhx2nNBwL3Phf9kNEbFEyZFrpump,solana,2,False,0,False,0,True,10074,
medium,70.0,AXAEjYZYMitWgXw6xy5zfCeQ2UvsViShmMgxL1Bfpump,solana,2,False,0,False,0,True,9474,
medium,70.0,9Enb2cGtfYyAjCQedPUYd6Hfq2gkqzKH114KkDRZpump,solana,2,False,0,False,0,True,7483,
medium,70.0,DqKym6x8pGN35evcEdZSYtvGwyBkhuvxAp36nN2qbonk,solana,2,False,0,False,0,True,9180,
medium,70.0,FkHRbb5EUNEQxCjPySRV2ejWauZYFwC3yXneU83cS6V1,solana,2,False,0,False,0,True,9755,
medium,70.0,5WRnnntsH6DVTwz3uzDFS5W6hhosYL3TsBZeV9Nybonk,solana,2,False,0,False,0,True,9617,
medium,70.0,GbzLdAPEJU3fLtSvkPxo8U6pHFhjpACiPWMSv69Mbonk,solana,2,False,0,False,0,True,7437,
medium,70.0,5x5SWAsiaDxpfGhgXHYSoLvQ3HJhkdQJxqtg1FhFbonk,solana,2,False,0,False,0,True,8564,
medium,70.0,a4WcyMS183n6anrtQ5r9i4YVX2VuT7b2h3NywnEBAGS,solana,2,False,0,False,0,True,4942,
medium,70.0,A8b6B5PxDkhD9JNrPg25fbtALMvme8B1JvoJkYfCbonk,solana,2,False,0,False,0,True,8913,
medium,70.0,H4d1qh5avAiqnwwDR6FNneXaQBP7eKdq1eZC6yEWbonk,solana,2,False,0,False,0,True,9618,
medium,70.0,CY2k3sedfk8x3ejAYFcYp4krzoPvpxk6y8ejRywUbonk,solana,2,False,0,False,0,True,6291,
medium,70.0,CSiLxHNvXKcEgF8S9Ymd23UkXspenuweTepyzaUnbonk,solana,2,False,0,False,0,True,5737,
medium,70.0,2rY6pFwrtFqRFsUZR5QUbjYmJATSsvuWVPQqbcM4bonk,solana,2,False,0,False,0,True,9510,
medium,70.0,FbgKUVrJRAJP4JFmtBThwccTCb6TKdSi28BbPQbrbonk,solana,2,False,0,False,0,True,9679,
medium,70.0,6J5cjSYzohhiq5v8yTnchEcsG8W7DsM8SZaQ2G63bonk,solana,2,False,0,False,0,True,9055,
medium,70.0,7MdF6aSLRaHnnM5L7psNfLnzAZMcxU4HVeXNmorPbonk,solana,2,False,0,False,0,True,9314,
medium,70.0,FHcTwp9EG3x3huWUubpDvD5oJXeyV27iyEaZUpmSbonk,solana,2,False,0,False,0,True,8604,
medium,70.0,CwxXrctZ9cR4RzFy2vzZUcbCgG2TUncwwjS59Bymbonk,solana,2,False,0,False,0,True,6865,
medium,70.0,Bb5BKNzKtkRM9zeEdc5ojkPgYKr5GsuMzBeGktn2bonk,solana,2,False,0,False,0,True,8754,
medium,70.0,GDB8bt9XYjGeuvt1qFmk84K4TqmhSppc3a9HqdHWbonk,solana,2,False,0,False,0,True,9556,
medium,70.0,FD6vGnA4iewV1B6TVo7e6MApusSreE2sBY3LWj5Bbonk,solana,2,False,0,False,0,True,4507,
medium,70.0,CvbYok7aFZJXjBKrWeXsC42ejki5iWm9tSUdSGspbonk,solana,2,False,0,False,0,True,9693,
medium,70.0,8Ejzgzic8ubyoARqXjJX6S2mYkGxiKHJx5rb5feBbonk,solana,2,False,0,False,0,True,6932,
medium,70.0,CFE79emBnGNMtkbYSU39tv9eMH2i7uiVMscaerYxbonk,solana,2,False,0,False,0,True,10058,
medium,70.0,HGL8ceyDesmctaWPjXEStfhtTPtrw8c1WQCPERxRbonk,solana,2,False,0,False,0,True,10039,
medium,70.0,9B1WxNvqrkYwhSdZNxSjF3i2vfbo4gvUEUJ1xFCCbonk,solana,2,False,0,False,0,True,7048,
medium,70.0,5hUL8iHMXcUj9AS7yBErJmmTXyRvbdwwUqbtB2udjups,solana,2,False,0,False,0,True,5226,
medium,70.0,Aodaw2oaWPzcKUkEFMFC2eXUg3VrFnj63Dup4PNgbonk,solana,2,False,0,False,0,True,9757,
medium,70.0,AuRK3tsrbjTNasc7EJ4HSLAJUZqFYLH3Q8A4BsHnbonk,solana,2,False,0,False,0,True,9696,
medium,70.0,9DWvXzsR91Y2EmASbBysFrHqZdMjXahFPzUXL4idbonk,solana,2,False,0,False,0,True,7088,
medium,70.0,8AKBy6SkaerTMWZAad47yQxZnvrEk59DvhcHLHUsbonk,solana,2,False,0,False,0,True,3829,
medium,70.0,F3fCeo9wYRENiFSRpL8uvi2m1XWsdrKpwD3dBgQpbonk,solana,2,False,0,False,0,True,9489,
medium,70.0,9A6AHy9wDL5T77wfWdWRbSmpfzE8Te7z1VXSPD5Ybonk,solana,2,False,0,False,0,True,8742,
medium,70.0,6hNY5ucPXHwECo5UmVvLgBQEZrqNUbTNi7jMfm8dbonk,solana,2,False,0,False,0,True,9845,
medium,70.0,Bk6oLMgBNGJKFCCELjjydMqQ1igunsS7y1ZpDDzGbonk,solana,2,False,0,False,0,True,5765,
medium,70.0,4pfeei8PAepBcWiLeSPmJwSaSdikgSRhCvk1RDKxbonk,solana,2,False,0,False,0,True,8055,
medium,70.0,7ZC4BjM92HboXQPi39ehiueJ8CuDJQxPVMuZtzshbonk,solana,2,False,0,False,0,True,7970,
medium,70.0,4GudzK6GstbS7rphjxQPhudaSL9fJohwM1joyXpmbonk,solana,2,False,0,False,0,True,8127,
medium,70.0,8BMWG24WUuT3WgeYJAoazWqYscLyi4gB5WdxE1vubonk,solana,2,False,0,False,0,True,9999,
medium,70.0,cyMRy2qBFbv6r6epi5TFiWuwANP46bH56iY42zdbonk,solana,2,False,0,False,0,True,8403,
medium,70.0,D9JXMRovgX9hyCAqkQZTvj5Pr3rgZkNCFw8vfhxabonk,solana,2,False,0,False,0,True,7053,
medium,70.0,DYtHi5uNo54QZBeiFBGajZPpaW8wX1qSzaSDRKvSbonk,solana,2,False,0,False,0,True,9420,
medium,70.0,ARLYsWnz3eafecasuzCVghccgo9qRF8DnJ3St1dwbonk,solana,2,False,0,False,0,True,8964,
medium,70.0,GPbVkH7bmxuwM8vKsWVYJ4rW7ErwsNwRoBGho16Sbonk,solana,2,False,0,False,0,True,4342,
medium,70.0,3MrwYcAvGNNtMcHwscSqFQJ3qhMpKwxZCbprYrz1RYWi,solana,2,False,0,False,0,True,5856,
medium,70.0,7TJBcvSYxi35Q3LbEiQsFE5PkVZdBYnua8jKnR4Cbonk,solana,2,False,0,False,0,True,7805,
medium,70.0,Bzx6NPUUSukdSy9jCwsTJFeHwpuZtuh4ffgasb69bonk,solana,2,False,0,False,0,True,9745,
medium,70.0,GxNGdYcXRFSuPJrVsSLgcavKE1E8Jptqvxz4ZR3tbonk,solana,2,False,0,False,0,True,8882,
medium,70.0,mvKXAM1ZMSTRS3t4xUEjvxv2k4j8UMpbquUa3qebonk,solana,2,False,0,False,0,True,7905,
medium,70.0,6b1pp61Pchcjtk3xJaK9CXH84wenpAfeFhaCXCtzZHK9,solana,2,False,0,False,0,True,9977,
medium,70.0,3UofsdJQyTe8PF3HMUR8KEB13wtwGkk4qyAhgLCgbonk,solana,2,False,0,False,0,True,6370,
medium,70.0,HKZQxDqqw1U7MmzEcjc4JocEnZJ75nBKudcKs8xgbonk,solana,2,False,0,False,0,True,9644,
medium,70.0,9AtRdmYjQ4zGz7YBFcJeLEeF3rh464vqCbQLgqB7bonk,solana,2,False,0,False,0,True,9837,
medium,70.0,12XvRbmvA3AY8La3brnQGcMR5HBp7Cn3Fxc5kKiQ86FY,solana,2,False,0,False,0,True,7502,
medium,70.0,4ZVCJdxrbWLWKFFAZqqphyNBUhPE7YpnHWXvFuKkbonk,solana,2,False,0,False,0,True,9680,
medium,70.0,BqyjVnfh4WaTXC23wyNnB8EMhJXUZDqJKvZnNagY9Exp,solana,2,False,0,False,0,True,7546,
medium,70.0,5kx6u1iN3bEUxWboawVS8uK745tBuhxSb8jApcYbonk,solana,2,False,0,False,0,True,9655,
medium,70.0,3pqL1GCZeSszT22SxnViRL3EjDojXKGygWbLnkquRkCm,solana,2,False,0,False,0,True,8621,
medium,70.0,6VLZVUvmzxKk5DgMNaBzgkDTRc1dfCpRm5m6d79nbonk,solana,2,False,0,False,0,True,7793,
medium,70.0,37CK1GDT6y2YXKD3amHLwfkVXPmM1EMYAGmDKXiEbonk,solana,2,False,0,False,0,True,4750,
medium,70.0,7Fpps8uivN4fwKrAxMidQ4gZYrG2yv4WRqUKamEdbonk,solana,2,False,0,False,0,True,9561,
medium,70.0,FT8X8hqoEwNT8UifNL3ppPbpccf7mnuNLpJsszv7AFHW,solana,2,False,0,False,0,True,5343,
medium,70.0,HR5tQiuYn2hohjv3SrYV8HAi7SnW9FnfUXkeu3Utbonk,solana,2,False,0,False,0,True,8462,
medium,70.0,CffTf8NJJ6NNthsGrBDBQ9cZJ21DBenFQXwFs9Mtbonk,solana,2,False,0,False,0,True,6854,
medium,70.0,HhbSmC5Bx8ejJjRwarR1EEwHwurLbw1uwoV1Mx8bonk,solana,2,False,0,False,0,True,8637,
medium,70.0,1marrFjuQnTAwJNdEY59Gqf6ntc1MXWrGLxYKHDbonk,solana,2,False,0,False,0,True,9449,
medium,70.0,DYQmD4Bed1yiWXBdkiWNFYdSPd58vd9kNvFFVpBhbonk,solana,2,False,0,False,0,True,9703,
medium,70.0,Dy8YSeibzxR6xw4QYUPFhqnnycrr3GNJ3Xu4BqV8pump,solana,2,False,0,False,0,True,4722,
medium,70.0,2zyXsUNb5N8D92f6ARyQszWZ3dpC1rEew8iX6QRZpump,solana,2,False,0,False,0,True,8791,
medium,70.0,6MCsPfoAYEZXSR8fPh1YVn6sca9uNrxGtshWLAYibonk,solana,2,False,0,False,0,True,9826,
medium,70.0,6ctAtut8qGaDwgcF8CLKS9sL7Bks6URwu7A3mFHbonk,solana,2,False,0,False,0,True,8994,
medium,70.0,G5H985XeyJG6vAe8WP1V6g23EHiAXH2pnc7FEqQhpump,solana,2,False,0,False,0,True,9831,
medium,70.0,8hqPQbsdamgZwSqk8qDaBhqqJ4LoApGGH8cyn2W3bonk,solana,2,False,0,False,0,True,9727,
medium,70.0,DCbbn5ppAdHW7TA18vxKgXtTuySyuRewJ6kSguGEshoe,solana,2,False,0,False,0,True,9784,
medium,70.0,6gd5ubix2Ubzeup2ycUxSgWVKFTrSugLXFsqhBQRpump,solana,2,False,0,False,0,True,7026,
medium,70.0,HhfyQNANe8DNAgSaMNRAW5GAs6J15PpTNMUpzBbbonk,solana,2,False,0,False,0,True,8221,
medium,70.0,Ei3DQbew9B26dFmp3NiMqfew9YajVj7g2FEPXXtcbonk,solana,2,False,0,False,0,True,9648,
medium,70.0,GUp6rv5emMKS2mSYrYSEVUDSebbNU7Ab6bUFpvuf48nc,solana,2,False,0,False,0,True,8830,
medium,70.0,3oQwNvAfZMuPWjVPC12ukY7RPA9JiGwLod6Pr4Lkpump,solana,2,False,0,False,0,True,6833,
