priority,quality_score,mint,chain,alert_count,has_duplicates,duplicate_count,has_gaps,gap_count,has_distortions,distortion_count,callers
medium,70.0,26nS7AcxmhbzfY23iLT1LV1SrnYYuKqYFAg942KPpump,solana,2,False,0,False,0,True,9223,
medium,70.0,DnfUH9aCQ5w5JvT2y9eJEVCoq2NenHBgoTXnYnc3pump,solana,2,False,0,False,0,True,9986,
medium,70.0,5xL15htnLsMN44DyUQyztEYSFBn6pgF41cngBkKMpump,solana,2,False,0,False,0,True,7434,
medium,70.0,Hz5umnpTrCjXNUrZtZAdviEfmXDzmaBZiQefVdb9pump,solana,2,False,0,False,0,True,6588,
medium,70.0,3mLQPiA5ySspiZcCu6TwxyuatkdBB7b1i8nVPYkRpump,solana,2,False,0,False,0,True,6248,
medium,70.0,CHDD5kgtG39Zxwh5JxHNbmWqNsgYBKZ8QFRNnvJepump,solana,2,False,0,False,0,True,9104,
medium,70.0,8HxW9Z3YT1gXgQcgEynZaHsEpLXRgijGfMYCkaAypump,solana,2,False,0,False,0,True,6328,
medium,70.0,9nXWduTKWCYLgbCKKLjLhqE4S7M85mgAsFVkKZZYpump,solana,2,False,0,False,0,True,8761,
medium,70.0,5SEc2JdcAeQPLeASmuXv8cFkVvgekWWEJkQybz19pump,solana,2,False,0,False,0,True,7690,
medium,70.0,GUkGNfN2xVFqGZ2gchpre6KSBwUjLQzb57t5Yiwcpump,solana,2,False,0,False,0,True,8356,
medium,70.0,4Rr7ZqdQcgAYePzHzWNCdKx8hZXi9CEyPXTfc6CDpump,solana,2,False,0,False,0,True,9585,
medium,70.0,7ztJWBzawnLB1UeEC1zRiyuxqhd2r3oxYYD2ouKVnBLV,solana,2,False,0,False,0,True,7399,
medium,70.0,6aZsRfWLBcbFizeEn3zkrcbVRGYzqCVZjWpd9ysepump,solana,2,False,0,False,0,True,8744,
medium,70.0,9Eufcq8yqukb4A9eUTAXrRpzB7aKTdAuUnqe75ttpump,solana,2,False,0,False,0,True,7530,
medium,70.0,J1aQdXGPXEzLi6FyY1ia9tdoFenuc1T1oTUDLWa9pump,solana,2,False,0,False,0,True,8266,
medium,70.0,D65Jr6jUe5swtbBdfZvieNqsunEBGRwzGpHJPBZ1111,solana,2,False,0,False,0,True,8029,
medium,70.0,43Ag4kEdxbxxjKTQAueg5YYWVVBEV12YU3y4Fomzpump,solana,2,False,0,False,0,True,8340,
medium,70.0,6qjmEYdre48o1sMW9HLNHX4qW7mHaDzkyRRX2Rtmpump,solana,2,False,0,False,0,True,9309,
medium,70.0,FcQJXLB9HxYzKea5xknW3dzwqRW4FUEeP38GdD8gpump,solana,2,False,0,False,0,True,9237,
medium,70.0,BTyH61fYgXULwepVaQTf4PZn43BmSxawHDfwprqcpump,solana,2,False,0,False,0,True,9384,
medium,70.0,3yqZuWiddzCRpHnT5C6biczyjNH8E8SiqVJiJZE3pump,solana,2,False,0,False,0,True,9223,
medium,70.0,2wnQbF4yDak1eVYkSmsAJX9948MZk2ZzEfRMHWerBAGS,solana,2,False,0,False,0,True,7319,
medium,70.0,CHiNsA2B6ZbmKnEmHPCbbX9aXJyoJzAtcLpHEDd6Qyq3,solana,2,False,0,False,0,True,6149,
medium,70.0,At1MTZrQD6fqNZ7tomwfVzWyod2N6XT69TJGVFQ9pump,solana,2,False,0,False,0,True,9789,
medium,70.0,E3oEF6TZb5DssCqwyXRt31AUEnGqvcHeVcyGvLiqpump,solana,2,False,0,False,0,True,6042,
medium,70.0,CmUnSFZCKUFGs2L8eZGQukAj833Y8r2SiJav55Nnrihd,solana,2,False,0,False,0,True,6105,
medium,70.0,D2QvT2fgdvaLxDLiTFjHeRqeZFXU8UqFdJr7xcgHmoon,solana,2,False,0,False,0,True,8498,
medium,70.0,BCmzCD8SBswoM2EHkY7JW2b5iYzYJQjGGKfzYG79pump,solana,2,False,0,False,0,True,9815,
medium,70.0,7RMD2knb2JmFaged8PsZ6rBZoJEVgW3r3hM52A6fmoon,solana,2,False,0,False,0,True,9558,
medium,70.0,5v71TCn8kmbPdkATL8StfTRL7Q9kbFea6gzW8Nkbpump,solana,2,False,0,False,0,True,9848,
medium,70.0,t6Z8Qh7eRn6ikRiL4DeoieTkFz3YtmamDwZQK2Spump,solana,2,False,0,False,0,True,9808,
