title,year,lot_id,price_text,location_text,time_text,url,source_page
2008 Honda Civic VTi-L 8TH GEN Manual Sedan,2008,21061429,$109,VIC,,https://www.grays.com/lot/0001-21061429/motor-vehicles-motor-cycles/2008-honda-civic-vti-l-8th-gen-manual-sedan,2
2017 Toyota Camry ATARA S HYBRID AVV50R CVT Sedan,2017,21061427,$109,VIC,,https://www.grays.com/lot/0001-21061427/motor-vehicles-motor-cycles/2017-toyota-camry-atara-s-hybrid-avv50r-cvt-sedan,2
2017 Mitsubishi ASX LS 2WD XC CVT Wagon,2017,21061405,$109,VIC,,https://www.grays.com/lot/0001-21061405/motor-vehicles-motor-cycles/2017-mitsubishi-asx-ls-2wd-xc-cvt-wagon,2
2012 Subaru Forester X S3 Automatic Wagon,2012,21061365,$109,VIC,,https://www.grays.com/lot/0001-21061365/motor-vehicles-motor-cycles/2012-subaru-forester-x-s3-automatic-wagon,2
2013 Holden Cruze CD JH Manual Hatchback,2013,21061331,$109,VIC,,https://www.grays.com/lot/0001-21061331/motor-vehicles-motor-cycles/2013-holden-cruze-cd-jh-manual-hatchback,2
2009 Hyundai i30 SLX FD Turbo Diesel Automatic Hatchback,2009,21061452,$9,VIC,,https://www.grays.com/lot/0001-21061452/motor-vehicles-motor-cycles/2009-hyundai-i30-slx-fd-turbo-diesel-automatic-hatchback,2
2007 Toyota Corolla Ascent ZRE152R Automatic Sedan,2007,21061362,$9,VIC,,https://www.grays.com/lot/0001-21061362/motor-vehicles-motor-cycles/2007-toyota-corolla-ascent-zre152r-automatic-sedan,2
2011 Ford Territory Titanium SZ Turbo Diesel Automatic 7 Seats Wagon,2011,21061403,"$1,500",VIC,,https://www.grays.com/lot/0001-21061403/motor-vehicles-motor-cycles/2011-ford-territory-titanium-sz-turbo-diesel-automatic-7-seats-wagon,2
2013 Holden Sportwagon International VF Automatic Wagon,2013,21061432,$409,VIC,,https://www.grays.com/lot/0001-21061432/motor-vehicles-motor-cycles/2013-holden-sportwagon-international-vf-automatic-wagon,2
2016 Hyundai Accent Automatic Hatchback,2016,21061438,$300,VIC,,https://www.grays.com/lot/0001-21061438/motor-vehicles-motor-cycles/2016-hyundai-accent-automatic-hatchback,2
2016 Ford Ranger XL 4X2 Hi-Rider PX II Turbo Diesel Auto Crew Cab Chassis,2016,21061465,$209,VIC,,https://www.grays.com/lot/0001-21061465/motor-vehicles-motor-cycles/2016-ford-ranger-xl-4x2-hi-rider-px-ii-turbo-diesel-auto-crew-cab-chassis,2
2012 Volkswagen Polo 77TSI COMFORTLINE 6R Automatic Hatchback,2012,21061459,$209,VIC,,https://www.grays.com/lot/0001-21061459/motor-vehicles-motor-cycles/2012-volkswagen-polo-77tsi-comfortline-6r-automatic-hatchback,2
2014 Ford Ranger XL 4X2 Hi-Rider PX Turbo Diesel Automatic Dual Cab,2014,21061418,$209,VIC,,https://www.grays.com/lot/0001-21061418/motor-vehicles-motor-cycles/2014-ford-ranger-xl-4x2-hi-rider-px-turbo-diesel-automatic-dual-cab,2
2015 Mazda CX-5 Maxx Sport KE Turbo Diesel Automatic Wagon,2015,21061410,$209,VIC,,https://www.grays.com/lot/0001-21061410/motor-vehicles-motor-cycles/2015-mazda-cx-5-maxx-sport-ke-turbo-diesel-automatic-wagon,2
2016 Holden Cruze Z SERIES JH Automatic Hatchback,2016,21061368,"$1,000",VIC,,https://www.grays.com/lot/0001-21061368/motor-vehicles-motor-cycles/2016-holden-cruze-z-series-jh-automatic-hatchback,2
2009 Suzuki SX4 AWD GY Automatic Hatchback,2009,21061363,$209,VIC,,https://www.grays.com/lot/0001-21061363/motor-vehicles-motor-cycles/2009-suzuki-sx4-awd-gy-automatic-hatchback,2
2010 Kia Sportage Si SL Automatic SUV,2010,21061488,$109,VIC,,https://www.grays.com/lot/0001-21061488/motor-vehicles-motor-cycles/2010-kia-sportage-si-sl-automatic-suv,2
2008 Toyota Yaris Automatic Hatchback,2008,21061473,$109,VIC,,https://www.grays.com/lot/0001-21061473/motor-vehicles-motor-cycles/2008-toyota-yaris-automatic-hatchback,2
2013 Alfa Romeo Giulietta Manual Hatchback,2013,21061455,$109,VIC,,https://www.grays.com/lot/0001-21061455/motor-vehicles-motor-cycles/2013-alfa-romeo-giulietta-manual-hatchback,2
2015 Mitsubishi Lancer GSR SPORTBACK CJ CVT Hatchback,2015,21061425,$109,VIC,,https://www.grays.com/lot/0001-21061425/motor-vehicles-motor-cycles/2015-mitsubishi-lancer-gsr-sportback-cj-cvt-hatchback,2
2013 Holden Colorado 4X2 LX RG Turbo Diesel Automatic Dual Cab,2013,21061399,$109,VIC,,https://www.grays.com/lot/0001-21061399/motor-vehicles-motor-cycles/2013-holden-colorado-4x2-lx-rg-turbo-diesel-automatic-dual-cab,2
2009 Mitsubishi Express SWB SJ Manual Van,2009,21061408,$109,VIC,,https://www.grays.com/lot/0001-21061408/motor-vehicles-motor-cycles/2009-mitsubishi-express-swb-sj-manual-van,2
2014 Ford Kuga TITANIUM AWD TF II Automatic Wagon,2014,21061397,$109,VIC,,https://www.grays.com/lot/0001-21061397/motor-vehicles-motor-cycles/2014-ford-kuga-titanium-awd-tf-ii-automatic-wagon,2
Mercedes Benz Sprinter 516 CDI LWB Turbo Diesel Automatic Cab Chassis,,21061391,$109,VIC,,https://www.grays.com/lot/0001-21061391/motor-vehicles-motor-cycles/mercedes-benz-sprinter-516-cdi-lwb-turbo-diesel-automatic-cab-chassis,2
2013 Jeep Grand Cherokee OVERLAND WK Turbo Diesel Automatic - 8 Speed Wagon,2013,21061360,$109,VIC,,https://www.grays.com/lot/0001-21061360/motor-vehicles-motor-cycles/2013-jeep-grand-cherokee-overland-wk-turbo-diesel-automatic-8-speed-wagon,2
2008 Peugeot 307 Automatic Hatchback,2008,21061485,$9,VIC,,https://www.grays.com/lot/0001-21061485/motor-vehicles-motor-cycles/2008-peugeot-307-automatic-hatchback,2
2011 Hyundai iLoad TQ Turbo Diesel Manual Van,2011,21061483,$9,VIC,,https://www.grays.com/lot/0001-21061483/motor-vehicles-motor-cycles/2011-hyundai-iload-tq-turbo-diesel-manual-van,2
2007 Hyundai Getz S TB Automatic Hatchback,2007,21061480,$9,VIC,,https://www.grays.com/lot/0001-21061480/motor-vehicles-motor-cycles/2007-hyundai-getz-s-tb-automatic-hatchback,2
2013 Fiat Punto EASY Automatic Hatchback,2013,21061466,$9,VIC,,https://www.grays.com/lot/0001-21061466/motor-vehicles-motor-cycles/2013-fiat-punto-easy-automatic-hatchback,2
2013 Mitsubishi Mirage ES LA Manual Hatchback,2013,21061461,$9,VIC,,https://www.grays.com/lot/0001-21061461/motor-vehicles-motor-cycles/2013-mitsubishi-mirage-es-la-manual-hatchback,2
2013 Mazda CX-5 Grand Touring KE Turbo Diesel Automatic Wagon,2013,21061449,$9,VIC,,https://www.grays.com/lot/0001-21061449/motor-vehicles-motor-cycles/2013-mazda-cx-5-grand-touring-ke-turbo-diesel-automatic-wagon,2
2013 Audi Q5 3.0 TFSI Quattro 8R Automatic - 8 Speed Wagon,2013,21061451,$9,VIC,,https://www.grays.com/lot/0001-21061451/motor-vehicles-motor-cycles/2013-audi-q5-3-0-tfsi-quattro-8r-automatic-8-speed-wagon,2
2008 Mitsubishi Lancer VRX CJ CVT Sedan,2008,21061450,$9,VIC,,https://www.grays.com/lot/0001-21061450/motor-vehicles-motor-cycles/2008-mitsubishi-lancer-vrx-cj-cvt-sedan,2
2012 Nissan Navara 4x4 ST-X550 D40 Turbo Diesel Automatic Dual Cab,2012,21061447,$9,VIC,,https://www.grays.com/lot/0001-21061447/motor-vehicles-motor-cycles/2012-nissan-navara-4x4-st-x550-d40-turbo-diesel-automatic-dual-cab,2
2013 Jeep Grand Cherokee Limited WK Turbo Diesel Automatic - 8 Speed Wagon,2013,21061446,$9,VIC,,https://www.grays.com/lot/0001-21061446/motor-vehicles-motor-cycles/2013-jeep-grand-cherokee-limited-wk-turbo-diesel-automatic-8-speed-wagon,2
2014 Holden Cruze CD JH Automatic Hatchback,2014,21061440,$9,VIC,,https://www.grays.com/lot/0001-21061440/motor-vehicles-motor-cycles/2014-holden-cruze-cd-jh-automatic-hatchback,2
2009 Mitsubishi Outlander Automatic Wagon,2009,21061439,$9,VIC,,https://www.grays.com/lot/0001-21061439/motor-vehicles-motor-cycles/2009-mitsubishi-outlander-automatic-wagon,2
2013 Dodge Journey R/T Automatic 7 Seats People Mover,2013,21061435,$9,VIC,,https://www.grays.com/lot/0001-21061435/motor-vehicles-motor-cycles/2013-dodge-journey-r-t-automatic-7-seats-people-mover,2
2012 Great Wall X200 4X4 Turbo Diesel Automatic Wagon,2012,21061433,$9,VIC,,https://www.grays.com/lot/0001-21061433/motor-vehicles-motor-cycles/2012-great-wall-x200-4x4-turbo-diesel-automatic-wagon,2
2012 Toyota HiAce LWB KDH201R Turbo Diesel Manual Van,2012,21061431,$9,VIC,,https://www.grays.com/lot/0001-21061431/motor-vehicles-motor-cycles/2012-toyota-hiace-lwb-kdh201r-turbo-diesel-manual-van,2
2014 Hyundai i30 TROPHY GD Manual Hatchback,2014,21061428,$9,VIC,,https://www.grays.com/lot/0001-21061428/motor-vehicles-motor-cycles/2014-hyundai-i30-trophy-gd-manual-hatchback,2
2009 Mazda 2 NEO SAFETY PACK DE Manual Hatchback,2009,21061426,$9,2009 Mazda 2 NEO SAFETY PACK DE Manual Hatchback,,https://www.grays.com/lot/0001-21061426/motor-vehicles-motor-cycles/2009-mazda-2-neo-safety-pack-de-manual-hatchback,2
2008 Suzuki Swift EZ Manual Hatchback,2008,21061415,$9,VIC,,https://www.grays.com/lot/0001-21061415/motor-vehicles-motor-cycles/2008-suzuki-swift-ez-manual-hatchback,2
2013 Holden Barina Spark CD MJ Manual Hatchback,2013,21061398,$9,VIC,,https://www.grays.com/lot/0001-21061398/motor-vehicles-motor-cycles/2013-holden-barina-spark-cd-mj-manual-hatchback,2
2010 Mazda Mazda3 Manual Hatchback,2010,21061395,$9,VIC,,https://www.grays.com/lot/0001-21061395/motor-vehicles-motor-cycles/2010-mazda-mazda3-manual-hatchback,3
2017 Holden Trax LT TJ Automatic Wagon,2017,21061413,$9,VIC,,https://www.grays.com/lot/0001-21061413/motor-vehicles-motor-cycles/2017-holden-trax-lt-tj-automatic-wagon,3
2010 Toyota Camry Altise ACV40R Automatic Sedan,2010,21061393,$9,VIC,,https://www.grays.com/lot/0001-21061393/motor-vehicles-motor-cycles/2010-toyota-camry-altise-acv40r-automatic-sedan,3
2009 Nissan Murano TI Z51 CVT Wagon,2009,21061409,$9,VIC,,https://www.grays.com/lot/0001-21061409/motor-vehicles-motor-cycles/2009-nissan-murano-ti-z51-cvt-wagon,3
2014 Jeep Cherokee Longitude (4x4) KL Automatic Wagon,2014,21061406,$9,VIC,,https://www.grays.com/lot/0001-21061406/motor-vehicles-motor-cycles/2014-jeep-cherokee-longitude-4x4-kl-automatic-wagon,3
2010 Hyundai i30cw SX FD Turbo Diesel Automatic Wagon,2010,21061357,$9,VIC,,https://www.grays.com/lot/0001-21061357/motor-vehicles-motor-cycles/2010-hyundai-i30cw-sx-fd-turbo-diesel-automatic-wagon,3
2013 Nissan Altima Ti-S L33 CVT Sedan,2013,21061364,$9,VIC,,https://www.grays.com/lot/0001-21061364/motor-vehicles-motor-cycles/2013-nissan-altima-ti-s-l33-cvt-sedan,3
2015 Holden Cruze CD JH Automatic Sedan,2015,21061350,$9,VIC,,https://www.grays.com/lot/0001-21061350/motor-vehicles-motor-cycles/2015-holden-cruze-cd-jh-automatic-sedan,3
2008 Mercedes Benz ML320CDI W164 Turbo Diesel Automatic Wagon,2008,21061347,$9,VIC,,https://www.grays.com/lot/0001-21061347/motor-vehicles-motor-cycles/2008-mercedes-benz-ml320cdi-w164-turbo-diesel-automatic-wagon,3
2013 Jeep Grand Cherokee Laredo WK Automatic - 8 Speed Wagon,2013,21061345,$9,VIC,,https://www.grays.com/lot/0001-21061345/motor-vehicles-motor-cycles/2013-jeep-grand-cherokee-laredo-wk-automatic-8-speed-wagon,3
2016 Nissan Pathfinder ST-L R52 CVT 7 Seats Wagon,2016,21061211,$9,VIC,,https://www.grays.com/lot/0001-21061211/motor-vehicles-motor-cycles/2016-nissan-pathfinder-st-l-r52-cvt-7-seats-wagon,3
2010 Mercedes Benz C200 CGI W204 Automatic Sedan,2010,21061176,$9,VIC,,https://www.grays.com/lot/0001-21061176/motor-vehicles-motor-cycles/2010-mercedes-benz-c200-cgi-w204-automatic-sedan,3
2013 Mazda 3 Neo BL Automatic Hatchback,2013,21061141,$9,VIC,,https://www.grays.com/lot/0001-21061141/motor-vehicles-motor-cycles/2013-mazda-3-neo-bl-automatic-hatchback,3
