Strategy,Total PnL %,Total Trades,Win Rate %,Avg Win,Avg Loss,Profit Factor,Sharpe Ratio,Max Drawdown %,Trailing Stop %,Stop Activation,Min Exit %,Profit Targets
"Strategy_3203","14.14","238","12.61","6.3303","0.7513","1.22","0.02","53.14","30","4.5x","10","[{""target"":4,""percent"":0.1}]"
"Strategy_3213","14.14","238","12.61","6.3303","0.7513","1.22","0.02","53.14","30","5.0x","10","[{""target"":4,""percent"":0.1}]"
"Strategy_3223","14.14","238","12.61","6.3303","0.7513","1.22","0.02","53.14","35","2.0x","10","[{""target"":4,""percent"":0.1}]"
"Strategy_3233","14.14","238","12.61","6.3303","0.7513","1.22","0.02","53.14","35","2.5x","10","[{""target"":4,""percent"":0.1}]"
"Strategy_3243","14.14","238","12.61","6.3303","0.7513","1.22","0.02","53.14","35","3.0x","10","[{""target"":4,""percent"":0.1}]"
"Strategy_3253","14.14","238","12.61","6.3303","0.7513","1.22","0.02","53.14","35","3.5x","10","[{""target"":4,""percent"":0.1}]"
"Strategy_3273","14.14","238","12.61","6.3303","0.7513","1.22","0.02","53.14","35","4.5x","10","[{""target"":4,""percent"":0.1}]"
"Strategy_3283","14.14","238","12.61","6.3303","0.7513","1.22","0.02","53.14","35","5.0x","10","[{""target"":4,""percent"":0.1}]"
"Strategy_3293","14.14","238","12.61","6.3303","0.7513","1.22","0.02","53.14","40","2.0x","10","[{""target"":4,""percent"":0.1}]"
"Strategy_3303","14.14","238","12.61","6.3303","0.7513","1.22","0.02","53.14","40","2.5x","10","[{""target"":4,""percent"":0.1}]"
"Strategy_3313","14.14","238","12.61","6.3303","0.7513","1.22","0.02","53.14","40","3.0x","10","[{""target"":4,""percent"":0.1}]"
"Strategy_3323","14.14","238","12.61","6.3303","0.7513","1.22","0.02","53.14","40","3.5x","10","[{""target"":4,""percent"":0.1}]"
"Strategy_3343","14.14","238","12.61","6.3303","0.7513","1.22","0.02","53.14","40","4.5x","10","[{""target"":4,""percent"":0.1}]"
"Strategy_3353","14.14","238","12.61","6.3303","0.7513","1.22","0.02","53.14","40","5.0x","10","[{""target"":4,""percent"":0.1}]"
"Strategy_3363","14.14","238","12.61","6.3303","0.7513","1.22","0.02","53.14","45","2.0x","10","[{""target"":4,""percent"":0.1}]"
"Strategy_3373","14.14","238","12.61","6.3303","0.7513","1.22","0.02","53.14","45","2.5x","10","[{""target"":4,""percent"":0.1}]"
"Strategy_3383","14.14","238","12.61","6.3303","0.7513","1.22","0.02","53.14","45","3.0x","10","[{""target"":4,""percent"":0.1}]"
"Strategy_3393","14.14","238","12.61","6.3303","0.7513","1.22","0.02","53.14","45","3.5x","10","[{""target"":4,""percent"":0.1}]"
"Strategy_3413","14.14","238","12.61","6.3303","0.7513","1.22","0.02","53.14","45","4.5x","10","[{""target"":4,""percent"":0.1}]"
"Strategy_3423","14.14","238","12.61","6.3303","0.7513","1.22","0.02","53.14","45","5.0x","10","[{""target"":4,""percent"":0.1}]"
"Strategy_1115","14.05","238","17.23","4.0938","0.6822","1.25","0.04","53.23","20","5.0x","20","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1473","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","15","2.0x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1483","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","15","2.5x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1503","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","15","3.5x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1513","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","15","4.0x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1523","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","15","4.5x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1543","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","20","2.0x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1553","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","20","2.5x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1573","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","20","3.5x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1583","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","20","4.0x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1593","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","20","4.5x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1613","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","25","2.0x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1623","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","25","2.5x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1643","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","25","3.5x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1653","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","25","4.0x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1663","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","25","4.5x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1683","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","30","2.0x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1693","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","30","2.5x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1713","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","30","3.5x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1723","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","30","4.0x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1733","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","30","4.5x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1753","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","35","2.0x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1763","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","35","2.5x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1783","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","35","3.5x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1793","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","35","4.0x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1803","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","35","4.5x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1823","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","40","2.0x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1833","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","40","2.5x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1853","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","40","3.5x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1863","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","40","4.0x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1873","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","40","4.5x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1893","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","45","2.0x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1903","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","45","2.5x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1923","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","45","3.5x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1933","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","45","4.0x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1943","14.04","238","12.18","6.5416","0.7478","1.21","0.02","53.22","45","4.5x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_2726","13.96","238","17.23","3.8944","0.6418","1.26","0.04","61.39","30","5.0x","30","[{""target"":5,""percent"":0.05}]"
"Strategy_1604","13.95","238","17.23","4.3542","0.7377","1.23","0.04","60.16","20","5.0x","15","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_2938","13.82","238","17.23","3.0657","0.4711","1.35","0.06","50.56","45","5.0x","50","[{""target"":5,""percent"":0.05}]"
"Strategy_505","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","15","2.5x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_515","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","15","3.0x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_525","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","15","3.5x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_545","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","15","4.5x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_555","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","15","5.0x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_575","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","20","2.5x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_585","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","20","3.0x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_595","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","20","3.5x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_615","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","20","4.5x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_625","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","20","5.0x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_645","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","25","2.5x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_655","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","25","3.0x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_665","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","25","3.5x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_685","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","25","4.5x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_695","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","25","5.0x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_715","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","30","2.5x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_725","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","30","3.0x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_735","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","30","3.5x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_755","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","30","4.5x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_765","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","30","5.0x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_785","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","35","2.5x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_795","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","35","3.0x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_805","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","35","3.5x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_825","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","35","4.5x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_835","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","35","5.0x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_855","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","40","2.5x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_865","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","40","3.0x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_875","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","40","3.5x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_895","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","40","4.5x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_905","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","40","5.0x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_925","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","45","2.5x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_935","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","45","3.0x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_945","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","45","3.5x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_965","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","45","4.5x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_975","13.72","238","20.59","3.2179","0.6615","1.26","0.02","49.60","45","5.0x","20","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_1327","13.72","238","17.23","3.3281","0.5269","1.31","0.05","49.43","35","5.0x","40","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_984","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","15","2.0x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1004","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","15","3.0x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1014","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","15","3.5x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1024","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","15","4.0x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1034","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","15","4.5x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1054","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","20","2.0x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1074","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","20","3.0x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1084","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","20","3.5x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1094","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","20","4.0x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1104","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","20","4.5x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1124","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","25","2.0x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1144","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","25","3.0x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1154","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","25","3.5x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1164","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","25","4.0x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1174","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","25","4.5x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1194","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","30","2.0x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1214","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","30","3.0x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1224","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","30","3.5x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1234","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","30","4.0x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1244","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","30","4.5x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1264","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","35","2.0x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1284","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","35","3.0x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1294","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","35","3.5x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1304","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","35","4.0x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1314","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","35","4.5x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1334","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","40","2.0x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1354","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","40","3.0x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1364","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","40","3.5x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1374","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","40","4.0x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1384","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","40","4.5x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1404","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","45","2.0x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1424","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","45","3.0x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1434","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","45","3.5x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1444","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","45","4.0x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1454","13.67","238","13.03","5.6320","0.6863","1.23","0.02","51.82","45","4.5x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_2452","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","15","2.0x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2462","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","15","2.5x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2472","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","15","3.0x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2482","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","15","3.5x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2492","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","15","4.0x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2502","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","15","4.5x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2522","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","20","2.0x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2532","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","20","2.5x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2542","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","20","3.0x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2552","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","20","3.5x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2562","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","20","4.0x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2572","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","20","4.5x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2592","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","25","2.0x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2602","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","25","2.5x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2612","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","25","3.0x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2622","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","25","3.5x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2632","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","25","4.0x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2642","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","25","4.5x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2662","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","30","2.0x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2672","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","30","2.5x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2682","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","30","3.0x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2692","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","30","3.5x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2702","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","30","4.0x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2712","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","30","4.5x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2732","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","35","2.0x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2742","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","35","2.5x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2752","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","35","3.0x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2762","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","35","3.5x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2772","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","35","4.0x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2782","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","35","4.5x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2802","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","40","2.0x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2812","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","40","2.5x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2822","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","40","3.0x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2832","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","40","3.5x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2842","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","40","4.0x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2852","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","40","4.5x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2872","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","45","2.0x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2882","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","45","2.5x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2892","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","45","3.0x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2902","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","45","3.5x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2912","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","45","4.0x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2922","13.62","238","12.18","6.8178","0.7909","1.20","0.01","54.02","45","4.5x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_1958","13.54","238","17.23","2.9952","0.4597","1.36","0.06","47.98","45","5.0x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
