Strategy,Total PnL %,Total Trades,Win Rate %,Avg Win,Avg Loss,Profit Factor,Sharpe Ratio,Max Drawdown %,Trailing Stop %,Stop Activation,Min Exit %,Profit Targets
"Strategy_3929","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","15","2.0x","60","[]"
"Strategy_3939","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","15","2.5x","60","[]"
"Strategy_3949","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","15","3.0x","60","[]"
"Strategy_3959","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","15","3.5x","60","[]"
"Strategy_3969","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","15","4.0x","60","[]"
"Strategy_3979","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","15","4.5x","60","[]"
"Strategy_3989","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","15","5.0x","60","[]"
"Strategy_3999","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","20","2.0x","60","[]"
"Strategy_4009","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","20","2.5x","60","[]"
"Strategy_4019","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","20","3.0x","60","[]"
"Strategy_4029","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","20","3.5x","60","[]"
"Strategy_4039","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","20","4.0x","60","[]"
"Strategy_4049","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","20","4.5x","60","[]"
"Strategy_4059","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","20","5.0x","60","[]"
"Strategy_4069","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","25","2.0x","60","[]"
"Strategy_4079","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","25","2.5x","60","[]"
"Strategy_4089","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","25","3.0x","60","[]"
"Strategy_4099","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","25","3.5x","60","[]"
"Strategy_4109","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","25","4.0x","60","[]"
"Strategy_4119","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","25","4.5x","60","[]"
"Strategy_4129","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","25","5.0x","60","[]"
"Strategy_4139","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","30","2.0x","60","[]"
"Strategy_4149","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","30","2.5x","60","[]"
"Strategy_4159","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","30","3.0x","60","[]"
"Strategy_4169","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","30","3.5x","60","[]"
"Strategy_4179","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","30","4.0x","60","[]"
"Strategy_4189","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","30","4.5x","60","[]"
"Strategy_4199","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","30","5.0x","60","[]"
"Strategy_4209","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","35","2.0x","60","[]"
"Strategy_4219","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","35","2.5x","60","[]"
"Strategy_4229","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","35","3.0x","60","[]"
"Strategy_4239","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","35","3.5x","60","[]"
"Strategy_4249","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","35","4.0x","60","[]"
"Strategy_4259","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","35","4.5x","60","[]"
"Strategy_4269","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","35","5.0x","60","[]"
"Strategy_4279","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","40","2.0x","60","[]"
"Strategy_4289","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","40","2.5x","60","[]"
"Strategy_4299","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","40","3.0x","60","[]"
"Strategy_4309","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","40","3.5x","60","[]"
"Strategy_4319","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","40","4.0x","60","[]"
"Strategy_4329","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","40","4.5x","60","[]"
"Strategy_4339","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","40","5.0x","60","[]"
"Strategy_4349","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","45","2.0x","60","[]"
"Strategy_4359","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","45","2.5x","60","[]"
"Strategy_4369","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","45","3.0x","60","[]"
"Strategy_4379","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","45","3.5x","60","[]"
"Strategy_4389","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","45","4.0x","60","[]"
"Strategy_4399","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","45","4.5x","60","[]"
"Strategy_4409","52.24","238","11.76","7.2927","0.3804","2.56","0.05","33.93","45","5.0x","60","[]"
"Strategy_2459","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","15","2.0x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2469","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","15","2.5x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2479","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","15","3.0x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2489","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","15","3.5x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2499","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","15","4.0x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2509","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","15","4.5x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2529","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","20","2.0x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2539","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","20","2.5x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2549","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","20","3.0x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2559","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","20","3.5x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2569","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","20","4.0x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2579","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","20","4.5x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2599","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","25","2.0x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2609","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","25","2.5x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2619","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","25","3.0x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2629","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","25","3.5x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2639","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","25","4.0x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2649","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","25","4.5x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2669","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","30","2.0x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2679","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","30","2.5x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2689","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","30","3.0x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2699","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","30","3.5x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2709","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","30","4.0x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2719","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","30","4.5x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2739","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","35","2.0x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2749","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","35","2.5x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2759","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","35","3.0x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2769","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","35","3.5x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2779","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","35","4.0x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2789","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","35","4.5x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2809","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","40","2.0x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2819","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","40","2.5x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2829","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","40","3.0x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2839","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","40","3.5x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2849","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","40","4.0x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2859","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","40","4.5x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2879","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","45","2.0x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2889","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","45","2.5x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2899","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","45","3.0x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2909","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","45","3.5x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2919","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","45","4.0x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2929","50.64","238","12.18","6.8178","0.3694","2.56","0.06","32.83","45","4.5x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_3439","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","15","2.0x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3449","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","15","2.5x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3459","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","15","3.0x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3469","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","15","3.5x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3479","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","15","4.0x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3489","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","15","4.5x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3499","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","15","5.0x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3509","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","20","2.0x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3519","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","20","2.5x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3529","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","20","3.0x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3539","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","20","3.5x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3549","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","20","4.0x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3559","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","20","4.5x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3569","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","20","5.0x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3579","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","25","2.0x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3589","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","25","2.5x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3599","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","25","3.0x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3609","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","25","3.5x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3619","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","25","4.0x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3629","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","25","4.5x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3639","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","25","5.0x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3649","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","30","2.0x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3659","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","30","2.5x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3669","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","30","3.0x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3679","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","30","3.5x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3689","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","30","4.0x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3699","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","30","4.5x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3709","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","30","5.0x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3719","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","35","2.0x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3729","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","35","2.5x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3739","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","35","3.0x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3749","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","35","3.5x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3759","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","35","4.0x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3769","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","35","4.5x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3779","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","35","5.0x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3789","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","40","2.0x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3799","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","40","2.5x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3809","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","40","3.0x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3819","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","40","3.5x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3829","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","40","4.0x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3839","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","40","4.5x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3849","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","40","5.0x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3859","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","45","2.0x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3869","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","45","2.5x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3879","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","45","3.0x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3889","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","45","3.5x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3899","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","45","4.0x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3909","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","45","4.5x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_3919","50.39","238","12.18","6.8329","0.3743","2.53","0.06","33.93","45","5.0x","60","[{""target"":6,""percent"":0.05}]"
"Strategy_2949","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","15","2.0x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_2959","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","15","2.5x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_2969","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","15","3.0x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_2979","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","15","3.5x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_2999","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","15","4.5x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3009","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","15","5.0x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3019","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","20","2.0x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3029","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","20","2.5x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3039","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","20","3.0x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3049","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","20","3.5x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3069","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","20","4.5x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3079","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","20","5.0x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3089","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","25","2.0x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3099","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","25","2.5x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3109","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","25","3.0x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3119","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","25","3.5x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3139","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","25","4.5x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3149","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","25","5.0x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3159","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","30","2.0x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3169","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","30","2.5x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3179","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","30","3.0x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3189","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","30","3.5x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3209","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","30","4.5x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3219","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","30","5.0x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3229","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","35","2.0x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3239","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","35","2.5x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3249","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","35","3.0x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3259","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","35","3.5x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3279","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","35","4.5x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3289","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","35","5.0x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3299","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","40","2.0x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3309","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","40","2.5x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3319","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","40","3.0x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3329","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","40","3.5x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3349","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","40","4.5x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3359","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","40","5.0x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3369","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","45","2.0x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3379","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","45","2.5x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3389","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","45","3.0x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3399","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","45","3.5x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3419","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","45","4.5x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_3429","48.91","238","12.61","6.3303","0.3534","2.58","0.06","32.23","45","5.0x","60","[{""target"":4,""percent"":0.1}]"
"Strategy_1479","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","15","2.0x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1489","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","15","2.5x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1509","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","15","3.5x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1519","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","15","4.0x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1529","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","15","4.5x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1549","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","20","2.0x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1559","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","20","2.5x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1579","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","20","3.5x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1589","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","20","4.0x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1599","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","20","4.5x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1619","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","25","2.0x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1629","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","25","2.5x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1649","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","25","3.5x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1659","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","25","4.0x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1669","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","25","4.5x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1689","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","30","2.0x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1699","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","30","2.5x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1719","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","30","3.5x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1729","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","30","4.0x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1739","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","30","4.5x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1759","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","35","2.0x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1769","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","35","2.5x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
