TradeNumber,AlertTime,PnL,PositionSize,TradeReturn,PortfolioBefore,PortfolioAfter,MovingAvgPortfolio
1,2025-08-05T23:57:18.000Z,1.000000,10.00,0.00,100.00,100.00,100.00
2,2025-10-04T18:59:11.000Z,0.905471,10.00,-0.95,100.00,99.05,100.00
3,2025-10-20T17:11:02.000Z,0.894937,9.97,-1.05,99.05,98.01,99.68
