TradeNumber,AlertTime,PnL,PositionSize,TradeReturn,PortfolioBefore,PortfolioAfter
345,2025-08-04T22:54:08.000Z,1.009561,46.48,0.44,626.75,627.20
346,2025-08-05T02:21:35.000Z,1.022963,46.48,1.07,627.20,628.26
347,2025-08-05T04:28:04.000Z,1.000000,46.48,0.00,628.26,628.26
348,2025-08-05T06:58:00.000Z,1.027722,46.48,1.29,628.26,629.55
349,2025-08-05T07:05:32.000Z,1.003915,46.48,0.18,629.55,629.73
350,2025-08-05T07:23:19.000Z,0.810751,46.48,-8.80,629.73,620.94
351,2025-08-05T07:36:15.000Z,1.242533,46.48,11.27,620.94,632.21
352,2025-08-05T08:09:46.000Z,0.997367,46.48,-0.12,632.21,632.09
353,2025-08-05T08:10:02.000Z,1.118818,46.48,5.52,632.09,637.61
354,2025-08-05T09:25:24.000Z,0.810005,46.48,-8.83,637.61,628.78
355,2025-08-05T09:40:43.000Z,1.008393,46.48,0.39,628.78,629.17
356,2025-08-05T10:48:13.000Z,1.035499,46.48,1.65,629.17,630.82
357,2025-08-05T11:44:36.000Z,1.003877,46.48,0.18,630.82,631.00
358,2025-08-05T11:46:03.000Z,1.128417,46.48,5.97,631.00,636.97
359,2025-08-05T12:26:29.000Z,0.946364,46.48,-2.49,636.97,634.48
360,2025-08-05T14:07:53.000Z,2.258905,46.48,58.51,634.48,692.99
361,2025-08-05T14:13:37.000Z,1.007816,46.48,0.36,692.99,693.35
362,2025-08-05T14:50:49.000Z,0.951928,46.48,-2.23,693.35,691.12
363,2025-08-05T15:07:33.000Z,0.822882,46.48,-8.23,691.12,682.89
364,2025-08-05T15:24:49.000Z,0.992936,46.48,-0.33,682.89,682.56
365,2025-08-05T16:14:11.000Z,0.912274,46.48,-4.08,682.56,678.48
366,2025-08-05T16:25:02.000Z,0.998992,46.48,-0.05,678.48,678.43
367,2025-08-05T19:05:28.000Z,1.024536,46.48,1.14,678.43,679.57
368,2025-08-05T19:06:18.000Z,1.033689,46.48,1.57,679.57,681.14
369,2025-08-05T20:14:39.000Z,1.251396,46.48,11.69,681.14,692.83
370,2025-08-05T20:27:30.000Z,0.922269,46.48,-3.61,692.83,689.21
371,2025-08-05T20:52:24.000Z,0.800000,46.48,-9.30,689.21,679.92
372,2025-08-05T21:41:16.000Z,0.800000,46.48,-9.30,679.92,670.62
373,2025-08-05T22:43:23.000Z,0.983389,46.48,-0.77,670.62,669.85
374,2025-08-05T23:57:18.000Z,1.000000,46.48,0.00,669.85,669.85
375,2025-08-06T01:27:19.000Z,0.987699,46.48,-0.57,669.85,669.28
376,2025-08-06T02:17:57.000Z,1.008473,46.48,0.39,669.28,669.67
377,2025-08-06T02:33:38.000Z,1.063392,46.48,2.95,669.67,672.62
378,2025-08-06T07:10:56.000Z,1.148506,46.48,6.90,672.62,679.52
379,2025-08-06T08:04:04.000Z,0.983435,46.48,-0.77,679.52,678.75
380,2025-08-06T08:46:32.000Z,1.000000,46.48,0.00,678.75,678.75
381,2025-08-06T09:25:45.000Z,0.890842,46.48,-5.07,678.75,673.68
382,2025-08-06T10:19:27.000Z,1.004373,46.48,0.20,673.68,673.88
383,2025-08-06T10:26:02.000Z,0.990248,46.48,-0.45,673.88,673.43
384,2025-08-06T13:31:41.000Z,0.984120,46.48,-0.74,673.43,672.69
385,2025-08-06T13:55:51.000Z,0.999913,46.48,-0.00,672.69,672.68
386,2025-08-06T17:12:14.000Z,0.879570,46.48,-5.60,672.68,667.09
387,2025-08-06T17:22:58.000Z,1.002643,46.48,0.12,667.09,667.21
388,2025-08-06T17:29:03.000Z,1.231100,46.48,10.74,667.21,677.95
389,2025-08-06T17:36:18.000Z,1.000000,46.48,0.00,677.95,677.95
390,2025-08-06T17:50:38.000Z,0.925836,46.48,-3.45,677.95,674.50
391,2025-08-06T18:44:55.000Z,0.984627,46.48,-0.71,674.50,673.79
392,2025-08-06T22:09:49.000Z,1.009127,46.48,0.42,673.79,674.21
393,2025-08-06T23:05:40.000Z,0.935978,46.48,-2.98,674.21,671.24
394,2025-08-06T23:16:00.000Z,0.992736,46.48,-0.34,671.24,670.90
395,2025-08-06T23:43:23.000Z,0.989306,46.48,-0.50,670.90,670.40
396,2025-08-07T00:20:37.000Z,0.911155,46.48,-4.13,670.40,666.27
397,2025-08-07T00:27:57.000Z,0.983684,46.48,-0.76,666.27,665.51
398,2025-08-07T00:57:52.000Z,1.000000,46.48,0.00,665.51,665.51
399,2025-08-07T01:48:47.000Z,1.000000,46.48,0.00,665.51,665.51
400,2025-08-07T03:37:59.000Z,1.015975,46.48,0.74,665.51,666.26
401,2025-08-07T06:30:51.000Z,1.379952,46.48,17.66,666.26,683.92
402,2025-08-07T06:46:23.000Z,0.955172,46.48,-2.08,683.92,681.83
403,2025-08-07T07:38:47.000Z,0.850622,46.48,-6.94,681.83,674.89
404,2025-08-07T07:44:58.000Z,0.800000,46.48,-9.30,674.89,665.59
405,2025-08-07T07:49:31.000Z,0.974244,46.48,-1.20,665.59,664.40
406,2025-08-07T07:52:17.000Z,1.365568,46.48,16.99,664.40,681.39
407,2025-08-07T10:34:15.000Z,1.020126,46.48,0.94,681.39,682.32
408,2025-08-07T10:48:21.000Z,1.002018,46.48,0.09,682.32,682.42
409,2025-08-07T12:42:49.000Z,0.991007,46.48,-0.42,682.42,682.00
410,2025-08-07T13:00:15.000Z,0.967624,46.48,-1.50,682.00,680.50
411,2025-08-07T13:02:39.000Z,1.763656,46.48,35.50,680.50,715.99
412,2025-08-07T13:02:57.000Z,1.011373,46.48,0.53,715.99,716.52
413,2025-08-07T13:17:27.000Z,1.003923,46.48,0.18,716.52,716.70
414,2025-08-07T14:02:57.000Z,1.010872,46.48,0.51,716.70,717.21
415,2025-08-07T14:33:15.000Z,0.992108,46.48,-0.37,717.21,716.84
416,2025-08-07T15:35:41.000Z,1.005536,46.48,0.26,716.84,717.10
417,2025-08-07T16:18:11.000Z,0.990457,46.48,-0.44,717.10,716.65
418,2025-08-07T16:26:29.000Z,1.004260,46.48,0.20,716.65,716.85
419,2025-08-07T16:27:49.000Z,1.000000,46.48,0.00,716.85,716.85
420,2025-08-07T16:42:56.000Z,0.850316,46.48,-6.96,716.85,709.89
421,2025-08-07T16:43:34.000Z,0.845964,46.48,-7.16,709.89,702.73
422,2025-08-07T18:09:01.000Z,2.687928,46.48,78.46,702.73,781.19
423,2025-08-07T20:04:39.000Z,1.280381,46.48,13.03,781.19,794.22
424,2025-08-07T20:28:53.000Z,1.000000,46.48,0.00,794.22,794.22
425,2025-08-07T22:53:02.000Z,0.986948,46.48,-0.61,794.22,793.62
426,2025-08-07T22:57:03.000Z,0.846317,46.48,-7.14,793.62,786.47
427,2025-08-07T22:59:21.000Z,0.879084,46.48,-5.62,786.47,780.85
428,2025-08-07T23:20:04.000Z,0.966213,46.48,-1.57,780.85,779.28
429,2025-08-07T23:48:18.000Z,1.287370,46.48,13.36,779.28,792.64
430,2025-08-07T23:48:27.000Z,1.534393,46.48,24.84,792.64,817.48
431,2025-08-07T23:48:45.000Z,1.105946,46.48,4.92,817.48,822.40
432,2025-08-08T00:20:31.000Z,1.902088,46.48,41.93,822.40,864.33
433,2025-08-08T06:50:36.000Z,0.949692,46.48,-2.34,864.33,861.99
434,2025-08-08T07:03:52.000Z,1.000000,46.48,0.00,861.99,861.99
435,2025-08-08T07:33:56.000Z,0.903784,46.48,-4.47,861.99,857.52
436,2025-08-08T08:07:49.000Z,1.207238,46.48,9.63,857.52,867.15
437,2025-08-08T08:10:53.000Z,0.912904,46.48,-4.05,867.15,863.11
438,2025-08-08T09:54:09.000Z,1.000000,46.48,0.00,863.11,863.11
439,2025-08-08T10:23:01.000Z,0.998582,46.48,-0.07,863.11,863.04
440,2025-08-08T10:39:41.000Z,1.025368,46.48,1.18,863.04,864.22
441,2025-08-08T10:59:50.000Z,0.800000,46.48,-9.30,864.22,854.92
442,2025-08-08T12:03:54.000Z,1.165370,46.48,7.69,854.92,862.61
443,2025-08-08T14:51:43.000Z,0.900736,46.48,-4.61,862.61,858.00
444,2025-08-08T15:03:11.000Z,1.000000,46.48,0.00,858.00,858.00
445,2025-08-08T17:03:51.000Z,0.810021,46.48,-8.83,858.00,849.17
446,2025-08-08T18:05:28.000Z,1.116883,46.48,5.43,849.17,854.60
447,2025-08-08T18:12:25.000Z,0.897136,46.48,-4.78,854.60,849.82
448,2025-08-08T18:36:19.000Z,1.017558,46.48,0.82,849.82,850.63
449,2025-08-08T19:02:40.000Z,0.988430,46.48,-0.54,850.63,850.10
450,2025-08-08T19:12:44.000Z,1.004202,46.48,0.20,850.10,850.29
451,2025-08-08T20:21:11.000Z,1.000000,46.48,0.00,850.29,850.29
452,2025-08-08T21:52:17.000Z,0.927878,46.48,-3.35,850.29,846.94
453,2025-08-08T21:52:40.000Z,0.962385,46.48,-1.75,846.94,845.19
454,2025-08-08T22:11:22.000Z,0.834569,46.48,-7.69,845.19,837.50
455,2025-08-08T23:02:51.000Z,1.000000,46.48,0.00,837.50,837.50
456,2025-08-09T00:16:17.000Z,0.999597,46.48,-0.02,837.50,837.48
457,2025-08-09T00:18:27.000Z,1.061903,46.48,2.88,837.48,840.36
458,2025-08-09T00:18:29.000Z,0.800000,46.48,-9.30,840.36,831.06
459,2025-08-09T00:56:45.000Z,1.000000,46.48,0.00,831.06,831.06
460,2025-08-09T02:41:57.000Z,2.336142,46.48,62.10,831.06,893.17
461,2025-08-09T08:04:56.000Z,1.015532,46.48,0.72,893.17,893.89
462,2025-08-09T08:56:49.000Z,1.383510,46.48,17.83,893.89,911.72
463,2025-08-09T10:59:52.000Z,1.180552,46.48,8.39,911.72,920.11
464,2025-08-09T11:16:55.000Z,0.997435,46.48,-0.12,920.11,919.99
465,2025-08-09T12:06:00.000Z,0.954721,46.48,-2.10,919.99,917.88
466,2025-08-09T12:14:22.000Z,0.989687,46.48,-0.48,917.88,917.40
467,2025-08-09T12:44:40.000Z,0.800000,46.48,-9.30,917.40,908.11
468,2025-08-09T13:38:57.000Z,0.990490,46.48,-0.44,908.11,907.67
469,2025-08-09T13:56:29.000Z,0.991668,46.48,-0.39,907.67,907.28
470,2025-08-09T14:05:35.000Z,0.869418,46.48,-6.07,907.28,901.21
471,2025-08-09T14:09:20.000Z,1.358232,46.48,16.65,901.21,917.86
472,2025-08-09T14:50:14.000Z,1.000000,46.48,0.00,917.86,917.86
473,2025-08-09T15:55:01.000Z,1.045820,46.48,2.13,917.86,919.99
474,2025-08-09T15:58:04.000Z,1.008162,46.48,0.38,919.99,920.37
475,2025-08-09T16:44:15.000Z,1.000000,46.48,0.00,920.37,920.37
476,2025-08-09T16:58:12.000Z,1.096748,46.48,4.50,920.37,924.87
477,2025-08-09T17:23:58.000Z,0.963808,46.48,-1.68,924.87,923.18
478,2025-08-09T17:27:56.000Z,0.975386,46.48,-1.14,923.18,922.04
479,2025-08-09T18:35:16.000Z,1.077020,46.48,3.58,922.04,925.62
480,2025-08-09T18:56:22.000Z,1.904521,46.48,42.04,925.62,967.66
481,2025-08-09T19:05:30.000Z,1.261230,46.48,12.14,967.66,979.81
482,2025-08-09T20:02:41.000Z,1.769417,46.48,35.76,979.81,1015.57
483,2025-08-09T20:59:38.000Z,1.000000,46.48,0.00,1015.57,1015.57
484,2025-08-09T21:52:38.000Z,1.236895,46.48,11.01,1015.57,1026.58
485,2025-08-09T22:50:09.000Z,1.044697,46.48,2.08,1026.58,1028.66
486,2025-08-09T23:50:30.000Z,0.800000,46.48,-9.30,1028.66,1019.36
487,2025-08-10T02:51:28.000Z,0.970238,46.48,-1.38,1019.36,1017.98
488,2025-08-10T07:01:13.000Z,0.978687,46.48,-0.99,1017.98,1016.99
489,2025-08-10T07:49:07.000Z,0.990261,46.48,-0.45,1016.99,1016.53
490,2025-08-10T09:10:48.000Z,1.079970,46.48,3.72,1016.53,1020.25
491,2025-08-10T09:11:07.000Z,1.122153,46.48,5.68,1020.25,1025.93
492,2025-08-10T09:15:21.000Z,1.026631,46.48,1.24,1025.93,1027.17
493,2025-08-10T10:57:10.000Z,1.611810,46.48,28.44,1027.17,1055.60
494,2025-08-10T13:02:11.000Z,0.990048,46.48,-0.46,1055.60,1055.14
495,2025-08-10T13:05:18.000Z,1.030387,46.48,1.41,1055.14,1056.55
496,2025-08-10T13:36:17.000Z,0.800544,46.48,-9.27,1056.55,1047.28
497,2025-08-10T15:02:23.000Z,0.858427,104.73,-14.83,1047.28,1032.46
498,2025-08-10T16:08:41.000Z,0.998042,104.73,-0.21,1032.46,1032.25
499,2025-08-10T18:31:15.000Z,0.962936,104.73,-3.88,1032.25,1028.37
500,2025-08-10T19:29:43.000Z,0.945564,104.73,-5.70,1028.37,1022.67
501,2025-08-10T19:32:35.000Z,0.800000,104.73,-20.95,1022.67,1001.72
502,2025-08-10T22:12:54.000Z,0.872015,104.73,-13.40,1001.72,988.32
503,2025-08-10T22:15:02.000Z,1.017840,104.73,1.87,988.32,990.19
504,2025-08-10T22:44:54.000Z,0.805657,104.73,-20.35,990.19,969.83
505,2025-08-10T22:54:21.000Z,0.903919,104.73,-10.06,969.83,959.77
506,2025-08-10T23:01:19.000Z,1.012418,104.73,1.30,959.77,961.07
507,2025-08-10T23:07:07.000Z,0.875405,104.73,-13.05,961.07,948.02
508,2025-08-10T23:57:19.000Z,1.189585,104.73,19.85,948.02,967.88
509,2025-08-11T01:27:47.000Z,0.997820,104.73,-0.23,967.88,967.65
510,2025-08-11T07:17:19.000Z,1.168423,104.73,17.64,967.65,985.29
511,2025-08-11T07:38:55.000Z,0.800000,104.73,-20.95,985.29,964.34
512,2025-08-11T08:28:04.000Z,1.047717,104.73,5.00,964.34,969.34
513,2025-08-11T09:29:28.000Z,1.313980,104.73,32.88,969.34,1002.22
514,2025-08-11T10:06:29.000Z,0.800000,104.73,-20.95,1002.22,981.28
515,2025-08-11T10:24:50.000Z,1.603768,104.73,63.23,981.28,1044.51
516,2025-08-11T11:57:01.000Z,1.022397,104.73,2.35,1044.51,1046.85
517,2025-08-11T12:29:36.000Z,1.311369,104.73,32.61,1046.85,1079.46
518,2025-08-11T12:58:20.000Z,1.380893,104.73,39.89,1079.46,1119.35
519,2025-08-11T15:32:27.000Z,0.817282,104.73,-19.14,1119.35,1100.22
520,2025-08-11T15:53:16.000Z,1.127225,104.73,13.32,1100.22,1113.54
521,2025-08-11T16:47:42.000Z,1.010452,104.73,1.09,1113.54,1114.64
522,2025-08-11T16:55:00.000Z,1.000533,104.73,0.06,1114.64,1114.69
523,2025-08-11T17:27:14.000Z,0.941762,104.73,-6.10,1114.69,1108.59
524,2025-08-11T19:25:50.000Z,0.970415,104.73,-3.10,1108.59,1105.50
525,2025-08-11T19:30:08.000Z,0.985683,104.73,-1.50,1105.50,1104.00
526,2025-08-11T19:47:29.000Z,1.339646,104.73,35.57,1104.00,1139.57
527,2025-08-11T20:19:26.000Z,1.116934,104.73,12.25,1139.57,1151.81
528,2025-08-11T20:53:05.000Z,1.001807,104.73,0.19,1151.81,1152.00
529,2025-08-11T21:12:29.000Z,1.035231,104.73,3.69,1152.00,1155.69
530,2025-08-11T21:13:20.000Z,0.927934,104.73,-7.55,1155.69,1148.14
531,2025-08-11T21:36:17.000Z,0.944212,104.73,-5.84,1148.14,1142.30
532,2025-08-11T23:16:19.000Z,0.991651,104.73,-0.87,1142.30,1141.43
533,2025-08-12T03:18:28.000Z,1.032044,104.73,3.36,1141.43,1144.78
534,2025-08-12T03:40:01.000Z,0.872997,104.73,-13.30,1144.78,1131.48
535,2025-08-12T03:57:52.000Z,1.000000,104.73,0.00,1131.48,1131.48
536,2025-08-12T04:15:38.000Z,1.103754,104.73,10.87,1131.48,1142.35
537,2025-08-12T04:22:21.000Z,1.002095,104.73,0.22,1142.35,1142.57
538,2025-08-12T06:17:15.000Z,0.980904,104.73,-2.00,1142.57,1140.57
539,2025-08-12T08:07:12.000Z,1.017002,104.73,1.78,1140.57,1142.35
540,2025-08-12T08:39:45.000Z,0.983022,104.73,-1.78,1142.35,1140.57
541,2025-08-12T09:36:59.000Z,0.967124,104.73,-3.44,1140.57,1137.13
542,2025-08-12T09:43:37.000Z,1.114751,104.73,12.02,1137.13,1149.15
543,2025-08-12T10:05:40.000Z,0.982576,104.73,-1.82,1149.15,1147.32
544,2025-08-12T10:26:49.000Z,1.007226,104.73,0.76,1147.32,1148.08
545,2025-08-12T10:27:26.000Z,1.466425,104.73,48.85,1148.08,1196.93
546,2025-08-12T10:28:00.000Z,1.548911,104.73,57.49,1196.93,1254.41
547,2025-08-12T10:47:13.000Z,0.939573,104.73,-6.33,1254.41,1248.08
548,2025-08-12T10:58:38.000Z,0.825208,104.73,-18.31,1248.08,1229.78
549,2025-08-12T11:08:50.000Z,1.136269,104.73,14.27,1229.78,1244.05
550,2025-08-12T11:12:22.000Z,0.981755,104.73,-1.91,1244.05,1242.14
551,2025-08-12T11:35:19.000Z,0.987237,104.73,-1.34,1242.14,1240.80
552,2025-08-12T11:55:24.000Z,0.975840,104.73,-2.53,1240.80,1238.27
553,2025-08-12T12:12:03.000Z,1.004641,104.73,0.49,1238.27,1238.76
554,2025-08-12T13:34:31.000Z,1.079525,104.73,8.33,1238.76,1247.09
555,2025-08-12T13:58:00.000Z,1.000520,104.73,0.05,1247.09,1247.14
556,2025-08-12T14:03:53.000Z,1.036644,104.73,3.84,1247.14,1250.98
557,2025-08-12T14:20:15.000Z,1.003543,104.73,0.37,1250.98,1251.35
558,2025-08-12T14:36:50.000Z,1.000000,104.73,0.00,1251.35,1251.35
559,2025-08-12T14:42:51.000Z,0.943413,104.73,-5.93,1251.35,1245.42
560,2025-08-12T14:48:27.000Z,0.800000,104.73,-20.95,1245.42,1224.48
561,2025-08-12T14:48:55.000Z,1.328345,104.73,34.39,1224.48,1258.86
562,2025-08-12T15:04:57.000Z,0.968501,104.73,-3.30,1258.86,1255.57
563,2025-08-12T15:09:21.000Z,1.178622,104.73,18.71,1255.57,1274.27
564,2025-08-12T15:38:23.000Z,0.800000,104.73,-20.95,1274.27,1253.33
565,2025-08-12T17:27:38.000Z,1.052972,104.73,5.55,1253.33,1258.87
566,2025-08-12T17:35:55.000Z,0.800000,104.73,-20.95,1258.87,1237.93
567,2025-08-12T19:07:04.000Z,1.572788,104.73,59.99,1237.93,1297.92
568,2025-08-12T19:19:13.000Z,1.127354,104.73,13.34,1297.92,1311.25
569,2025-08-12T20:30:16.000Z,1.007885,104.73,0.83,1311.25,1312.08
570,2025-08-12T22:20:07.000Z,0.977590,104.73,-2.35,1312.08,1309.73
571,2025-08-12T22:36:10.000Z,1.000000,104.73,0.00,1309.73,1309.73
572,2025-08-12T22:47:47.000Z,1.039621,104.73,4.15,1309.73,1313.88
573,2025-08-12T23:10:13.000Z,1.200439,104.73,20.99,1313.88,1334.87
574,2025-08-12T23:40:30.000Z,0.990907,104.73,-0.95,1334.87,1333.92
575,2025-08-13T00:13:46.000Z,1.000000,104.73,0.00,1333.92,1333.92
576,2025-08-13T03:04:52.000Z,0.800000,104.73,-20.95,1333.92,1312.97
577,2025-08-13T04:43:37.000Z,1.474582,104.73,49.70,1312.97,1362.68
578,2025-08-13T06:36:38.000Z,0.854064,104.73,-15.28,1362.68,1347.39
579,2025-08-13T08:33:32.000Z,0.899955,104.73,-10.48,1347.39,1336.92
580,2025-08-13T09:18:14.000Z,0.931455,104.73,-7.18,1336.92,1329.74
581,2025-08-13T09:45:23.000Z,1.013329,104.73,1.40,1329.74,1331.13
582,2025-08-13T11:07:57.000Z,1.000000,104.73,0.00,1331.13,1331.13
583,2025-08-13T12:05:37.000Z,0.898635,104.73,-10.62,1331.13,1320.52
584,2025-08-13T13:28:37.000Z,0.934565,104.73,-6.85,1320.52,1313.66
585,2025-08-13T15:01:05.000Z,0.888287,104.73,-11.70,1313.66,1301.97
586,2025-08-13T15:36:23.000Z,1.000000,104.73,0.00,1301.97,1301.97
587,2025-08-13T15:38:10.000Z,0.999658,104.73,-0.04,1301.97,1301.93
588,2025-08-13T17:18:54.000Z,1.005230,104.73,0.55,1301.93,1302.48
589,2025-08-13T17:26:30.000Z,0.948541,104.73,-5.39,1302.48,1297.09
590,2025-08-13T18:03:15.000Z,1.003117,104.73,0.33,1297.09,1297.41
591,2025-08-13T21:42:39.000Z,0.910984,104.73,-9.32,1297.41,1288.09
592,2025-08-13T22:04:55.000Z,1.001200,104.73,0.13,1288.09,1288.22
593,2025-08-14T02:21:42.000Z,0.999244,104.73,-0.08,1288.22,1288.14
594,2025-08-14T02:27:35.000Z,0.831724,104.73,-17.62,1288.14,1270.51
595,2025-08-14T06:28:55.000Z,1.213065,104.73,22.31,1270.51,1292.83
596,2025-08-14T11:07:56.000Z,1.491477,104.73,51.47,1292.83,1344.30
597,2025-08-14T11:30:56.000Z,1.000000,104.73,0.00,1344.30,1344.30
598,2025-08-14T11:41:12.000Z,0.961443,104.73,-4.04,1344.30,1340.26
599,2025-08-14T12:12:47.000Z,0.920302,104.73,-8.35,1340.26,1331.92
600,2025-08-14T12:25:05.000Z,0.925234,104.73,-7.83,1331.92,1324.09
601,2025-08-14T14:20:09.000Z,0.968937,104.73,-3.25,1324.09,1320.83
602,2025-08-14T15:02:41.000Z,0.975600,104.73,-2.56,1320.83,1318.28
603,2025-08-14T15:03:04.000Z,1.349641,104.73,36.62,1318.28,1354.89
604,2025-08-14T17:40:16.000Z,0.946077,104.73,-5.65,1354.89,1349.25
605,2025-08-14T18:19:58.000Z,1.076930,104.73,8.06,1349.25,1357.30
606,2025-08-14T19:31:30.000Z,1.366325,104.73,38.36,1357.30,1395.67
607,2025-08-14T19:33:55.000Z,1.118133,104.73,12.37,1395.67,1408.04
608,2025-08-14T19:44:30.000Z,1.012709,104.73,1.33,1408.04,1409.37
609,2025-08-14T20:08:17.000Z,0.800000,104.73,-20.95,1409.37,1388.43
610,2025-08-14T21:15:09.000Z,1.320568,104.73,33.57,1388.43,1422.00
611,2025-08-14T22:05:51.000Z,1.198802,104.73,20.82,1422.00,1442.82
612,2025-08-14T22:35:42.000Z,1.097924,104.73,10.26,1442.82,1453.07
613,2025-08-15T12:26:56.000Z,1.259355,104.73,27.16,1453.07,1480.24
614,2025-08-15T13:16:38.000Z,0.951578,104.73,-5.07,1480.24,1475.16
615,2025-08-15T13:17:12.000Z,0.967290,104.73,-3.43,1475.16,1471.74
616,2025-08-15T13:19:58.000Z,1.473759,104.73,49.62,1471.74,1521.35
617,2025-08-15T14:29:57.000Z,1.238033,104.73,24.93,1521.35,1546.28
618,2025-08-15T14:47:11.000Z,0.964559,104.73,-3.71,1546.28,1542.57
619,2025-08-15T17:10:36.000Z,0.925689,104.73,-7.78,1542.57,1534.79
620,2025-08-15T17:28:45.000Z,0.917560,104.73,-8.63,1534.79,1526.16
621,2025-08-15T18:35:49.000Z,1.157782,104.73,16.52,1526.16,1542.68
622,2025-08-15T18:37:09.000Z,1.213665,104.73,22.38,1542.68,1565.06
623,2025-08-15T18:45:29.000Z,0.881762,104.73,-12.38,1565.06,1552.67
624,2025-08-15T19:58:58.000Z,0.987130,104.73,-1.35,1552.67,1551.33
625,2025-08-15T21:59:01.000Z,0.913440,104.73,-9.07,1551.33,1542.26
626,2025-08-16T06:59:24.000Z,1.001457,104.73,0.15,1542.26,1542.41
627,2025-08-16T07:12:41.000Z,0.995087,104.73,-0.51,1542.41,1541.90
628,2025-08-16T08:28:03.000Z,1.050273,104.73,5.26,1541.90,1547.16
629,2025-08-16T08:29:50.000Z,1.027417,104.73,2.87,1547.16,1550.04
630,2025-08-16T08:42:38.000Z,0.800000,104.73,-20.95,1550.04,1529.09
631,2025-08-16T09:12:19.000Z,1.048962,104.73,5.13,1529.09,1534.22
632,2025-08-16T12:07:42.000Z,1.001638,104.73,0.17,1534.22,1534.39
633,2025-08-16T12:27:06.000Z,0.931138,104.73,-7.21,1534.39,1527.18
634,2025-08-16T12:30:08.000Z,1.296199,104.73,31.02,1527.18,1558.20
635,2025-08-16T15:16:34.000Z,0.914342,104.73,-8.97,1558.20,1549.23
636,2025-08-16T15:30:31.000Z,0.878617,104.73,-12.71,1549.23,1536.51
637,2025-08-16T16:11:18.000Z,0.905571,104.73,-9.89,1536.51,1526.62
638,2025-08-16T16:54:33.000Z,1.157743,104.73,16.52,1526.62,1543.15
639,2025-08-16T18:39:11.000Z,1.284536,104.73,29.80,1543.15,1572.94
640,2025-08-16T20:23:27.000Z,1.150000,104.73,15.71,1572.94,1588.65
641,2025-08-16T20:44:22.000Z,1.328231,104.73,34.38,1588.65,1623.03
642,2025-08-16T22:03:05.000Z,1.379080,104.73,39.70,1623.03,1662.73
643,2025-08-16T22:56:49.000Z,0.800000,104.73,-20.95,1662.73,1641.78
644,2025-08-16T23:18:28.000Z,1.172805,104.73,18.10,1641.78,1659.88
645,2025-08-17T01:15:59.000Z,0.800000,104.73,-20.95,1659.88,1638.93
646,2025-08-17T02:01:47.000Z,1.000000,104.73,0.00,1638.93,1638.93
647,2025-08-17T09:28:38.000Z,1.366920,104.73,38.43,1638.93,1677.36
648,2025-08-17T09:46:41.000Z,1.002732,104.73,0.29,1677.36,1677.65
649,2025-08-17T10:09:49.000Z,0.800000,104.73,-20.95,1677.65,1656.70
650,2025-08-17T11:02:29.000Z,1.000000,104.73,0.00,1656.70,1656.70
651,2025-08-17T12:12:17.000Z,0.911390,104.73,-9.28,1656.70,1647.42
652,2025-08-17T15:21:53.000Z,0.983277,164.74,-2.76,1647.42,1644.67
653,2025-08-17T17:57:42.000Z,0.990440,164.74,-1.57,1644.67,1643.09
654,2025-08-17T19:51:44.000Z,1.026338,164.74,4.34,1643.09,1647.43
655,2025-08-17T21:06:52.000Z,1.178866,164.74,29.47,1647.43,1676.90
656,2025-08-17T21:13:06.000Z,1.595259,164.74,98.06,1676.90,1774.96
657,2025-08-17T21:16:06.000Z,0.874125,164.74,-20.74,1774.96,1754.23
658,2025-08-17T21:58:30.000Z,0.984856,164.74,-2.49,1754.23,1751.73
659,2025-08-17T22:17:01.000Z,0.831113,164.74,-27.82,1751.73,1723.91
660,2025-08-17T23:00:57.000Z,1.000000,164.74,0.00,1723.91,1723.91
661,2025-08-17T23:36:28.000Z,1.004999,164.74,0.82,1723.91,1724.73
662,2025-08-18T00:55:52.000Z,1.447124,164.74,73.66,1724.73,1798.39
663,2025-08-18T01:12:36.000Z,1.223139,164.74,36.76,1798.39,1835.15
664,2025-08-18T02:55:26.000Z,1.125710,164.74,20.71,1835.15,1855.86
665,2025-08-18T03:10:44.000Z,0.976158,164.74,-3.93,1855.86,1851.93
666,2025-08-18T11:20:00.000Z,1.011796,164.74,1.94,1851.93,1853.88
667,2025-08-18T11:20:52.000Z,0.800000,164.74,-32.95,1853.88,1820.93
668,2025-08-18T12:07:38.000Z,1.000000,164.74,0.00,1820.93,1820.93
669,2025-08-18T13:25:21.000Z,0.950933,164.74,-8.08,1820.93,1812.85
670,2025-08-18T13:31:43.000Z,0.993404,164.74,-1.09,1812.85,1811.76
671,2025-08-18T13:54:25.000Z,1.301759,164.74,49.71,1811.76,1861.47
672,2025-08-18T15:08:13.000Z,1.040708,164.74,6.71,1861.47,1868.18
673,2025-08-18T15:11:27.000Z,1.046497,164.74,7.66,1868.18,1875.84
674,2025-08-18T16:27:52.000Z,1.114711,164.74,18.90,1875.84,1894.74
675,2025-08-18T16:55:13.000Z,1.004534,164.74,0.75,1894.74,1895.48
676,2025-08-18T17:04:11.000Z,1.011032,164.74,1.82,1895.48,1897.30
677,2025-08-18T17:16:08.000Z,1.195039,164.74,32.13,1897.30,1929.43
678,2025-08-18T19:50:57.000Z,1.037396,164.74,6.16,1929.43,1935.59
679,2025-08-18T19:56:35.000Z,0.871323,164.74,-21.20,1935.59,1914.39
