TradeNumber,AlertTime,PnL,PositionSize,TradeReturn,PortfolioBefore,PortfolioAfter,MovingAvgPortfolio
1,2025-07-18T23:02:45.000Z,1.009283,10.00,0.09,100.00,100.09,100.00
2,2025-09-11T22:12:45.000Z,1.090065,10.00,0.90,100.09,100.99,100.05
3,2025-10-07T19:49:28.000Z,0.980187,10.04,-0.20,100.99,100.80,100.36
