TradeNumber,TokenAddress,AlertTime,EntryTime,ExitTime,PnL,PnLPercent,MaxReached,HoldDurationMinutes,IsWin
1,ABruxt95Y3Z71buTqqtzfpstpCfq4TDfdn8TvkoBJQ5Q,2025-08-11T20:53:05.000Z,2025-08-13T08:00:00.000+10:00,2025-08-13T20:00:00.000+10:00,1.001807,0.18,1.0715,720,Yes
2,bB2FWubpeRijxNuLJsYdXsXKbnMacUVTGDYKi7nfrge,2025-08-22T06:04:45.000Z,2025-08-27T22:00:00.000+10:00,2025-08-28T00:00:00.000+10:00,1.003768,0.38,1.0379,120,Yes
3,0x3f830a844570cb173782987515aa5a12ee754444,2025-10-09T03:32:09.000Z,2025-10-10T18:00:00.000+11:00,2025-10-10T20:00:00.000+11:00,1.357567,35.76,1.0000,120,Yes
