TradeNumber,AlertTime,PnL,PositionSize,TradeReturn,PortfolioBefore,PortfolioAfter,MovingAvgPortfolio
1,2025-08-11T20:53:05.000Z,1.001807,10.00,0.02,100.00,100.02,100.00
2,2025-08-22T06:04:45.000Z,1.003768,10.00,0.04,100.02,100.06,100.01
3,2025-10-09T03:32:09.000Z,1.357567,10.00,3.58,100.06,103.63,100.02
