TradeNumber,TokenAddress,AlertTime,EntryTime,ExitTime,PnL,PnLPercent,MaxReached,HoldDurationMinutes,IsWin
1,FjdBP4f5hj8eqMbWGFJVENjKy8oTwVuzLtHGL3wDpump,2025-09-12T02:35:31.000Z,2025-09-13T04:00:00.000+10:00,2025-09-14T17:00:00.000+10:00,1.019362,1.94,1.0194,2220,Yes
2,GP9P4a98t3g8dZ7wL5257GJzkcqLicAHKNTnr5SJpump,2025-10-05T12:25:27.000Z,2025-10-06T15:00:00.000+11:00,2025-10-06T17:00:00.000+11:00,0.886864,-11.31,1.0000,120,No
3,EMuw4u7CMKyznRZnq44gUyDv6RcaXcbeUodNPYF8vQLs,2025-10-11T22:23:33.000Z,2025-10-13T22:00:00.000+11:00,2025-10-14T00:00:00.000+11:00,1.143669,14.37,1.0857,120,Yes
