TradeNumber,TokenAddress,AlertTime,EntryTime,ExitTime,PnL,PnLPercent,MaxReached,HoldDurationMinutes,IsWin
1,E4rf1zM3PwaT8qd2EoV39HTBxhAxQ3jgDPhTHhpBpump,2025-09-01T10:58:31.000Z,2025-09-03T00:00:00.000+10:00,2025-09-03T04:00:00.000+10:00,1.448654,44.87,1.9501,240,Yes
2,6hdPgyq2CCi5DAyprdP6p78bmwjvfH8K6LaD6QTmpump,2025-09-03T18:23:23.000Z,2025-09-08T03:00:00.000+10:00,2025-09-08T17:00:00.000+10:00,1.001614,0.16,1.0148,840,Yes
3,3t1bNt1RoXZvrPDZp8SXEaaQarZRBFf7W6mi9Eb8BAGS,2025-09-06T08:55:19.000Z,2025-09-07T11:00:00.000+10:00,2025-09-07T13:00:00.000+10:00,1.065447,6.54,1.0021,120,Yes
