TradeNumber,AlertTime,PnL,PositionSize,TradeReturn,PortfolioBefore,PortfolioAfter
1023,2025-09-10T13:47:29.000Z,1.155132,116.39,18.06,941.34,959.40
1024,2025-09-10T14:26:36.000Z,0.809930,116.39,-22.12,959.40,937.28
1025,2025-09-10T14:48:45.000Z,1.059139,116.39,6.88,937.28,944.16
1026,2025-09-10T16:51:08.000Z,0.936335,116.39,-7.41,944.16,936.75
1027,2025-09-10T17:59:59.000Z,1.013269,116.39,1.54,936.75,938.29
1028,2025-09-10T19:09:11.000Z,0.971276,116.39,-3.34,938.29,934.95
1029,2025-09-10T19:13:15.000Z,0.978382,116.39,-2.52,934.95,932.43
1030,2025-09-10T19:16:53.000Z,0.962887,116.39,-4.32,932.43,928.12
1031,2025-09-10T19:20:50.000Z,0.968226,116.39,-3.70,928.12,924.42
1032,2025-09-10T19:28:52.000Z,1.020450,116.39,2.38,924.42,926.80
1033,2025-09-10T19:49:53.000Z,1.000000,116.39,0.00,926.80,926.80
1034,2025-09-10T19:58:47.000Z,1.000000,116.39,0.00,926.80,926.80
1035,2025-09-11T00:43:49.000Z,0.959161,116.39,-4.75,926.80,922.04
1036,2025-09-11T09:16:31.000Z,1.321880,116.39,37.46,922.04,959.51
1037,2025-09-11T10:04:00.000Z,0.986326,116.39,-1.59,959.51,957.92
1038,2025-09-11T11:44:19.000Z,0.980478,116.39,-2.27,957.92,955.64
1039,2025-09-11T12:58:47.000Z,1.008172,116.39,0.95,955.64,956.60
1040,2025-09-11T16:28:23.000Z,0.989174,116.39,-1.26,956.60,955.34
1041,2025-09-11T18:01:31.000Z,0.998844,116.39,-0.13,955.34,955.20
1042,2025-09-11T18:56:13.000Z,1.104985,116.39,12.22,955.20,967.42
1043,2025-09-11T21:29:12.000Z,1.022525,116.39,2.62,967.42,970.04
1044,2025-09-11T21:41:27.000Z,0.859773,116.39,-16.32,970.04,953.72
1045,2025-09-11T22:12:45.000Z,1.005049,116.39,0.59,953.72,954.31
1046,2025-09-12T02:28:13.000Z,2.105574,116.39,128.68,954.31,1082.99
1047,2025-09-12T07:21:27.000Z,1.008108,116.39,0.94,1082.99,1083.93
1048,2025-09-12T11:55:46.000Z,0.985639,116.39,-1.67,1083.93,1082.26
1049,2025-09-12T13:11:06.000Z,0.977071,116.39,-2.67,1082.26,1079.59
1050,2025-09-12T13:29:18.000Z,1.012282,116.39,1.43,1079.59,1081.02
1051,2025-09-12T14:13:34.000Z,0.963890,116.39,-4.20,1081.02,1076.82
1052,2025-09-12T14:13:51.000Z,1.018475,116.39,2.15,1076.82,1078.97
1053,2025-09-12T17:16:48.000Z,1.117977,116.39,13.73,1078.97,1092.70
1054,2025-09-12T19:22:04.000Z,0.973818,116.39,-3.05,1092.70,1089.65
1055,2025-09-12T19:22:09.000Z,1.010149,116.39,1.18,1089.65,1090.84
1056,2025-09-12T19:23:14.000Z,0.906199,116.39,-10.92,1090.84,1079.92
1057,2025-09-12T19:37:41.000Z,0.990498,116.39,-1.11,1079.92,1078.81
1058,2025-09-12T22:14:47.000Z,1.293417,116.39,34.15,1078.81,1112.96
1059,2025-09-13T05:11:37.000Z,1.000000,116.39,0.00,1112.96,1112.96
1060,2025-09-13T05:49:23.000Z,1.183326,116.39,21.34,1112.96,1134.30
1061,2025-09-13T05:51:06.000Z,0.981335,116.39,-2.17,1134.30,1132.13
1062,2025-09-13T06:41:46.000Z,1.000000,116.39,0.00,1132.13,1132.13
1063,2025-09-13T09:16:11.000Z,1.343568,116.39,39.99,1132.13,1172.12
1064,2025-09-13T10:11:27.000Z,0.967538,116.39,-3.78,1172.12,1168.34
1065,2025-09-13T11:58:39.000Z,0.987627,116.39,-1.44,1168.34,1166.90
1066,2025-09-13T12:48:04.000Z,0.800000,116.39,-23.28,1166.90,1143.62
1067,2025-09-13T13:07:04.000Z,0.964033,116.39,-4.19,1143.62,1139.43
1068,2025-09-13T18:37:01.000Z,1.243493,116.39,28.34,1139.43,1167.77
1069,2025-09-13T19:17:33.000Z,0.878980,116.39,-14.09,1167.77,1153.69
1070,2025-09-13T19:33:47.000Z,0.999380,116.39,-0.07,1153.69,1153.62
1071,2025-09-13T20:14:06.000Z,0.942953,116.39,-6.64,1153.62,1146.98
1072,2025-09-13T21:04:20.000Z,0.975411,116.39,-2.86,1146.98,1144.11
1073,2025-09-13T22:09:14.000Z,0.870454,116.39,-15.08,1144.11,1129.04
1074,2025-09-13T22:10:27.000Z,0.884427,116.39,-13.45,1129.04,1115.58
1075,2025-09-13T23:15:01.000Z,0.800000,116.39,-23.28,1115.58,1092.31
1076,2025-09-13T23:26:39.000Z,0.998229,116.39,-0.21,1092.31,1092.10
1077,2025-09-13T23:28:17.000Z,0.924724,116.39,-8.76,1092.10,1083.34
1078,2025-09-14T00:29:55.000Z,1.393237,116.39,45.77,1083.34,1129.11
1079,2025-09-14T00:44:26.000Z,0.853288,116.39,-17.08,1129.11,1112.03
1080,2025-09-14T00:58:36.000Z,1.000976,116.39,0.11,1112.03,1112.15
1081,2025-09-14T01:20:51.000Z,1.004251,116.39,0.49,1112.15,1112.64
1082,2025-09-14T03:11:25.000Z,0.866795,116.39,-15.50,1112.64,1097.14
1083,2025-09-14T05:31:36.000Z,1.000034,116.39,0.00,1097.14,1097.14
1084,2025-09-14T05:45:02.000Z,0.945234,116.39,-6.37,1097.14,1090.77
1085,2025-09-14T08:17:17.000Z,1.007161,116.39,0.83,1090.77,1091.60
1086,2025-09-14T08:30:15.000Z,0.916895,116.39,-9.67,1091.60,1081.93
1087,2025-09-14T09:44:44.000Z,1.000000,116.39,0.00,1081.93,1081.93
1088,2025-09-14T09:59:02.000Z,1.024594,116.39,2.86,1081.93,1084.79
1089,2025-09-14T11:16:37.000Z,1.317175,116.39,36.92,1084.79,1121.71
1090,2025-09-14T13:51:10.000Z,1.158459,116.39,18.44,1121.71,1140.15
1091,2025-09-14T15:01:17.000Z,0.990760,114.01,-1.05,1140.15,1139.10
1092,2025-09-14T17:07:25.000Z,0.957121,114.01,-4.89,1139.10,1134.21
1093,2025-09-14T17:09:49.000Z,0.984084,114.01,-1.81,1134.21,1132.39
1094,2025-09-14T17:54:06.000Z,0.997063,114.01,-0.33,1132.39,1132.06
1095,2025-09-14T19:53:33.000Z,1.015444,114.01,1.76,1132.06,1133.82
1096,2025-09-14T20:17:05.000Z,1.169363,114.01,19.31,1133.82,1153.13
1097,2025-09-14T21:07:07.000Z,0.954090,114.01,-5.23,1153.13,1147.89
1098,2025-09-14T21:48:51.000Z,2.113370,114.01,126.94,1147.89,1274.84
1099,2025-09-14T21:53:15.000Z,1.007304,114.01,0.83,1274.84,1275.67
1100,2025-09-14T23:49:47.000Z,1.120257,114.01,13.71,1275.67,1289.38
1101,2025-09-14T23:52:36.000Z,1.000000,114.01,0.00,1289.38,1289.38
1102,2025-09-15T01:20:32.000Z,0.898344,114.01,-11.59,1289.38,1277.79
1103,2025-09-15T09:02:42.000Z,0.949354,114.01,-5.77,1277.79,1272.01
1104,2025-09-15T10:47:15.000Z,1.001130,114.01,0.13,1272.01,1272.14
1105,2025-09-15T10:51:29.000Z,1.302007,114.01,34.43,1272.14,1306.58
1106,2025-09-15T12:43:00.000Z,0.977528,114.01,-2.56,1306.58,1304.01
1107,2025-09-15T15:04:41.000Z,0.818748,114.01,-20.67,1304.01,1283.35
1108,2025-09-15T15:30:13.000Z,0.994083,114.01,-0.67,1283.35,1282.67
1109,2025-09-15T16:38:19.000Z,0.952692,114.01,-5.39,1282.67,1277.28
1110,2025-09-15T16:45:30.000Z,0.810336,114.01,-21.62,1277.28,1255.66
1111,2025-09-15T17:19:03.000Z,1.060644,114.01,6.91,1255.66,1262.57
1112,2025-09-15T23:18:43.000Z,1.030675,114.01,3.50,1262.57,1266.07
1113,2025-09-16T06:25:32.000Z,1.004244,114.01,0.48,1266.07,1266.55
1114,2025-09-16T06:25:46.000Z,0.954956,114.01,-5.14,1266.55,1261.42
1115,2025-09-16T06:47:03.000Z,0.993915,114.01,-0.69,1261.42,1260.72
1116,2025-09-16T07:47:01.000Z,0.997593,114.01,-0.27,1260.72,1260.45
1117,2025-09-16T10:48:23.000Z,0.991041,114.01,-1.02,1260.45,1259.43
1118,2025-09-16T12:16:03.000Z,1.029331,114.01,3.34,1259.43,1262.77
1119,2025-09-16T12:27:42.000Z,0.992507,114.01,-0.85,1262.77,1261.92
1120,2025-09-16T14:30:52.000Z,0.930334,114.01,-7.94,1261.92,1253.97
1121,2025-09-17T04:05:09.000Z,0.978562,114.01,-2.44,1253.97,1251.53
1122,2025-09-17T11:26:28.000Z,1.026949,114.01,3.07,1251.53,1254.60
1123,2025-09-17T11:29:10.000Z,1.001581,114.01,0.18,1254.60,1254.78
1124,2025-09-17T15:02:20.000Z,1.057877,114.01,6.60,1254.78,1261.38
1125,2025-09-17T15:52:35.000Z,1.000000,114.01,0.00,1261.38,1261.38
1126,2025-09-17T16:31:46.000Z,0.995420,114.01,-0.52,1261.38,1260.86
1127,2025-09-17T19:05:36.000Z,0.989763,114.01,-1.17,1260.86,1259.69
1128,2025-09-17T20:54:01.000Z,1.021534,114.01,2.46,1259.69,1262.15
1129,2025-09-17T23:03:26.000Z,1.011982,114.01,1.37,1262.15,1263.51
1130,2025-09-18T05:36:01.000Z,1.190081,114.01,21.67,1263.51,1285.18
1131,2025-09-18T07:09:41.000Z,0.997719,114.01,-0.26,1285.18,1284.92
1132,2025-09-18T08:20:29.000Z,1.000000,114.01,0.00,1284.92,1284.92
1133,2025-09-18T09:59:34.000Z,0.800000,114.01,-22.80,1284.92,1262.12
1134,2025-09-18T11:54:25.000Z,1.243169,114.01,27.72,1262.12,1289.85
1135,2025-09-18T13:14:21.000Z,0.989466,114.01,-1.20,1289.85,1288.65
1136,2025-09-18T14:41:58.000Z,1.121036,114.01,13.80,1288.65,1302.45
1137,2025-09-18T14:46:53.000Z,0.930909,114.01,-7.88,1302.45,1294.57
1138,2025-09-18T17:18:47.000Z,1.289446,114.01,33.00,1294.57,1327.57
1139,2025-09-18T17:36:06.000Z,0.991790,114.01,-0.94,1327.57,1326.63
1140,2025-09-18T17:39:14.000Z,1.132534,114.01,15.11,1326.63,1341.74
1141,2025-09-18T19:27:49.000Z,0.929233,114.01,-8.07,1341.74,1333.68
1142,2025-09-18T19:43:47.000Z,1.047686,114.01,5.44,1333.68,1339.11
1143,2025-09-18T22:17:10.000Z,0.876511,114.01,-14.08,1339.11,1325.03
1144,2025-09-19T01:38:24.000Z,1.089640,114.01,10.22,1325.03,1335.25
1145,2025-09-19T01:50:56.000Z,1.008578,114.01,0.98,1335.25,1336.23
1146,2025-09-19T08:16:26.000Z,0.913006,114.01,-9.92,1336.23,1326.31
1147,2025-09-19T08:46:17.000Z,1.500995,114.01,57.12,1326.31,1383.43
1148,2025-09-19T13:08:53.000Z,1.136782,114.01,15.60,1383.43,1399.03
1149,2025-09-19T13:21:19.000Z,1.010800,114.01,1.23,1399.03,1400.26
1150,2025-09-19T16:12:02.000Z,1.269287,114.01,30.70,1400.26,1430.96
1151,2025-09-19T16:56:01.000Z,0.905845,114.01,-10.74,1430.96,1420.23
1152,2025-09-19T17:46:38.000Z,0.800000,114.01,-22.80,1420.23,1397.42
1153,2025-09-19T18:07:44.000Z,0.935726,114.01,-7.33,1397.42,1390.10
1154,2025-09-19T18:08:14.000Z,1.027047,114.01,3.08,1390.10,1393.18
1155,2025-09-19T18:14:19.000Z,3.878923,114.01,328.24,1393.18,1721.42
1156,2025-09-19T18:34:16.000Z,1.027047,114.01,3.08,1721.42,1724.50
1157,2025-09-19T19:00:15.000Z,0.951781,114.01,-5.50,1724.50,1719.01
1158,2025-09-19T20:01:26.000Z,1.007248,114.01,0.83,1719.01,1719.83
1159,2025-09-19T22:03:23.000Z,0.967444,114.01,-3.71,1719.83,1716.12
1160,2025-09-20T04:29:44.000Z,0.971371,114.01,-3.26,1716.12,1712.86
1161,2025-09-20T05:44:58.000Z,0.951267,114.01,-5.56,1712.86,1707.30
1162,2025-09-20T08:32:34.000Z,0.956744,114.01,-4.93,1707.30,1702.37
1163,2025-09-20T10:11:18.000Z,0.960466,114.01,-4.51,1702.37,1697.86
1164,2025-09-20T13:59:29.000Z,1.115957,114.01,13.22,1697.86,1711.08
1165,2025-09-20T14:21:25.000Z,0.833832,114.01,-18.95,1711.08,1692.14
1166,2025-09-20T15:38:22.000Z,0.803942,114.01,-22.35,1692.14,1669.78
1167,2025-09-20T17:22:27.000Z,0.939883,114.01,-6.85,1669.78,1662.93
1168,2025-09-20T18:03:26.000Z,1.099823,114.01,11.38,1662.93,1674.31
1169,2025-09-20T18:48:08.000Z,0.926173,114.01,-8.42,1674.31,1665.89
1170,2025-09-20T20:39:55.000Z,1.083241,114.01,9.49,1665.89,1675.38
1171,2025-09-21T00:33:04.000Z,0.830470,114.01,-19.33,1675.38,1656.05
1172,2025-09-21T08:51:40.000Z,1.000000,114.01,0.00,1656.05,1656.05
1173,2025-09-21T13:22:25.000Z,1.003167,114.01,0.36,1656.05,1656.42
1174,2025-09-21T14:26:10.000Z,1.375836,165.64,62.25,1656.42,1718.67
1175,2025-09-21T16:12:04.000Z,1.033424,165.64,5.54,1718.67,1724.21
1176,2025-09-21T17:10:41.000Z,1.052228,165.64,8.65,1724.21,1732.86
1177,2025-09-21T20:36:50.000Z,1.079510,165.64,13.17,1732.86,1746.03
1178,2025-09-22T00:29:53.000Z,0.974774,165.64,-4.18,1746.03,1741.85
1179,2025-09-22T04:04:49.000Z,0.991181,165.64,-1.46,1741.85,1740.39
1180,2025-09-22T04:16:57.000Z,1.043642,165.64,7.23,1740.39,1747.62
1181,2025-09-22T06:08:54.000Z,1.052228,165.64,8.65,1747.62,1756.27
1182,2025-09-22T07:07:46.000Z,0.974943,165.64,-4.15,1756.27,1752.12
1183,2025-09-22T10:52:27.000Z,0.979147,165.64,-3.45,1752.12,1748.66
1184,2025-09-22T11:39:23.000Z,1.025042,165.64,4.15,1748.66,1752.81
1185,2025-09-22T12:01:33.000Z,1.005855,165.64,0.97,1752.81,1753.78
1186,2025-09-22T13:54:19.000Z,0.914864,165.64,-14.10,1753.78,1739.68
1187,2025-09-22T15:44:56.000Z,1.002088,165.64,0.35,1739.68,1740.03
1188,2025-09-22T16:47:24.000Z,0.891394,165.64,-17.99,1740.03,1722.04
1189,2025-09-23T08:01:38.000Z,1.079510,165.64,13.17,1722.04,1735.21
1190,2025-09-23T14:18:00.000Z,1.039197,165.64,6.49,1735.21,1741.70
1191,2025-09-23T16:39:35.000Z,1.016456,165.64,2.73,1741.70,1744.42
1192,2025-09-23T17:33:56.000Z,0.984088,165.64,-2.64,1744.42,1741.79
1193,2025-09-23T17:40:11.000Z,1.775803,165.64,128.51,1741.79,1870.29
1194,2025-09-23T19:11:12.000Z,1.067434,165.64,11.17,1870.29,1881.46
1195,2025-09-23T19:21:04.000Z,1.000000,165.64,0.00,1881.46,1881.46
1196,2025-09-23T23:53:55.000Z,1.063569,165.64,10.53,1881.46,1891.99
1197,2025-09-24T00:39:05.000Z,1.261539,165.64,43.32,1891.99,1935.32
1198,2025-09-24T01:02:59.000Z,1.387943,165.64,64.26,1935.32,1999.57
1199,2025-09-24T10:00:11.000Z,0.999532,165.64,-0.08,1999.57,1999.50
1200,2025-09-24T12:09:21.000Z,1.300564,165.64,49.79,1999.50,2049.28
1201,2025-09-24T13:39:56.000Z,1.269539,165.64,44.65,2049.28,2093.93
1202,2025-09-24T13:53:57.000Z,0.999025,165.64,-0.16,2093.93,2093.77
1203,2025-09-24T16:38:20.000Z,0.996419,165.64,-0.59,2093.77,2093.18
1204,2025-09-24T21:26:50.000Z,1.000000,165.64,0.00,2093.18,2093.18
1205,2025-09-24T21:41:45.000Z,1.003386,165.64,0.56,2093.18,2093.74
1206,2025-09-24T21:44:44.000Z,0.939546,165.64,-10.01,2093.74,2083.72
1207,2025-09-24T21:51:33.000Z,0.800000,165.64,-33.13,2083.72,2050.59
1208,2025-09-24T23:40:05.000Z,1.059074,165.64,9.79,2050.59,2060.38
1209,2025-09-24T23:43:03.000Z,1.019582,165.64,3.24,2060.38,2063.62
1210,2025-09-25T00:28:12.000Z,0.979009,165.64,-3.48,2063.62,2060.15
1211,2025-09-25T06:44:48.000Z,0.976127,165.64,-3.95,2060.15,2056.19
1212,2025-09-25T07:06:40.000Z,0.831366,165.64,-27.93,2056.19,2028.26
1213,2025-09-25T11:25:34.000Z,0.839587,165.64,-26.57,2028.26,2001.69
1214,2025-09-25T13:33:43.000Z,1.000000,165.64,0.00,2001.69,2001.69
1215,2025-09-25T15:13:17.000Z,1.000000,165.64,0.00,2001.69,2001.69
1216,2025-09-25T16:11:29.000Z,0.871230,165.64,-21.33,2001.69,1980.36
1217,2025-09-25T20:02:54.000Z,0.824368,165.64,-29.09,1980.36,1951.27
1218,2025-09-25T21:11:38.000Z,1.101503,165.64,16.81,1951.27,1968.08
1219,2025-09-25T22:05:50.000Z,0.824368,165.64,-29.09,1968.08,1938.99
1220,2025-09-25T22:50:07.000Z,0.994073,165.64,-0.98,1938.99,1938.01
1221,2025-09-25T22:57:22.000Z,0.859663,165.64,-23.25,1938.01,1914.76
1222,2025-09-26T07:21:11.000Z,0.994436,165.64,-0.92,1914.76,1913.84
1223,2025-09-26T07:56:00.000Z,0.988880,165.64,-1.84,1913.84,1912.00
1224,2025-09-26T08:29:35.000Z,1.000676,165.64,0.11,1912.00,1912.11
1225,2025-09-26T10:38:59.000Z,1.095201,165.64,15.77,1912.11,1927.88
1226,2025-09-26T12:43:00.000Z,1.058651,165.64,9.72,1927.88,1937.59
1227,2025-09-26T13:12:39.000Z,0.977500,165.64,-3.73,1937.59,1933.87
1228,2025-09-26T15:00:32.000Z,1.135336,165.64,22.42,1933.87,1956.28
1229,2025-09-26T17:38:50.000Z,0.990215,165.64,-1.62,1956.28,1954.66
1230,2025-09-26T18:07:26.000Z,1.013018,165.64,2.16,1954.66,1956.82
1231,2025-09-26T19:01:44.000Z,1.033390,165.64,5.53,1956.82,1962.35
1232,2025-09-26T19:12:51.000Z,1.000000,165.64,0.00,1962.35,1962.35
1233,2025-09-26T19:14:47.000Z,1.000337,165.64,0.06,1962.35,1962.40
1234,2025-09-26T19:18:46.000Z,1.033390,165.64,5.53,1962.40,1967.94
1235,2025-09-27T07:01:31.000Z,0.918922,165.64,-13.43,1967.94,1954.51
1236,2025-09-27T08:59:30.000Z,0.950543,165.64,-8.19,1954.51,1946.31
1237,2025-09-27T13:20:19.000Z,0.996896,165.64,-0.51,1946.31,1945.80
1238,2025-09-27T15:17:23.000Z,1.032561,165.64,5.39,1945.80,1951.19
1239,2025-09-27T15:24:32.000Z,1.000000,165.64,0.00,1951.19,1951.19
1240,2025-09-27T15:42:09.000Z,1.055391,165.64,9.18,1951.19,1960.37
1241,2025-09-27T16:01:48.000Z,1.067646,165.64,11.20,1960.37,1971.57
1242,2025-09-28T05:29:52.000Z,0.865341,165.64,-22.31,1971.57,1949.27
1243,2025-09-28T17:04:49.000Z,1.017629,194.93,3.44,1949.27,1952.70
1244,2025-09-28T17:10:06.000Z,0.982037,194.93,-3.50,1952.70,1949.20
1245,2025-09-28T17:16:20.000Z,1.019689,194.93,3.84,1949.20,1953.04
1246,2025-09-28T18:44:29.000Z,1.000000,194.93,0.00,1953.04,1953.04
1247,2025-09-28T19:25:52.000Z,0.891789,194.93,-21.09,1953.04,1931.95
1248,2025-09-28T22:04:11.000Z,1.036687,194.93,7.15,1931.95,1939.10
1249,2025-09-28T23:01:54.000Z,0.922690,194.93,-15.07,1939.10,1924.03
1250,2025-09-29T00:02:52.000Z,1.049496,194.93,9.65,1924.03,1933.68
1251,2025-09-29T00:05:07.000Z,0.800000,194.93,-38.99,1933.68,1894.69
1252,2025-09-29T06:37:17.000Z,0.800000,194.93,-38.99,1894.69,1855.71
1253,2025-09-29T08:26:40.000Z,1.018225,194.93,3.55,1855.71,1859.26
1254,2025-09-29T08:40:14.000Z,1.113701,194.93,22.16,1859.26,1881.42
1255,2025-09-29T09:52:51.000Z,1.010117,194.93,1.97,1881.42,1883.39
1256,2025-09-29T18:05:28.000Z,0.891770,194.93,-21.10,1883.39,1862.30
1257,2025-09-29T18:14:15.000Z,0.996836,194.93,-0.62,1862.30,1861.68
1258,2025-09-29T20:47:04.000Z,1.056341,194.93,10.98,1861.68,1872.66
1259,2025-09-29T20:56:06.000Z,1.002702,194.93,0.53,1872.66,1873.19
1260,2025-09-29T23:34:08.000Z,0.874641,194.93,-24.44,1873.19,1848.75
1261,2025-09-30T11:13:33.000Z,1.000000,194.93,0.00,1848.75,1848.75
1262,2025-09-30T14:00:52.000Z,1.000000,194.93,0.00,1848.75,1848.75
1263,2025-09-30T14:30:38.000Z,0.997393,194.93,-0.51,1848.75,1848.25
1264,2025-10-01T02:50:36.000Z,1.206896,194.93,40.33,1848.25,1888.58
1265,2025-10-01T06:55:13.000Z,1.513746,194.93,100.14,1888.58,1988.72
1266,2025-10-01T09:30:48.000Z,0.800000,194.93,-38.99,1988.72,1949.73
1267,2025-10-01T10:01:28.000Z,0.962566,194.93,-7.30,1949.73,1942.44
1268,2025-10-01T21:08:18.000Z,0.983931,194.93,-3.13,1942.44,1939.30
1269,2025-10-02T13:25:36.000Z,1.145134,194.93,28.29,1939.30,1967.59
1270,2025-10-02T15:03:17.000Z,0.967516,194.93,-6.33,1967.59,1961.26
1271,2025-10-02T16:10:49.000Z,1.049465,194.93,9.64,1961.26,1970.90
1272,2025-10-02T20:24:16.000Z,1.060123,194.93,11.72,1970.90,1982.62
1273,2025-10-02T20:34:55.000Z,0.984603,194.93,-3.00,1982.62,1979.62
1274,2025-10-02T20:43:20.000Z,0.955452,194.93,-8.68,1979.62,1970.94
1275,2025-10-02T20:45:19.000Z,0.965813,194.93,-6.66,1970.94,1964.27
1276,2025-10-02T20:59:14.000Z,0.833180,194.93,-32.52,1964.27,1931.76
1277,2025-10-03T00:33:58.000Z,0.913345,194.93,-16.89,1931.76,1914.87
1278,2025-10-03T00:56:52.000Z,0.800000,194.93,-38.99,1914.87,1875.88
1279,2025-10-03T01:34:30.000Z,0.857128,194.93,-27.85,1875.88,1848.03
1280,2025-10-03T08:30:21.000Z,0.961395,194.93,-7.53,1848.03,1840.51
1281,2025-10-03T11:04:27.000Z,0.800000,194.93,-38.99,1840.51,1801.52
1282,2025-10-03T12:26:21.000Z,0.933700,194.93,-12.92,1801.52,1788.60
1283,2025-10-03T12:27:22.000Z,1.000000,194.93,0.00,1788.60,1788.60
1284,2025-10-03T12:29:32.000Z,0.934414,194.93,-12.78,1788.60,1775.81
1285,2025-10-03T13:24:09.000Z,0.833514,194.93,-32.45,1775.81,1743.36
1286,2025-10-03T13:54:13.000Z,1.000000,194.93,0.00,1743.36,1743.36
1287,2025-10-03T17:07:17.000Z,1.182314,194.93,35.54,1743.36,1778.90
1288,2025-10-03T17:44:25.000Z,1.532252,194.93,103.75,1778.90,1882.65
1289,2025-10-03T19:14:54.000Z,1.180748,194.93,35.23,1882.65,1917.88
1290,2025-10-03T23:59:26.000Z,1.056138,194.93,10.94,1917.88,1928.82
1291,2025-10-03T23:59:57.000Z,1.086192,194.93,16.80,1928.82,1945.62
1292,2025-10-04T04:54:58.000Z,1.155248,194.93,30.26,1945.62,1975.89
1293,2025-10-04T04:56:25.000Z,1.022925,194.93,4.47,1975.89,1980.36
1294,2025-10-04T11:52:31.000Z,1.000000,194.93,0.00,1980.36,1980.36
1295,2025-10-04T12:33:00.000Z,0.968126,194.93,-6.21,1980.36,1974.14
1296,2025-10-04T13:37:31.000Z,1.097985,194.93,19.10,1974.14,1993.24
1297,2025-10-04T15:37:01.000Z,0.800000,194.93,-38.99,1993.24,1954.26
1298,2025-10-04T16:40:56.000Z,0.800000,194.93,-38.99,1954.26,1915.27
1299,2025-10-04T16:49:52.000Z,0.997858,194.93,-0.42,1915.27,1914.85
1300,2025-10-04T18:59:11.000Z,0.975284,194.93,-4.82,1914.85,1910.04
1301,2025-10-04T20:12:23.000Z,1.233941,194.93,45.60,1910.04,1955.64
1302,2025-10-04T20:26:56.000Z,1.044434,194.93,8.66,1955.64,1964.30
1303,2025-10-05T02:38:39.000Z,1.883052,194.93,172.13,1964.30,2136.43
1304,2025-10-05T02:52:38.000Z,1.000507,194.93,0.10,2136.43,2136.53
1305,2025-10-05T03:03:32.000Z,1.354728,194.93,69.15,2136.53,2205.67
1306,2025-10-05T04:23:09.000Z,3.290931,194.93,446.56,2205.67,2652.24
1307,2025-10-05T12:25:27.000Z,1.022717,194.93,4.43,2652.24,2656.67
1308,2025-10-05T13:24:09.000Z,0.812364,265.67,-49.85,2656.67,2606.82
1309,2025-10-05T16:13:07.000Z,1.121444,265.67,32.26,2606.82,2639.08
1310,2025-10-05T21:51:56.000Z,1.141956,265.67,37.71,2639.08,2676.79
1311,2025-10-05T23:24:27.000Z,0.928685,265.67,-18.95,2676.79,2657.85
1312,2025-10-06T06:30:26.000Z,1.000000,265.67,0.00,2657.85,2657.85
1313,2025-10-06T11:00:48.000Z,1.675286,265.67,179.40,2657.85,2837.25
1314,2025-10-06T11:37:24.000Z,0.982434,265.67,-4.67,2837.25,2832.58
1315,2025-10-06T12:19:07.000Z,0.992602,265.67,-1.97,2832.58,2830.62
1316,2025-10-06T13:38:54.000Z,0.992645,265.67,-1.95,2830.62,2828.66
1317,2025-10-06T14:53:06.000Z,0.928729,265.67,-18.93,2828.66,2809.73
1318,2025-10-06T18:45:15.000Z,1.000000,265.67,0.00,2809.73,2809.73
1319,2025-10-06T18:48:25.000Z,1.245628,265.67,65.26,2809.73,2874.98
1320,2025-10-06T19:09:58.000Z,0.948546,265.67,-13.67,2874.98,2861.31
1321,2025-10-06T19:29:44.000Z,0.985570,265.67,-3.83,2861.31,2857.48
1322,2025-10-06T23:08:44.000Z,1.094202,265.67,25.03,2857.48,2882.51
1323,2025-10-07T00:24:47.000Z,0.962768,265.67,-9.89,2882.51,2872.62
1324,2025-10-07T00:57:18.000Z,1.363823,265.67,96.66,2872.62,2969.27
1325,2025-10-07T06:37:13.000Z,0.920785,265.67,-21.04,2969.27,2948.23
1326,2025-10-07T08:44:22.000Z,1.041750,265.67,11.09,2948.23,2959.32
1327,2025-10-07T10:15:18.000Z,1.041750,265.67,11.09,2959.32,2970.41
1328,2025-10-07T10:53:00.000Z,0.975827,265.67,-6.42,2970.41,2963.99
1329,2025-10-07T11:13:25.000Z,0.927610,265.67,-19.23,2963.99,2944.76
1330,2025-10-07T12:11:31.000Z,1.031495,265.67,8.37,2944.76,2953.12
1331,2025-10-07T12:44:14.000Z,1.308123,265.67,81.86,2953.12,3034.98
1332,2025-10-07T12:45:44.000Z,0.972740,265.67,-7.24,3034.98,3027.74
1333,2025-10-07T16:32:25.000Z,0.800000,265.67,-53.13,3027.74,2974.60
1334,2025-10-07T16:32:34.000Z,0.988741,265.67,-2.99,2974.60,2971.61
1335,2025-10-07T19:49:28.000Z,1.000000,265.67,0.00,2971.61,2971.61
1336,2025-10-07T19:56:14.000Z,1.326048,265.67,86.62,2971.61,3058.23
1337,2025-10-07T23:17:20.000Z,1.066422,265.67,17.65,3058.23,3075.88
1338,2025-10-08T01:55:29.000Z,1.046513,265.67,12.36,3075.88,3088.24
1339,2025-10-08T04:57:54.000Z,1.091645,265.67,24.35,3088.24,3112.58
1340,2025-10-08T05:27:56.000Z,1.037296,265.67,9.91,3112.58,3122.49
1341,2025-10-08T07:01:05.000Z,1.078290,265.67,20.80,3122.49,3143.29
1342,2025-10-08T07:05:04.000Z,0.975351,265.67,-6.55,3143.29,3136.74
1343,2025-10-08T07:20:42.000Z,1.004788,265.67,1.27,3136.74,3138.01
