TradeNumber,AlertTime,PnL,PositionSize,TradeReturn,PortfolioBefore,PortfolioAfter
99,2025-07-23T07:46:57.000Z,1.006154,12.31,0.08,130.12,130.20
100,2025-07-23T07:50:44.000Z,0.800000,12.31,-2.46,130.20,127.73
101,2025-07-23T09:29:31.000Z,1.090751,12.31,1.12,127.73,128.85
102,2025-07-23T10:11:24.000Z,1.105295,12.31,1.30,128.85,130.15
103,2025-07-23T10:12:40.000Z,0.974615,12.31,-0.31,130.15,129.84
104,2025-07-23T11:29:53.000Z,1.007278,12.31,0.09,129.84,129.93
105,2025-07-23T12:23:40.000Z,1.070163,12.31,0.86,129.93,130.79
106,2025-07-23T13:56:05.000Z,0.930666,12.31,-0.85,130.79,129.94
107,2025-07-23T14:58:31.000Z,1.247405,12.31,3.05,129.94,132.98
108,2025-07-23T15:12:10.000Z,1.128686,12.31,1.58,132.98,134.57
109,2025-07-23T16:13:11.000Z,0.859468,12.31,-1.73,134.57,132.84
110,2025-07-23T17:07:49.000Z,1.166984,12.31,2.06,132.84,134.89
111,2025-07-23T19:41:03.000Z,1.074087,12.31,0.91,134.89,135.80
112,2025-07-23T19:41:28.000Z,1.427069,12.31,5.26,135.80,141.06
113,2025-07-23T19:41:46.000Z,1.000000,12.31,0.00,141.06,141.06
114,2025-07-23T21:56:09.000Z,1.083890,12.31,1.03,141.06,142.09
115,2025-07-24T00:41:22.000Z,0.840640,12.31,-1.96,142.09,140.13
116,2025-07-24T00:45:19.000Z,0.944968,12.31,-0.68,140.13,139.45
117,2025-07-24T02:15:46.000Z,1.088441,12.31,1.09,139.45,140.54
118,2025-07-24T09:57:08.000Z,1.057881,12.31,0.71,140.54,141.26
119,2025-07-24T10:12:08.000Z,1.261483,12.31,3.22,141.26,144.48
120,2025-07-24T10:39:52.000Z,1.000901,12.31,0.01,144.48,144.49
121,2025-07-24T11:25:57.000Z,0.981201,12.31,-0.23,144.49,144.25
122,2025-07-24T11:26:24.000Z,0.982173,12.31,-0.22,144.25,144.04
123,2025-07-24T12:30:10.000Z,0.896210,12.31,-1.28,144.04,142.76
124,2025-07-24T12:41:56.000Z,1.067215,12.31,0.83,142.76,143.59
125,2025-07-24T14:51:57.000Z,0.805064,12.31,-2.40,143.59,141.19
126,2025-07-24T16:37:09.000Z,1.282682,12.31,3.48,141.19,144.67
127,2025-07-24T16:45:44.000Z,0.980611,12.31,-0.24,144.67,144.43
128,2025-07-24T16:46:39.000Z,1.384172,12.31,4.73,144.43,149.16
129,2025-07-24T17:15:10.000Z,0.921031,12.31,-0.97,149.16,148.18
130,2025-07-24T17:49:16.000Z,0.981247,12.31,-0.23,148.18,147.95
131,2025-07-24T18:02:56.000Z,0.800000,12.31,-2.46,147.95,145.49
132,2025-07-25T00:06:52.000Z,1.292335,12.31,3.60,145.49,149.09
133,2025-07-25T01:21:36.000Z,1.053897,12.31,0.66,149.09,149.75
134,2025-07-25T11:09:41.000Z,0.800000,12.31,-2.46,149.75,147.29
135,2025-07-25T12:45:05.000Z,1.547905,12.31,6.75,147.29,154.04
136,2025-07-25T13:45:44.000Z,1.370012,12.31,4.56,154.04,158.59
137,2025-07-25T14:52:43.000Z,0.983036,12.31,-0.21,158.59,158.38
138,2025-07-25T16:04:22.000Z,0.987034,12.31,-0.16,158.38,158.22
139,2025-07-25T18:23:54.000Z,1.012942,12.31,0.16,158.22,158.38
140,2025-07-26T04:03:02.000Z,1.172736,12.31,2.13,158.38,160.51
141,2025-07-26T04:33:28.000Z,2.546889,12.31,19.04,160.51,179.55
142,2025-07-26T04:47:19.000Z,0.992728,12.31,-0.09,179.55,179.46
143,2025-07-26T08:27:57.000Z,1.085434,12.31,1.05,179.46,180.52
144,2025-07-26T09:51:05.000Z,1.167250,12.31,2.06,180.52,182.58
145,2025-07-26T12:37:07.000Z,0.991645,12.31,-0.10,182.58,182.47
146,2025-07-26T14:28:52.000Z,1.161392,12.31,1.99,182.47,184.46
147,2025-07-26T14:29:07.000Z,0.817984,12.31,-2.24,184.46,182.22
148,2025-07-26T15:32:31.000Z,0.948595,12.31,-0.63,182.22,181.59
149,2025-07-26T16:06:49.000Z,0.910983,12.31,-1.10,181.59,180.49
150,2025-07-26T19:06:11.000Z,1.002073,12.31,0.03,180.49,180.52
151,2025-07-26T20:30:08.000Z,0.939774,12.31,-0.74,180.52,179.77
152,2025-07-26T20:59:18.000Z,0.906837,12.31,-1.15,179.77,178.63
153,2025-07-27T00:55:10.000Z,1.065685,12.31,0.81,178.63,179.44
154,2025-07-27T08:53:15.000Z,1.171745,12.31,2.11,179.44,181.55
155,2025-07-27T12:43:28.000Z,0.932158,12.31,-0.84,181.55,180.71
156,2025-07-27T13:28:15.000Z,0.813811,12.31,-2.29,180.71,178.42
157,2025-07-27T16:13:28.000Z,0.887489,17.84,-2.01,178.42,176.42
158,2025-07-27T19:02:49.000Z,0.983324,17.84,-0.30,176.42,176.12
159,2025-07-27T19:04:15.000Z,1.055898,17.84,1.00,176.12,177.12
160,2025-07-27T19:32:00.000Z,0.839060,17.84,-2.87,177.12,174.24
161,2025-07-27T20:06:53.000Z,0.821720,17.84,-3.18,174.24,171.06
162,2025-07-28T00:28:59.000Z,1.072163,17.84,1.29,171.06,172.35
163,2025-07-28T00:35:07.000Z,0.885914,17.84,-2.04,172.35,170.31
164,2025-07-28T06:46:27.000Z,0.897366,17.84,-1.83,170.31,168.48
165,2025-07-28T07:20:20.000Z,1.005254,17.84,0.09,168.48,168.58
166,2025-07-28T07:32:19.000Z,1.009633,17.84,0.17,168.58,168.75
167,2025-07-28T07:32:27.000Z,1.000000,17.84,0.00,168.75,168.75
168,2025-07-28T07:39:54.000Z,1.269094,17.84,4.80,168.75,173.55
169,2025-07-28T08:39:41.000Z,1.227022,17.84,4.05,173.55,177.60
170,2025-07-28T10:51:59.000Z,1.075855,17.84,1.35,177.60,178.95
171,2025-07-28T10:52:10.000Z,1.006557,17.84,0.12,178.95,179.07
172,2025-07-28T10:52:34.000Z,1.168568,17.84,3.01,179.07,182.08
173,2025-07-28T14:08:58.000Z,0.819483,17.84,-3.22,182.08,178.86
174,2025-07-28T16:17:28.000Z,1.359995,17.84,6.42,178.86,185.28
175,2025-07-28T16:44:29.000Z,0.929662,17.84,-1.25,185.28,184.03
176,2025-07-28T17:39:35.000Z,1.000000,17.84,0.00,184.03,184.03
177,2025-07-28T17:44:33.000Z,1.046150,17.84,0.82,184.03,184.85
178,2025-07-28T18:56:22.000Z,0.861961,17.84,-2.46,184.85,182.39
179,2025-07-28T19:11:54.000Z,0.938568,17.84,-1.10,182.39,181.29
180,2025-07-28T20:27:49.000Z,0.907397,17.84,-1.65,181.29,179.64
181,2025-07-29T06:11:15.000Z,1.344898,17.84,6.15,179.64,185.79
182,2025-07-29T06:15:09.000Z,0.800000,17.84,-3.57,185.79,182.22
183,2025-07-29T10:37:30.000Z,1.027973,17.84,0.50,182.22,182.72
184,2025-07-29T12:54:00.000Z,1.048872,17.84,0.87,182.72,183.59
185,2025-07-29T13:24:20.000Z,1.022117,17.84,0.39,183.59,183.99
186,2025-07-29T13:27:52.000Z,1.337030,17.84,6.01,183.99,190.00
187,2025-07-29T14:25:35.000Z,0.895558,17.84,-1.86,190.00,188.14
188,2025-07-29T14:30:17.000Z,0.859746,17.84,-2.50,188.14,185.64
189,2025-07-29T14:46:03.000Z,0.856995,17.84,-2.55,185.64,183.09
190,2025-07-29T16:47:32.000Z,1.107556,17.84,1.92,183.09,185.00
191,2025-07-29T18:50:09.000Z,0.998221,17.84,-0.03,185.00,184.97
192,2025-07-29T21:14:03.000Z,1.058456,17.84,1.04,184.97,186.02
193,2025-07-29T23:41:02.000Z,0.800000,17.84,-3.57,186.02,182.45
194,2025-07-30T00:27:19.000Z,1.000000,17.84,0.00,182.45,182.45
195,2025-07-30T00:52:37.000Z,0.800000,17.84,-3.57,182.45,178.88
196,2025-07-30T06:23:00.000Z,1.123724,17.84,2.21,178.88,181.09
197,2025-07-30T06:25:23.000Z,0.800000,17.84,-3.57,181.09,177.52
198,2025-07-30T08:52:22.000Z,1.350155,17.84,6.25,177.52,183.77
199,2025-07-30T09:49:37.000Z,1.437907,17.84,7.81,183.77,191.58
200,2025-07-30T09:49:53.000Z,0.987507,17.84,-0.22,191.58,191.36
201,2025-07-30T09:50:05.000Z,1.047826,17.84,0.85,191.36,192.21
202,2025-07-30T12:53:52.000Z,1.388762,17.84,6.94,192.21,199.15
203,2025-07-30T13:35:34.000Z,1.145047,17.84,2.59,199.15,201.73
204,2025-07-30T13:38:32.000Z,1.007115,17.84,0.13,201.73,201.86
205,2025-07-30T18:08:14.000Z,1.033779,17.84,0.60,201.86,202.46
206,2025-07-30T18:16:53.000Z,1.007256,17.84,0.13,202.46,202.59
207,2025-07-30T18:26:31.000Z,1.045260,17.84,0.81,202.59,203.40
208,2025-07-30T21:24:02.000Z,1.170320,17.84,3.04,203.40,206.44
209,2025-07-30T21:28:18.000Z,0.974227,17.84,-0.46,206.44,205.98
210,2025-07-30T22:06:58.000Z,0.978173,17.84,-0.39,205.98,205.59
211,2025-07-31T00:02:21.000Z,1.037724,17.84,0.67,205.59,206.26
212,2025-07-31T01:40:13.000Z,1.320081,17.84,5.71,206.26,211.97
213,2025-07-31T06:59:58.000Z,0.820549,17.84,-3.20,211.97,208.77
214,2025-07-31T07:11:51.000Z,1.011787,17.84,0.21,208.77,208.98
215,2025-07-31T08:41:30.000Z,0.989847,17.84,-0.18,208.98,208.80
216,2025-07-31T08:42:05.000Z,0.954405,17.84,-0.81,208.80,207.99
217,2025-07-31T11:07:27.000Z,1.046039,17.84,0.82,207.99,208.81
218,2025-07-31T12:40:01.000Z,0.984286,17.84,-0.28,208.81,208.53
219,2025-07-31T14:12:05.000Z,0.932544,17.84,-1.20,208.53,207.32
220,2025-07-31T14:51:18.000Z,1.000000,17.84,0.00,207.32,207.32
221,2025-07-31T16:44:42.000Z,1.019775,17.84,0.35,207.32,207.68
222,2025-07-31T16:57:22.000Z,0.983267,17.84,-0.30,207.68,207.38
223,2025-07-31T17:02:50.000Z,0.898956,17.84,-1.80,207.38,205.58
224,2025-07-31T17:26:06.000Z,0.841167,17.84,-2.83,205.58,202.74
225,2025-07-31T17:27:07.000Z,1.555976,17.84,9.92,202.74,212.66
226,2025-07-31T18:09:55.000Z,1.011767,17.84,0.21,212.66,212.87
227,2025-07-31T19:19:04.000Z,0.906692,17.84,-1.66,212.87,211.21
228,2025-07-31T19:43:56.000Z,1.029444,17.84,0.53,211.21,211.73
229,2025-07-31T21:10:31.000Z,0.926222,17.84,-1.32,211.73,210.42
230,2025-07-31T21:24:44.000Z,1.127035,17.84,2.27,210.42,212.68
231,2025-07-31T21:34:24.000Z,1.003430,17.84,0.06,212.68,212.74
232,2025-07-31T22:02:14.000Z,0.984516,17.84,-0.28,212.74,212.47
233,2025-07-31T22:05:00.000Z,1.050794,17.84,0.91,212.47,213.37
234,2025-08-01T00:05:09.000Z,0.911040,17.84,-1.59,213.37,211.79
235,2025-08-01T04:17:01.000Z,0.800000,17.84,-3.57,211.79,208.22
236,2025-08-01T04:18:04.000Z,0.945645,17.84,-0.97,208.22,207.25
237,2025-08-01T05:41:45.000Z,1.539674,17.84,9.63,207.25,216.88
238,2025-08-01T08:04:30.000Z,0.998713,17.84,-0.02,216.88,216.85
239,2025-08-01T08:05:27.000Z,1.086890,17.84,1.55,216.85,218.41
240,2025-08-01T08:45:12.000Z,1.159865,17.84,2.85,218.41,221.26
241,2025-08-01T08:46:37.000Z,1.102565,17.84,1.83,221.26,223.09
242,2025-08-01T09:48:50.000Z,1.005345,17.84,0.10,223.09,223.18
243,2025-08-01T09:49:21.000Z,0.800000,17.84,-3.57,223.18,219.61
244,2025-08-01T10:20:56.000Z,1.857521,17.84,15.30,219.61,234.91
245,2025-08-01T10:21:10.000Z,1.003637,17.84,0.06,234.91,234.98
246,2025-08-01T10:35:56.000Z,1.004420,17.84,0.08,234.98,235.06
247,2025-08-01T10:45:32.000Z,1.000304,17.84,0.01,235.06,235.06
248,2025-08-01T10:57:36.000Z,1.657076,17.84,11.72,235.06,246.79
249,2025-08-01T13:52:05.000Z,0.904195,17.84,-1.71,246.79,245.08
250,2025-08-01T15:03:52.000Z,0.948736,17.84,-0.91,245.08,244.16
251,2025-08-01T15:45:00.000Z,0.953596,17.84,-0.83,244.16,243.34
252,2025-08-01T16:11:15.000Z,0.999600,17.84,-0.01,243.34,243.33
253,2025-08-01T19:20:07.000Z,0.992115,17.84,-0.14,243.33,243.19
254,2025-08-01T20:57:37.000Z,0.952044,17.84,-0.86,243.19,242.33
255,2025-08-01T21:29:50.000Z,1.112271,17.84,2.00,242.33,244.34
256,2025-08-01T21:32:11.000Z,1.021971,17.84,0.39,244.34,244.73
257,2025-08-01T21:45:50.000Z,0.933348,17.84,-1.19,244.73,243.54
258,2025-08-01T21:56:29.000Z,1.010408,17.84,0.19,243.54,243.72
259,2025-08-02T00:34:54.000Z,1.273083,17.84,4.87,243.72,248.60
260,2025-08-02T00:40:29.000Z,1.043696,17.84,0.78,248.60,249.38
261,2025-08-02T01:13:10.000Z,0.800000,17.84,-3.57,249.38,245.81
262,2025-08-02T09:05:30.000Z,0.800000,17.84,-3.57,245.81,242.24
263,2025-08-02T09:05:43.000Z,0.946979,17.84,-0.95,242.24,241.29
264,2025-08-02T09:52:21.000Z,0.959673,17.84,-0.72,241.29,240.57
265,2025-08-02T09:52:49.000Z,0.800000,17.84,-3.57,240.57,237.00
266,2025-08-02T10:35:29.000Z,1.096309,17.84,1.72,237.00,238.72
267,2025-08-02T11:30:13.000Z,0.905374,17.84,-1.69,238.72,237.03
268,2025-08-02T11:33:00.000Z,1.067448,17.84,1.20,237.03,238.24
269,2025-08-02T11:56:04.000Z,1.067223,17.84,1.20,238.24,239.44
270,2025-08-02T13:37:30.000Z,0.995653,17.84,-0.08,239.44,239.36
271,2025-08-02T13:49:10.000Z,1.017310,17.84,0.31,239.36,239.67
272,2025-08-02T13:49:40.000Z,0.991323,17.84,-0.15,239.67,239.51
273,2025-08-02T14:14:42.000Z,0.800000,17.84,-3.57,239.51,235.95
274,2025-08-02T14:16:40.000Z,1.076470,17.84,1.36,235.95,237.31
275,2025-08-02T14:59:07.000Z,1.007831,17.84,0.14,237.31,237.45
276,2025-08-02T16:29:55.000Z,2.172046,17.84,20.91,237.45,258.36
277,2025-08-02T21:24:26.000Z,1.188918,17.84,3.37,258.36,261.73
278,2025-08-02T22:15:21.000Z,1.116470,17.84,2.08,261.73,263.81
279,2025-08-02T22:42:09.000Z,1.000000,17.84,0.00,263.81,263.81
280,2025-08-03T00:21:55.000Z,0.994365,17.84,-0.10,263.81,263.71
281,2025-08-03T00:56:12.000Z,1.000000,17.84,0.00,263.71,263.71
282,2025-08-03T01:15:52.000Z,1.012185,17.84,0.22,263.71,263.93
283,2025-08-03T06:22:51.000Z,1.000252,17.84,0.00,263.93,263.93
284,2025-08-03T06:54:31.000Z,0.986428,17.84,-0.24,263.93,263.69
285,2025-08-03T08:37:16.000Z,1.006687,17.84,0.12,263.69,263.81
286,2025-08-03T09:45:59.000Z,0.973694,17.84,-0.47,263.81,263.34
287,2025-08-03T11:07:16.000Z,1.000000,17.84,0.00,263.34,263.34
288,2025-08-03T11:07:32.000Z,0.934706,17.84,-1.16,263.34,262.17
289,2025-08-03T11:11:02.000Z,1.008255,17.84,0.15,262.17,262.32
290,2025-08-03T11:32:17.000Z,1.009339,17.84,0.17,262.32,262.49
291,2025-08-03T12:11:46.000Z,1.000448,17.84,0.01,262.49,262.50
292,2025-08-03T13:01:52.000Z,0.972853,17.84,-0.48,262.50,262.01
293,2025-08-03T14:19:27.000Z,0.817391,26.20,-4.78,262.01,257.23
294,2025-08-03T14:57:40.000Z,0.800000,26.20,-5.24,257.23,251.99
295,2025-08-03T15:03:07.000Z,1.030874,26.20,0.81,251.99,252.80
296,2025-08-03T15:03:27.000Z,1.032439,26.20,0.85,252.80,253.65
297,2025-08-03T19:10:57.000Z,1.012591,26.20,0.33,253.65,253.98
298,2025-08-03T20:42:07.000Z,1.091889,26.20,2.41,253.98,256.38
299,2025-08-03T20:52:41.000Z,1.003676,26.20,0.10,256.38,256.48
300,2025-08-03T20:55:21.000Z,1.136619,26.20,3.58,256.48,260.06
301,2025-08-03T21:09:32.000Z,1.066629,26.20,1.75,260.06,261.81
302,2025-08-03T22:50:11.000Z,1.326862,26.20,8.56,261.81,270.37
303,2025-08-03T23:40:49.000Z,1.075674,26.20,1.98,270.37,272.35
304,2025-08-03T23:49:33.000Z,0.888815,26.20,-2.91,272.35,269.44
305,2025-08-04T01:24:24.000Z,1.095650,26.20,2.51,269.44,271.95
306,2025-08-04T02:13:50.000Z,0.983507,26.20,-0.43,271.95,271.51
307,2025-08-04T07:55:10.000Z,1.397169,26.20,10.41,271.51,281.92
308,2025-08-04T08:04:01.000Z,0.989526,26.20,-0.27,281.92,281.65
309,2025-08-04T08:13:35.000Z,1.384862,26.20,10.08,281.65,291.73
310,2025-08-04T08:13:54.000Z,1.111550,26.20,2.92,291.73,294.65
311,2025-08-04T08:37:26.000Z,1.018525,26.20,0.49,294.65,295.14
312,2025-08-04T08:44:04.000Z,0.949642,26.20,-1.32,295.14,293.82
313,2025-08-04T08:46:41.000Z,1.011758,26.20,0.31,293.82,294.13
314,2025-08-04T09:04:43.000Z,1.105308,26.20,2.76,294.13,296.88
315,2025-08-04T09:49:42.000Z,0.974202,26.20,-0.68,296.88,296.21
316,2025-08-04T10:29:19.000Z,1.167901,26.20,4.40,296.21,300.61
317,2025-08-04T10:29:39.000Z,1.033983,26.20,0.89,300.61,301.50
318,2025-08-04T11:15:05.000Z,1.073849,26.20,1.93,301.50,303.43
319,2025-08-04T11:15:39.000Z,1.001940,26.20,0.05,303.43,303.48
320,2025-08-04T11:51:31.000Z,1.000000,26.20,0.00,303.48,303.48
321,2025-08-04T13:52:23.000Z,1.140421,26.20,3.68,303.48,307.16
322,2025-08-04T15:52:26.000Z,0.914677,26.20,-2.24,307.16,304.93
323,2025-08-04T16:22:10.000Z,1.550783,26.20,14.43,304.93,319.36
324,2025-08-04T19:26:00.000Z,1.281031,26.20,7.36,319.36,326.72
325,2025-08-04T19:38:26.000Z,0.992935,26.20,-0.19,326.72,326.54
326,2025-08-04T19:51:15.000Z,0.861171,26.20,-3.64,326.54,322.90
327,2025-08-04T20:09:58.000Z,0.875022,26.20,-3.27,322.90,319.63
328,2025-08-04T21:23:11.000Z,0.800000,26.20,-5.24,319.63,314.39
329,2025-08-04T22:54:08.000Z,1.008695,26.20,0.23,314.39,314.61
330,2025-08-05T02:21:35.000Z,1.022963,26.20,0.60,314.61,315.21
331,2025-08-05T04:28:04.000Z,1.000000,26.20,0.00,315.21,315.21
332,2025-08-05T06:58:00.000Z,1.027722,26.20,0.73,315.21,315.94
333,2025-08-05T07:05:32.000Z,0.997435,26.20,-0.07,315.94,315.87
334,2025-08-05T07:23:19.000Z,1.380621,26.20,9.97,315.87,325.85
335,2025-08-05T07:36:15.000Z,1.242533,26.20,6.35,325.85,332.20
336,2025-08-05T08:09:46.000Z,1.069691,26.20,1.83,332.20,334.03
337,2025-08-05T08:10:02.000Z,1.118818,26.20,3.11,334.03,337.14
338,2025-08-05T09:25:24.000Z,0.996257,26.20,-0.10,337.14,337.04
339,2025-08-05T09:40:43.000Z,1.008393,26.20,0.22,337.04,337.26
340,2025-08-05T10:48:13.000Z,1.035499,26.20,0.93,337.26,338.19
341,2025-08-05T11:44:36.000Z,0.969194,26.20,-0.81,338.19,337.39
342,2025-08-05T11:46:03.000Z,1.060163,26.20,1.58,337.39,338.96
343,2025-08-05T12:26:29.000Z,0.946364,26.20,-1.41,338.96,337.56
344,2025-08-05T14:07:53.000Z,0.935144,26.20,-1.70,337.56,335.86
345,2025-08-05T14:13:37.000Z,1.007816,26.20,0.20,335.86,336.06
346,2025-08-05T14:50:49.000Z,0.951928,26.20,-1.26,336.06,334.80
347,2025-08-05T15:07:33.000Z,0.800000,26.20,-5.24,334.80,329.56
348,2025-08-05T15:24:49.000Z,0.992936,26.20,-0.19,329.56,329.38
349,2025-08-05T16:14:11.000Z,0.970713,26.20,-0.77,329.38,328.61
350,2025-08-05T16:25:02.000Z,0.998992,26.20,-0.03,328.61,328.58
351,2025-08-05T19:05:28.000Z,0.991817,26.20,-0.21,328.58,328.37
352,2025-08-05T19:06:18.000Z,1.033689,26.20,0.88,328.37,329.25
353,2025-08-05T20:14:39.000Z,1.251396,26.20,6.59,329.25,335.84
354,2025-08-05T20:27:30.000Z,0.922269,26.20,-2.04,335.84,333.80
355,2025-08-05T20:52:24.000Z,1.279333,26.20,7.32,333.80,341.12
356,2025-08-05T21:41:16.000Z,0.925238,26.20,-1.96,341.12,339.16
357,2025-08-05T22:43:23.000Z,0.950363,26.20,-1.30,339.16,337.86
358,2025-08-05T23:57:18.000Z,1.000000,26.20,0.00,337.86,337.86
359,2025-08-06T01:27:19.000Z,0.953682,26.20,-1.21,337.86,336.65
360,2025-08-06T02:17:57.000Z,1.102266,26.20,2.68,336.65,339.33
361,2025-08-06T02:33:38.000Z,1.063392,26.20,1.66,339.33,340.99
362,2025-08-06T07:10:56.000Z,1.148506,26.20,3.89,340.99,344.88
363,2025-08-06T08:04:04.000Z,0.902629,26.20,-2.55,344.88,342.33
364,2025-08-06T08:46:32.000Z,0.988360,26.20,-0.30,342.33,342.02
365,2025-08-06T09:25:45.000Z,0.890842,26.20,-2.86,342.02,339.16
366,2025-08-06T10:19:27.000Z,1.004373,26.20,0.11,339.16,339.28
367,2025-08-06T10:26:02.000Z,0.990248,26.20,-0.26,339.28,339.02
368,2025-08-06T13:31:41.000Z,0.800000,26.20,-5.24,339.02,333.78
369,2025-08-06T13:55:51.000Z,0.999913,26.20,-0.00,333.78,333.78
370,2025-08-06T17:12:14.000Z,0.879570,26.20,-3.16,333.78,330.62
371,2025-08-06T17:22:58.000Z,0.997929,26.20,-0.05,330.62,330.57
372,2025-08-06T17:29:03.000Z,0.878724,26.20,-3.18,330.57,327.39
373,2025-08-06T17:36:18.000Z,1.010959,26.20,0.29,327.39,327.68
374,2025-08-06T17:50:38.000Z,0.925836,26.20,-1.94,327.68,325.74
375,2025-08-06T18:44:55.000Z,1.004277,26.20,0.11,325.74,325.85
376,2025-08-06T22:09:49.000Z,1.009127,26.20,0.24,325.85,326.09
377,2025-08-06T23:05:40.000Z,0.872682,26.20,-3.34,326.09,322.75
378,2025-08-06T23:16:00.000Z,0.800000,26.20,-5.24,322.75,317.51
379,2025-08-06T23:43:23.000Z,1.000000,26.20,0.00,317.51,317.51
380,2025-08-07T00:20:37.000Z,0.989485,26.20,-0.28,317.51,317.24
381,2025-08-07T00:27:57.000Z,0.987956,26.20,-0.32,317.24,316.92
382,2025-08-07T00:57:52.000Z,0.800000,26.20,-5.24,316.92,311.68
383,2025-08-07T03:37:59.000Z,0.998129,26.20,-0.05,311.68,311.63
384,2025-08-07T06:30:51.000Z,1.123325,26.20,3.23,311.63,314.86
385,2025-08-07T06:46:23.000Z,1.159214,26.20,4.17,314.86,319.03
386,2025-08-07T07:38:47.000Z,0.904455,26.20,-2.50,319.03,316.53
387,2025-08-07T07:44:58.000Z,0.817938,26.20,-4.77,316.53,311.76
388,2025-08-07T07:49:31.000Z,0.974244,26.20,-0.67,311.76,311.08
389,2025-08-07T07:52:17.000Z,1.365568,26.20,9.58,311.08,320.66
390,2025-08-07T10:34:15.000Z,1.020126,26.20,0.53,320.66,321.19
391,2025-08-07T10:48:21.000Z,1.002018,26.20,0.05,321.19,321.24
392,2025-08-07T12:42:49.000Z,0.991007,26.20,-0.24,321.24,321.01
393,2025-08-07T13:00:15.000Z,0.967624,26.20,-0.85,321.01,320.16
394,2025-08-07T13:02:39.000Z,1.060768,26.20,1.59,320.16,321.75
395,2025-08-07T13:02:57.000Z,1.000000,26.20,0.00,321.75,321.75
396,2025-08-07T13:17:27.000Z,1.003923,26.20,0.10,321.75,321.85
397,2025-08-07T14:02:57.000Z,1.000000,26.20,0.00,321.85,321.85
398,2025-08-07T14:33:15.000Z,0.992108,26.20,-0.21,321.85,321.65
399,2025-08-07T15:35:41.000Z,0.988783,26.20,-0.29,321.65,321.35
400,2025-08-07T16:18:11.000Z,1.057043,26.20,1.49,321.35,322.85
401,2025-08-07T16:27:49.000Z,1.297003,26.20,7.78,322.85,330.63
402,2025-08-07T16:42:56.000Z,0.800000,26.20,-5.24,330.63,325.39
403,2025-08-07T16:43:34.000Z,1.357314,26.20,9.36,325.39,334.75
404,2025-08-07T18:09:01.000Z,1.074829,26.20,1.96,334.75,336.71
405,2025-08-07T20:04:39.000Z,1.280381,26.20,7.35,336.71,344.06
406,2025-08-07T20:28:53.000Z,1.000000,26.20,0.00,344.06,344.06
407,2025-08-07T22:53:02.000Z,0.986948,26.20,-0.34,344.06,343.72
408,2025-08-07T22:57:03.000Z,1.003860,26.20,0.10,343.72,343.82
409,2025-08-07T22:59:21.000Z,1.062605,26.20,1.64,343.82,345.46
410,2025-08-07T23:20:04.000Z,1.674836,26.20,17.68,345.46,363.14
411,2025-08-07T23:48:18.000Z,1.111092,26.20,2.91,363.14,366.05
412,2025-08-07T23:48:27.000Z,1.534393,26.20,14.00,366.05,380.05
413,2025-08-07T23:48:45.000Z,0.982953,26.20,-0.45,380.05,379.61
414,2025-08-08T00:20:31.000Z,0.888896,26.20,-2.91,379.61,376.69
415,2025-08-08T06:50:36.000Z,1.014716,26.20,0.39,376.69,377.08
416,2025-08-08T07:03:52.000Z,1.000000,26.20,0.00,377.08,377.08
417,2025-08-08T07:33:56.000Z,0.903784,26.20,-2.52,377.08,374.56
418,2025-08-08T08:07:49.000Z,1.356619,26.20,9.34,374.56,383.90
419,2025-08-08T08:10:53.000Z,1.003887,26.20,0.10,383.90,384.01
420,2025-08-08T09:54:09.000Z,0.983786,26.20,-0.42,384.01,383.58
421,2025-08-08T10:23:01.000Z,0.998582,26.20,-0.04,383.58,383.54
422,2025-08-08T10:39:41.000Z,0.964228,26.20,-0.94,383.54,382.61
423,2025-08-08T10:59:50.000Z,1.020425,26.20,0.54,382.61,383.14
424,2025-08-08T12:03:54.000Z,1.027120,26.20,0.71,383.14,383.85
425,2025-08-08T14:51:43.000Z,0.942721,26.20,-1.50,383.85,382.35
426,2025-08-08T17:03:51.000Z,0.895117,26.20,-2.75,382.35,379.60
427,2025-08-08T18:05:28.000Z,0.800000,26.20,-5.24,379.60,374.36
428,2025-08-08T18:12:25.000Z,0.897088,26.20,-2.70,374.36,371.67
429,2025-08-08T18:36:19.000Z,1.043242,26.20,1.13,371.67,372.80
430,2025-08-08T19:02:40.000Z,0.988430,26.20,-0.30,372.80,372.50
431,2025-08-08T20:21:11.000Z,1.025371,26.20,0.66,372.50,373.16
432,2025-08-08T21:52:17.000Z,1.001893,26.20,0.05,373.16,373.21
433,2025-08-08T21:52:40.000Z,0.962385,26.20,-0.99,373.21,372.22
434,2025-08-08T22:11:22.000Z,1.213855,26.20,5.60,372.22,377.83
435,2025-08-08T23:02:51.000Z,1.000000,26.20,0.00,377.83,377.83
436,2025-08-09T00:16:17.000Z,0.883013,26.20,-3.07,377.83,374.76
437,2025-08-09T00:18:27.000Z,1.098757,26.20,2.59,374.76,377.35
438,2025-08-09T00:18:29.000Z,1.000230,26.20,0.01,377.35,377.36
439,2025-08-09T02:41:57.000Z,1.163839,26.20,4.29,377.36,381.65
440,2025-08-09T08:04:56.000Z,1.154053,26.20,4.04,381.65,385.69
441,2025-08-09T08:56:49.000Z,1.266274,26.20,6.98,385.69,392.66
442,2025-08-09T10:59:52.000Z,1.072725,26.20,1.91,392.66,394.57
443,2025-08-09T11:16:55.000Z,0.946019,26.20,-1.41,394.57,393.15
