TradeNumber,AlertTime,PnL,PositionSize,TradeReturn,PortfolioBefore,PortfolioAfter,MovingAvgPortfolio
94,2025-08-01T21:29:50.000Z,1.030807,9.88,0.30,99.61,99.92,98.77
95,2025-08-02T00:40:29.000Z,0.865947,9.89,-1.33,99.92,98.59,98.87
96,2025-08-02T01:13:10.000Z,1.078593,9.88,0.78,98.59,99.37,98.81
97,2025-08-02T09:05:43.000Z,0.980666,9.88,-0.19,99.37,99.18,98.79
98,2025-08-02T09:53:47.000Z,1.121887,9.88,1.20,99.18,100.38,98.76
99,2025-08-02T11:33:00.000Z,0.952961,9.89,-0.47,100.38,99.92,98.93
100,2025-08-02T11:56:04.000Z,0.898184,9.92,-1.01,99.92,98.90,99.25
101,2025-08-02T14:16:40.000Z,0.949299,9.94,-0.50,98.90,98.40,99.39
102,2025-08-02T16:29:55.000Z,0.928815,9.94,-0.71,98.40,97.69,99.36
103,2025-08-02T22:15:21.000Z,0.984986,9.92,-0.15,97.69,97.54,99.20
104,2025-08-03T00:56:12.000Z,1.347021,9.90,3.44,97.54,100.98,98.99
105,2025-08-03T09:45:59.000Z,1.009310,9.91,0.09,100.98,101.07,99.10
106,2025-08-03T11:21:52.000Z,0.916197,9.93,-0.83,101.07,100.24,99.34
107,2025-08-03T12:03:40.000Z,0.930115,9.94,-0.69,100.24,99.54,99.43
108,2025-08-03T12:03:45.000Z,0.989352,9.95,-0.11,99.54,99.44,99.47
109,2025-08-03T15:03:07.000Z,0.949148,9.94,-0.51,99.44,98.93,99.37
110,2025-08-03T15:28:28.000Z,1.212386,9.93,2.11,98.93,101.04,99.28
111,2025-08-03T20:52:41.000Z,0.964558,9.95,-0.35,101.04,100.69,99.49
112,2025-08-03T22:50:11.000Z,0.841616,9.97,-1.58,100.69,99.11,99.72
113,2025-08-03T23:40:49.000Z,1.361066,9.99,3.61,99.11,102.72,99.86
114,2025-08-03T23:49:33.000Z,0.851836,10.04,-1.49,102.72,101.23,100.38
115,2025-08-04T02:13:50.000Z,0.933388,10.04,-0.67,101.23,100.56,100.40
116,2025-08-04T08:04:01.000Z,0.978762,10.03,-0.21,100.56,100.35,100.35
117,2025-08-04T08:37:26.000Z,0.997358,10.04,-0.03,100.35,100.32,100.36
118,2025-08-04T10:35:06.000Z,0.872791,10.04,-1.28,100.32,99.04,100.44
119,2025-08-04T11:15:39.000Z,1.434068,10.04,4.36,99.04,103.40,100.40
120,2025-08-04T16:22:10.000Z,0.792015,10.08,-2.10,103.40,101.30,100.85
121,2025-08-04T19:26:00.000Z,0.966379,10.09,-0.34,101.30,100.96,100.87
122,2025-08-04T20:09:58.000Z,1.042896,10.09,0.43,100.96,101.40,100.90
123,2025-08-04T22:54:08.000Z,0.957830,10.11,-0.43,101.40,100.97,101.13
124,2025-08-05T07:45:54.000Z,1.217929,10.10,2.20,100.97,103.17,100.95
125,2025-08-05T08:09:46.000Z,0.885142,10.11,-1.16,103.17,102.01,101.15
126,2025-08-05T11:44:36.000Z,1.008482,10.13,0.09,102.01,102.09,101.29
127,2025-08-05T14:32:52.000Z,0.792015,10.15,-2.11,102.09,99.98,101.47
128,2025-08-05T15:07:33.000Z,0.792015,10.14,-2.11,99.98,97.87,101.43
129,2025-08-05T19:05:28.000Z,1.014091,10.13,0.14,97.87,98.02,101.32
130,2025-08-05T20:27:30.000Z,0.811998,10.08,-1.89,98.02,96.12,100.78
131,2025-08-05T20:52:24.000Z,1.070613,10.03,0.71,96.12,96.83,100.26
132,2025-08-06T08:04:04.000Z,1.488134,9.98,4.87,96.83,101.70,99.85
133,2025-08-06T10:26:02.000Z,0.998015,9.99,-0.02,101.70,101.68,99.88
134,2025-08-07T06:30:51.000Z,1.001271,9.99,0.01,101.68,101.70,99.95
135,2025-08-07T06:46:23.000Z,0.792015,9.98,-2.08,101.70,99.62,99.80
136,2025-08-07T13:02:39.000Z,1.624617,9.96,6.22,99.62,105.84,99.56
137,2025-08-07T14:33:15.000Z,0.946266,9.99,-0.54,105.84,105.30,99.94
138,2025-08-07T16:42:56.000Z,0.942678,10.05,-0.58,105.30,104.73,100.47
139,2025-08-07T22:53:02.000Z,1.318375,10.12,3.22,104.73,107.95,101.15
140,2025-08-07T22:59:21.000Z,1.014637,10.21,0.15,107.95,108.10,102.15
141,2025-08-07T23:49:19.000Z,0.836734,10.33,-1.69,108.10,106.41,103.35
142,2025-08-08T00:20:19.000Z,0.947081,10.43,-0.55,106.41,105.86,104.30
143,2025-08-08T07:33:56.000Z,0.879654,10.47,-1.26,105.86,104.60,104.72
144,2025-08-08T08:31:49.000Z,1.190698,10.50,2.00,104.60,106.60,105.01
145,2025-08-08T10:39:41.000Z,1.005064,10.55,0.05,106.60,106.65,105.50
146,2025-08-08T12:10:57.000Z,1.094498,10.62,1.00,106.65,107.66,106.20
147,2025-08-08T13:13:59.000Z,0.996800,10.64,-0.03,107.66,107.62,106.39
148,2025-08-08T15:23:20.000Z,1.003702,10.66,0.04,107.62,107.66,106.62
149,2025-08-08T17:03:51.000Z,0.917208,10.69,-0.89,107.66,106.78,106.91
150,2025-08-09T00:18:29.000Z,0.792880,10.68,-2.21,106.78,104.57,106.79
151,2025-08-09T00:31:37.000Z,0.979803,10.64,-0.21,104.57,104.35,106.44
152,2025-08-09T08:04:56.000Z,0.912809,10.62,-0.93,104.35,103.42,106.23
153,2025-08-09T13:56:29.000Z,0.975725,10.60,-0.26,103.42,103.17,105.99
154,2025-08-09T14:09:20.000Z,1.293735,10.58,3.11,103.17,106.28,105.85
155,2025-08-09T17:27:56.000Z,0.976323,10.58,-0.25,106.28,106.03,105.82
156,2025-08-09T22:50:09.000Z,0.792015,10.58,-2.20,106.03,103.83,105.75
157,2025-08-10T07:01:13.000Z,0.980198,10.54,-0.21,103.83,103.62,105.37
158,2025-08-10T07:49:07.000Z,1.043857,10.50,0.46,103.62,104.08,104.97
159,2025-08-10T09:10:48.000Z,1.038911,10.46,0.41,104.08,104.48,104.61
160,2025-08-10T11:01:27.000Z,1.183866,10.44,1.92,104.48,106.40,104.38
161,2025-08-10T13:05:18.000Z,0.894928,10.46,-1.10,106.40,105.31,104.57
162,2025-08-10T15:49:06.000Z,0.983782,10.47,-0.17,105.31,105.14,104.66
163,2025-08-10T18:31:15.000Z,1.065731,10.48,0.69,105.14,105.82,104.83
164,2025-08-10T22:12:54.000Z,0.938681,10.51,-0.64,105.82,105.18,105.10
165,2025-08-11T07:17:45.000Z,0.938754,10.50,-0.64,105.18,104.54,104.99
166,2025-08-11T08:28:04.000Z,0.987214,10.48,-0.13,104.54,104.40,104.84
167,2025-08-11T09:32:59.000Z,1.116928,10.49,1.23,104.40,105.63,104.90
168,2025-08-11T12:58:20.000Z,0.792015,10.51,-2.19,105.63,103.44,105.10
169,2025-08-11T17:27:14.000Z,0.979271,10.50,-0.22,103.44,103.23,105.03
170,2025-08-11T17:59:17.000Z,0.975176,10.49,-0.26,103.23,102.97,104.91
171,2025-08-11T22:35:46.000Z,0.979902,10.46,-0.21,102.97,102.76,104.57
172,2025-08-12T03:40:01.000Z,1.377459,10.43,3.94,102.76,106.69,104.31
173,2025-08-12T10:27:26.000Z,0.792015,10.45,-2.17,106.69,104.52,104.47
174,2025-08-12T10:38:05.000Z,0.987159,10.43,-0.13,104.52,104.39,104.34
175,2025-08-12T11:55:24.000Z,0.920482,10.43,-0.83,104.39,103.56,104.26
176,2025-08-12T12:07:40.000Z,0.961671,10.42,-0.40,103.56,103.16,104.16
177,2025-08-12T12:32:01.000Z,0.994713,10.40,-0.06,103.16,103.10,104.03
178,2025-08-12T14:36:50.000Z,0.996923,10.38,-0.03,103.10,103.07,103.78
179,2025-08-12T14:52:35.000Z,0.924732,10.37,-0.78,103.07,102.29,103.74
180,2025-08-12T17:35:55.000Z,1.544529,10.36,5.64,102.29,107.93,103.65
181,2025-08-12T21:22:33.000Z,0.792015,10.41,-2.17,107.93,105.77,104.15
182,2025-08-12T21:41:58.000Z,0.980578,10.44,-0.20,105.77,105.57,104.45
183,2025-08-12T22:20:07.000Z,1.020460,10.43,0.21,105.57,105.78,104.34
184,2025-08-12T23:10:13.000Z,0.919730,10.45,-0.84,105.78,104.94,104.46
185,2025-08-13T06:32:34.000Z,1.445383,10.45,4.65,104.94,109.60,104.52
186,2025-08-13T21:42:39.000Z,0.792015,10.51,-2.19,109.60,107.41,105.12
187,2025-08-14T02:21:42.000Z,0.953282,10.55,-0.49,107.41,106.92,105.55
188,2025-08-14T15:03:04.000Z,1.511907,10.59,5.42,106.92,112.34,105.93
189,2025-08-14T17:40:16.000Z,0.981796,10.69,-0.19,112.34,112.14,106.85
190,2025-08-14T19:44:10.000Z,0.893559,10.78,-1.15,112.14,111.00,107.84
191,2025-08-14T20:08:17.000Z,1.071871,10.81,0.78,111.00,111.77,108.14
192,2025-08-14T22:05:51.000Z,0.929806,10.87,-0.76,111.77,111.01,108.75
193,2025-08-15T14:25:50.000Z,1.444577,10.93,4.86,111.01,115.87,109.29
194,2025-08-15T14:26:40.000Z,0.851018,11.03,-1.64,115.87,114.23,110.30
195,2025-08-15T18:35:49.000Z,1.047584,11.12,0.53,114.23,114.75,111.23
196,2025-08-16T08:42:38.000Z,0.804674,11.17,-2.18,114.75,112.57,111.74
197,2025-08-16T12:13:51.000Z,0.978037,11.23,-0.25,112.57,112.33,112.26
198,2025-08-16T12:27:06.000Z,1.014103,11.28,0.16,112.33,112.48,112.80
199,2025-08-16T16:11:18.000Z,0.887640,11.28,-1.27,112.48,111.22,112.82
200,2025-08-16T16:54:33.000Z,1.102442,11.27,1.15,111.22,112.37,112.72
201,2025-08-16T18:37:43.000Z,0.965494,11.29,-0.39,112.37,111.98,112.86
202,2025-08-16T18:39:11.000Z,1.142960,11.29,1.61,111.98,113.60,112.88
203,2025-08-16T23:18:28.000Z,1.095439,11.31,1.08,113.60,114.68,113.14
204,2025-08-17T10:09:49.000Z,1.057169,11.30,0.65,114.68,115.32,113.02
205,2025-08-17T18:33:58.000Z,0.859974,11.31,-1.58,115.32,113.74,113.13
206,2025-08-17T19:51:44.000Z,0.925870,11.30,-0.84,113.74,112.90,113.03
207,2025-08-17T23:36:28.000Z,1.352915,11.31,3.99,112.90,116.89,113.06
208,2025-08-18T01:12:36.000Z,1.167962,11.35,1.91,116.89,118.80,113.52
209,2025-08-18T02:55:26.000Z,0.792015,11.41,-2.37,118.80,116.42,114.15
210,2025-08-18T11:20:52.000Z,0.942011,11.47,-0.66,116.42,115.76,114.67
211,2025-08-18T15:11:27.000Z,0.927987,11.50,-0.83,115.76,114.93,115.01
212,2025-08-18T19:56:35.000Z,0.889208,11.53,-1.28,114.93,113.65,115.30
213,2025-08-19T04:08:32.000Z,0.946816,11.53,-0.61,113.65,113.04,115.31
214,2025-08-19T04:22:34.000Z,0.983823,11.51,-0.19,113.04,112.85,115.14
215,2025-08-19T13:24:27.000Z,0.792015,11.49,-2.39,112.85,110.46,114.90
216,2025-08-19T13:52:43.000Z,0.977788,11.46,-0.25,110.46,110.21,114.57
217,2025-08-19T16:26:14.000Z,2.452416,11.43,16.60,110.21,126.81,114.30
218,2025-08-19T19:15:57.000Z,0.873576,11.53,-1.46,126.81,125.35,115.29
219,2025-08-19T20:04:16.000Z,1.120201,11.59,1.39,125.35,126.75,115.95
220,2025-08-19T23:20:43.000Z,1.111376,11.70,1.30,126.75,128.05,116.98
221,2025-08-19T23:24:45.000Z,0.909635,11.82,-1.07,128.05,126.98,118.21
222,2025-08-20T00:01:19.000Z,0.792015,11.94,-2.48,126.98,124.50,119.41
223,2025-08-20T07:36:33.000Z,0.995728,12.05,-0.05,124.50,124.45,120.50
224,2025-08-20T08:27:01.000Z,1.016468,12.16,0.20,124.45,124.65,121.64
225,2025-08-20T11:51:46.000Z,0.821233,12.28,-2.20,124.65,122.45,122.82
226,2025-08-20T13:15:34.000Z,0.955273,12.40,-0.55,122.45,121.90,124.02
227,2025-08-20T14:10:35.000Z,0.983262,12.52,-0.21,121.90,121.69,125.19
228,2025-08-20T14:43:50.000Z,1.366970,12.47,4.58,121.69,126.26,124.67
229,2025-08-20T14:51:51.000Z,0.975553,12.48,-0.31,126.26,125.96,124.77
230,2025-08-20T16:48:40.000Z,0.980198,12.47,-0.25,125.96,125.71,124.69
231,2025-08-20T16:49:50.000Z,1.020056,12.45,0.25,125.71,125.96,124.45
232,2025-08-20T17:33:38.000Z,0.792015,12.44,-2.59,125.96,123.37,124.35
233,2025-08-20T18:22:43.000Z,0.985378,12.42,-0.18,123.37,123.19,124.24
234,2025-08-20T18:40:07.000Z,0.975394,12.41,-0.31,123.19,122.89,124.11
235,2025-08-20T18:40:30.000Z,0.954937,12.39,-0.56,122.89,122.33,123.94
236,2025-08-21T00:41:44.000Z,0.981312,12.39,-0.23,122.33,122.09,123.92
237,2025-08-22T13:45:04.000Z,0.911914,12.39,-1.09,122.09,121.00,123.94
238,2025-08-22T15:10:27.000Z,1.084633,12.39,1.05,121.00,122.05,123.88
239,2025-08-22T17:59:13.000Z,0.815961,12.35,-2.27,122.05,119.78,123.45
240,2025-08-22T20:49:08.000Z,0.926825,12.28,-0.90,119.78,118.88,122.84
241,2025-08-23T11:51:57.000Z,0.958346,12.22,-0.51,118.88,118.37,122.15
242,2025-08-23T14:27:31.000Z,1.012448,12.14,0.15,118.37,118.52,121.40
243,2025-08-23T18:51:02.000Z,0.939990,12.09,-0.73,118.52,117.80,120.91
244,2025-08-24T12:12:35.000Z,0.943195,12.04,-0.68,117.80,117.11,120.37
245,2025-08-24T14:39:56.000Z,1.162145,11.98,1.94,117.11,119.06,119.79
246,2025-08-24T15:35:39.000Z,0.859220,11.95,-1.68,119.06,117.37,119.47
247,2025-08-24T17:29:25.000Z,0.975566,11.90,-0.29,117.37,117.08,119.00
248,2025-08-24T18:16:53.000Z,0.984812,11.86,-0.18,117.08,116.90,118.60
249,2025-08-24T20:26:45.000Z,0.983568,11.81,-0.19,116.90,116.71,118.09
250,2025-08-24T23:17:18.000Z,1.477061,11.78,5.62,116.71,122.33,117.78
251,2025-08-24T23:47:55.000Z,1.541803,11.81,6.40,122.33,128.73,118.13
252,2025-08-25T07:32:29.000Z,0.965394,11.92,-0.41,128.73,128.32,119.16
253,2025-08-25T09:06:01.000Z,1.118418,12.01,1.42,128.32,129.74,120.14
254,2025-08-25T21:02:26.000Z,1.130421,12.13,1.58,129.74,131.32,121.34
255,2025-08-25T23:57:18.000Z,0.831465,12.28,-2.07,131.32,129.25,122.76
256,2025-08-26T00:33:48.000Z,0.894690,12.38,-1.30,129.25,127.95,123.78
257,2025-08-26T01:13:36.000Z,0.829065,12.48,-2.13,127.95,125.81,124.83
258,2025-08-26T07:30:16.000Z,0.897273,12.57,-1.29,125.81,124.52,125.71
259,2025-08-26T15:15:18.000Z,0.792015,12.65,-2.63,124.52,121.89,126.47
260,2025-08-26T15:34:57.000Z,0.926223,12.70,-0.94,121.89,120.96,126.99
261,2025-08-26T21:33:37.000Z,0.969196,12.68,-0.39,120.96,120.57,126.85
262,2025-08-26T21:40:27.000Z,0.983283,12.60,-0.21,120.57,120.35,126.03
263,2025-08-27T00:55:22.000Z,0.992902,12.52,-0.09,120.35,120.27,125.24
264,2025-08-27T09:04:03.000Z,0.937929,12.43,-0.77,120.27,119.49,124.29
265,2025-08-27T13:10:34.000Z,0.952149,12.31,-0.59,119.49,118.91,123.11
266,2025-08-27T14:59:14.000Z,1.153355,12.21,1.87,118.91,120.78,122.07
267,2025-08-27T20:53:32.000Z,1.073485,12.14,0.89,120.78,121.67,121.36
268,2025-08-27T20:56:04.000Z,1.001404,12.09,0.02,121.67,121.69,120.94
269,2025-08-27T21:43:55.000Z,0.893144,12.07,-1.29,121.69,120.40,120.66
270,2025-08-27T23:04:05.000Z,1.013285,12.05,0.16,120.40,120.56,120.51
271,2025-08-28T01:22:58.000Z,0.926851,12.05,-0.88,120.56,119.68,120.47
272,2025-08-28T10:48:14.000Z,1.330135,12.04,3.97,119.68,123.65,120.38
273,2025-08-28T17:18:47.000Z,1.037064,12.07,0.45,123.65,124.10,120.71
274,2025-08-28T18:17:24.000Z,0.971744,12.11,-0.34,124.10,123.76,121.09
275,2025-08-29T08:27:49.000Z,0.957257,12.15,-0.52,123.76,123.24,121.52
276,2025-08-29T09:02:49.000Z,0.900399,12.20,-1.21,123.24,122.02,121.95
277,2025-08-29T16:14:11.000Z,1.218611,12.21,2.67,122.02,124.69,122.07
278,2025-08-30T18:54:07.000Z,0.808013,12.24,-2.35,124.69,122.34,122.38
279,2025-08-31T02:38:25.000Z,0.993182,12.24,-0.08,122.34,122.26,122.44
280,2025-08-31T12:29:06.000Z,0.921749,12.26,-0.96,122.26,121.30,122.63
281,2025-08-31T14:43:48.000Z,0.940156,12.27,-0.73,121.30,120.56,122.70
282,2025-09-01T05:07:44.000Z,0.907758,12.28,-1.13,120.56,119.43,122.79
283,2025-09-01T05:48:25.000Z,1.005274,12.24,0.06,119.43,119.49,122.37
284,2025-09-01T12:06:14.000Z,0.945431,12.19,-0.67,119.49,118.83,121.91
285,2025-09-01T17:26:34.000Z,0.958760,12.14,-0.50,118.83,118.33,121.42
286,2025-09-02T12:17:34.000Z,1.609752,12.09,7.37,118.33,125.70,120.93
287,2025-09-02T12:46:36.000Z,0.999599,12.13,-0.00,125.70,125.70,121.29
288,2025-09-02T12:54:30.000Z,0.951482,12.14,-0.59,125.70,125.11,121.39
289,2025-09-02T18:54:49.000Z,1.054410,12.17,0.66,125.11,125.77,121.67
290,2025-09-02T21:28:54.000Z,0.968070,12.20,-0.39,125.77,125.38,122.02
291,2025-09-02T22:13:33.000Z,0.985597,12.24,-0.18,125.38,125.20,122.43
292,2025-09-03T06:14:54.000Z,0.905275,12.29,-1.16,125.20,124.04,122.89
293,2025-09-03T06:34:05.000Z,0.792015,12.34,-2.57,124.04,121.47,123.36
294,2025-09-03T14:44:24.000Z,0.941871,12.36,-0.72,121.47,120.76,123.55
295,2025-09-03T14:44:40.000Z,0.792015,12.37,-2.57,120.76,118.18,123.75
296,2025-09-03T14:48:41.000Z,0.973846,12.37,-0.32,118.18,117.86,123.73
297,2025-09-03T20:24:06.000Z,0.982235,12.29,-0.22,117.86,117.64,122.95
298,2025-09-04T07:28:49.000Z,0.863987,12.21,-1.66,117.64,115.98,122.14
299,2025-09-04T12:35:04.000Z,0.902128,12.12,-1.19,115.98,114.79,121.23
300,2025-09-04T12:52:07.000Z,1.243274,12.01,2.92,114.79,117.72,120.13
301,2025-09-04T12:55:14.000Z,0.980198,11.94,-0.24,117.72,117.48,119.36
302,2025-09-04T18:23:26.000Z,1.014299,11.86,0.17,117.48,117.65,118.59
303,2025-09-04T22:48:30.000Z,0.973199,11.80,-0.32,117.65,117.33,117.95
304,2025-09-05T10:17:05.000Z,0.907310,11.75,-1.09,117.33,116.24,117.54
305,2025-09-05T12:12:05.000Z,0.973122,11.71,-0.31,116.24,115.93,117.09
306,2025-09-05T17:07:12.000Z,1.128480,11.69,1.50,115.93,117.43,116.86
307,2025-09-05T19:37:36.000Z,0.887617,11.68,-1.31,117.43,116.12,116.82
308,2025-09-06T08:41:22.000Z,0.888886,11.67,-1.30,116.12,114.82,116.67
309,2025-09-06T11:48:38.000Z,0.793496,11.66,-2.41,114.82,112.41,116.55
310,2025-09-06T13:58:27.000Z,0.940346,11.63,-0.69,112.41,111.72,116.31
