TradeNumber,AlertTime,PnL,PositionSize,TradeReturn,PortfolioBefore,PortfolioAfter,MovingAvgPortfolio
1,2025-07-18T14:50:51.000Z,1.064695,10.00,0.65,100.00,100.65,100.00
2,2025-07-18T16:26:39.000Z,0.982924,10.03,-0.17,100.65,100.48,100.32
3,2025-07-18T19:47:22.000Z,0.863433,10.04,-1.37,100.48,99.10,100.37
4,2025-07-18T22:47:32.000Z,0.999234,10.01,-0.01,99.10,99.10,100.06
5,2025-07-19T00:59:31.000Z,1.202944,9.99,2.03,99.10,101.12,99.86
6,2025-07-19T07:06:49.000Z,0.974385,10.01,-0.26,101.12,100.87,100.07
7,2025-07-19T08:26:51.000Z,0.994189,10.02,-0.06,100.87,100.81,100.19
8,2025-07-19T08:34:53.000Z,1.205871,10.03,2.06,100.81,102.87,100.27
9,2025-07-19T10:39:40.000Z,0.990432,10.06,-0.10,102.87,102.78,100.56
10,2025-07-19T10:42:00.000Z,0.946798,10.08,-0.54,102.78,102.24,100.78
11,2025-07-19T11:50:14.000Z,0.982142,10.10,-0.18,102.24,102.06,101.00
12,2025-07-19T13:22:07.000Z,0.792015,10.11,-2.10,102.06,99.96,101.14
13,2025-07-19T17:15:21.000Z,1.028397,10.11,0.29,99.96,100.24,101.09
14,2025-07-19T19:55:25.000Z,1.024617,10.12,0.25,100.24,100.49,101.21
15,2025-07-20T12:52:28.000Z,1.070367,10.13,0.71,100.49,101.21,101.34
16,2025-07-20T12:56:43.000Z,1.077797,10.14,0.79,101.21,101.99,101.35
17,2025-07-20T14:21:46.000Z,0.877571,10.15,-1.24,101.99,100.75,101.47
18,2025-07-20T16:46:45.000Z,1.059900,10.15,0.61,100.75,101.36,101.46
19,2025-07-20T21:08:14.000Z,1.020048,10.13,0.20,101.36,101.56,101.31
20,2025-07-21T01:57:24.000Z,1.228137,10.12,2.31,101.56,103.87,101.19
21,2025-07-21T07:38:24.000Z,1.186195,10.14,1.89,103.87,105.76,101.35
22,2025-07-21T07:43:00.000Z,0.991665,10.17,-0.08,105.76,105.67,101.72
23,2025-07-21T08:04:35.000Z,0.929829,10.23,-0.72,105.67,104.96,102.29
24,2025-07-21T10:37:16.000Z,0.958527,10.28,-0.43,104.96,104.53,102.76
25,2025-07-21T12:49:17.000Z,0.792015,10.32,-2.15,104.53,102.38,103.17
26,2025-07-21T14:56:49.000Z,0.949428,10.33,-0.52,102.38,101.86,103.28
27,2025-07-21T15:12:53.000Z,0.974739,10.33,-0.26,101.86,101.60,103.27
28,2025-07-21T15:40:31.000Z,0.877848,10.34,-1.26,101.60,100.34,103.36
29,2025-07-21T15:48:39.000Z,1.100326,10.33,1.04,100.34,101.37,103.25
30,2025-07-21T16:34:20.000Z,0.958058,10.32,-0.43,101.37,100.94,103.24
31,2025-07-21T16:35:44.000Z,1.008499,10.29,0.09,100.94,101.03,102.94
32,2025-07-21T16:55:58.000Z,0.883280,10.25,-1.20,101.03,99.83,102.47
33,2025-07-21T18:29:00.000Z,1.587322,10.19,5.98,99.83,105.82,101.89
34,2025-07-21T20:13:54.000Z,0.876467,10.20,-1.26,105.82,104.56,101.97
35,2025-07-21T22:46:53.000Z,1.026885,10.20,0.27,104.56,104.83,101.97
36,2025-07-22T08:19:12.000Z,0.792015,10.22,-2.13,104.83,102.71,102.22
37,2025-07-22T16:35:54.000Z,1.048933,10.23,0.50,102.71,103.21,102.30
38,2025-07-22T20:28:00.000Z,0.936679,10.25,-0.65,103.21,102.56,102.46
39,2025-07-22T21:33:04.000Z,0.972170,10.27,-0.29,102.56,102.27,102.69
40,2025-07-23T01:25:30.000Z,0.954600,10.28,-0.47,102.27,101.81,102.78
41,2025-07-23T07:50:44.000Z,1.073813,10.29,0.76,101.81,102.56,102.86
42,2025-07-23T10:12:40.000Z,1.086760,10.30,0.89,102.56,103.46,103.02
43,2025-07-23T14:58:31.000Z,1.145100,10.34,1.50,103.46,104.96,103.38
44,2025-07-23T19:41:03.000Z,1.017069,10.33,0.18,104.96,105.13,103.29
45,2025-07-24T00:41:22.000Z,0.943792,10.33,-0.58,105.13,104.55,103.35
46,2025-07-24T02:15:46.000Z,1.367010,10.33,3.79,104.55,108.35,103.32
47,2025-07-24T11:25:57.000Z,1.073811,10.39,0.77,108.35,109.11,103.89
48,2025-07-24T11:26:24.000Z,0.799492,10.45,-2.09,109.11,107.02,104.48
49,2025-07-24T12:30:10.000Z,0.968500,10.49,-0.33,107.02,106.69,104.92
50,2025-07-24T14:51:57.000Z,0.852118,10.54,-1.56,106.69,105.13,105.36
51,2025-07-24T16:51:53.000Z,1.236503,10.57,2.50,105.13,107.63,105.70
52,2025-07-24T17:49:16.000Z,1.403789,10.62,4.29,107.63,111.92,106.20
53,2025-07-24T18:02:56.000Z,1.158122,10.70,1.69,111.92,113.61,107.05
54,2025-07-25T16:04:22.000Z,0.967490,10.79,-0.35,113.61,113.26,107.91
55,2025-07-26T04:03:02.000Z,0.894526,10.87,-1.15,113.26,112.11,108.73
56,2025-07-26T04:47:19.000Z,0.973070,10.95,-0.29,112.11,111.82,109.48
57,2025-07-26T14:28:52.000Z,1.083646,10.98,0.92,111.82,112.74,109.83
58,2025-07-26T14:29:07.000Z,1.180545,11.02,1.99,112.74,114.73,110.19
59,2025-07-26T19:06:11.000Z,0.928177,11.10,-0.80,114.73,113.93,110.96
60,2025-07-26T20:30:08.000Z,0.844063,11.17,-1.74,113.93,112.19,111.69
61,2025-07-27T00:55:10.000Z,0.936353,11.24,-0.72,112.19,111.47,112.39
62,2025-07-27T08:53:15.000Z,0.810374,11.28,-2.14,111.47,109.33,112.78
63,2025-07-27T12:29:24.000Z,0.991437,11.25,-0.10,109.33,109.24,112.52
64,2025-07-27T12:43:28.000Z,0.932376,11.21,-0.76,109.24,108.48,112.08
65,2025-07-27T16:13:28.000Z,0.792015,11.16,-2.32,108.48,106.16,111.60
66,2025-07-27T19:32:00.000Z,0.792015,11.10,-2.31,106.16,103.85,111.01
67,2025-07-28T00:28:59.000Z,0.926355,11.02,-0.81,103.85,103.04,110.21
68,2025-07-28T06:46:27.000Z,0.872214,10.92,-1.40,103.04,101.64,109.24
69,2025-07-28T07:39:54.000Z,0.792015,10.79,-2.24,101.64,99.40,107.93
70,2025-07-28T16:06:47.000Z,0.867553,10.65,-1.41,99.40,97.99,106.48
71,2025-07-28T19:11:54.000Z,1.016143,10.51,0.17,97.99,98.16,105.06
72,2025-07-28T19:12:07.000Z,0.793668,10.37,-2.14,98.16,96.02,103.73
73,2025-07-29T06:11:15.000Z,1.042721,10.24,0.44,96.02,96.45,102.40
74,2025-07-29T14:25:35.000Z,0.819827,10.11,-1.82,96.45,94.63,101.12
75,2025-07-30T06:25:23.000Z,1.050649,9.97,0.51,94.63,95.14,99.73
76,2025-07-30T08:51:45.000Z,1.101472,9.86,1.00,95.14,96.14,98.63
77,2025-07-30T08:52:22.000Z,0.806019,9.79,-1.90,96.14,94.24,97.86
78,2025-07-30T12:53:52.000Z,1.438566,9.70,4.25,94.24,98.49,96.98
79,2025-07-30T13:38:32.000Z,0.987173,9.67,-0.12,98.49,98.37,96.66
80,2025-07-30T13:43:58.000Z,0.792015,9.66,-2.01,98.37,96.36,96.56
81,2025-07-30T18:16:53.000Z,1.004477,9.64,0.04,96.36,96.40,96.40
82,2025-07-31T06:52:57.000Z,1.301306,9.62,2.90,96.40,99.30,96.22
83,2025-07-31T10:24:56.000Z,0.972590,9.66,-0.26,99.30,99.04,96.55
84,2025-07-31T17:02:50.000Z,0.983344,9.68,-0.16,99.04,98.88,96.81
85,2025-07-31T17:26:06.000Z,1.036693,9.72,0.36,98.88,99.23,97.23
86,2025-07-31T18:17:10.000Z,1.034395,9.76,0.34,99.23,99.57,97.64
87,2025-07-31T21:35:46.000Z,0.983561,9.80,-0.16,99.57,99.41,97.99
88,2025-07-31T22:02:14.000Z,0.933348,9.85,-0.66,99.41,98.75,98.50
89,2025-08-01T04:18:04.000Z,0.792015,9.85,-2.05,98.75,96.70,98.53
90,2025-08-01T09:04:11.000Z,1.080733,9.84,0.79,96.70,97.50,98.36
91,2025-08-01T10:53:27.000Z,1.124895,9.85,1.23,97.50,98.73,98.48
92,2025-08-01T13:56:16.000Z,1.059085,9.87,0.58,98.73,99.31,98.71
93,2025-08-01T15:03:52.000Z,1.030728,9.87,0.30,99.31,99.61,98.71
