TradeNumber,AlertTime,PnL,PositionSize,TradeReturn,PortfolioBefore,PortfolioAfter,MovingAvgPortfolio
56,2025-08-03T15:03:07.000Z,0.949148,9.29,-0.47,91.77,91.30,92.94
57,2025-08-03T15:28:28.000Z,1.212386,9.27,1.97,91.30,93.27,92.72
58,2025-08-03T22:50:11.000Z,0.841616,9.27,-1.47,93.27,91.80,92.72
59,2025-08-03T23:49:33.000Z,0.851836,9.25,-1.37,91.80,90.43,92.46
60,2025-08-04T08:37:26.000Z,0.997358,9.21,-0.02,90.43,90.41,92.10
61,2025-08-04T11:23:19.000Z,1.434068,9.18,3.99,90.41,94.39,91.84
62,2025-08-04T16:22:10.000Z,0.792015,9.20,-1.91,94.39,92.48,92.02
63,2025-08-04T19:26:00.000Z,0.966379,9.20,-0.31,92.48,92.17,92.02
64,2025-08-05T08:09:46.000Z,0.885142,9.20,-1.06,92.17,91.11,91.99
65,2025-08-05T11:44:36.000Z,1.008482,9.19,0.08,91.11,91.19,91.91
66,2025-08-05T14:32:52.000Z,0.792015,9.19,-1.91,91.19,89.28,91.85
67,2025-08-05T20:27:30.000Z,0.811998,9.17,-1.72,89.28,87.56,91.65
68,2025-08-05T20:52:24.000Z,1.070613,9.11,0.64,87.56,88.20,91.08
69,2025-08-06T10:26:02.000Z,0.998015,9.07,-0.02,88.20,88.18,90.72
70,2025-08-07T06:46:23.000Z,0.792015,9.05,-1.88,88.18,86.30,90.50
71,2025-08-07T13:02:39.000Z,1.624617,9.01,5.63,86.30,91.93,90.09
72,2025-08-07T16:42:56.000Z,0.942678,8.98,-0.51,91.93,91.41,89.84
73,2025-08-07T22:59:21.000Z,1.014637,8.97,0.13,91.41,91.54,89.73
74,2025-08-07T23:49:19.000Z,0.836734,8.97,-1.46,91.54,90.08,89.67
75,2025-08-08T13:13:59.000Z,0.996800,8.96,-0.03,90.08,90.05,89.57
76,2025-08-08T15:23:20.000Z,1.003702,8.95,0.03,90.05,90.08,89.45
77,2025-08-09T00:17:11.000Z,1.407392,8.95,3.65,90.08,93.73,89.53
78,2025-08-09T00:31:37.000Z,0.979803,9.02,-0.18,93.73,93.55,90.15
79,2025-08-09T08:04:56.000Z,0.912809,9.07,-0.79,93.55,92.76,90.69
80,2025-08-09T23:11:01.000Z,0.792015,9.11,-1.90,92.76,90.86,91.14
81,2025-08-10T11:01:27.000Z,1.183866,9.16,1.68,90.86,92.55,91.60
82,2025-08-10T15:49:06.000Z,0.983782,9.17,-0.15,92.55,92.40,91.66
83,2025-08-10T23:16:52.000Z,1.070031,9.18,0.64,92.40,93.04,91.76
84,2025-08-11T12:58:20.000Z,0.792015,9.19,-1.91,93.04,91.13,91.91
85,2025-08-11T17:27:14.000Z,0.979271,9.20,-0.19,91.13,90.94,92.01
86,2025-08-11T17:59:17.000Z,0.975176,9.21,-0.23,90.94,90.71,92.10
87,2025-08-11T22:35:46.000Z,0.979902,9.22,-0.19,90.71,90.52,92.17
88,2025-08-12T03:40:01.000Z,1.377459,9.18,3.47,90.52,93.99,91.85
89,2025-08-12T11:55:24.000Z,0.920482,9.19,-0.73,93.99,93.26,91.89
90,2025-08-12T14:36:50.000Z,0.996923,9.19,-0.03,93.26,93.23,91.94
91,2025-08-12T14:52:35.000Z,0.924732,9.22,-0.69,93.23,92.54,92.18
92,2025-08-12T22:20:07.000Z,1.020460,9.22,0.19,92.54,92.73,92.18
93,2025-08-12T23:10:13.000Z,0.919730,9.22,-0.74,92.73,91.99,92.21
94,2025-08-13T06:32:34.000Z,1.445383,9.21,4.10,91.99,96.09,92.10
95,2025-08-14T02:21:42.000Z,0.953282,9.26,-0.43,96.09,95.66,92.60
96,2025-08-14T17:40:16.000Z,0.981796,9.31,-0.17,95.66,95.49,93.07
97,2025-08-14T19:44:10.000Z,0.893559,9.35,-1.00,95.49,94.49,93.55
98,2025-08-14T20:08:17.000Z,1.071871,9.39,0.68,94.49,95.17,93.95
99,2025-08-14T22:16:52.000Z,0.929806,9.41,-0.66,95.17,94.51,94.06
100,2025-08-15T14:25:50.000Z,1.444577,9.42,4.19,94.51,98.69,94.19
101,2025-08-15T18:35:49.000Z,1.047584,9.47,0.45,98.69,99.14,94.73
102,2025-08-16T08:42:38.000Z,0.804674,9.54,-1.86,99.14,97.28,95.39
103,2025-08-16T12:13:51.000Z,0.978037,9.59,-0.21,97.28,97.07,95.85
104,2025-08-16T12:27:06.000Z,1.014103,9.64,0.14,97.07,97.21,96.36
105,2025-08-16T18:37:43.000Z,0.965494,9.65,-0.33,97.21,96.87,96.47
106,2025-08-17T10:09:49.000Z,1.057169,9.66,0.55,96.87,97.43,96.59
107,2025-08-17T18:33:58.000Z,0.859974,9.68,-1.36,97.43,96.07,96.79
108,2025-08-17T18:34:35.000Z,0.873475,9.69,-1.23,96.07,94.84,96.94
109,2025-08-17T19:51:44.000Z,0.925870,9.69,-0.72,94.84,94.13,96.91
110,2025-08-18T02:55:26.000Z,0.792015,9.69,-2.01,94.13,92.11,96.87
111,2025-08-18T15:11:27.000Z,0.927987,9.62,-0.69,92.11,91.42,96.22
112,2025-08-18T19:56:35.000Z,0.889208,9.54,-1.06,91.42,90.36,95.44
113,2025-08-19T16:26:14.000Z,2.452416,9.48,13.76,90.36,104.12,94.75
114,2025-08-19T19:15:57.000Z,0.873576,9.55,-1.21,104.12,102.92,95.46
115,2025-08-19T23:24:45.000Z,0.909635,9.60,-0.87,102.92,102.05,96.03
116,2025-08-20T00:01:19.000Z,0.792015,9.65,-2.01,102.05,100.04,96.54
117,2025-08-20T11:51:46.000Z,0.821233,9.68,-1.73,100.04,98.31,96.81
118,2025-08-20T13:15:34.000Z,0.955273,9.70,-0.43,98.31,97.88,97.03
119,2025-08-20T16:49:50.000Z,1.020056,9.73,0.20,97.88,98.07,97.33
120,2025-08-20T17:33:38.000Z,0.792015,9.77,-2.03,98.07,96.04,97.73
121,2025-08-20T18:22:43.000Z,0.985378,9.81,-0.14,96.04,95.89,98.12
122,2025-08-20T18:40:07.000Z,0.975394,9.86,-0.24,95.89,95.65,98.57
123,2025-08-20T18:40:30.000Z,0.954937,9.91,-0.45,95.65,95.21,99.10
124,2025-08-21T00:41:44.000Z,0.981312,9.82,-0.18,95.21,95.02,98.20
125,2025-08-22T13:45:04.000Z,0.911914,9.74,-0.86,95.02,94.16,97.42
126,2025-08-22T15:10:27.000Z,1.084633,9.66,0.82,94.16,94.98,96.63
127,2025-08-22T20:49:08.000Z,0.926825,9.61,-0.70,94.98,94.28,96.12
128,2025-08-23T11:51:57.000Z,0.958346,9.57,-0.40,94.28,93.88,95.72
129,2025-08-23T15:10:56.000Z,1.099149,9.53,0.95,93.88,94.82,95.32
130,2025-08-24T14:39:56.000Z,1.162145,9.50,1.54,94.82,96.36,94.99
131,2025-08-24T15:35:39.000Z,0.859220,9.50,-1.34,96.36,95.03,95.03
132,2025-08-24T17:29:25.000Z,0.975566,9.49,-0.23,95.03,94.79,94.94
133,2025-08-24T23:47:55.000Z,1.541803,9.49,5.14,94.79,99.93,94.85
134,2025-08-24T23:48:07.000Z,1.477061,9.53,4.55,99.93,104.48,95.33
135,2025-08-25T07:32:29.000Z,0.965394,9.63,-0.33,104.48,104.15,96.27
136,2025-08-25T09:06:01.000Z,1.118418,9.73,1.15,104.15,105.30,97.27
137,2025-08-25T21:02:26.000Z,1.130421,9.83,1.28,105.30,106.58,98.30
138,2025-08-25T23:57:18.000Z,0.831465,9.95,-1.68,106.58,104.90,99.53
139,2025-08-26T00:43:03.000Z,0.894690,10.06,-1.06,104.90,103.85,100.64
140,2025-08-26T01:13:36.000Z,0.829065,10.15,-1.74,103.85,102.11,101.54
141,2025-08-26T07:30:16.000Z,0.897273,10.21,-1.05,102.11,101.06,102.11
142,2025-08-26T15:15:18.000Z,0.792015,10.27,-2.14,101.06,98.92,102.72
143,2025-08-26T15:34:57.000Z,0.926223,10.31,-0.76,98.92,98.16,103.13
144,2025-08-26T21:33:37.000Z,0.969196,10.30,-0.32,98.16,97.85,102.95
145,2025-08-27T01:13:01.000Z,0.992902,10.23,-0.07,97.85,97.77,102.29
146,2025-08-27T09:04:03.000Z,0.937929,10.17,-0.63,97.77,97.14,101.65
147,2025-08-27T14:59:14.000Z,1.153355,10.08,1.55,97.14,98.69,100.84
148,2025-08-27T20:53:32.000Z,1.073485,10.00,0.74,98.69,99.42,100.05
149,2025-08-27T21:43:55.000Z,0.893144,9.95,-1.06,99.42,98.36,99.50
150,2025-08-27T23:04:05.000Z,1.013285,9.89,0.13,98.36,98.49,98.95
151,2025-08-28T10:48:14.000Z,1.330135,9.86,3.25,98.49,101.75,98.59
152,2025-08-29T09:02:49.000Z,0.900399,9.87,-0.98,101.75,100.76,98.66
153,2025-08-29T16:14:11.000Z,1.218611,9.88,2.16,100.76,102.93,98.84
154,2025-08-30T18:54:07.000Z,0.808013,9.93,-1.91,102.93,101.02,99.32
155,2025-08-31T02:38:25.000Z,0.993182,9.96,-0.07,101.02,100.95,99.63
156,2025-09-01T05:48:25.000Z,1.005274,10.00,0.05,100.95,101.00,99.95
157,2025-09-01T12:06:14.000Z,0.945431,10.03,-0.55,101.00,100.46,100.34
158,2025-09-02T12:26:24.000Z,1.609752,10.05,6.13,100.46,106.58,100.51
159,2025-09-02T18:54:49.000Z,1.054410,10.12,0.55,106.58,107.14,101.23
160,2025-09-02T21:28:54.000Z,0.968070,10.21,-0.33,107.14,106.81,102.11
161,2025-09-02T22:13:33.000Z,0.985597,10.29,-0.15,106.81,106.66,102.94
162,2025-09-03T06:14:54.000Z,0.905275,10.34,-0.98,106.66,105.68,103.43
163,2025-09-03T21:12:38.000Z,0.898093,10.39,-1.06,105.68,104.62,103.92
164,2025-09-04T11:14:05.000Z,0.864792,10.41,-1.41,104.62,103.21,104.09
165,2025-09-04T12:35:04.000Z,0.902128,10.43,-1.02,103.21,102.19,104.31
166,2025-09-04T12:52:07.000Z,1.243274,10.44,2.54,102.19,104.73,104.44
167,2025-09-04T12:55:14.000Z,0.980198,10.48,-0.21,104.73,104.53,104.81
168,2025-09-04T18:23:26.000Z,1.014299,10.52,0.15,104.53,104.68,105.22
169,2025-09-06T11:48:38.000Z,0.793496,10.50,-2.17,104.68,102.51,105.03
170,2025-09-06T13:58:27.000Z,0.940346,10.46,-0.62,102.51,101.89,104.56
171,2025-09-07T09:30:51.000Z,0.916827,10.41,-0.87,101.89,101.02,104.07
172,2025-09-07T12:12:32.000Z,0.891427,10.35,-1.12,101.02,99.90,103.51
173,2025-09-07T23:39:58.000Z,0.909420,10.29,-0.93,99.90,98.96,102.93
174,2025-09-08T12:57:05.000Z,1.069048,10.24,0.71,98.96,99.67,102.36
175,2025-09-08T16:41:47.000Z,0.940248,10.20,-0.61,99.67,99.06,102.01
176,2025-09-09T04:38:55.000Z,0.792015,10.17,-2.12,99.06,96.95,101.69
177,2025-09-10T13:47:29.000Z,0.957298,10.09,-0.43,96.95,96.51,100.92
178,2025-09-10T13:55:43.000Z,0.792015,10.01,-2.08,96.51,94.43,100.11
179,2025-09-10T14:26:36.000Z,0.793892,9.91,-2.04,94.43,92.39,99.09
180,2025-09-10T14:48:45.000Z,1.003307,9.81,0.03,92.39,92.42,98.08
181,2025-09-10T19:09:11.000Z,0.848946,9.71,-1.47,92.42,90.96,97.13
182,2025-09-10T19:49:53.000Z,0.900846,9.61,-0.95,90.96,90.00,96.12
183,2025-09-11T17:03:15.000Z,0.792015,9.51,-1.98,90.00,88.02,95.14
184,2025-09-11T21:41:27.000Z,0.913463,9.40,-0.81,88.02,87.21,94.04
185,2025-09-12T07:56:39.000Z,1.245711,9.28,2.28,87.21,89.49,92.80
186,2025-09-12T13:53:58.000Z,0.826001,9.18,-1.60,89.49,87.89,91.84
187,2025-09-12T19:23:14.000Z,0.888255,9.09,-1.02,87.89,86.88,90.93
188,2025-09-12T19:37:41.000Z,0.932252,9.00,-0.61,86.88,86.27,89.97
189,2025-09-13T05:49:23.000Z,1.087035,8.92,0.78,86.27,87.04,89.15
190,2025-09-13T06:48:24.000Z,0.969735,8.86,-0.27,87.04,86.77,88.62
191,2025-09-13T09:16:11.000Z,0.941544,8.81,-0.51,86.77,86.26,88.05
192,2025-09-13T19:17:33.000Z,1.127202,8.76,1.11,86.26,87.37,87.58
193,2025-09-14T08:21:32.000Z,0.792015,8.73,-1.82,87.37,85.56,87.32
194,2025-09-14T09:05:09.000Z,0.944209,8.71,-0.49,85.56,85.07,87.07
195,2025-09-14T09:59:02.000Z,0.836737,8.69,-1.42,85.07,83.65,86.86
196,2025-09-14T11:16:37.000Z,1.616474,8.63,5.32,83.65,88.97,86.28
197,2025-09-14T13:51:10.000Z,0.901578,8.64,-0.85,88.97,88.12,86.38
198,2025-09-14T15:01:17.000Z,0.792015,8.65,-1.80,88.12,86.32,86.51
199,2025-09-14T19:53:33.000Z,0.807187,8.65,-1.67,86.32,84.65,86.51
200,2025-09-15T10:51:29.000Z,0.837295,8.63,-1.40,84.65,83.25,86.28
201,2025-09-15T15:04:41.000Z,0.838145,8.59,-1.39,83.25,81.86,85.92
202,2025-09-16T07:47:01.000Z,0.816555,8.55,-1.57,81.86,80.29,85.48
203,2025-09-16T12:16:03.000Z,0.903091,8.48,-0.82,80.29,79.47,84.78
204,2025-09-17T01:04:11.000Z,0.918398,8.42,-0.69,79.47,78.78,84.17
205,2025-09-17T15:52:47.000Z,1.016086,8.35,0.13,78.78,78.92,83.54
206,2025-09-18T17:36:06.000Z,0.972150,8.31,-0.23,78.92,78.69,83.06
207,2025-09-19T08:26:44.000Z,1.021269,8.20,0.17,78.69,78.86,82.04
208,2025-09-19T13:21:19.000Z,0.990784,8.11,-0.07,78.86,78.79,81.11
209,2025-09-19T16:12:02.000Z,0.892625,8.04,-0.86,78.79,77.92,80.36
210,2025-09-19T18:34:16.000Z,0.997341,7.97,-0.02,77.92,77.90,79.68
211,2025-09-20T10:11:18.000Z,1.415533,7.91,3.29,77.90,81.19,79.15
212,2025-09-20T15:38:22.000Z,0.871527,7.91,-1.02,81.19,80.17,79.08
213,2025-09-20T17:22:27.000Z,0.860179,7.91,-1.11,80.17,79.07,79.07
214,2025-09-20T18:48:08.000Z,0.979832,7.90,-0.16,79.07,78.91,79.03
215,2025-09-21T17:10:41.000Z,2.638847,7.90,12.95,78.91,91.86,79.04
216,2025-09-21T20:36:50.000Z,1.213026,8.03,1.71,91.86,93.58,80.34
217,2025-09-22T00:29:10.000Z,1.067921,8.18,0.56,93.58,94.13,81.83
218,2025-09-22T06:08:54.000Z,0.910845,8.34,-0.74,94.13,93.39,83.35
219,2025-09-22T07:07:46.000Z,0.965052,8.48,-0.30,93.39,93.09,84.81
220,2025-09-22T13:54:19.000Z,1.808358,8.63,6.98,93.09,100.07,86.33
221,2025-09-22T15:44:56.000Z,0.985160,8.85,-0.13,100.07,99.94,88.55
222,2025-09-23T08:01:38.000Z,0.792015,9.04,-1.88,99.94,98.06,90.42
223,2025-09-23T23:53:55.000Z,1.388715,9.22,3.58,98.06,101.64,92.21
224,2025-09-24T13:39:56.000Z,1.085296,9.45,0.81,101.64,102.45,94.47
225,2025-09-24T13:53:57.000Z,0.942732,9.68,-0.55,102.45,101.89,96.82
226,2025-09-25T20:02:54.000Z,0.973372,9.78,-0.26,101.89,101.63,97.82
227,2025-09-26T10:38:59.000Z,0.845088,9.86,-1.53,101.63,100.11,98.63
228,2025-09-26T13:12:39.000Z,0.982016,9.92,-0.18,100.11,99.93,99.23
229,2025-09-26T15:00:32.000Z,1.018986,9.99,0.19,99.93,100.12,99.88
230,2025-09-26T19:18:46.000Z,0.792015,10.06,-2.09,100.12,98.02,100.58
231,2025-09-27T15:42:09.000Z,0.792015,10.04,-2.09,98.02,95.94,100.38
232,2025-09-29T00:05:07.000Z,0.792015,10.00,-2.08,95.94,93.86,99.98
233,2025-09-29T06:37:17.000Z,1.033048,9.96,0.33,93.86,94.19,99.56
234,2025-09-29T08:40:14.000Z,0.989098,9.88,-0.11,94.19,94.08,98.81
235,2025-09-29T20:47:04.000Z,0.922019,9.80,-0.76,94.08,93.31,97.98
236,2025-09-30T19:54:35.000Z,0.907625,9.71,-0.90,93.31,92.42,97.12
237,2025-10-01T09:30:48.000Z,0.933188,9.62,-0.64,92.42,91.77,96.20
238,2025-10-02T12:30:04.000Z,1.024173,9.54,0.23,91.77,92.01,95.36
239,2025-10-03T13:24:09.000Z,0.995349,9.46,-0.04,92.01,91.96,94.57
240,2025-10-03T17:44:25.000Z,0.891342,9.38,-1.02,91.96,90.94,93.76
241,2025-10-03T23:59:57.000Z,0.980198,9.30,-0.18,90.94,90.76,93.05
242,2025-10-04T15:37:01.000Z,0.792015,9.25,-1.92,90.76,88.83,92.53
243,2025-10-04T20:12:23.000Z,0.948716,9.20,-0.47,88.83,88.36,92.03
244,2025-10-05T04:23:09.000Z,1.453287,9.14,4.15,88.36,92.51,91.44
245,2025-10-06T11:38:05.000Z,1.286074,9.13,2.61,92.51,95.12,91.29
246,2025-10-06T18:48:25.000Z,3.441113,9.15,22.33,95.12,117.45,91.47
247,2025-10-06T23:31:32.000Z,0.889638,9.40,-1.04,117.45,116.41,93.97
248,2025-10-07T07:23:28.000Z,0.868269,9.64,-1.27,116.41,115.14,96.43
249,2025-10-07T11:13:25.000Z,0.935055,9.87,-0.64,115.14,114.50,98.75
250,2025-10-07T12:11:31.000Z,0.957965,10.10,-0.42,114.50,114.07,101.00
251,2025-10-08T07:20:42.000Z,1.008994,10.33,0.09,114.07,114.17,103.31
252,2025-10-08T12:49:00.000Z,0.908959,10.57,-0.96,114.17,113.20,105.66
253,2025-10-08T13:04:06.000Z,0.908959,10.81,-0.98,113.20,112.22,108.09
254,2025-10-08T13:07:39.000Z,0.911899,11.05,-0.97,112.22,111.25,110.48
255,2025-10-09T14:07:59.000Z,0.970011,11.24,-0.34,111.25,110.91,112.35
256,2025-10-09T16:15:43.000Z,0.996612,11.39,-0.04,110.91,110.87,113.93
257,2025-10-09T22:38:54.000Z,0.974648,11.33,-0.29,110.87,110.58,113.27
258,2025-10-10T12:24:41.000Z,0.930180,11.27,-0.79,110.58,109.80,112.69
259,2025-10-11T20:08:06.000Z,0.892647,11.22,-1.20,109.80,108.59,112.16
260,2025-10-12T03:50:59.000Z,1.241386,11.16,2.69,108.59,111.29,111.57
261,2025-10-12T12:36:52.000Z,0.917755,11.13,-0.92,111.29,110.37,111.29
262,2025-10-12T12:37:31.000Z,1.074976,11.09,0.83,110.37,111.20,110.91
263,2025-10-12T22:45:49.000Z,1.048546,11.07,0.54,111.20,111.74,110.71
264,2025-10-13T11:59:16.000Z,0.981761,11.07,-0.20,111.74,111.54,110.66
265,2025-10-13T16:37:35.000Z,0.940250,11.07,-0.66,111.54,110.88,110.69
266,2025-10-13T21:28:52.000Z,1.216268,11.07,2.39,110.88,113.27,110.69
267,2025-10-13T22:32:55.000Z,0.980198,11.09,-0.22,113.27,113.05,110.93
268,2025-10-14T17:39:22.000Z,1.059070,11.12,0.66,113.05,113.71,111.17
269,2025-10-14T17:53:59.000Z,0.792015,11.16,-2.32,113.71,111.39,111.56
270,2025-10-15T00:15:18.000Z,1.015833,11.18,0.18,111.39,111.56,111.84
271,2025-10-15T19:51:36.000Z,0.989818,11.19,-0.11,111.56,111.45,111.87
272,2025-10-15T19:56:03.000Z,1.030639,11.20,0.34,111.45,111.79,111.98
273,2025-10-15T20:09:05.000Z,1.006787,11.20,0.08,111.79,111.87,112.04
274,2025-10-17T14:25:39.000Z,0.957708,11.21,-0.47,111.87,111.40,112.05
275,2025-10-18T07:59:44.000Z,0.864093,11.20,-1.52,111.40,109.87,112.04
276,2025-10-18T11:21:23.000Z,1.018818,11.19,0.21,109.87,110.08,111.94
277,2025-10-18T13:44:33.000Z,0.998028,11.16,-0.02,110.08,110.06,111.62
278,2025-10-19T13:12:33.000Z,1.025956,11.13,0.29,110.06,110.35,111.32
279,2025-10-20T22:21:19.000Z,0.975900,11.10,-0.27,110.35,110.08,110.98
280,2025-10-21T15:44:31.000Z,0.984940,11.09,-0.17,110.08,109.92,110.85
281,2025-10-21T16:57:17.000Z,0.906490,11.07,-1.04,109.92,108.88,110.69
282,2025-10-21T18:50:53.000Z,1.049474,11.04,0.55,108.88,109.43,110.43
283,2025-10-22T06:30:57.000Z,0.878241,11.02,-1.34,109.43,108.09,110.19
284,2025-10-22T10:28:54.000Z,0.980331,10.98,-0.22,108.09,107.87,109.82
285,2025-10-22T12:21:59.000Z,0.960133,10.95,-0.44,107.87,107.43,109.46
286,2025-10-22T16:34:47.000Z,0.980198,10.92,-0.22,107.43,107.22,109.22
287,2025-10-23T15:11:28.000Z,0.938511,10.89,-0.67,107.22,106.55,108.93
288,2025-10-23T17:14:29.000Z,0.845501,10.86,-1.68,106.55,104.87,108.58
289,2025-10-24T02:27:39.000Z,0.982452,10.80,-0.19,104.87,104.68,108.03
290,2025-10-24T11:15:00.000Z,0.975152,10.75,-0.27,104.68,104.41,107.49
291,2025-10-26T19:35:04.000Z,0.931945,10.69,-0.73,104.41,103.69,106.94
292,2025-10-27T09:04:46.000Z,0.924153,10.64,-0.81,103.69,102.88,106.42
293,2025-10-27T13:39:12.000Z,1.209581,10.58,2.22,102.88,105.10,105.77
294,2025-10-27T21:17:46.000Z,1.076555,10.55,0.81,105.10,105.90,105.47
295,2025-10-27T21:20:01.000Z,0.792015,10.53,-2.19,105.90,103.71,105.27
296,2025-10-30T08:57:07.000Z,0.806571,10.49,-2.03,103.71,101.68,104.90
297,2025-10-30T16:43:50.000Z,1.211888,10.43,2.21,101.68,103.89,104.35
298,2025-10-31T15:51:22.000Z,0.940419,10.41,-0.62,103.89,103.27,104.08
299,2025-11-01T10:01:26.000Z,0.942500,10.39,-0.60,103.27,102.68,103.92
300,2025-11-01T11:18:15.000Z,1.140890,10.37,1.46,102.68,104.14,103.72
301,2025-11-02T23:34:58.000Z,0.977025,10.37,-0.24,104.14,103.90,103.69
