TradeNumber,TokenAddress,AlertTime,EntryTime,ExitTime,EntryPrice,ExitPrice,PnL,PnLPercent,MaxReached,HoldDurationMinutes,IsWin
215,0x20d6015660b3fe52e6690a889b5c51f69902ce0e,2025-09-21T17:10:41.000Z,2025-09-22T14:00:00.000+10:00,2025-09-22T15:00:00.000+10:00,28.34152236,74.78894512,2.638847,163.88,1.7295,60,Yes
216,0x48f1d633712f5ee056a410fc43b16bb261ba4444,2025-09-21T20:36:50.000Z,2025-09-22T23:00:00.000+10:00,2025-09-23T01:00:00.000+10:00,0.00196776,0.00238694,1.213026,21.30,1.0345,120,Yes
217,34AeqX5MQGyrey2VnZdkeZCfM4qinp4F3X7pGxtipump,2025-09-22T00:29:10.000Z,2025-09-23T02:00:00.000+10:00,2025-09-23T05:00:00.000+10:00,0.00152453,0.00162808,1.067921,6.79,1.4745,180,Yes
218,0x20d6015660b3fe52e6690a889b5C51F69902cE0e,2025-09-22T06:08:54.000Z,2025-09-22T23:00:00.000+10:00,2025-09-23T01:00:00.000+10:00,34.62936491,31.54197249,0.910845,-8.92,1.1491,120,No
219,0xb8a3c1aa7fd236029f66bf7cd7cea51e8368940b,2025-09-22T07:07:46.000Z,2025-09-23T08:00:00.000+10:00,2025-09-23T10:00:00.000+10:00,0.19498767,0.18817317,0.965052,-3.49,1.0798,120,No
220,0x8bE1Cd9Db9F97aB6972d191B96fDbdA199E06748,2025-09-22T13:54:19.000Z,2025-09-23T09:00:00.000+10:00,2025-09-23T11:00:00.000+10:00,0.02263164,0.04092611,1.808358,80.84,3.6121,120,Yes
221,7RMD2knb2JmFaged8PsZ6rBZoJEVgW3r3hM52A6fmoon,2025-09-22T15:44:56.000Z,2025-09-23T22:00:00.000+10:00,2025-09-24T00:00:00.000+10:00,0.00081674,0.00080462,0.985160,-1.48,1.0000,120,No
222,0x48f1d633712F5eE056a410Fc43B16bB261ba4444,2025-09-23T08:01:38.000Z,2025-09-24T21:00:00.000+10:00,2025-09-24T23:00:00.000+10:00,0.00058701,0.00046492,0.792015,-20.80,1.0000,120,No
223,BQx6E4cdm4V8dCBF7KNRuwyRmX7P94rgez54rFxcbonk,2025-09-23T23:53:55.000Z,2025-09-26T08:00:00.000+10:00,2025-09-26T10:00:00.000+10:00,0.00009202,0.00012778,1.388715,38.87,1.0000,120,Yes
224,0x15D29C42981E2319E01079C81b56603C5f334444,2025-09-24T13:39:56.000Z,2025-09-25T06:00:00.000+10:00,2025-09-25T08:00:00.000+10:00,0.00041716,0.00045275,1.085296,8.53,1.4257,120,Yes
225,0xDB567DD20F0eD3c33aBdEAaef72b80a1DdD04444,2025-09-24T13:53:57.000Z,2025-09-25T14:00:00.000+10:00,2025-09-25T20:00:00.000+10:00,0.00001178,0.00001111,0.942732,-5.73,1.2041,360,No
226,0x7d03759E5B41E36899833cb2E008455d69A24444,2025-09-25T20:02:54.000Z,2025-09-26T12:10:00.000+10:00,2025-09-26T12:20:00.000+10:00,0.00823011,0.00801095,0.973372,-2.66,1.0779,10,No
227,0x8b5f48eb9a81d52dc29c89f81daf7e2997334444,2025-09-26T10:38:59.000Z,2025-09-27T10:00:00.000+10:00,2025-09-27T11:00:00.000+10:00,0.00002180,0.00001842,0.845088,-15.49,1.1045,60,No
228,0x7839Fbfd09DaE4d0F15BfB36b8f16f7898FBE684,2025-09-26T13:12:39.000Z,2025-09-29T06:00:00.000+10:00,2025-09-29T08:00:00.000+10:00,1.11552004,1.09545809,0.982016,-1.80,1.0472,120,No
229,0x3206f7b054eb91be9766acd34aafd6efe7114444,2025-09-26T15:00:32.000Z,2025-09-27T13:00:00.000+10:00,2025-09-27T14:00:00.000+10:00,0.00017346,0.00017675,1.018986,1.90,1.0905,60,Yes
230,0x4BABA6318cbDd731DA9adA934B29Ca530D804444,2025-09-26T19:18:46.000Z,2025-09-28T03:00:00.000+10:00,2025-09-28T05:00:00.000+10:00,0.00057194,0.00045298,0.792015,-20.80,1.2423,120,No
231,Fe6BSGfssdtq3ycEVHvbujZoZtiYrGgyJP2Vrt1Kbonk,2025-09-27T15:42:09.000Z,2025-09-28T13:00:00.000+10:00,2025-09-28T16:00:00.000+10:00,0.00002929,0.00002320,0.792015,-20.80,1.1660,180,No
232,GWaD6wcxSZFwXApoY56x6Cxiqs5sAvtQNdcUvz7Zbonk,2025-09-29T00:05:07.000Z,2025-10-01T20:00:00.000+10:00,2025-10-01T23:00:00.000+10:00,0.03862942,0.03059508,0.792015,-20.80,1.0360,180,No
233,0x7ca2865cf319269ea5fe19dc1de16ca43e624444,2025-09-29T06:37:17.000Z,2025-09-29T23:00:00.000+10:00,2025-09-30T00:00:00.000+10:00,0.00057560,0.00059462,1.033048,3.30,1.2819,60,Yes
234,E3oEF6TZb5DssCqwyXRt31AUEnGqvcHeVcyGvLiqpump,2025-09-29T08:40:14.000Z,2025-09-30T05:00:00.000+10:00,2025-09-30T07:00:00.000+10:00,0.00338876,0.00335181,0.989098,-1.09,1.0000,120,No
235,623fhWRdnYVxQKe1RcZvVHxTDeAftRGBApUtzrRKpump,2025-09-29T20:47:04.000Z,2025-10-01T04:00:00.000+10:00,2025-10-01T05:00:00.000+10:00,0.00009329,0.00008602,0.922019,-7.80,1.3247,60,No
236,6HFnmGqFqLN3c54ZwgQ43FmE5PpPVD1vR1K5Fhg7pump,2025-09-30T19:54:35.000Z,2025-10-01T17:00:00.000+10:00,2025-10-01T20:00:00.000+10:00,0.00045116,0.00040948,0.907625,-9.24,1.3167,180,No
237,0x0A43fC31a73013089DF59194872Ecae4cAe14444,2025-10-01T09:30:48.000Z,2025-10-02T04:00:00.000+10:00,2025-10-02T05:00:00.000+10:00,0.02346236,0.02189479,0.933188,-6.68,1.0653,60,No
238,0x0a43fc31a73013089df59194872ecae4cae14444,2025-10-02T12:30:04.000Z,2025-10-03T05:40:00.000+10:00,2025-10-03T06:40:00.000+10:00,0.11251001,0.11522967,1.024173,2.42,1.0689,60,Yes
239,0x53027683088081f30bc84f983a0007e4db7d4444,2025-10-03T13:24:09.000Z,2025-10-05T18:00:00.000+11:00,2025-10-05T20:00:00.000+11:00,0.00001209,0.00001204,0.995349,-0.47,1.0010,120,No
240,0x6B4917a11BCb3BDCb545D79F211e81aa5835a3Ba,2025-10-03T17:44:25.000Z,2025-10-06T02:00:00.000+11:00,2025-10-06T06:00:00.000+11:00,0.00001623,0.00001446,0.891342,-10.87,1.0000,240,No
241,0x071b016976c01eb02996cd5edb6d903e52294444,2025-10-03T23:59:57.000Z,2025-10-05T04:00:00.000+11:00,2025-10-05T06:00:00.000+11:00,0.00001344,0.00001317,0.980198,-1.98,1.0000,120,No
242,0x8cde5c1d2489743e83223f6aad48def582664444,2025-10-04T15:37:01.000Z,2025-10-08T07:00:00.000+11:00,2025-10-08T10:00:00.000+11:00,0.00003992,0.00003161,0.792015,-20.80,1.0000,180,No
243,0x78998d790D6236cC05929101DE65a361af309f5b,2025-10-04T20:12:23.000Z,2025-10-07T22:00:00.000+11:00,2025-10-08T00:00:00.000+11:00,0.00057017,0.00054093,0.948716,-5.13,1.0000,120,No
244,0x9515027b94db16ea2a752f15cd856c453ba34444,2025-10-05T04:23:09.000Z,2025-10-06T17:00:00.000+11:00,2025-10-06T18:00:00.000+11:00,0.00002040,0.00002964,1.453287,45.33,1.2640,60,Yes
245,0x0c5429E9dd1362bfb55c31c01B7f0f38f5f64444,2025-10-06T11:38:05.000Z,2025-10-07T18:00:00.000+11:00,2025-10-07T20:00:00.000+11:00,0.00244618,0.00314597,1.286074,28.61,2.0146,120,Yes
246,0x52f1d5d18022Db8d9Abd4EaA143163542C6b4444,2025-10-06T18:48:25.000Z,2025-10-09T05:00:00.000+11:00,2025-10-09T07:00:00.000+11:00,0.00006083,0.00020933,3.441113,244.11,1.0141,120,Yes
247,0x4f0a3bb884ac105d5e9f5ece437b05fc9a374444,2025-10-06T23:31:32.000Z,2025-10-07T18:00:00.000+11:00,2025-10-07T20:00:00.000+11:00,0.00030555,0.00027183,0.889638,-11.04,1.3873,120,No
248,0x7e4DAB87cBD6307E8833Cc5C540ee151C6db4F42,2025-10-07T07:23:28.000Z,2025-10-09T07:00:00.000+11:00,2025-10-09T09:00:00.000+11:00,3.44892008,2.99459061,0.868269,-13.17,1.0476,120,No
249,0x77D689c28B9a1661AA75451dCee6D3D3C0264444,2025-10-07T11:13:25.000Z,2025-10-08T09:00:00.000+11:00,2025-10-08T16:00:00.000+11:00,0.01474682,0.01378909,0.935055,-6.49,1.4318,420,No
250,0xa1658064de3ec6bc7ef0934f505676b4fdb44444,2025-10-07T12:11:31.000Z,2025-10-08T15:00:00.000+11:00,2025-10-08T17:00:00.000+11:00,0.00172942,0.00165672,0.957965,-4.20,1.0081,120,No
251,9NyLK6MHjbaKd1bY3EnFPJQDmkDLvC2WajUCErp9pump,2025-10-08T07:20:42.000Z,2025-10-09T19:00:00.000+11:00,2025-10-09T21:00:00.000+11:00,0.00079591,0.00080307,1.008994,0.90,1.2509,120,Yes
252,0xb2a9b398ce0ed322abd95e8f0a9748beba5e4444,2025-10-08T12:49:00.000Z,2025-10-09T07:00:00.000+11:00,2025-10-09T09:00:00.000+11:00,0.00022505,0.00020456,0.908959,-9.10,1.2072,120,No
253,0xB2a9b398cE0Ed322Abd95e8F0A9748BEBa5E4444,2025-10-08T13:04:06.000Z,2025-10-09T07:00:00.000+11:00,2025-10-09T09:00:00.000+11:00,0.00022505,0.00020456,0.908959,-9.10,1.2072,120,No
254,0x7819289962b021326574a9342f1cabb0150f4444,2025-10-08T13:07:39.000Z,2025-10-09T07:00:00.000+11:00,2025-10-09T08:00:00.000+11:00,0.00057843,0.00052747,0.911899,-8.81,1.4727,60,No
255,0x44444085f53eD1e21d016fFF8341827944AfC5b5,2025-10-09T14:07:59.000Z,2025-10-10T17:00:00.000+11:00,2025-10-10T19:00:00.000+11:00,0.00007881,0.00007645,0.970011,-3.00,1.0000,120,No
256,0x4977665504ee79d6d270890985b1371b265e4444,2025-10-09T16:15:43.000Z,2025-10-11T00:00:00.000+11:00,2025-10-11T01:00:00.000+11:00,0.00002739,0.00002730,0.996612,-0.34,1.0000,60,No
257,0x44443dd87EC4d1bEa3425AcC118Adb023f07F91b,2025-10-09T22:38:54.000Z,2025-10-11T05:00:00.000+11:00,2025-10-11T07:00:00.000+11:00,0.01374356,0.01339513,0.974648,-2.54,1.0089,120,No
258,0x4444f20947325dc5d37643BCAaA537C85CfCb524,2025-10-10T12:24:41.000Z,2025-10-11T21:00:00.000+11:00,2025-10-11T23:00:00.000+11:00,0.00902080,0.00839097,0.930180,-6.98,1.0000,120,No
259,0x45E57907058c707a068100De358BA4535b18E2F3,2025-10-11T20:08:06.000Z,2025-10-13T04:00:00.000+11:00,2025-10-13T05:00:00.000+11:00,0.01783893,0.01592387,0.892647,-10.74,1.1107,60,No
260,0xb616C0d64DcE1C1e9Cf4724Fca70DB3C5B7D4444,2025-10-12T03:50:59.000Z,2025-10-13T03:00:00.000+11:00,2025-10-13T04:00:00.000+11:00,0.00059881,0.00074335,1.241386,24.14,1.5594,60,Yes
261,0x3c7Dc3f4A8445d74D71Bb608D5D9Eeaf8E9D4444,2025-10-12T12:36:52.000Z,2025-10-14T00:00:00.000+11:00,2025-10-14T01:00:00.000+11:00,0.00007447,0.00006834,0.917755,-8.22,1.0033,60,No
262,0x9C27c4072738CF4b7B0B7071af0ad5666BdDC096,2025-10-12T12:37:31.000Z,2025-10-13T09:00:00.000+11:00,2025-10-13T11:00:00.000+11:00,0.00340169,0.00365673,1.074976,7.50,1.0805,120,Yes
263,0xE5736fc2cB7B48Ecb213852B35B8ddae20754444,2025-10-12T22:45:49.000Z,2025-10-14T03:00:00.000+11:00,2025-10-14T04:05:00.000+11:00,0.00002037,0.00002136,1.048546,4.85,1.0181,65,Yes
264,0xa890F8BA60051ec8a5B528F056DA362Ba208a96F,2025-10-13T11:59:16.000Z,2025-10-14T14:00:00.000+11:00,2025-10-14T16:00:00.000+11:00,0.01399677,0.01374148,0.981761,-1.82,1.2007,120,No
265,83kGGSggYGP2ZEEyvX54SkZR1kFn84RgGCDyptbDbonk,2025-10-13T16:37:35.000Z,2025-10-14T11:00:00.000+11:00,2025-10-14T12:00:00.000+11:00,0.00439730,0.00413456,0.940250,-5.98,1.0000,60,No
266,0x9462bB84993C606a9D70758d655F30F96d304444,2025-10-13T21:28:52.000Z,2025-10-16T19:00:00.000+11:00,2025-10-16T20:00:00.000+11:00,0.00026714,0.00032491,1.216268,21.63,1.5053,60,Yes
267,0xd4f46c60D95e9d37507CE94db9a7703E72a24444,2025-10-13T22:32:55.000Z,2025-10-18T22:00:00.000+11:00,2025-10-19T00:00:00.000+11:00,0.00001335,0.00001308,0.980198,-1.98,1.0000,120,No
268,C64cB3Ji5RgyeLz3YQmbYTzWRQ2w8X3jxW1B9V7MpxjC,2025-10-14T17:39:22.000Z,2025-10-17T00:00:00.000+11:00,2025-10-17T02:00:00.000+11:00,0.00028442,0.00030122,1.059070,5.91,1.0477,120,Yes
269,0xcA8A47A05E974EB5E00D2e38E868178e1AE24444,2025-10-14T17:53:59.000Z,2025-10-15T19:00:00.000+11:00,2025-10-15T21:00:00.000+11:00,0.00009285,0.00007354,0.792015,-20.80,1.0000,120,No
270,0x0F0df6cB17ee5E883eddFEf9153fC6036BDB4e37,2025-10-15T00:15:18.000Z,2025-10-15T19:00:00.000+11:00,2025-10-15T20:00:00.000+11:00,0.10757243,0.10927557,1.015833,1.58,1.0679,60,Yes
271,6YSkUcPs6jSoTmPFkbYkhz46GviokE5ZCVKQKifdpump,2025-10-15T19:51:36.000Z,2025-10-18T03:00:00.000+11:00,2025-10-18T10:00:00.000+11:00,0.00000464,0.00000460,0.989818,-1.02,1.0489,420,No
272,0x3dde9c5acc5e314efaec02baea3c01a16baa867e,2025-10-15T19:56:03.000Z,2025-10-16T20:00:00.000+11:00,2025-10-16T21:00:00.000+11:00,0.06207272,0.06397456,1.030639,3.06,1.2929,60,Yes
273,0xaf8141AA44A1EDD6E31911835a1745ee75e84444,2025-10-15T20:09:05.000Z,2025-10-18T11:00:00.000+11:00,2025-10-18T19:00:00.000+11:00,0.00001204,0.00001212,1.006787,0.68,1.0576,480,Yes
274,0x524b4CD1B5fa1063984F54Aee1415c59989A4444,2025-10-17T14:25:39.000Z,2025-10-18T18:00:00.000+11:00,2025-10-18T20:00:00.000+11:00,0.00028551,0.00027343,0.957708,-4.23,1.0451,120,No
275,0xd6C9383d1030c3ca802632E139880d6f99604444,2025-10-18T07:59:44.000Z,2025-10-19T01:50:00.000+11:00,2025-10-19T02:05:00.000+11:00,0.00113625,0.00098182,0.864093,-13.59,1.4792,15,No
276,0xc160598f2f5b216b48fa36007b4538114a234444,2025-10-18T11:21:23.000Z,2025-10-19T04:50:00.000+11:00,2025-10-19T05:55:00.000+11:00,0.00133345,0.00135855,1.018818,1.88,1.0426,65,Yes
277,0xc160598F2f5b216b48FA36007b4538114A234444,2025-10-18T13:44:33.000Z,2025-10-19T14:00:00.000+11:00,2025-10-19T16:00:00.000+11:00,0.00106827,0.00106617,0.998028,-0.20,1.4048,120,No
278,0x4444e5a8Eb98c7f772D0c9BdE23a3a5f23aEFB83,2025-10-19T13:12:33.000Z,2025-10-23T07:00:00.000+11:00,2025-10-23T09:00:00.000+11:00,0.00002996,0.00003074,1.025956,2.60,1.0000,120,Yes
279,7qmWe2vUhhV1PJyN5aYUK3D5gBPkyFiwc4x5FrDcnTHZ,2025-10-20T22:21:19.000Z,2025-10-25T22:00:00.000+11:00,2025-10-26T05:00:00.000+11:00,0.00001189,0.00001161,0.975900,-2.41,1.0000,420,No
280,AGJTeQiU81S6N5yAx3hbCWF69GB4TfhN3564sS8Ppump,2025-10-21T15:44:31.000Z,2025-10-27T21:00:00.000+11:00,2025-10-27T23:00:00.000+11:00,0.00000961,0.00000947,0.984940,-1.51,1.0000,120,No
281,63bpnCja1pGB2HSazkS8FAPAUkYgcXoDwYHfvZZveBot,2025-10-21T16:57:17.000Z,2025-10-23T00:00:00.000+11:00,2025-10-23T01:00:00.000+11:00,0.02680793,0.02430111,0.906490,-9.35,1.0000,60,No
282,0x4444d14d522386647c29fd9cd9723f7339ac0f3c,2025-10-21T18:50:53.000Z,2025-10-22T11:55:00.000+11:00,2025-10-22T13:00:00.000+11:00,0.00544522,0.00571462,1.049474,4.95,1.3154,65,Yes
283,0xf4bf4a6c074c3bda5b991cf271b68e046bdf4444,2025-10-22T06:30:57.000Z,2025-10-23T12:00:00.000+11:00,2025-10-23T14:00:00.000+11:00,0.00975488,0.00856714,0.878241,-12.18,1.0035,120,No
284,0xAbebED1684a789b3cf178Db810f3CBb30cC14444,2025-10-22T10:28:54.000Z,2025-10-23T04:00:00.000+11:00,2025-10-23T05:00:00.000+11:00,0.00142732,0.00139924,0.980331,-1.97,1.2095,60,No
285,0x4444c37e9e91f95d89c8f462eebee8fa510ecb86,2025-10-22T12:21:59.000Z,2025-10-23T15:00:00.000+11:00,2025-10-23T16:00:00.000+11:00,0.00003967,0.00003809,0.960133,-3.99,1.0000,60,No
286,0xf2f831382d1246464a566287fabaead04e854444,2025-10-22T16:34:47.000Z,2025-10-25T18:00:00.000+11:00,2025-10-25T20:00:00.000+11:00,0.00000796,0.00000780,0.980198,-1.98,1.0000,120,No
287,0xB05d9DB7f3Dd2827BA1789007A347F17a0fE4444,2025-10-23T15:11:28.000Z,2025-10-27T10:00:00.000+11:00,2025-10-27T17:00:00.000+11:00,0.00002710,0.00002543,0.938511,-6.15,1.0144,420,No
288,0x948d7a6f18511df422184360d1cd5d56f5be4444,2025-10-23T17:14:29.000Z,2025-10-24T11:00:00.000+11:00,2025-10-24T12:00:00.000+11:00,0.00007034,0.00005947,0.845501,-15.45,1.0760,60,No
289,7fuvJKyenbx72U32qWG4sJ53vo7PyfbhK2jk22nRpump,2025-10-24T02:27:39.000Z,2025-10-25T02:00:00.000+11:00,2025-10-25T04:00:00.000+11:00,0.00004404,0.00004326,0.982452,-1.75,1.0000,120,No
290,0x9be61A38725b265BC3eb7Bfdf17AfDFc9d26C130,2025-10-24T11:15:00.000Z,2025-10-25T05:00:00.000+11:00,2025-10-25T06:00:00.000+11:00,0.43521394,0.42439963,0.975152,-2.48,1.0502,60,No
291,3wPQhXYqy861Nhoc4bahtpf7G3e89XCLfZ67ptEfZUSA,2025-10-26T19:35:04.000Z,2025-10-27T21:00:00.000+11:00,2025-10-27T22:00:00.000+11:00,0.00864730,0.00805880,0.931945,-6.81,1.0000,60,No
292,BBKPiLM9KjdJW7oQSKt99RVWcZdhF6sEHRKnwqeBGHST,2025-10-27T09:04:46.000Z,2025-10-28T16:00:00.000+11:00,2025-10-28T17:00:00.000+11:00,0.01123856,0.01038615,0.924153,-7.58,1.0185,60,No
293,0x085e90d9d5c9e3540ee91f7e28c48fc8cb314444,2025-10-27T13:39:12.000Z,2025-10-28T23:00:00.000+11:00,2025-10-29T00:00:00.000+11:00,0.00015018,0.00018165,1.209581,20.96,1.2275,60,Yes
294,3oyK5vTvzAMUEicnGQBbTmNZ3veKftxCC17BLorxpump,2025-10-27T21:17:46.000Z,2025-10-29T00:00:00.000+11:00,2025-10-29T02:00:00.000+11:00,0.00001488,0.00001602,1.076555,7.66,1.0000,120,Yes
295,CgwW9y8aLVJKGSLbjRr23mY1iGSDpwgbQetLAph15fRk,2025-10-27T21:20:01.000Z,2025-10-28T23:00:00.000+11:00,2025-10-29T00:00:00.000+11:00,0.00008637,0.00006841,0.792015,-20.80,1.0947,60,No
296,EnbYiKqWdzKfuN12QZ33tYm9ysy4Bjhpf7XU2RY3pump,2025-10-30T08:57:07.000Z,2025-10-31T23:00:00.000+11:00,2025-11-01T01:00:00.000+11:00,0.00019629,0.00015832,0.806571,-19.34,1.0168,120,No
297,Cz5oaw1XxGsPVPsEMu3SZEJ9A6vpcrVqaBAwP3ePpump,2025-10-30T16:43:50.000Z,2025-11-02T11:00:00.000+11:00,2025-11-02T13:00:00.000+11:00,0.00003237,0.00003923,1.211888,21.19,1.0000,120,Yes
298,A18GrBLPSWUGg1pp3tg9oJU2KBQrkkKiyykL21b4u22i,2025-10-31T15:51:22.000Z,2025-11-01T22:00:00.000+11:00,2025-11-02T02:00:00.000+11:00,0.00008674,0.00008157,0.940419,-5.96,1.0022,240,No
299,1zJX5gRnjLgmTpq5sVwkq69mNDQkCemqoasyjaPW6jm,2025-11-01T10:01:26.000Z,2025-11-04T07:00:00.000+11:00,2025-11-04T09:00:00.000+11:00,0.02928770,0.02760365,0.942500,-5.75,1.0633,120,No
300,ETBvFrgNvQ9NnNwg9CAVQjv7XMRJZWeYVHnJYGy9pump,2025-11-01T11:18:15.000Z,2025-11-02T10:00:00.000+11:00,2025-11-02T11:00:00.000+11:00,0.00058313,0.00066529,1.140890,14.09,1.0000,60,Yes
301,0xb2eDaA1a3936e25558B610AD40D6dA169d584444,2025-11-02T23:34:58.000Z,2025-11-05T20:00:00.000+11:00,2025-11-05T22:00:00.000+11:00,0.00000649,0.00000634,0.977025,-2.30,1.0000,120,No
