TradeNumber,AlertTime,PnL,PositionSize,TradeReturn,PortfolioBefore,PortfolioAfter,MovingAvgPortfolio
1,2025-09-18T14:46:53.000Z,1.031787,10.00,0.32,100.00,100.32,100.00
2,2025-09-18T19:27:49.000Z,0.910833,10.02,-0.89,100.32,99.42,100.16
3,2025-09-19T01:38:24.000Z,1.068063,9.99,0.68,99.42,100.10,99.91
4,2025-09-19T16:56:01.000Z,0.803921,10.00,-1.96,100.10,98.14,99.96
5,2025-09-20T18:03:26.000Z,1.032994,9.96,0.33,98.14,98.47,99.60
6,2025-09-22T11:39:58.000Z,0.952018,9.94,-0.48,98.47,98.00,99.41
7,2025-09-23T16:39:35.000Z,1.236195,9.92,2.34,98.00,100.34,99.21
8,2025-09-24T16:38:20.000Z,0.976688,9.94,-0.23,100.34,100.11,99.35
9,2025-09-25T21:11:38.000Z,1.019916,9.94,0.20,100.11,100.31,99.43
10,2025-09-26T07:56:00.000Z,1.009071,9.95,0.09,100.31,100.40,99.52
11,2025-09-27T15:17:23.000Z,1.004972,9.96,0.05,100.40,100.45,99.56
12,2025-09-30T11:13:33.000Z,0.990467,9.96,-0.09,100.45,100.35,99.57
13,2025-10-02T15:03:17.000Z,1.768964,9.97,7.66,100.35,108.01,99.67
14,2025-10-03T00:33:58.000Z,0.995191,10.05,-0.05,108.01,107.97,100.46
15,2025-10-03T12:29:32.000Z,0.915911,10.14,-0.85,107.97,107.11,101.44
16,2025-10-03T19:14:54.000Z,0.965789,10.23,-0.35,107.11,106.76,102.30
17,2025-10-03T23:33:26.000Z,0.910383,10.32,-0.92,106.76,105.84,103.18
18,2025-10-05T03:03:32.000Z,0.894382,10.37,-1.10,105.84,104.74,103.73
19,2025-10-06T11:00:48.000Z,1.286074,10.42,2.98,104.74,107.72,104.19
20,2025-10-06T12:19:07.000Z,0.976573,10.49,-0.25,107.72,107.48,104.94
21,2025-10-06T18:45:15.000Z,0.980198,10.56,-0.21,107.48,107.27,105.64
22,2025-10-07T00:57:18.000Z,1.066686,10.63,0.71,107.27,107.98,106.33
23,2025-10-08T22:58:05.000Z,0.956159,10.71,-0.47,107.98,107.51,107.09
24,2025-10-09T19:57:20.000Z,0.987605,10.70,-0.13,107.51,107.38,107.04
25,2025-10-09T22:40:40.000Z,1.010365,10.70,0.11,107.38,107.49,106.98
26,2025-10-10T04:43:40.000Z,1.044908,10.70,0.48,107.49,107.97,107.02
27,2025-10-10T07:49:15.000Z,4.760913,10.71,40.29,107.97,148.26,107.14
28,2025-10-10T20:26:39.000Z,1.463498,11.14,5.16,148.26,153.42,111.38
29,2025-10-13T11:08:18.000Z,1.024035,11.62,0.28,153.42,153.70,116.25
30,2025-10-13T11:09:41.000Z,0.953320,12.08,-0.56,153.70,153.14,120.85
31,2025-10-13T17:10:14.000Z,0.980198,12.54,-0.25,153.14,152.89,125.41
32,2025-10-14T09:04:10.000Z,0.792015,13.00,-2.70,152.89,150.19,129.97
33,2025-10-14T12:29:13.000Z,1.225326,13.42,3.02,150.19,153.21,134.19
34,2025-10-14T17:48:41.000Z,0.978448,13.88,-0.30,153.21,152.91,138.76
35,2025-10-14T19:08:12.000Z,1.484201,14.33,6.94,152.91,159.85,143.32
36,2025-10-15T14:03:56.000Z,0.980198,14.86,-0.29,159.85,159.56,148.55
37,2025-10-15T16:14:30.000Z,0.984460,15.37,-0.24,159.56,159.32,153.71
38,2025-10-16T06:48:57.000Z,1.007671,15.48,0.12,159.32,159.44,154.82
39,2025-10-16T09:06:12.000Z,0.916610,15.54,-1.30,159.44,158.14,155.42
40,2025-10-16T12:37:27.000Z,1.086194,15.59,1.34,158.14,159.48,155.86
41,2025-10-16T15:21:08.000Z,1.034386,15.65,0.54,159.48,160.02,156.50
42,2025-10-17T14:44:35.000Z,0.792015,15.72,-3.27,160.02,156.75,157.21
43,2025-10-18T07:21:55.000Z,0.991264,15.79,-0.14,156.75,156.61,157.87
44,2025-10-18T21:20:37.000Z,0.799469,15.82,-3.17,156.61,153.44,158.21
45,2025-10-19T10:47:32.000Z,1.075501,15.83,1.19,153.44,154.64,158.26
46,2025-10-19T13:09:23.000Z,0.998928,15.77,-0.02,154.64,154.62,157.74
