Strategy,TotalTrades,WinRate,AvgPnlPerTrade,FinalPortfolio,CompoundFactor,MaxDrawdown,MaxDrawdownPct,StdDevReturns,RiskAdjustedScore,AvgPerTradeMaxDrawdown,AvgRiskRatio,SharpeRatio,LossClampEnabled,MinPnlFloor
PT1.5_SL20_TS20@2_NoExitCross_KijunSL_Clamp80,403,44.67,3.11,303.81,3.0381,26.84,8.83,24.57,0.0830,4.43,21.17,2.0115,Yes,0.8
PT1.5_SL25_NoExitCross_KijunSL_Clamp85,403,44.91,3.05,303.57,3.0357,25.54,8.41,21.68,0.0939,4.04,21.29,2.2314,Yes,0.85
PT2_SL25_NoExitCross_KijunSL_Clamp85,403,44.67,3.07,302.74,3.0274,28.01,9.25,22.75,0.0891,4.05,21.26,2.1426,Yes,0.85
PT1.5-2_SL25_TS20@2_NoExitCross_KijunSL_Clamp80,403,44.91,3.09,302.34,3.0234,27.15,8.98,23.77,0.0851,4.38,21.27,2.0644,Yes,0.8
PT1.5_SL25_TS20@2_NoExitCross_KijunSL_NoClamp,403,44.91,3.07,298.86,2.9886,26.93,9.01,24.75,0.0803,4.55,21.26,1.9710,No,0.8
PT2-3_SL20_TS20@2_NoExitCross_KijunSL_NoClamp,403,44.42,3.09,298.51,2.9851,28.96,9.63,25.13,0.0790,4.44,21.15,1.9535,No,0.8
PT2-3_SL20_TS20@2_NoExitCross_KijunSL_Clamp80,403,44.42,3.09,298.51,2.9851,28.96,9.63,25.13,0.0790,4.44,21.15,1.9535,Yes,0.8
PT2_SL25_TS20@2_NoExitCross_KijunSL_NoClamp,403,44.67,3.10,296.85,2.9685,28.97,9.63,26.20,0.0751,4.56,21.24,1.8755,No,0.8
PT2_SL20_NoExitCross_KijunSL_Clamp85,403,44.42,3.01,295.05,2.9505,27.30,9.25,22.76,0.0857,4.09,21.17,2.0968,Yes,0.85
PT2-3_SL25_TS15@1.5_ExitCross_KijunSL_Clamp85,403,41.44,3.01,294.01,2.9401,33.55,11.10,25.32,0.0766,4.40,20.41,1.8891,Yes,0.85
PT1.5-2_SL20_NoExitCross_KijunSL_Clamp85,403,44.67,2.97,293.41,2.9341,25.08,8.54,21.74,0.0890,4.08,21.19,2.1719,Yes,0.85
PT1.5_SL20_NoExitCross_KijunSL_Clamp85,403,44.67,2.94,290.22,2.9022,25.02,8.62,21.66,0.0878,4.08,21.19,2.1514,Yes,0.85
PT2-3_SL15_NoExitCross_KijunSL_NoClamp,403,44.17,2.97,290.03,2.9003,26.92,9.28,23.17,0.0820,4.18,21.03,2.0343,No,0.8
PT2-3_SL15_NoExitCross_KijunSL_Clamp80,403,44.17,2.97,290.03,2.9003,26.92,9.28,23.17,0.0820,4.18,21.03,2.0343,Yes,0.8
PT2-3_SL15_NoExitCross_KijunSL_Clamp85,403,44.17,2.97,290.03,2.9003,26.92,9.28,23.17,0.0820,4.18,21.03,2.0343,Yes,0.85
PT1.5-2_SL20_TS20@2_NoExitCross_KijunSL_NoClamp,403,44.67,2.98,289.35,2.8935,25.98,8.98,23.78,0.0796,4.43,21.17,1.9916,No,0.8
PT1.5-2_SL20_TS20@2_NoExitCross_KijunSL_Clamp80,403,44.67,2.98,289.35,2.8935,25.98,8.98,23.78,0.0796,4.43,21.17,1.9916,Yes,0.8
PT2-3_SL25_TS20@2_NoExitCross_KijunSL_NoClamp,403,44.67,3.00,287.98,2.8798,28.11,9.63,25.27,0.0744,4.56,21.24,1.8865,No,0.8
PT2-3_SL25_TS10@1.3_ExitCross_FixedSL_Clamp80,403,33.50,3.10,286.30,2.8630,62.35,17.88,29.86,0.0624,8.53,4.05,1.6476,Yes,0.8
PT2_SL20_TS15@1.5_ExitCross_KijunSL_Clamp85,403,41.19,2.95,283.79,2.8379,35.25,12.09,26.43,0.0695,4.44,20.32,1.7720,Yes,0.85
PT1.5-2_SL25_TS20@2_NoExitCross_KijunSL_NoClamp,403,44.91,2.93,282.75,2.8275,26.04,9.21,23.95,0.0763,4.55,21.26,1.9398,No,0.8
PT2_SL15_NoExitCross_KijunSL_NoClamp,403,44.17,2.87,280.00,2.8000,25.99,9.28,22.80,0.0790,4.18,21.03,2.0006,No,0.8
PT2_SL15_NoExitCross_KijunSL_Clamp80,403,44.17,2.87,280.00,2.8000,25.99,9.28,22.80,0.0790,4.18,21.03,2.0006,Yes,0.8
PT2_SL15_NoExitCross_KijunSL_Clamp85,403,44.17,2.87,280.00,2.8000,25.99,9.28,22.80,0.0790,4.18,21.03,2.0006,Yes,0.85
PT1.5-2_SL15_NoExitCross_KijunSL_NoClamp,403,44.42,2.84,278.46,2.7846,23.87,8.57,21.78,0.0819,4.17,21.05,2.0710,No,0.8
PT1.5-2_SL15_NoExitCross_KijunSL_Clamp80,403,44.42,2.84,278.46,2.7846,23.87,8.57,21.78,0.0819,4.17,21.05,2.0710,Yes,0.8
PT1.5-2_SL15_NoExitCross_KijunSL_Clamp85,403,44.42,2.84,278.46,2.7846,23.87,8.57,21.78,0.0819,4.17,21.05,2.0710,Yes,0.85
PT1.5_SL15_NoExitCross_KijunSL_NoClamp,403,44.42,2.80,275.42,2.7542,24.00,8.71,21.70,0.0809,4.17,21.05,2.0502,No,0.8
PT1.5_SL15_NoExitCross_KijunSL_Clamp80,403,44.42,2.80,275.42,2.7542,24.00,8.71,21.70,0.0809,4.17,21.05,2.0502,Yes,0.8
PT1.5_SL15_NoExitCross_KijunSL_Clamp85,403,44.42,2.80,275.42,2.7542,24.00,8.71,21.70,0.0809,4.17,21.05,2.0502,Yes,0.85
PT2-3_SL25_NoExitCross_KijunSL_Clamp80,403,44.67,2.83,273.42,2.7342,26.55,9.64,23.42,0.0741,4.39,21.24,1.9167,Yes,0.8
PT1.5_SL25_TS15@1.5_ExitCross_KijunSL_Clamp85,403,41.44,2.80,272.87,2.7287,33.17,12.03,24.76,0.0698,4.40,20.41,1.7969,Yes,0.85
PT2-3_SL20_TS15@1.5_ExitCross_KijunSL_Clamp85,403,41.19,2.82,271.56,2.7156,33.55,12.02,25.16,0.0682,4.44,20.32,1.7779,Yes,0.85
PT2_SL15_TS15@1.5_ExitCross_KijunSL_NoClamp,403,40.94,2.82,269.22,2.6922,33.81,12.18,26.46,0.0640,4.53,20.19,1.6899,No,0.8
PT2_SL15_TS15@1.5_ExitCross_KijunSL_Clamp80,403,40.94,2.82,269.22,2.6922,33.81,12.18,26.46,0.0640,4.53,20.19,1.6899,Yes,0.8
PT2_SL15_TS15@1.5_ExitCross_KijunSL_Clamp85,403,40.94,2.82,269.22,2.6922,33.81,12.18,26.46,0.0640,4.53,20.19,1.6899,Yes,0.85
PT1.5-2_SL25_NoExitCross_KijunSL_Clamp80,403,44.91,2.73,265.82,2.6582,26.18,9.84,22.06,0.0752,4.38,21.27,1.9656,Yes,0.8
PT1.5-2_SL25_TS15@1.5_ExitCross_KijunSL_Clamp85,403,41.44,2.73,265.71,2.6571,32.36,11.99,23.82,0.0696,4.40,20.41,1.8168,Yes,0.85
PT2-3_SL20_NoExitCross_KijunSL_NoClamp,403,44.42,2.75,265.06,2.6506,25.74,9.64,23.44,0.0704,4.44,21.15,1.8632,No,0.8
PT2-3_SL20_NoExitCross_KijunSL_Clamp80,403,44.42,2.75,265.06,2.6506,25.74,9.64,23.44,0.0704,4.44,21.15,1.8632,Yes,0.8
PT1.5_SL25_NoExitCross_KijunSL_Clamp80,403,44.91,2.71,264.64,2.6464,27.68,10.46,22.00,0.0749,4.38,21.27,1.9549,Yes,0.8
PT2_SL25_NoExitCross_KijunSL_Clamp80,403,44.67,2.73,263.93,2.6393,25.63,9.64,23.04,0.0711,4.39,21.24,1.8812,Yes,0.8
PT2_SL25_TS15@1.5_ExitCross_KijunSL_Clamp80,403,41.44,2.74,260.25,2.6025,36.74,13.52,26.90,0.0596,4.81,20.39,1.6143,Yes,0.8
PT2-3_SL15_TS15@1.5_ExitCross_KijunSL_NoClamp,403,40.94,2.68,257.61,2.5761,32.18,12.12,25.19,0.0626,4.53,20.19,1.6916,No,0.8
PT2-3_SL15_TS15@1.5_ExitCross_KijunSL_Clamp80,403,40.94,2.68,257.61,2.5761,32.18,12.12,25.19,0.0626,4.53,20.19,1.6916,Yes,0.8
PT2-3_SL15_TS15@1.5_ExitCross_KijunSL_Clamp85,403,40.94,2.68,257.61,2.5761,32.18,12.12,25.19,0.0626,4.53,20.19,1.6916,Yes,0.85
PT2_SL20_NoExitCross_KijunSL_Clamp80,403,44.42,2.65,255.86,2.5586,25.03,9.71,23.07,0.0676,4.44,21.15,1.8269,Yes,0.8
PT2_SL20_NoExitCross_KijunSL_NoClamp,403,44.42,2.65,255.86,2.5586,25.03,9.71,23.07,0.0676,4.44,21.15,1.8269,No,0.8
PT2-3_SL25_NoExitCross_KijunSL_NoClamp,403,44.67,2.66,255.67,2.5567,24.98,9.63,23.59,0.0660,4.56,21.24,1.7913,No,0.8
PT1.5-2_SL20_NoExitCross_KijunSL_NoClamp,403,44.67,2.62,254.40,2.5440,26.18,10.29,22.06,0.0700,4.43,21.17,1.8872,No,0.8
PT1.5-2_SL20_NoExitCross_KijunSL_Clamp80,403,44.67,2.62,254.40,2.5440,26.18,10.29,22.06,0.0700,4.43,21.17,1.8872,Yes,0.8
PT1.5_SL20_TS15@1.5_ExitCross_KijunSL_Clamp85,403,41.19,2.62,253.76,2.5376,33.17,12.93,24.63,0.0624,4.44,20.32,1.6914,Yes,0.85
PT1.5_SL20_NoExitCross_KijunSL_NoClamp,403,44.67,2.58,251.62,2.5162,27.68,11.00,21.98,0.0690,4.43,21.17,1.8660,No,0.8
PT1.5_SL20_NoExitCross_KijunSL_Clamp80,403,44.67,2.58,251.62,2.5162,27.68,11.00,21.98,0.0690,4.43,21.17,1.8660,Yes,0.8
PT2-3_SL25_TS15@1.5_ExitCross_KijunSL_Clamp80,403,41.44,2.60,248.99,2.4899,34.96,13.44,25.65,0.0581,4.81,20.39,1.6108,Yes,0.8
PT1.5-2_SL25_NoExitCross_KijunSL_NoClamp,403,44.91,2.57,248.56,2.4856,27.04,10.87,22.24,0.0668,4.55,21.26,1.8313,No,0.8
PT1.5_SL25_NoExitCross_KijunSL_NoClamp,403,44.91,2.54,247.46,2.4746,28.47,11.50,22.18,0.0665,4.55,21.26,1.8203,No,0.8
PT2_SL25_NoExitCross_KijunSL_NoClamp,403,44.67,2.57,246.79,2.4679,25.99,10.38,23.22,0.0632,4.56,21.24,1.7539,No,0.8
PT1.5-2_SL20_TS15@1.5_ExitCross_KijunSL_Clamp85,403,41.19,2.54,246.53,2.4653,32.36,12.92,23.66,0.0619,4.44,20.32,1.7046,Yes,0.85
PT1.5_SL25_TS10@1.3_ExitCross_FixedSL_Clamp80,403,33.50,2.67,244.93,2.4493,53.86,18.06,28.75,0.0504,8.53,4.05,1.4724,Yes,0.8
PT1.5_SL15_TS15@1.5_ExitCross_KijunSL_NoClamp,403,40.94,2.49,240.73,2.4073,31.82,13.05,24.66,0.0571,4.53,20.19,1.6034,No,0.8
PT1.5_SL15_TS15@1.5_ExitCross_KijunSL_Clamp80,403,40.94,2.49,240.73,2.4073,31.82,13.05,24.66,0.0571,4.53,20.19,1.6034,Yes,0.8
PT1.5_SL15_TS15@1.5_ExitCross_KijunSL_Clamp85,403,40.94,2.49,240.73,2.4073,31.82,13.05,24.66,0.0571,4.53,20.19,1.6034,Yes,0.85
PT1.5-2_SL25_TS10@1.3_ExitCross_FixedSL_Clamp80,403,33.50,2.59,239.86,2.3986,53.79,18.41,27.69,0.0505,8.53,4.05,1.4836,Yes,0.8
PT2_SL20_TS15@1.5_ExitCross_KijunSL_NoClamp,403,41.19,2.53,238.96,2.3896,36.74,14.72,26.75,0.0520,4.86,20.30,1.4996,No,0.8
PT2_SL20_TS15@1.5_ExitCross_KijunSL_Clamp80,403,41.19,2.53,238.96,2.3896,36.74,14.72,26.75,0.0520,4.86,20.30,1.4996,Yes,0.8
PT2_SL25_TS15@1.5_ExitCross_KijunSL_NoClamp,403,41.44,2.52,238.34,2.3834,37.73,15.06,27.10,0.0511,5.03,20.39,1.4763,No,0.8
PT1.5-2_SL15_TS15@1.5_ExitCross_KijunSL_NoClamp,403,40.94,2.41,233.87,2.3387,31.04,13.02,23.70,0.0565,4.53,20.19,1.6130,No,0.8
PT1.5-2_SL15_TS15@1.5_ExitCross_KijunSL_Clamp80,403,40.94,2.41,233.87,2.3387,31.04,13.02,23.70,0.0565,4.53,20.19,1.6130,Yes,0.8
PT1.5-2_SL15_TS15@1.5_ExitCross_KijunSL_Clamp85,403,40.94,2.41,233.87,2.3387,31.04,13.02,23.70,0.0565,4.53,20.19,1.6130,Yes,0.85
PT1.5_SL25_TS15@1.5_ExitCross_KijunSL_Clamp80,403,41.44,2.39,231.03,2.3103,34.56,14.58,25.09,0.0522,4.81,20.39,1.5134,Yes,0.8
PT1.5_SL25_TS20@2_ExitCross_KijunSL_Clamp85,403,41.44,2.36,230.92,2.3092,30.89,12.84,23.55,0.0556,4.40,20.41,1.5899,Yes,0.85
PT2_SL25_TS20@2_ExitCross_KijunSL_Clamp85,403,41.19,2.38,229.52,2.2952,31.32,12.46,25.07,0.0517,4.41,20.39,1.5077,Yes,0.85
PT2-3_SL20_TS15@1.5_ExitCross_KijunSL_Clamp80,403,41.19,2.39,228.62,2.2862,34.96,14.64,25.49,0.0505,4.86,20.30,1.4910,Yes,0.8
PT2-3_SL20_TS15@1.5_ExitCross_KijunSL_NoClamp,403,41.19,2.39,228.62,2.2862,34.96,14.64,25.49,0.0505,4.86,20.30,1.4910,No,0.8
PT2-3_SL25_TS15@1.5_ExitCross_KijunSL_NoClamp,403,41.44,2.39,228.01,2.2801,35.90,14.98,25.85,0.0495,5.03,20.39,1.4657,No,0.8
PT1.5-2_SL25_TS15@1.5_ExitCross_KijunSL_Clamp80,403,41.44,2.31,224.94,2.2494,33.72,14.52,24.16,0.0517,4.81,20.39,1.5212,Yes,0.8
PT2_SL20_TS20@2_ExitCross_KijunSL_Clamp85,403,40.94,2.32,223.52,2.2352,31.32,12.79,25.08,0.0492,4.45,20.30,1.4667,Yes,0.85
PT2-3_SL25_TS20@2_ExitCross_KijunSL_Clamp85,403,41.19,2.29,222.65,2.2265,29.99,12.30,24.10,0.0509,4.41,20.39,1.5080,Yes,0.85
PT1.5_SL20_TS20@2_ExitCross_KijunSL_Clamp85,403,41.19,2.25,220.47,2.2047,30.89,13.45,23.53,0.0512,4.44,20.32,1.5157,Yes,0.85
PT1.5-2_SL25_TS20@2_ExitCross_KijunSL_Clamp85,403,41.44,2.21,218.46,2.1846,29.88,12.91,22.70,0.0522,4.40,20.41,1.5468,Yes,0.85
PT2-3_SL20_TS20@2_ExitCross_KijunSL_Clamp85,403,40.94,2.23,216.82,2.1682,29.99,12.63,24.11,0.0485,4.45,20.30,1.4653,Yes,0.85
PT1.5_SL20_TS15@1.5_ExitCross_KijunSL_NoClamp,403,41.19,2.20,213.59,2.1359,34.56,15.77,24.97,0.0455,4.86,20.30,1.3994,No,0.8
PT1.5_SL20_TS15@1.5_ExitCross_KijunSL_Clamp80,403,41.19,2.20,213.59,2.1359,34.56,15.77,24.97,0.0455,4.86,20.30,1.3994,Yes,0.8
PT2_SL15_TS20@2_ExitCross_KijunSL_NoClamp,403,40.69,2.18,212.04,2.1204,30.04,12.89,25.11,0.0446,4.53,20.17,1.3806,No,0.8
PT2_SL15_TS20@2_ExitCross_KijunSL_Clamp80,403,40.69,2.18,212.04,2.1204,30.04,12.89,25.11,0.0446,4.53,20.17,1.3806,Yes,0.8
PT2_SL15_TS20@2_ExitCross_KijunSL_Clamp85,403,40.69,2.18,212.04,2.1204,30.04,12.89,25.11,0.0446,4.53,20.17,1.3806,Yes,0.85
PT1.5_SL25_TS15@1.5_ExitCross_KijunSL_NoClamp,403,41.44,2.18,211.54,2.1154,35.49,16.24,25.30,0.0441,5.03,20.39,1.3657,No,0.8
PT1.5-2_SL20_TS20@2_ExitCross_KijunSL_Clamp85,403,41.19,2.12,209.97,2.0997,29.88,13.43,22.69,0.0485,4.44,20.32,1.4803,Yes,0.85
PT1.5_SL15_TS20@2_ExitCross_KijunSL_NoClamp,403,40.94,2.11,209.15,2.0915,29.63,13.55,23.56,0.0463,4.53,20.19,1.4238,No,0.8
PT1.5_SL15_TS20@2_ExitCross_KijunSL_Clamp80,403,40.94,2.11,209.15,2.0915,29.63,13.55,23.56,0.0463,4.53,20.19,1.4238,Yes,0.8
PT1.5_SL15_TS20@2_ExitCross_KijunSL_Clamp85,403,40.94,2.11,209.15,2.0915,29.63,13.55,23.56,0.0463,4.53,20.19,1.4238,Yes,0.85
PT2_SL20_TS10@1.3_ExitCross_FixedSL_Clamp85,403,29.53,2.27,208.71,2.0871,55.06,22.31,28.63,0.0380,7.69,3.91,1.2600,Yes,0.85
PT1.5-2_SL20_TS15@1.5_ExitCross_KijunSL_NoClamp,403,41.19,2.12,207.47,2.0747,33.72,15.74,24.01,0.0448,4.86,20.30,1.4000,No,0.8
PT1.5-2_SL20_TS15@1.5_ExitCross_KijunSL_Clamp80,403,41.19,2.12,207.47,2.0747,33.72,15.74,24.01,0.0448,4.86,20.30,1.4000,Yes,0.8
PT1.5-2_SL25_TS15@1.5_ExitCross_KijunSL_NoClamp,403,41.44,2.10,205.94,2.0594,34.62,16.18,24.37,0.0435,5.03,20.39,1.3674,No,0.8
PT2-3_SL15_TS20@2_ExitCross_KijunSL_NoClamp,403,40.69,2.09,205.69,2.0569,28.76,12.73,24.14,0.0438,4.53,20.17,1.3757,No,0.8
PT2-3_SL15_TS20@2_ExitCross_KijunSL_Clamp80,403,40.69,2.09,205.69,2.0569,28.76,12.73,24.14,0.0438,4.53,20.17,1.3757,Yes,0.8
PT2-3_SL15_TS20@2_ExitCross_KijunSL_Clamp85,403,40.69,2.09,205.69,2.0569,28.76,12.73,24.14,0.0438,4.53,20.17,1.3757,Yes,0.85
PT1.5-2_SL15_TS20@2_ExitCross_KijunSL_NoClamp,403,40.94,1.98,199.19,1.9919,28.66,13.54,22.72,0.0437,4.53,20.19,1.3851,No,0.8
PT1.5-2_SL15_TS20@2_ExitCross_KijunSL_Clamp80,403,40.94,1.98,199.19,1.9919,28.66,13.54,22.72,0.0437,4.53,20.19,1.3851,Yes,0.8
PT1.5-2_SL15_TS20@2_ExitCross_KijunSL_Clamp85,403,40.94,1.98,199.19,1.9919,28.66,13.54,22.72,0.0437,4.53,20.19,1.3851,Yes,0.85
PT2-3_SL25_ExitCross_KijunSL_Clamp85,403,41.19,1.95,197.43,1.9743,28.05,12.97,22.32,0.0437,4.41,20.39,1.3855,Yes,0.85
PT2-3_SL20_TS10@1.3_ExitCross_FixedSL_Clamp85,403,29.53,2.07,195.48,1.9548,55.06,23.82,26.95,0.0354,7.69,3.91,1.2204,Yes,0.85
PT1.5_SL25_TS20@2_ExitCross_KijunSL_Clamp80,403,41.44,1.95,195.41,1.9541,32.18,15.55,23.89,0.0399,4.81,20.39,1.2944,Yes,0.8
PT2_SL25_TS20@2_ExitCross_KijunSL_Clamp80,403,41.19,1.97,194.24,1.9424,32.63,15.09,25.39,0.0371,4.82,20.37,1.2319,Yes,0.8
PT2-3_SL20_ExitCross_KijunSL_Clamp85,403,40.94,1.88,192.27,1.9227,28.05,13.32,22.33,0.0413,4.45,20.30,1.3395,Yes,0.85
PT1.5-2_SL25_ExitCross_KijunSL_Clamp85,403,41.44,1.85,191.81,1.9181,29.65,14.58,20.89,0.0440,4.40,20.41,1.4076,Yes,0.85
PT1.5_SL25_ExitCross_KijunSL_Clamp85,403,41.44,1.83,190.87,1.9087,31.11,15.64,20.82,0.0436,4.40,20.41,1.3949,Yes,0.85
PT2_SL25_ExitCross_KijunSL_Clamp85,403,41.19,1.85,190.49,1.9049,28.62,13.71,21.93,0.0413,4.41,20.39,1.3407,Yes,0.85
PT2-3_SL25_TS20@2_ExitCross_KijunSL_Clamp80,403,41.19,1.88,188.41,1.8841,31.24,14.89,24.42,0.0362,4.82,20.37,1.2206,Yes,0.8
PT2_SL20_TS20@2_ExitCross_KijunSL_NoClamp,403,40.94,1.89,188.13,1.8813,32.63,15.58,25.41,0.0347,4.87,20.28,1.1834,No,0.8
PT2_SL20_TS20@2_ExitCross_KijunSL_Clamp80,403,40.94,1.89,188.13,1.8813,32.63,15.58,25.41,0.0347,4.87,20.28,1.1834,Yes,0.8
PT1.5_SL20_TS20@2_ExitCross_KijunSL_NoClamp,403,41.19,1.82,185.51,1.8551,32.18,16.38,23.87,0.0358,4.86,20.30,1.2122,No,0.8
PT1.5_SL20_TS20@2_ExitCross_KijunSL_Clamp80,403,41.19,1.82,185.51,1.8551,32.18,16.38,23.87,0.0358,4.86,20.30,1.2122,Yes,0.8
PT2_SL20_ExitCross_KijunSL_Clamp85,403,40.94,1.79,185.51,1.8551,28.62,14.08,21.94,0.0390,4.45,20.30,1.2938,Yes,0.85
PT1.5-2_SL25_TS20@2_ExitCross_KijunSL_Clamp80,403,41.44,1.80,184.82,1.8482,31.12,15.63,23.05,0.0368,4.81,20.39,1.2405,Yes,0.8
PT1.5-2_SL20_ExitCross_KijunSL_Clamp85,403,41.19,1.76,184.36,1.8436,29.65,15.17,20.88,0.0404,4.44,20.32,1.3354,Yes,0.85
PT2-3_SL20_TS20@2_ExitCross_KijunSL_NoClamp,403,40.94,1.80,182.47,1.8247,31.24,15.38,24.44,0.0337,4.87,20.28,1.1701,No,0.8
PT2-3_SL20_TS20@2_ExitCross_KijunSL_Clamp80,403,40.94,1.80,182.47,1.8247,31.24,15.38,24.44,0.0337,4.87,20.28,1.1701,Yes,0.8
PT2-3_SL15_ExitCross_KijunSL_NoClamp,403,40.69,1.75,182.40,1.8240,26.91,13.42,22.36,0.0369,4.53,20.17,1.2430,No,0.8
PT2-3_SL15_ExitCross_KijunSL_Clamp80,403,40.69,1.75,182.40,1.8240,26.91,13.42,22.36,0.0369,4.53,20.17,1.2430,Yes,0.8
PT2-3_SL15_ExitCross_KijunSL_Clamp85,403,40.69,1.75,182.40,1.8240,26.91,13.42,22.36,0.0369,4.53,20.17,1.2430,Yes,0.85
PT1.5_SL20_ExitCross_KijunSL_Clamp85,403,41.19,1.72,182.23,1.8223,31.11,16.38,20.79,0.0396,4.44,20.32,1.3111,Yes,0.85
PT2_SL25_TS10@1.3_ExitCross_FixedSL_NoClamp,403,33.50,2.03,181.10,1.8110,64.35,28.41,32.45,0.0250,9.81,4.00,0.9910,No,0.8
PT1.5_SL25_TS20@2_ExitCross_KijunSL_NoClamp,403,41.44,1.73,178.88,1.7888,33.04,17.33,24.11,0.0327,5.03,20.39,1.1409,No,0.8
PT2_SL25_TS20@2_ExitCross_KijunSL_NoClamp,403,41.19,1.75,177.82,1.7782,33.51,16.81,25.59,0.0304,5.04,20.37,1.0885,No,0.8
PT1.5-2_SL20_TS20@2_ExitCross_KijunSL_NoClamp,403,41.19,1.69,176.65,1.7665,31.12,16.36,23.05,0.0333,4.86,20.30,1.1659,No,0.8
PT1.5-2_SL20_TS20@2_ExitCross_KijunSL_Clamp80,403,41.19,1.69,176.65,1.7665,31.12,16.36,23.05,0.0333,4.86,20.30,1.1659,Yes,0.8
PT2_SL15_ExitCross_KijunSL_NoClamp,403,40.69,1.65,175.99,1.7599,27.45,14.19,21.97,0.0346,4.53,20.17,1.1957,No,0.8
PT2_SL15_ExitCross_KijunSL_Clamp80,403,40.69,1.65,175.99,1.7599,27.45,14.19,21.97,0.0346,4.53,20.17,1.1957,Yes,0.8
PT2_SL15_ExitCross_KijunSL_Clamp85,403,40.69,1.65,175.99,1.7599,27.45,14.19,21.97,0.0346,4.53,20.17,1.1957,Yes,0.85
PT1.5-2_SL15_ExitCross_KijunSL_NoClamp,403,40.94,1.62,174.90,1.7490,28.44,15.29,20.91,0.0358,4.53,20.19,1.2321,No,0.8
PT1.5-2_SL15_ExitCross_KijunSL_Clamp80,403,40.94,1.62,174.90,1.7490,28.44,15.29,20.91,0.0358,4.53,20.19,1.2321,Yes,0.8
PT1.5-2_SL15_ExitCross_KijunSL_Clamp85,403,40.94,1.62,174.90,1.7490,28.44,15.29,20.91,0.0358,4.53,20.19,1.2321,Yes,0.85
PT2_SL25_TS15@1.5_ExitCross_FixedSL_Clamp85,403,20.84,2.12,174.63,1.7463,84.15,32.52,35.87,0.0208,8.72,3.99,0.9373,Yes,0.85
PT1.5_SL15_ExitCross_KijunSL_NoClamp,403,40.94,1.58,172.88,1.7288,29.84,16.51,20.82,0.0350,4.53,20.19,1.2075,No,0.8
PT1.5_SL15_ExitCross_KijunSL_Clamp80,403,40.94,1.58,172.88,1.7288,29.84,16.51,20.82,0.0350,4.53,20.19,1.2075,Yes,0.8
PT1.5_SL15_ExitCross_KijunSL_Clamp85,403,40.94,1.58,172.88,1.7288,29.84,16.51,20.82,0.0350,4.53,20.19,1.2075,Yes,0.85
PT2-3_SL25_TS20@2_ExitCross_KijunSL_NoClamp,403,41.19,1.66,172.47,1.7247,32.08,16.60,24.64,0.0294,5.04,20.37,1.0714,No,0.8
PT1.5_SL20_TS10@1.3_ExitCross_FixedSL_Clamp85,403,29.53,1.70,170.56,1.7056,55.23,27.38,26.03,0.0271,7.69,3.91,1.0349,Yes,0.85
PT1.5-2_SL25_TS20@2_ExitCross_KijunSL_NoClamp,403,41.44,1.59,169.17,1.6917,31.95,17.42,23.27,0.0297,5.03,20.39,1.0817,No,0.8
PT2-3_SL25_TS10@1.3_ExitCross_FixedSL_NoClamp,403,33.50,1.81,168.80,1.6880,64.35,30.48,30.91,0.0223,9.81,4.00,0.9308,No,0.8
PT1.5-2_SL20_TS10@1.3_ExitCross_FixedSL_Clamp85,403,29.53,1.64,168.35,1.6835,54.99,27.62,24.98,0.0274,7.69,3.91,1.0439,Yes,0.85
PT2-3_SL25_ExitCross_KijunSL_Clamp80,403,41.19,1.54,167.00,1.6700,29.22,15.71,22.67,0.0296,4.82,20.37,1.0765,Yes,0.8
PT1.5-2_SL25_ExitCross_KijunSL_Clamp80,403,41.44,1.44,162.20,1.6220,31.50,18.03,21.26,0.0293,4.81,20.39,1.0762,Yes,0.8
PT2-3_SL20_ExitCross_KijunSL_NoClamp,403,40.94,1.46,161.74,1.6174,29.22,16.22,22.69,0.0272,4.87,20.28,1.0222,No,0.8
PT2-3_SL20_ExitCross_KijunSL_Clamp80,403,40.94,1.46,161.74,1.6174,29.22,16.22,22.69,0.0272,4.87,20.28,1.0222,Yes,0.8
PT1.5_SL25_ExitCross_KijunSL_Clamp80,403,41.44,1.42,161.40,1.6140,32.80,19.18,21.19,0.0290,4.81,20.39,1.0627,Yes,0.8
PT2_SL25_ExitCross_KijunSL_Clamp80,403,41.19,1.44,161.10,1.6110,30.69,17.10,22.28,0.0274,4.82,20.37,1.0266,Yes,0.8
PT2-3_SL25_TS15@1.5_ExitCross_FixedSL_Clamp85,403,20.84,1.75,156.39,1.5639,81.78,35.29,33.15,0.0170,8.72,3.99,0.8384,Yes,0.85
PT2_SL20_ExitCross_KijunSL_NoClamp,403,40.94,1.36,156.03,1.5603,30.69,17.66,22.30,0.0251,4.87,20.28,0.9715,No,0.8
PT2_SL20_ExitCross_KijunSL_Clamp80,403,40.94,1.36,156.03,1.5603,30.69,17.66,22.30,0.0251,4.87,20.28,0.9715,Yes,0.8
PT1.5-2_SL20_ExitCross_KijunSL_NoClamp,403,41.19,1.33,155.03,1.5503,31.50,18.86,21.25,0.0259,4.86,20.30,0.9954,No,0.8
PT1.5-2_SL20_ExitCross_KijunSL_Clamp80,403,41.19,1.33,155.03,1.5503,31.50,18.86,21.25,0.0259,4.86,20.30,0.9954,Yes,0.8
PT1.5_SL20_ExitCross_KijunSL_NoClamp,403,41.19,1.29,153.22,1.5322,32.80,20.20,21.17,0.0251,4.86,20.30,0.9701,No,0.8
