Strategy,TokenAddress,AlertTime,EntryTime,ExitTime,EntryPrice,PnL,PnLPercent,MaxReached,MaxGainPercent,TokenMaxDrawdownPercent,HoldDurationHours
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,HjsZ73QxNbXoUnyXXffoXn6kHUKQqdy6GXd4J1N4shot,2025-07-20T21:46:21.000Z,2025-07-21T22:15:00.000+10:00,2025-07-21T23:20:00.000+10:00,0.00155657,1.0407,4.07,1.0029,0.29,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,3LBDmVsUMY4XF82kVruJxrZqLnhUBFqanMdn5ifCbonk,2025-07-21T07:43:00.000Z,2025-07-25T00:00:00.000+10:00,2025-07-25T03:00:00.000+10:00,0.00000537,1.0117,1.17,1.0380,3.80,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,BDWvvvKUS9c3C4Rz1w9tk5uD519CzD2f6n7zBk2Bbonk,2025-07-21T10:34:56.000Z,2025-07-25T16:00:00.000+10:00,2025-07-26T00:00:00.000+10:00,0.00083579,1.7727,77.27,1.9697,96.97,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,9tqjeRS1swj36Ee5C1iGiwAxjQJNGAVCzaTLwFY8bonk,2025-07-21T10:37:16.000Z,2025-07-22T07:00:00.000+10:00,2025-07-22T10:00:00.000+10:00,0.04599363,0.9779,-2.21,1.0677,6.77,2.21,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,HjsZ73QxNbXoUnyXXffoXn6kHUKQqdy6GXd4J1N4shot,2025-07-21T10:48:22.000Z,2025-07-22T09:00:00.000+10:00,2025-07-22T13:00:00.000+10:00,0.00179744,0.9257,-7.43,1.2274,22.74,7.43,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,3UofsdJQyTe8PF3HMUR8KEB13wtwGkk4qyAhgLCgbonk,2025-07-21T12:49:17.000Z,2025-07-23T22:00:00.000+10:00,2025-07-23T23:00:00.000+10:00,0.00017638,0.8500,-15.00,1.0422,4.22,15.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2Pqk7MiMcQWEbXRLz8WPDF3tFkKuumobn7B69i3uEeTe,2025-07-21T15:12:53.000Z,2025-07-26T16:00:00.000+10:00,2025-07-27T14:00:00.000+10:00,0.00000507,0.9956,-0.44,1.0000,0.00,0.44,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,GxNGdYcXRFSuPJrVsSLgcavKE1E8Jptqvxz4ZR3tbonk,2025-07-21T15:48:39.000Z,2025-07-22T12:00:00.000+10:00,2025-07-22T14:00:00.000+10:00,0.00010206,1.1226,12.26,1.0068,0.68,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,6nz8p3Mzw4q4rhHZFbaLAqGv48Ab2PRPSYW1o8YHbonk,2025-07-21T16:55:58.000Z,2025-07-22T20:00:00.000+10:00,2025-07-22T21:00:00.000+10:00,0.00408288,0.9011,-9.89,1.0000,0.00,9.89,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,G85CQEBqwsoe3qkb5oXXpdZFh7uhYXhDRsQAM4aJuBLV,2025-07-21T20:13:54.000Z,2025-07-22T18:00:00.000+10:00,2025-07-22T19:00:00.000+10:00,0.00719149,0.8942,-10.58,1.0678,6.78,10.58,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,4daoTLufDmV3ods48Zh8rymaZKBLtgEvuH9qALYLbonk,2025-07-22T07:56:06.000Z,2025-07-28T18:00:00.000+10:00,2025-07-28T23:00:00.000+10:00,0.04345615,0.9105,-8.95,1.1317,13.17,8.95,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,3MrwYcAvGNNtMcHwscSqFQJ3qhMpKwxZCbprYrz1RYWi,2025-07-22T16:35:54.000Z,2025-07-23T15:00:00.000+10:00,2025-07-23T16:00:00.000+10:00,0.00037250,1.1875,18.75,1.3194,31.94,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,GPbVkH7bmxuwM8vKsWVYJ4rW7ErwsNwRoBGho16Sbonk,2025-07-22T21:33:04.000Z,2025-07-23T21:00:00.000+10:00,2025-07-23T22:00:00.000+10:00,0.00331236,0.9918,-0.82,1.2065,20.65,0.82,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,GxzvWxCzNN3MTEZzTRx7RnP3yg4dmD8Ez8Ssu8wSbonk,2025-07-23T01:25:30.000Z,2025-07-24T01:00:00.000+10:00,2025-07-24T02:00:00.000+10:00,0.00177562,1.1965,19.65,1.3294,32.94,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,4CG16Qpsy78ymFE7K7DV4kzh5j8aYqhhAskkX2sfbonk,2025-07-23T10:12:40.000Z,2025-07-24T14:00:00.000+10:00,2025-07-24T15:00:00.000+10:00,0.00000677,1.1087,10.87,1.2911,29.11,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,CCk7zxbYt3zMLybZ2Civw6r4H9ZSiLts3HNmLcdvbonk,2025-07-23T11:12:33.000Z,2025-07-24T05:00:00.000+10:00,2025-07-24T06:00:00.000+10:00,0.00057283,1.0955,9.55,1.2406,24.06,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,D9JXMRovgX9hyCAqkQZTvj5Pr3rgZkNCFw8vfhxabonk,2025-07-23T14:58:31.000Z,2025-07-24T12:00:00.000+10:00,2025-07-24T13:00:00.000+10:00,0.00027245,1.1682,16.82,1.2232,22.32,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,D9JXMRovgX9hyCAqkQZTvj5Pr3rgZkNCFw8vfhxabonk,2025-07-23T15:10:12.000Z,2025-07-24T12:00:00.000+10:00,2025-07-24T13:00:00.000+10:00,0.00027245,1.1682,16.82,1.2232,22.32,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,ECesgiZHYtJuGjTib64CdEhWfNr9qKUrkFT6MNsfbonk,2025-07-23T19:41:03.000Z,2025-07-27T02:00:00.000+10:00,2025-07-27T04:00:00.000+10:00,0.00015887,1.0376,3.76,1.0617,6.17,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,y31hFyYbrVW4R53Zfka8WJfQpwpMLfCcAjVKAonpump,2025-07-24T11:25:57.000Z,2025-07-25T17:00:00.000+10:00,2025-07-25T18:00:00.000+10:00,0.00024525,1.0955,9.55,1.0927,9.27,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,3UzkMymHpqDijXYaGsz8Vbc1Vk4tKBED5TDT9v6Hbonk,2025-07-24T14:51:57.000Z,2025-07-25T20:00:00.000+10:00,2025-07-25T21:00:00.000+10:00,0.00108069,0.8693,-13.07,1.0367,3.67,13.07,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,7ZC4BjM92HboXQPi39ehiueJ8CuDJQxPVMuZtzshbonk,2025-07-24T16:51:53.000Z,2025-07-28T13:00:00.000+10:00,2025-07-28T15:00:00.000+10:00,0.00004235,1.2615,26.15,1.0995,9.95,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,EtZFFYibEKAQbR4UB1VoQFscpkTYxbMdB1bssbAybonk,2025-07-24T18:02:56.000Z,2025-07-26T00:00:00.000+10:00,2025-07-26T02:00:00.000+10:00,0.00066230,1.1815,18.15,1.0761,7.61,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,EtZFFYibEKAQbR4UB1VoQFscpkTYxbMdB1bssbAybonk,2025-07-25T01:21:05.000Z,2025-07-29T14:00:00.000+10:00,2025-07-30T02:00:00.000+10:00,0.00029274,0.9429,-5.71,1.2885,28.85,5.71,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,ErgAfNEtv1SpjG5q1T7dmooSqr7kt7wAfNqZq8azbonk,2025-07-26T04:03:02.000Z,2025-07-27T11:00:00.000+10:00,2025-07-27T13:00:00.000+10:00,0.00021732,0.9126,-8.74,1.0000,0.00,8.74,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,3hrGWXzgQzAikcG6rerG45tK7KLYw2dZ84owWJ14bonk,2025-07-26T19:06:11.000Z,2025-07-27T16:00:00.000+10:00,2025-07-27T17:00:00.000+10:00,0.00075050,0.9469,-5.31,1.1617,16.17,5.31,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,HY9af7cfvWjyWVxc6mUcqVt4be1NWk2TawjwuSbujups,2025-07-26T20:30:08.000Z,2025-07-27T15:00:00.000+10:00,2025-07-27T16:00:00.000+10:00,0.00039021,0.8611,-13.89,1.0551,5.51,13.89,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,3hrGWXzgQzAikcG6rerG45tK7KLYw2dZ84owWJ14bonk,2025-07-27T14:22:07.000Z,2025-07-28T13:00:00.000+10:00,2025-07-28T14:00:00.000+10:00,0.00050815,0.8500,-15.00,1.0971,9.71,15.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,3hrGWXzgQzAikcG6rerG45tK7KLYw2dZ84owWJ14bonk,2025-07-27T18:10:18.000Z,2025-07-29T20:00:00.000+10:00,2025-07-29T21:00:00.000+10:00,0.00006410,0.8991,-10.09,1.0238,2.38,10.09,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,5BuqrxLTaWpazYKrh4dz1mCiMNj4WCHiU8ZKnoEDjups,2025-07-27T19:32:00.000Z,2025-07-29T21:00:00.000+10:00,2025-07-30T00:00:00.000+10:00,0.00432997,0.8500,-15.00,1.0199,1.99,15.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2uaTpSujZBYwBZNXusmW7PqM8Vi4qwbyotnfWhaN9oT9,2025-07-28T00:28:59.000Z,2025-07-29T01:00:00.000+10:00,2025-07-29T02:00:00.000+10:00,0.00161896,0.9451,-5.49,1.1002,10.02,5.49,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,7PagSBusvxQ252fuBFnhipMZwd4T4jGikLeuwrDibonk,2025-07-28T06:46:27.000Z,2025-07-29T02:00:00.000+10:00,2025-07-29T05:00:00.000+10:00,0.00713893,0.8898,-11.02,1.0874,8.74,11.02,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,9AfZdS6orGRi6ey4mMwyRnU2yZ6SzMZxcpMroE4rjups,2025-07-28T07:39:54.000Z,2025-07-30T19:00:00.000+10:00,2025-07-30T20:00:00.000+10:00,0.00009302,0.8500,-15.00,1.1865,18.65,15.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,dgU3DSSTFyHx4j5MKx94V3BB6jMse7EQpGDi6zUuULt,2025-07-28T16:06:47.000Z,2025-07-29T18:00:00.000+10:00,2025-07-29T19:00:00.000+10:00,0.00068761,0.8851,-11.49,1.0778,7.78,11.49,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,dgU3DSSTFyHx4j5MKx94V3BB6jMse7EQpGDi6zUuULt,2025-07-28T17:33:15.000Z,2025-07-29T18:00:00.000+10:00,2025-07-29T19:00:00.000+10:00,0.00068761,0.8851,-11.49,1.0778,7.78,11.49,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,DGKj2gcKkrYnJYLGN89d1yStpx7r6yPkR166opx2bonk,2025-07-30T06:25:23.000Z,2025-07-31T06:00:00.000+10:00,2025-07-31T08:00:00.000+10:00,0.00189070,1.0719,7.19,1.0437,4.37,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,FBQZyWrCs4LJPb1HL6XiE3HVaEE9oszeNJPBa6sLbonk,2025-07-30T08:52:22.000Z,2025-07-31T09:00:00.000+10:00,2025-07-31T10:00:00.000+10:00,0.00003210,0.8500,-15.00,1.0398,3.98,15.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,AuRK3tsrbjTNasc7EJ4HSLAJUZqFYLH3Q8A4BsHnbonk,2025-07-30T14:49:14.000Z,2025-08-02T12:00:00.000+10:00,2025-08-02T14:00:00.000+10:00,0.00000676,1.0071,0.71,1.0000,0.00,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,5hUL8iHMXcUj9AS7yBErJmmTXyRvbdwwUqbtB2udjups,2025-07-31T06:52:57.000Z,2025-08-03T19:00:00.000+10:00,2025-08-04T00:00:00.000+10:00,0.00044416,1.4625,46.25,1.6250,62.50,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,6pcSWu35Dw4qZjtcn1sdeSHXzxNaY3JVege6xn59DEpQ,2025-07-31T18:17:10.000Z,2025-08-03T04:00:00.000+10:00,2025-08-03T06:00:00.000+10:00,0.00001559,1.0553,5.53,1.0000,0.00,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,CFE79emBnGNMtkbYSU39tv9eMH2i7uiVMscaerYxbonk,2025-07-31T21:35:46.000Z,2025-08-04T16:00:00.000+10:00,2025-08-04T18:00:00.000+10:00,0.00000464,1.0034,0.34,1.0080,0.80,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,8Ejzgzic8ubyoARqXjJX6S2mYkGxiKHJx5rb5feBbonk,2025-08-01T09:04:11.000Z,2025-08-04T01:00:00.000+10:00,2025-08-04T03:00:00.000+10:00,0.00004366,1.1026,10.26,1.2024,20.24,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,5uEduS1nkyE2QW1oEZei2pnCN3oym4ziaZ143A7Jbonk,2025-08-01T15:03:52.000Z,2025-08-02T23:00:00.000+10:00,2025-08-03T00:00:00.000+10:00,0.00018783,1.0516,5.16,1.0151,1.51,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,DGKj2gcKkrYnJYLGN89d1yStpx7r6yPkR166opx2bonk,2025-08-02T00:28:05.000Z,2025-08-03T14:00:00.000+10:00,2025-08-03T17:00:00.000+10:00,0.00506827,0.9044,-9.56,1.0291,2.91,9.56,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,76jtf8RVt6e8aMfVRvYXoV2iBggqMXotEyUjmAHdjups,2025-08-02T01:13:10.000Z,2025-08-02T19:00:00.000+10:00,2025-08-02T21:00:00.000+10:00,0.00007722,1.2396,23.96,1.3773,37.73,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,6W7oWHbWvNceicjqtaVzeRkRpiXBcmbNZx6mNtmYbonk,2025-08-02T09:05:43.000Z,2025-08-05T08:00:00.000+10:00,2025-08-05T15:00:00.000+10:00,0.00000456,1.0005,0.05,1.0050,0.50,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,Bb5BKNzKtkRM9zeEdc5ojkPgYKr5GsuMzBeGktn2bonk,2025-08-02T09:53:47.000Z,2025-08-03T08:00:00.000+10:00,2025-08-03T09:00:00.000+10:00,0.00007974,1.1446,14.46,1.2092,20.92,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,7hZmPPkBDYbFpvzQW54sX3DQHQjEVsVcCFRWsvCdbonk,2025-08-02T11:33:00.000Z,2025-08-03T07:00:00.000+10:00,2025-08-03T10:00:00.000+10:00,0.01128043,0.9722,-2.78,1.2345,23.45,2.78,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,9mAnyxAq8JQieHT7Lc47PVQbTK7ZVaaog8LwAbFzBAGS,2025-08-02T11:56:04.000Z,2025-08-03T04:35:00.000+10:00,2025-08-03T04:45:00.000+10:00,0.00428912,0.9163,-8.37,1.1269,12.69,8.37,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,9mAnyxAq8JQieHT7Lc47PVQbTK7ZVaaog8LwAbFzBAGS,2025-08-02T13:52:43.000Z,2025-08-03T06:00:00.000+10:00,2025-08-03T07:00:00.000+10:00,0.00288324,0.9859,-1.41,1.1798,17.98,1.41,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,FHcTwp9EG3x3huWUubpDvD5oJXeyV27iyEaZUpmSbonk,2025-08-02T14:16:40.000Z,2025-08-03T10:00:00.000+10:00,2025-08-03T11:00:00.000+10:00,0.00011929,0.9685,-3.15,1.2047,20.47,3.15,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,9mAnyxAq8JQieHT7Lc47PVQbTK7ZVaaog8LwAbFzBAGS,2025-08-02T16:11:57.000Z,2025-08-03T12:00:00.000+10:00,2025-08-03T13:00:00.000+10:00,0.00333178,1.0324,3.24,1.1851,18.51,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,9mAnyxAq8JQieHT7Lc47PVQbTK7ZVaaog8LwAbFzBAGS,2025-08-02T18:04:35.000Z,2025-08-03T12:00:00.000+10:00,2025-08-03T13:00:00.000+10:00,0.00333178,1.0324,3.24,1.1851,18.51,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,JD5GYKm5dQ7JbTagEvddDuk671VzZdGtDpQt2MM6y8RH,2025-08-02T22:15:21.000Z,2025-08-04T04:00:00.000+10:00,2025-08-04T05:00:00.000+10:00,0.00001970,1.0049,0.49,1.1576,15.76,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,9a5DxpveEUcPKjcULbHU1YMDq5FwUZFtPLxw6YRGBAGS,2025-08-03T09:45:59.000Z,2025-08-06T12:00:00.000+10:00,2025-08-06T13:00:00.000+10:00,0.00000806,1.0297,2.97,1.0068,0.68,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,8cNRL9gfQgg4N4wpVZy3o11ahUmUYHAd5KJPvXKmbonk,2025-08-03T12:03:40.000Z,2025-08-04T17:00:00.000+10:00,2025-08-04T19:00:00.000+10:00,0.00006299,1.2483,24.83,1.3870,38.70,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,FbgKUVrJRAJP4JFmtBThwccTCb6TKdSi28BbPQbrbonk,2025-08-03T12:03:45.000Z,2025-08-07T13:00:00.000+10:00,2025-08-08T03:00:00.000+10:00,0.00000470,1.0093,0.93,1.0316,3.16,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,7ELT9VdXF7N1yPHZZf76FrckLgkFvHvNN3j9wYs7bonk,2025-08-03T15:03:07.000Z,2025-08-04T16:00:00.000+10:00,2025-08-04T19:00:00.000+10:00,0.00001508,0.9941,-0.59,1.0000,0.00,0.59,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,6RVSfgQgRPvqjjzD5UFnhZZAQE8oJYQXHuEmZSkvbonk,2025-08-03T15:28:28.000Z,2025-08-04T18:00:00.000+10:00,2025-08-04T20:00:00.000+10:00,0.00000705,1.2369,23.69,1.0000,0.00,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,7PagSBusvxQ252fuBFnhipMZwd4T4jGikLeuwrDibonk,2025-08-03T18:41:21.000Z,2025-08-05T01:00:00.000+10:00,2025-08-05T07:00:00.000+10:00,0.00316085,0.9649,-3.51,1.1313,13.13,3.51,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,7VYXBSQa79BuBrutcdKMXJodT8TLS7aDv6chaF3sbonk,2025-08-03T22:50:11.000Z,2025-08-04T20:00:00.000+10:00,2025-08-04T22:00:00.000+10:00,0.00213348,0.8586,-14.14,1.0019,0.19,14.14,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,HBsbZz9hvxzi3EnCYWLLwvMPWgV4aeC74mEdvTg9bonk,2025-08-03T23:49:33.000Z,2025-08-05T02:00:00.000+10:00,2025-08-05T03:00:00.000+10:00,0.00266220,0.8690,-13.10,1.0513,5.13,13.10,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,7PagSBusvxQ252fuBFnhipMZwd4T4jGikLeuwrDibonk,2025-08-04T01:24:04.000Z,2025-08-05T01:00:00.000+10:00,2025-08-05T07:00:00.000+10:00,0.00316085,0.9649,-3.51,1.1313,13.13,3.51,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,5Ste2CMTfyJt2eu1uFYLKrZXTLpAfQ5JEqem2eTjjups,2025-08-04T08:37:26.000Z,2025-08-05T04:00:00.000+10:00,2025-08-05T05:00:00.000+10:00,0.00123435,1.0175,1.75,1.2007,20.07,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,4gJpaA4vwtNdjrcAyACL5H1PFB57HtJKBGKdar8tbonk,2025-08-04T11:23:19.000Z,2025-08-06T04:00:00.000+10:00,2025-08-06T06:00:00.000+10:00,0.00002226,1.4630,46.30,1.0981,9.81,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,4gJpaA4vwtNdjrcAyACL5H1PFB57HtJKBGKdar8tbonk,2025-08-04T11:25:42.000Z,2025-08-06T04:00:00.000+10:00,2025-08-06T06:00:00.000+10:00,0.00002226,1.4630,46.30,1.0981,9.81,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,H4d1qh5avAiqnwwDR6FNneXaQBP7eKdq1eZC6yEWbonk,2025-08-04T16:22:10.000Z,2025-08-05T12:00:00.000+10:00,2025-08-05T13:00:00.000+10:00,0.00005749,0.8500,-15.00,1.0265,2.65,15.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,5mMrEEDRyFutXr7GB4NdJLkhRDQzrK5VC9Qc3Tr8bonk,2025-08-04T19:26:00.000Z,2025-08-06T05:00:00.000+10:00,2025-08-06T07:00:00.000+10:00,0.00243719,1.2470,24.70,1.3856,38.56,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,5mMrEEDRyFutXr7GB4NdJLkhRDQzrK5VC9Qc3Tr8bonk,2025-08-05T06:48:36.000Z,2025-08-07T05:00:00.000+10:00,2025-08-07T08:00:00.000+10:00,0.00334351,0.8734,-12.66,1.0974,9.74,12.66,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,5zCETicUCJqJ5Z3wbfFPZqtSpHPYqnggs1wX7ZRpump,2025-08-05T08:09:46.000Z,2025-08-06T00:35:00.000+10:00,2025-08-06T00:55:00.000+10:00,0.00400520,0.9030,-9.70,1.1111,11.11,9.70,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,5zCETicUCJqJ5Z3wbfFPZqtSpHPYqnggs1wX7ZRpump,2025-08-05T09:23:07.000Z,2025-08-06T01:35:00.000+10:00,2025-08-06T02:40:00.000+10:00,0.00561639,1.1116,11.16,1.1330,13.30,0.00,0.00
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,5UUH9RTDiSpq6HKS6bp4NdU9PNJpXRXuiw6ShBTBhgH2,2025-08-05T11:44:36.000Z,2025-08-06T15:00:00.000+10:00,2025-08-06T21:05:00.000+10:00,0.17396698,1.0289,2.89,1.1382,13.82,0.00,0.00
