Trade#,TokenAddress,TokenSymbol,TokenName,Chain,Caller,AlertTime,EntryPrice,ExitPrice,PnL_Multiplier,PnL_Percent,Max_Multiplier_Reached,HoldDuration_Minutes,TimeToAth_Minutes,CandlesCount
117,Bg422kWRLrArkAMnGDZv3GTmYDrFKhuC2MGzSoxxjups,UNKNOWN,Unknown Token,solana,Unknown,2025-07-30T09:49:53.000Z,0.00029504,0.00020653,0.7000,-30.00,1.1014,10030,5,468
118,6cHJn25Pay6nd4JJsKKZ8Fmm2NL43t8BY5Mp1hhiUb56,UNKNOWN,Unknown Token,solana,Unknown,2025-07-30T09:50:05.000Z,0.00020616,0.00014431,0.7000,-30.00,1.9318,10025,210,234
119,AuRK3tsrbjTNasc7EJ4HSLAJUZqFYLH3Q8A4BsHnbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-07-30T14:49:14.000Z,0.00009346,0.00006542,0.7000,-30.00,1.5760,10030,55,221
120,5ic4A4scnqeAT2XkwvWCUYjZoxjVLvoTz4njbmAhbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-07-30T18:08:14.000Z,0.00019663,0.00026545,1.3500,35.00,2.2315,10070,410,468
121,5hUL8iHMXcUj9AS7yBErJmmTXyRvbdwwUqbtB2udjups,UNKNOWN,Unknown Token,solana,Unknown,2025-07-31T06:52:57.000Z,0.00240579,0.00168405,0.7000,-30.00,1.1612,10025,135,234
122,BJZHdnoeGAR7hyfQU2XVYUshk4ws7yDWCG6Goe5Apump,UNKNOWN,Unknown Token,solana,Unknown,2025-07-31T07:11:51.000Z,0.00009137,0.00006396,0.7000,-30.00,1.5749,10065,0,468
123,Dc7MmcyNbmbohGaZradmbyBgMHhf1Zegtfv8C5VBmoon,UNKNOWN,Unknown Token,solana,Unknown,2025-07-31T14:51:18.000Z,0.00003061,0.00002143,0.7000,-30.00,1.8166,10025,0,468
124,35Wfh9AtZoFvj1P7dqrM8S2Fp3vxH161Yw7jHKmtbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-07-31T16:44:42.000Z,0.00008575,0.00006003,0.7000,-30.00,1.5538,10035,75,234
125,HGL8ceyDesmctaWPjXEStfhtTPtrw8c1WQCPERxRbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-07-31T16:57:22.000Z,0.00002661,0.00001863,0.7000,-30.00,1.9263,10020,0,702
126,FG2BATCst1kGj63avozHvbtdysPgLEq4bnQKjPfe9gag,UNKNOWN,Unknown Token,solana,Unknown,2025-07-31T17:27:07.000Z,0.00073281,0.00051297,0.7000,-30.00,1.1641,10050,5,468
127,6pcSWu35Dw4qZjtcn1sdeSHXzxNaY3JVege6xn59DEpQ,UNKNOWN,Unknown Token,solana,Unknown,2025-07-31T18:17:10.000Z,0.00021395,0.00014977,0.7000,-30.00,1.4173,10060,25,234
128,yNdBHZXkU6R3dBXE7q5DFoDx5gBwnPDtbEFMSJsbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-07-31T21:10:31.000Z,0.00017540,0.00012278,0.7000,-30.00,1.4001,10065,125,234
129,CFE79emBnGNMtkbYSU39tv9eMH2i7uiVMscaerYxbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-07-31T21:35:46.000Z,0.00001653,0.00002232,1.3500,35.00,2.3020,10040,25,233
130,DeBS2EP46GxdffXBe16zrwzMV8cPECxnma2k9yn1pump,UNKNOWN,Unknown Token,solana,Unknown,2025-07-31T22:05:00.000Z,0.00008259,0.00005781,0.7000,-30.00,1.3513,10075,0,235
131,8zdFumGcK2iF8AcqfSEjaPX4NzPuP3Tyx7msnvcsBAGS,UNKNOWN,Unknown Token,solana,Unknown,2025-08-01T04:17:01.000Z,0.00044703,0.00031292,0.7000,-30.00,1.3409,10060,175,702
132,76HyhyHuHdm1VuvLSfBqorfCZN8sNRFHjccMdRksbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-01T05:41:45.000Z,0.00077111,0.00053977,0.7000,-30.00,1.2431,10035,10,234
133,4Z5b1Y8FrarrXeQxUpBenipQLyEWtfpdrStEGQwXbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-01T08:04:30.000Z,0.00005929,0.00004213,0.7105,-28.95,1.9053,10075,8695,468
134,CvbYok7aFZJXjBKrWeXsC42ejki5iWm9tSUdSGspbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-01T08:05:27.000Z,0.00002582,0.00005707,2.2100,121.00,8.6357,10070,195,468
135,6sHpReoVY896Bbm5HgTWZS9YQaaPnqkz5tiEBKoQbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-01T08:45:12.000Z,0.00004015,0.00002810,0.7000,-30.00,1.1481,10030,5,234
136,8Ejzgzic8ubyoARqXjJX6S2mYkGxiKHJx5rb5feBbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-01T08:46:37.000Z,0.00014061,0.00031075,2.2100,121.00,5.1416,10030,195,234
137,CAaJsFvMDct5xreXn4km1PqPtVu1dJGN7Fwpq6fsbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-01T09:48:50.000Z,0.00002129,0.00001491,0.7000,-30.00,1.6036,10030,60,468
138,FD6vGnA4iewV1B6TVo7e6MApusSreE2sBY3LWj5Bbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-01T09:49:21.000Z,0.00003621,0.00017342,4.7893,378.93,11.2757,970,970,234
139,6Z57FTQkvDo1er1zqf41BRTM4Z2X2Uy4eEA6YUW8bonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-01T10:35:56.000Z,0.00018502,0.00012952,0.7000,-30.00,1.0853,10040,5,468
140,5uEduS1nkyE2QW1oEZei2pnCN3oym4ziaZ143A7Jbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-01T15:03:52.000Z,0.00042212,0.00029548,0.7000,-30.00,1.1834,10075,0,936
141,3MwfC8upr8dWxFfTKNZTk4SWfHa8Vx6XE6VCCZYbbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-01T15:45:00.000Z,0.00015846,0.00021392,1.3500,35.00,3.6681,10035,435,705
142,AyEh5KYkERK28YPxWJbdkMBYW82DwKru2knKUaqjbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-01T16:11:15.000Z,0.00010584,0.00007409,0.7000,-30.00,1.9138,10065,0,468
143,CCN7e5RHirQqreE98g82NMTtVfwQP7LapHVXkeMSbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-01T21:32:11.000Z,0.00003432,0.00002403,0.7000,-30.00,1.0609,10045,0,234
144,Chej44txif3EP38M5VmWgeW1VD5qDmgqqf9Cx763pump,UNKNOWN,Unknown Token,solana,Unknown,2025-08-01T21:56:29.000Z,0.00011443,0.00008010,0.7000,-30.00,1.3847,10020,4200,468
145,76jtf8RVt6e8aMfVRvYXoV2iBggqMXotEyUjmAHdjups,UNKNOWN,Unknown Token,solana,Unknown,2025-08-02T01:13:10.000Z,0.00014778,0.00010345,0.7000,-30.00,1.3746,10065,5,1404
146,DpFkEmSqYBd2vq1yPHa2awRGwYT55ksAczpF9YepBAGS,UNKNOWN,Unknown Token,solana,Unknown,2025-08-02T09:05:30.000Z,0.00032073,0.00022451,0.7000,-30.00,1.3559,10070,530,234
147,6W7oWHbWvNceicjqtaVzeRkRpiXBcmbNZx6mNtmYbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-02T09:05:43.000Z,0.00001614,0.00001130,0.7000,-30.00,1.8400,10070,10,468
148,3HfUQ15BzrTZwePWC69eumREV2cyyH3753SkgXJqBAGS,UNKNOWN,Unknown Token,solana,Unknown,2025-08-02T09:52:21.000Z,0.00003434,0.00002404,0.7000,-30.00,1.2162,10025,0,468
149,Bb5BKNzKtkRM9zeEdc5ojkPgYKr5GsuMzBeGktn2bonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-02T09:53:47.000Z,0.00009456,0.00006619,0.7000,-30.00,1.2742,10025,665,468
150,AVXvi73TrnRtScxzkNBxvth9uy8dHUrjaZoDwgzsbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-02T10:35:29.000Z,0.00002285,0.00003085,1.3500,35.00,4.9508,10040,190,468
151,FxsVw7C2bseKiAdJmQ8qQ2uSVNnwnzw8ceceD3Exbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-02T10:35:52.000Z,0.00013793,0.00009655,0.7000,-30.00,1.0417,10040,5,702
152,7hZmPPkBDYbFpvzQW54sX3DQHQjEVsVcCFRWsvCdbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-02T11:33:00.000Z,0.00943472,0.02429381,2.5749,157.49,5.3974,10045,5485,936
153,9mAnyxAq8JQieHT7Lc47PVQbTK7ZVaaog8LwAbFzBAGS,UNKNOWN,Unknown Token,solana,Unknown,2025-08-02T11:56:04.000Z,0.00187315,0.00252875,1.3500,35.00,2.9878,10020,600,2323
154,CwxXrctZ9cR4RzFy2vzZUcbCgG2TUncwwjS59Bymbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-02T11:59:14.000Z,0.00047083,0.00063561,1.3500,35.00,2.5606,10020,285,458
155,CRwmobXLTLW6n4UojXdnzz3h3RtLYM65K1xT76fLbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-02T13:49:10.000Z,0.00000458,0.00000459,1.0015,0.15,1.4813,10030,0,234
156,FQt3RH31JCPXvVaXKc1uZACbshjYvvBfaqST4465bonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-02T13:49:40.000Z,0.00002465,0.00001725,0.7000,-30.00,1.8881,10030,80,468
157,BKZ1bkVGAasKZzwcahL5L8t1M7ofmx7VJ5PyPfHtbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-02T14:14:42.000Z,0.00030916,0.00021641,0.7000,-30.00,1.1781,10065,5,234
158,FHcTwp9EG3x3huWUubpDvD5oJXeyV27iyEaZUpmSbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-02T14:16:40.000Z,0.00027101,0.00018971,0.7000,-30.00,1.2000,10060,40,1170
159,7oawrhJeQMQXGos1MvhxYk7kvTFqxuVRseNGXugXjups,UNKNOWN,Unknown Token,solana,Unknown,2025-08-02T14:59:07.000Z,0.00003749,0.00002624,0.7000,-30.00,1.8751,10020,145,234
160,7MdF6aSLRaHnnM5L7psNfLnzAZMcxU4HVeXNmorPbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-02T16:22:44.000Z,0.00018624,0.00025143,1.3500,35.00,2.7349,10055,105,612
161,6xUYNCTUSAWDz7DThjJ2GoyqBA4g8mCgBvM6cYKXbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-02T21:24:26.000Z,0.00046216,0.00062392,1.3500,35.00,3.9001,10055,455,234
162,JD5GYKm5dQ7JbTagEvddDuk671VzZdGtDpQt2MM6y8RH,UNKNOWN,Unknown Token,solana,Unknown,2025-08-02T22:15:21.000Z,0.00004441,0.00005995,1.3500,35.00,2.1065,10060,120,936
163,D3zXqfy4NdNBHebaKvNAGpEj37ufU88C9hYxojGNwE8T,UNKNOWN,Unknown Token,solana,Unknown,2025-08-03T00:21:55.000Z,0.00017050,0.00011935,0.7000,-30.00,1.2861,10055,0,468
164,6nffcHwVjNvWpqw7w8CfQ87fMNcuVZkACvCsjTbFbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-03T06:54:31.000Z,0.00003175,0.00002223,0.7000,-30.00,1.5098,10025,15,234
165,9a5DxpveEUcPKjcULbHU1YMDq5FwUZFtPLxw6YRGBAGS,UNKNOWN,Unknown Token,solana,Unknown,2025-08-03T09:45:59.000Z,0.00012984,0.00009089,0.7000,-30.00,1.2278,10030,5,702
166,4mBcjaaKz1pMhV3fweczib4cf2sZixytSYntxw6pbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-03T11:07:16.000Z,0.00001874,0.00001311,0.7000,-30.00,1.3623,10070,10,234
167,8cNRL9gfQgg4N4wpVZy3o11ahUmUYHAd5KJPvXKmbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-03T12:03:40.000Z,0.00006976,0.00033467,4.7976,379.76,11.3942,60,60,702
168,FbgKUVrJRAJP4JFmtBThwccTCb6TKdSi28BbPQbrbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-03T12:03:45.000Z,0.00008313,0.00005819,0.7000,-30.00,1.8284,10075,30,229
169,H3xf2oWYPP4hNFckPiXjpFj9UzMhLWapxZAorK4dbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-03T13:01:52.000Z,0.00002847,0.00003844,1.3500,35.00,2.2037,10075,170,234
170,7ELT9VdXF7N1yPHZZf76FrckLgkFvHvNN3j9wYs7bonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-03T15:03:07.000Z,0.00001341,0.00001037,0.7731,-22.69,1.3272,10075,240,1404
171,6RVSfgQgRPvqjjzD5UFnhZZAQE8oJYQXHuEmZSkvbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-03T15:28:28.000Z,0.00002650,0.00001855,0.7000,-30.00,1.8923,10050,40,229
172,J4tCPkvvBZ9QuXdqDogez7K8RsnCTsT73LqSHvf1bonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-03T19:10:57.000Z,0.00007095,0.00009578,1.3500,35.00,2.1295,10065,0,702
173,J3u73qgyeuaeunH1uwsT6QLFa24YNeZSjSEdCjAebonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-03T20:42:07.000Z,0.00045202,0.00099896,2.2100,121.00,6.3435,10035,1215,234
174,2rY6pFwrtFqRFsUZR5QUbjYmJATSsvuWVPQqbcM4bonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-03T22:20:22.000Z,0.00012078,0.00016305,1.3500,35.00,2.2643,10055,40,440
175,7VYXBSQa79BuBrutcdKMXJodT8TLS7aDv6chaF3sbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-03T22:50:11.000Z,0.00243182,0.00170227,0.7000,-30.00,1.4682,10025,1145,702
176,HBsbZz9hvxzi3EnCYWLLwvMPWgV4aeC74mEdvTg9bonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-03T23:49:33.000Z,0.00257404,0.00180183,0.7000,-30.00,1.1644,10030,165,936
177,CY2k3sedfk8x3ejAYFcYp4krzoPvpxk6y8ejRywUbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-04T07:55:10.000Z,0.00043026,0.00058085,1.3500,35.00,2.3040,10020,720,234
178,BWyTW2sqbyJwZWWgCcZCEEzLxqauXGeEwgoighhKbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-04T08:13:35.000Z,0.00021651,0.00015155,0.7000,-30.00,1.0756,10065,10,468
179,H8xQ6poBjB9DTPMDTKWzWPrnxu4bDEhybxiouF8Ppump,UNKNOWN,Unknown Token,solana,Unknown,2025-08-04T08:13:54.000Z,0.02362052,0.05039681,2.1336,113.36,3.0082,10065,9705,468
180,5Ste2CMTfyJt2eu1uFYLKrZXTLpAfQ5JEqem2eTjjups,UNKNOWN,Unknown Token,solana,Unknown,2025-08-04T08:37:26.000Z,0.00131718,0.00092203,0.7000,-30.00,1.4425,10040,250,1170
181,F3dKFP3LsroDVLWmQtpyTHLpsMumfCNDBnU5e4gSbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-04T08:44:04.000Z,0.00000006,0.00000009,1.3500,35.00,4.4147,10035,275,234
182,8KRJnbxMbJ7Bhi2NB4bP5FecXAUbD64mKe7p6ZPKbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-04T08:46:41.000Z,0.00013004,0.00009103,0.7000,-30.00,1.5391,10030,25,234
183,CSiLxHNvXKcEgF8S9Ymd23UkXspenuweTepyzaUnbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-04T09:04:43.000Z,0.00010250,0.00013838,1.3500,35.00,3.8317,10075,355,234
184,274McmYF2ZCHhas7yXx66B5chNRprDuqeDA2gmi5bonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-04T09:49:42.000Z,0.00013128,0.00009190,0.7000,-30.00,1.2248,10030,30,234
185,Cyq8R8jBaZtwCRR4UkjEsXmdEbQB3jmkvhoSRELGdYCy,UNKNOWN,Unknown Token,solana,Unknown,2025-08-04T10:29:19.000Z,0.00000566,0.00000930,1.6422,64.22,4.3695,10050,1530,440
186,6ieMTp3XMjtLUGzzqEwekdgPCgBt9aW8nAE6uhuBBAGS,UNKNOWN,Unknown Token,solana,Unknown,2025-08-04T10:29:39.000Z,0.00080517,0.00108698,1.3500,35.00,2.5736,10050,390,926
187,G4zwEA9NSd3nMBbEj31MMPq2853Brx2oGsKzex3ebonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-04T11:15:05.000Z,0.02273397,0.01591378,0.7000,-30.00,1.0884,10060,880,234
188,4gJpaA4vwtNdjrcAyACL5H1PFB57HtJKBGKdar8tbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-04T11:23:19.000Z,0.00028278,0.00038175,1.3500,35.00,2.3528,10055,10,699
189,H4d1qh5avAiqnwwDR6FNneXaQBP7eKdq1eZC6yEWbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-04T16:22:10.000Z,0.00008184,0.00005729,0.7000,-30.00,1.7037,10055,5,936
190,GvhKJQGSLsPN49AM4cHS6YSDZysPmP5zq3E3Shwubonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-04T18:52:31.000Z,0.00093512,0.00126242,1.3500,35.00,2.9016,10025,365,179
191,5mMrEEDRyFutXr7GB4NdJLkhRDQzrK5VC9Qc3Tr8bonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-04T19:26:00.000Z,0.00136361,0.00184087,1.3500,35.00,2.9941,10050,2610,468
192,a4WcyMS183n6anrtQ5r9i4YVX2VuT7b2h3NywnEBAGS,UNKNOWN,Unknown Token,solana,Unknown,2025-08-04T21:23:11.000Z,0.00199611,0.00269475,1.3500,35.00,2.5919,10055,120,234
193,5x5SWAsiaDxpfGhgXHYSoLvQ3HJhkdQJxqtg1FhFbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-04T22:26:10.000Z,0.00018366,0.00040588,2.2100,121.00,5.0684,10050,190,832
194,AgesBs5V4oHUr6hCyGoCv42g3Eqt6Ppug7VAR6Drbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-05T07:05:32.000Z,0.00006394,0.00004476,0.7000,-30.00,1.0823,10070,0,702
195,5apuER29jSaa4AFwQC3pxZspKWCLYmy3Nu4hSNnhBAGS,UNKNOWN,Unknown Token,solana,Unknown,2025-08-05T07:23:19.000Z,0.00006804,0.00004763,0.7000,-30.00,1.5354,10055,2015,234
196,5umdEnYVe9c7YsGWzBAW1xbBGYDF6BwW8qruFmmPbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-05T07:31:04.000Z,0.00048560,0.00127145,2.6183,161.83,3.8543,10020,9900,840
197,5zCETicUCJqJ5Z3wbfFPZqtSpHPYqnggs1wX7ZRpump,UNKNOWN,Unknown Token,solana,Unknown,2025-08-05T08:09:46.000Z,0.00033195,0.00157752,4.7523,375.23,10.7468,125,115,4164
198,BVkeBLQVhKyX6km1qDuMZr2tmhyiespWAWwLhevGbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-05T08:10:02.000Z,0.00037129,0.00025990,0.7000,-30.00,1.2617,10065,5,234
199,E4UXzztPWk4PqRk1qjeJj8V2kZe949RWnjWXT5arBAGS,UNKNOWN,Unknown Token,solana,Unknown,2025-08-05T10:48:13.000Z,0.00001761,0.00001233,0.7000,-30.00,1.5385,10030,25,234
200,5UUH9RTDiSpq6HKS6bp4NdU9PNJpXRXuiw6ShBTBhgH2,UNKNOWN,Unknown Token,solana,Unknown,2025-08-05T11:44:36.000Z,0.11614992,0.19897748,1.7131,71.31,2.2275,10035,5595,679
201,7oLWGMuGbBm9uwDmffSdxLE98YChFAH1UdY5XpKYLff8,UNKNOWN,Unknown Token,solana,Unknown,2025-08-05T11:46:03.000Z,0.00210546,0.00465307,2.2100,121.00,5.3769,10030,1510,465
202,uUN1ySW19cqMMPGfKGaKnL9zheGM7hzJBBzgN1nbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-05T12:26:29.000Z,0.00026539,0.00035828,1.3500,35.00,2.5820,10050,25,702
203,KF4tAgH8C53RRftNkcntTB3o6fNsaqkhCn25g4ibonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-05T14:13:37.000Z,0.00003429,0.00002400,0.7000,-30.00,1.2663,10065,5,234
204,C8TAiQvkW5PVHwaEtyafAyEEqT8wgnAYAa8goHfKbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-05T14:50:49.000Z,0.00009578,0.00006705,0.7000,-30.00,1.2257,10025,0,234
205,5WRnnntsH6DVTwz3uzDFS5W6hhosYL3TsBZeV9Nybonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-05T15:24:49.000Z,0.00021283,0.00014898,0.7000,-30.00,1.4058,10055,5,468
206,AnG3T82wtAHvxbTGRD85Mhac48cMuLV93fqsr5VRpump,UNKNOWN,Unknown Token,solana,Unknown,2025-08-05T16:25:02.000Z,0.00013774,0.00009642,0.7000,-30.00,1.5432,10050,0,468
207,E2gYJLgwup3DPaqYDXKj4kfHb6n4PR2CQyrvt6a2bonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-05T19:06:18.000Z,0.00003711,0.00005010,1.3500,35.00,3.3661,10070,0,234
208,DHNfLi9ad4L9ebZZ6MPcmJbezBcs5ksCx9JFFf1LmF2N,UNKNOWN,Unknown Token,solana,Unknown,2025-08-05T20:27:30.000Z,0.00021490,0.00015043,0.7000,-30.00,1.3615,10050,0,936
209,5ghpHpgiew7WuuKY1f3CSMgGHmDiZUeMjZrgDrfzBAGS,UNKNOWN,Unknown Token,solana,Unknown,2025-08-05T20:52:24.000Z,0.00158346,0.00110842,0.7000,-30.00,1.1976,10025,4805,1404
210,BXhVjDNucDJP2B8hZZbK4YtaVLjLdQ1PtW1ATcKrbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-05T20:53:07.000Z,0.00059726,0.00080630,1.3500,35.00,3.5048,10075,2395,4032
211,DQ4wBK1LoZwhahx18GuDTDCwbFZ8ZfFV3VSk3V3bBAGS,UNKNOWN,Unknown Token,solana,Unknown,2025-08-05T22:43:23.000Z,0.00016971,0.00028000,1.6498,64.98,2.7283,10035,0,234
212,EjWSrRg4uAYFcoz3gfKc5jMQ82xuoNpysMMY8xDApump,UNKNOWN,Unknown Token,solana,Unknown,2025-08-06T01:27:19.000Z,0.00005542,0.00007481,1.3500,35.00,2.2203,10050,0,234
213,AbCf8RWkcCZFW2ckZcwUcSBYFf2AmN9fxVXn4Kscpump,UNKNOWN,Unknown Token,solana,Unknown,2025-08-06T02:17:57.000Z,0.00019836,0.00013885,0.7000,-30.00,1.1616,10060,0,234
214,DqKym6x8pGN35evcEdZSYtvGwyBkhuvxAp36nN2qbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-06T02:33:38.000Z,0.00017539,0.00023678,1.3500,35.00,2.7033,10045,45,234
215,48pUu784zSCHhKzrJYuWrVK8fG48pdXqFGnFmmeYpump,UNKNOWN,Unknown Token,solana,Unknown,2025-08-06T07:10:56.000Z,0.00004087,0.00002861,0.7000,-30.00,1.5095,10065,0,468
216,DHkDcFrtSPGQTTBaMknw4NCQwuFhhoAyiNihekPopump,UNKNOWN,Unknown Token,solana,Unknown,2025-08-06T08:46:32.000Z,0.00004649,0.00003254,0.7000,-30.00,1.5120,10030,0,702
217,8j5AbN6wRk4Ru7bAYBL3qCtuftMijWKQFeFZz14vbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-06T09:25:45.000Z,0.00050850,0.00035595,0.7000,-30.00,1.6205,10050,5,234
218,S18u9ZsJfnSjbHxhK5rEGLAehAdwSprCiR1if74bonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-06T10:19:27.000Z,0.00004679,0.00006316,1.3500,35.00,2.3639,10060,15,234
219,ArzbUA9b1dq47j4RaFR728Fxkvb5hDBDLd7GJtwWpump,UNKNOWN,Unknown Token,solana,Unknown,2025-08-06T10:26:02.000Z,0.00006350,0.00004445,0.7000,-30.00,1.9504,10050,0,1170
220,AGF2AW8nosA9rDxgfkHpqN5tTxoqBPreS5MqhRxxzg6i,UNKNOWN,Unknown Token,solana,Unknown,2025-08-06T13:31:41.000Z,0.00030318,0.00021222,0.7000,-30.00,1.3573,10045,25,468
221,AXHes4cWBQSyS43cnkK4jQKVFbwgUuoMf4CKuEispump,UNKNOWN,Unknown Token,solana,Unknown,2025-08-06T13:55:51.000Z,0.00006107,0.00004275,0.7000,-30.00,1.9250,10020,0,468
222,23bhHZcc6Zs4j7C17Lxw77a48jhNnVvoMERS4N9opump,UNKNOWN,Unknown Token,solana,Unknown,2025-08-06T17:12:14.000Z,0.00043598,0.00030518,0.7000,-30.00,1.3248,10065,15,468
223,GePJLhJipCo2M1FZtNe2WzHBz6JGDRGoSzkt9V1epump,UNKNOWN,Unknown Token,solana,Unknown,2025-08-06T17:22:58.000Z,0.00000675,0.00000912,1.3500,35.00,2.0963,10055,7175,936
224,347k5f1WLRYe81roRcLBWDR6k3eCRunaqetQPW6pbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-06T17:29:03.000Z,0.01268084,0.00887659,0.7000,-30.00,1.2034,10050,15,702
225,7N8DAjVAavYGTGHdT2uQ2pGpPNRs9tvZTiPvVMKSpump,UNKNOWN,Unknown Token,solana,Unknown,2025-08-06T17:50:38.000Z,0.00012186,0.00016451,1.3500,35.00,2.8653,10025,50,468
226,Gkc6Ni7ECMxxTouZRAXCzbHzZ7gK99eyyk9oFyj3pump,UNKNOWN,Unknown Token,solana,Unknown,2025-08-06T23:05:40.000Z,0.00022761,0.00015932,0.7000,-30.00,1.1900,10070,15,234
227,7RJZhL31JHg2KCEp1gwQYdMGjNQfsiZavGGpAhYVbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-07T00:20:37.000Z,0.00019228,0.00042495,2.2100,121.00,7.0098,10055,815,234
228,8Ga7ExC7toM9v1PqCB8jjKRTKqiYqQGLCua2VnXdbonk,UNKNOWN,Unknown Token,solana,Unknown,2025-08-07T00:27:41.000Z,0.00115376,0.00155757,1.3500,35.00,4.7258,10075,385,4032
229,CwxpxogzemFisgDZDELy8nfnCZvfsYpojwpEWvWPpump,UNKNOWN,Unknown Token,solana,Unknown,2025-08-07T00:27:57.000Z,0.00005448,0.00025843,4.7435,374.35,10.6214,80,80,702
230,ES9r51Qhk19YKoJxtDsuZeDqGsAFP7y3ggA8e8jkpump,UNKNOWN,Unknown Token,solana,Unknown,2025-08-07T00:57:52.000Z,0.00020885,0.00028194,1.3500,35.00,2.0972,10020,20,468
231,83xk8Zz5nwq5W6RkEPJLwPL9rr951xt8XjSDha9irzK5,UNKNOWN,Unknown Token,solana,Unknown,2025-08-07T06:46:23.000Z,0.00001296,0.00006168,4.7597,375.97,10.8531,7390,7390,1170
232,AXAEjYZYMitWgXw6xy5zfCeQ2UvsViShmMgxL1Bfpump,UNKNOWN,Unknown Token,solana,Unknown,2025-08-07T07:37:18.000Z,0.00013113,0.00009179,0.7000,-30.00,1.7534,10040,30,1344
233,G2ajLzpiW6tPvRqdjz6QfFKyArrh7zh66Zi1rmoppump,UNKNOWN,Unknown Token,solana,Unknown,2025-08-07T07:38:47.000Z,0.00018615,0.00091439,4.9122,391.22,13.0310,170,170,934
234,Bp82EkS16Wd5jsw3AZbwL7XYwe2nMFVeUmmDmmbapump,UNKNOWN,Unknown Token,solana,Unknown,2025-08-07T07:44:58.000Z,0.00024832,0.00017382,0.7000,-30.00,1.4162,10035,795,468
