Timestamp,DateTime,Open,High,Low,Close,Volume
1758979200000,2025-09-27T13:20:00.000Z,0.00000603950996626476,0.000022760136652577704,0.00000603950996626476,0.00002087933976393569,1833418882.2322676
1758979500000,2025-09-27T13:25:00.000Z,0.00002087933976393569,0.00004843318667101701,0.000017558958487958497,0.000042282085281094326,1192921182.9473207
1758979800000,2025-09-27T13:30:00.000Z,0.000042282085281094326,0.000060715692781757326,0.000035054667690136063,0.00005854759441151425,405635716.59173334
1758980100000,2025-09-27T13:35:00.000Z,0.00005854759441151425,0.00006286102281669891,0.000052271062559215723,0.000055492388577657535,243036568.32881138
1758980400000,2025-09-27T13:40:00.000Z,0.000055492388577657535,0.00005962761996789488,0.00003571997479239585,0.00004062376867590832,444407669.68213904
1758980700000,2025-09-27T13:45:00.000Z,0.00004062376867590832,0.00004065861142443782,0.000023669494004783413,0.000036117488126155286,656755973.3133931
1758981000000,2025-09-27T13:50:00.000Z,0.000036117488126155286,0.00004141867231837967,0.000029999816447412765,0.00004025015344417422,206656021.29581693
1758981300000,2025-09-27T13:55:00.000Z,0.00004025015344417422,0.00004092292258436121,0.000025529798727639125,0.000027986796492673532,245219442.75964463
1758981600000,2025-09-27T14:00:00.000Z,0.000027986796492673532,0.00003590448042451904,0.000022869304287505153,0.000025502784553053106,372947748.42994195
1758981900000,2025-09-27T14:05:00.000Z,0.000025502784553053106,0.000025502784553053106,0.000017261162387998945,0.000023135060779739587,342816723.3208036
1758982200000,2025-09-27T14:10:00.000Z,0.000023135060779739587,0.000025646872365839934,0.000020453712035999842,0.00002308484245655387,235784995.49591523
1758982500000,2025-09-27T14:15:00.000Z,0.00002308484245655387,0.00002393267401278169,0.000020578965373823448,0.000022491060550668793,106140528.67283365
1758982800000,2025-09-27T14:20:00.000Z,0.000022491060550668793,0.00003466791086601755,0.000022040161691992748,0.00003466791086601755,199667974.51296964
1758983100000,2025-09-27T14:25:00.000Z,0.00003466791086601755,0.000039970664484142194,0.00003228295780568815,0.000039970664484142194,190675363.0413268
1758983400000,2025-09-27T14:30:00.000Z,0.000039970664484142194,0.00004002730267967377,0.000024635672948515194,0.000024753341243955204,241256567.80322462
1758983700000,2025-09-27T14:35:00.000Z,0.000024753341243955204,0.000026112649845098987,0.00002176379378577676,0.00002337048441638097,152005497.45391837
1758984000000,2025-09-27T14:40:00.000Z,0.00002337048441638097,0.000023497923592512856,0.000019164679744148855,0.000019719359521627867,130523961.97651592
1758984300000,2025-09-27T14:45:00.000Z,0.000019719359521627867,0.000020928458426205268,0.000019016761156762045,0.000019494539323209427,91206904.81924644
1758984600000,2025-09-27T14:50:00.000Z,0.000019494539323209427,0.00002168687012073707,0.000018290651586521883,0.00002168687012073707,67169413.92553033
1758984900000,2025-09-27T14:55:00.000Z,0.00002168687012073707,0.00008329592084088143,0.000021187197518741755,0.00008329592084088143,904831232.8502227
1758985200000,2025-09-27T15:00:00.000Z,0.00008329592084088143,0.00010534434251528504,0.00005612072342551561,0.00009848986252444663,902812592.4260298
1758985500000,2025-09-27T15:05:00.000Z,0.00009848986252444663,0.00018228930951525167,0.00009288398623332894,0.0001506210004093883,900423388.9026102
1758985800000,2025-09-27T15:10:00.000Z,0.0001506210004093883,0.00022155310281674585,0.0001437135366149691,0.00017022452563339647,674777969.9501016
1758986100000,2025-09-27T15:15:00.000Z,0.00017022452563339647,0.00020276306826031326,0.00012033227826441773,0.00014279114155387403,504951118.3592536
