TradeNumber,AlertTime,PnL,PositionSize,TradeReturn,PortfolioBefore,PortfolioAfter,MovingAvgPortfolio
95,2025-08-04T08:37:26.000Z,1.036619,15.24,3.66,155.08,155.64,152.36
96,2025-08-04T11:15:39.000Z,1.814681,15.32,81.47,155.64,168.12,153.21
97,2025-08-04T16:22:10.000Z,1.846464,15.58,84.65,168.12,181.31,155.84
98,2025-08-04T19:26:00.000Z,0.875268,16.06,-12.47,181.31,179.31,160.63
99,2025-08-04T20:09:58.000Z,0.875022,16.43,-12.50,179.31,177.25,164.29
100,2025-08-04T22:54:08.000Z,1.009561,16.74,0.96,177.25,177.41,167.42
101,2025-08-05T08:09:46.000Z,0.800000,17.06,-20.00,177.41,174.00,170.59
102,2025-08-05T11:44:36.000Z,1.096989,17.33,9.70,174.00,175.68,173.29
103,2025-08-05T15:07:33.000Z,0.822882,17.62,-17.71,175.68,172.56,176.16
104,2025-08-05T19:05:28.000Z,1.024536,17.68,2.45,172.56,173.00,176.79
105,2025-08-05T20:27:30.000Z,0.922269,17.56,-7.77,173.00,171.63,175.60
106,2025-08-05T20:52:24.000Z,0.800000,17.45,-20.00,171.63,168.14,174.51
107,2025-08-06T08:04:04.000Z,0.983435,17.32,-1.66,168.14,167.85,173.20
108,2025-08-06T10:26:02.000Z,0.990248,17.18,-0.98,167.85,167.69,171.84
109,2025-08-07T06:30:51.000Z,1.501368,17.09,50.14,167.69,176.26,170.94
110,2025-08-07T06:46:23.000Z,0.955172,17.10,-4.48,176.26,175.49,171.02
111,2025-08-07T13:02:39.000Z,1.763656,17.14,76.37,175.49,188.58,171.44
112,2025-08-07T14:33:15.000Z,0.992108,17.37,-0.79,188.58,188.45,173.66
113,2025-08-07T16:42:56.000Z,0.850316,17.61,-14.97,188.45,185.81,176.07
114,2025-08-07T22:53:02.000Z,0.986948,17.86,-1.31,185.81,185.58,178.59
115,2025-08-07T22:59:21.000Z,0.800000,18.11,-20.00,185.58,181.95,181.12
116,2025-08-08T07:33:56.000Z,0.903784,18.32,-9.62,181.95,180.19,183.16
117,2025-08-08T10:39:41.000Z,1.025368,18.37,2.54,180.19,180.66,183.72
118,2025-08-08T17:03:51.000Z,0.810021,18.45,-19.00,180.66,177.15,184.46
119,2025-08-09T00:18:29.000Z,0.800000,18.28,-20.00,177.15,173.50,182.83
120,2025-08-09T08:04:56.000Z,1.015532,18.07,1.55,173.50,173.78,180.69
121,2025-08-09T13:56:29.000Z,0.991668,17.90,-0.83,173.78,173.63,178.97
122,2025-08-09T14:09:20.000Z,1.249235,17.73,24.92,173.63,178.05,177.27
123,2025-08-09T17:27:56.000Z,0.975386,17.67,-2.46,178.05,177.61,176.71
124,2025-08-09T22:50:09.000Z,0.983633,17.63,-1.64,177.61,177.32,176.34
125,2025-08-10T07:01:13.000Z,0.978687,17.59,-2.13,177.32,176.95,175.86
126,2025-08-10T07:49:07.000Z,0.990261,17.58,-0.97,176.95,176.78,175.83
127,2025-08-10T09:10:48.000Z,1.079970,17.63,8.00,176.78,178.19,176.30
128,2025-08-10T13:05:18.000Z,1.030387,17.69,3.04,178.19,178.73,176.93
129,2025-08-10T18:31:15.000Z,0.962936,17.77,-3.71,178.73,178.07,177.66
130,2025-08-10T22:12:54.000Z,1.020230,17.77,2.02,178.07,178.43,177.66
131,2025-08-11T08:28:04.000Z,1.047717,17.78,4.77,178.43,179.27,177.78
132,2025-08-11T12:58:20.000Z,1.025876,17.81,2.59,179.27,179.74,178.06
133,2025-08-11T17:27:14.000Z,0.941762,17.85,-5.82,179.74,178.70,178.46
134,2025-08-12T03:40:01.000Z,0.872997,17.87,-12.70,178.70,176.43,178.73
135,2025-08-12T10:27:26.000Z,1.466425,17.85,46.64,176.43,184.75,178.48
136,2025-08-12T11:55:24.000Z,0.975840,17.93,-2.42,184.75,184.32,179.34
137,2025-08-12T14:36:50.000Z,1.000000,18.02,0.00,184.32,184.32,180.23
138,2025-08-12T17:35:55.000Z,0.800000,18.11,-20.00,184.32,180.70,181.07
139,2025-08-12T22:20:07.000Z,0.977590,18.13,-2.24,180.70,180.29,181.28
140,2025-08-12T23:10:13.000Z,1.200439,18.14,20.04,180.29,183.92,181.36
141,2025-08-13T21:42:39.000Z,0.910984,18.21,-8.90,183.92,182.30,182.10
142,2025-08-14T02:21:42.000Z,0.999244,18.29,-0.08,182.30,182.29,182.94
143,2025-08-14T15:03:04.000Z,0.800000,18.26,-20.00,182.29,178.64,182.59
144,2025-08-14T17:40:16.000Z,0.946077,18.18,-5.39,178.64,177.66,181.78
145,2025-08-14T20:08:17.000Z,0.800000,18.08,-20.00,177.66,174.04,180.83
146,2025-08-14T22:05:51.000Z,0.890284,17.99,-10.97,174.04,172.07,179.88
147,2025-08-15T18:35:49.000Z,1.157782,17.87,15.78,172.07,174.89,178.70
148,2025-08-16T08:42:38.000Z,1.016633,17.74,1.66,174.89,175.18,177.41
149,2025-08-16T12:27:06.000Z,0.800000,17.64,-20.00,175.18,171.65,176.40
150,2025-08-16T16:11:18.000Z,0.905571,17.49,-9.44,171.65,170.00,174.88
151,2025-08-16T16:54:33.000Z,1.345471,17.36,34.55,170.00,176.00,173.64
152,2025-08-16T18:37:43.000Z,0.958359,17.34,-4.16,176.00,175.28,173.41
153,2025-08-16T18:39:11.000Z,1.284536,17.36,28.45,175.28,180.22,173.58
154,2025-08-16T23:18:28.000Z,1.172805,17.47,17.28,180.22,183.24,174.75
155,2025-08-17T10:09:49.000Z,0.800000,17.59,-20.00,183.24,179.72,175.94
156,2025-08-17T19:51:44.000Z,0.852115,17.66,-14.79,179.72,177.11,176.59
157,2025-08-17T23:36:28.000Z,1.004999,17.74,0.50,177.11,177.20,177.37
158,2025-08-18T01:12:36.000Z,1.223139,17.84,22.31,177.20,181.18,178.40
159,2025-08-18T02:55:26.000Z,1.125710,17.91,12.57,181.18,183.43,179.13
160,2025-08-18T11:20:52.000Z,0.800000,18.03,-20.00,183.43,179.82,180.30
161,2025-08-18T15:11:27.000Z,1.046497,18.02,4.65,179.82,180.66,180.24
162,2025-08-18T19:56:35.000Z,0.871323,17.99,-12.87,180.66,178.35,179.87
163,2025-08-19T04:08:32.000Z,1.063029,17.97,6.30,178.35,179.48,179.68
164,2025-08-19T04:22:34.000Z,0.909355,18.00,-9.06,179.48,177.85,180.02
165,2025-08-19T13:24:27.000Z,0.800000,18.01,-20.00,177.85,174.25,180.11
166,2025-08-19T13:52:43.000Z,0.963507,17.91,-3.65,174.25,173.59,179.12
167,2025-08-19T19:15:57.000Z,1.021125,17.77,2.11,173.59,173.97,177.71
168,2025-08-19T20:04:16.000Z,1.108656,17.69,10.87,173.97,175.89,176.88
169,2025-08-19T23:20:43.000Z,1.064778,17.62,6.48,175.89,177.03,176.20
170,2025-08-19T23:24:45.000Z,0.964773,17.60,-3.52,177.03,176.41,176.01
171,2025-08-20T00:01:19.000Z,1.146529,17.56,14.65,176.41,178.98,175.57
172,2025-08-20T07:36:33.000Z,0.989635,17.57,-1.04,178.98,178.80,175.73
173,2025-08-20T08:27:01.000Z,1.018332,17.64,1.83,178.80,179.12,176.38
174,2025-08-20T11:51:46.000Z,0.932654,17.72,-6.73,179.12,177.93,177.17
175,2025-08-20T13:15:34.000Z,1.063998,17.77,6.40,177.93,179.07,177.74
176,2025-08-20T14:43:50.000Z,1.264892,17.82,26.49,179.07,183.79,178.19
177,2025-08-20T14:51:51.000Z,1.652685,17.92,65.27,183.79,195.48,179.16
178,2025-08-20T16:48:40.000Z,1.033053,18.19,3.31,195.48,196.08,181.88
179,2025-08-20T16:49:50.000Z,0.894990,18.43,-10.50,196.08,194.15,184.33
180,2025-08-20T17:33:38.000Z,0.966587,18.65,-3.34,194.15,193.52,186.52
181,2025-08-20T18:22:43.000Z,0.993970,18.86,-0.60,193.52,193.41,188.58
182,2025-08-20T18:40:07.000Z,0.800000,19.08,-20.00,193.41,189.60,190.79
183,2025-08-20T18:40:30.000Z,1.006642,19.23,0.66,189.60,189.72,192.29
184,2025-08-22T13:45:04.000Z,0.821753,19.31,-17.82,189.72,186.28,193.14
185,2025-08-22T15:10:27.000Z,1.144028,19.18,14.40,186.28,189.04,191.82
186,2025-08-22T17:59:13.000Z,0.900911,19.08,-9.91,189.04,187.15,190.82
187,2025-08-22T20:49:08.000Z,1.073430,18.98,7.34,187.15,188.55,189.82
188,2025-08-23T11:51:57.000Z,1.478934,18.91,47.89,188.55,197.60,189.11
189,2025-08-23T14:27:31.000Z,0.910877,18.97,-8.91,197.60,195.91,189.71
190,2025-08-24T12:12:35.000Z,1.015937,19.06,1.59,195.91,196.22,190.61
191,2025-08-24T14:39:56.000Z,1.123405,19.15,12.34,196.22,198.58,191.54
192,2025-08-24T15:35:39.000Z,1.583420,19.33,58.34,198.58,209.86,193.29
193,2025-08-24T17:29:25.000Z,1.148141,19.63,14.81,209.86,212.76,196.27
194,2025-08-24T18:16:53.000Z,1.001443,19.99,0.14,212.76,212.79,199.93
195,2025-08-24T23:17:18.000Z,3.313637,20.34,231.36,212.79,259.85,203.39
196,2025-08-24T23:47:55.000Z,0.965054,21.23,-3.49,259.85,259.11,212.28
197,2025-08-25T07:32:29.000Z,0.992982,22.13,-0.70,259.11,258.95,221.31
198,2025-08-25T09:06:01.000Z,1.011485,23.03,1.15,258.95,259.22,230.27
199,2025-08-25T21:02:26.000Z,2.140755,23.89,114.08,259.22,286.47,238.94
200,2025-08-26T00:33:48.000Z,1.030269,24.99,3.03,286.47,287.23,249.88
201,2025-08-26T15:15:18.000Z,0.800000,26.05,-20.00,287.23,282.02,260.52
202,2025-08-26T15:34:57.000Z,1.318377,27.04,31.84,282.02,290.63,270.41
203,2025-08-26T21:33:37.000Z,1.040033,27.48,4.00,290.63,291.73,274.81
204,2025-08-26T21:40:27.000Z,1.332454,27.95,33.25,291.73,301.02,279.47
205,2025-08-27T00:55:22.000Z,1.056080,28.55,5.61,301.02,302.62,285.47
206,2025-08-27T09:04:03.000Z,1.300913,29.17,30.09,302.62,311.40,291.68
207,2025-08-27T13:10:34.000Z,1.000133,29.52,0.01,311.40,311.40,295.24
208,2025-08-27T20:53:32.000Z,0.958797,29.87,-4.12,311.40,310.17,298.69
209,2025-08-27T20:56:04.000Z,1.027845,30.27,2.78,310.17,311.01,302.71
210,2025-08-27T21:43:55.000Z,0.918359,30.56,-8.16,311.01,308.52,305.62
211,2025-08-27T23:04:05.000Z,0.843173,30.80,-15.68,308.52,303.69,308.02
212,2025-08-28T01:22:58.000Z,1.671588,30.84,67.16,303.69,324.40,308.40
213,2025-08-28T10:48:14.000Z,1.469896,31.15,46.99,324.40,339.04,311.51
214,2025-08-28T17:18:47.000Z,1.052478,31.55,5.25,339.04,340.69,315.46
215,2025-08-29T09:02:49.000Z,1.916682,31.96,91.67,340.69,370.00,319.65
216,2025-08-29T16:14:11.000Z,1.075653,32.82,7.57,370.00,372.48,328.19
217,2025-08-30T18:54:07.000Z,0.968988,33.70,-3.10,372.48,371.43,336.97
218,2025-08-31T02:38:25.000Z,1.017341,34.60,1.73,371.43,372.03,345.96
219,2025-08-31T12:29:06.000Z,1.045799,35.57,4.58,372.03,373.66,355.73
220,2025-08-31T14:43:48.000Z,0.881548,36.28,-11.85,373.66,369.37,362.76
221,2025-09-01T05:07:44.000Z,0.977653,36.71,-2.23,369.37,368.55,367.09
222,2025-09-01T05:48:25.000Z,1.456771,37.11,45.68,368.55,385.50,371.07
223,2025-09-01T12:06:14.000Z,0.945405,37.33,-5.46,385.50,383.46,373.29
224,2025-09-01T17:26:34.000Z,0.999560,37.49,-0.04,383.46,383.44,374.86
225,2025-09-02T12:46:36.000Z,1.019793,37.66,1.98,383.44,384.19,376.57
226,2025-09-02T12:54:30.000Z,0.970703,37.83,-2.93,384.19,383.08,378.31
227,2025-09-02T18:54:49.000Z,0.974351,37.97,-2.56,383.08,382.10,379.65
228,2025-09-02T21:28:54.000Z,1.038180,38.15,3.82,382.10,383.56,381.47
229,2025-09-02T22:13:33.000Z,1.166471,38.36,16.65,383.56,389.95,383.62
230,2025-09-03T06:14:54.000Z,0.972258,38.43,-2.77,389.95,388.88,384.25
231,2025-09-03T06:34:05.000Z,0.800000,38.50,-20.00,388.88,381.18,385.03
232,2025-09-03T14:44:24.000Z,0.946936,38.47,-5.31,381.18,379.14,384.70
233,2025-09-03T14:44:40.000Z,0.974390,38.40,-2.56,379.14,378.16,383.98
234,2025-09-03T14:48:41.000Z,1.006107,38.33,0.61,378.16,378.39,383.28
235,2025-09-03T20:24:06.000Z,1.021970,38.27,2.20,378.39,379.23,382.75
236,2025-09-04T07:28:49.000Z,0.954195,38.21,-4.58,379.23,377.48,382.13
237,2025-09-04T12:55:14.000Z,1.004696,38.04,0.47,377.48,377.66,380.35
238,2025-09-04T18:23:26.000Z,1.159633,37.87,15.96,377.66,383.70,378.75
239,2025-09-04T22:48:30.000Z,1.005033,37.91,0.50,383.70,383.90,379.11
240,2025-09-05T12:12:05.000Z,0.995647,37.98,-0.44,383.90,383.73,379.79
241,2025-09-05T17:07:12.000Z,0.976301,38.06,-2.37,383.73,382.83,380.58
242,2025-09-06T08:41:22.000Z,1.019208,38.12,1.92,382.83,383.56,381.22
243,2025-09-06T11:48:38.000Z,0.893923,38.18,-10.61,383.56,379.51,381.84
244,2025-09-07T09:30:51.000Z,0.935348,38.21,-6.47,379.51,377.04,382.13
245,2025-09-07T17:12:38.000Z,0.902419,38.20,-9.76,377.04,373.31,382.04
246,2025-09-07T23:39:58.000Z,0.927791,38.06,-7.22,373.31,370.56,380.55
247,2025-09-08T07:32:50.000Z,1.571323,37.86,57.13,370.56,392.20,378.65
248,2025-09-08T12:32:36.000Z,1.001601,37.99,0.16,392.20,392.26,379.86
249,2025-09-08T12:57:05.000Z,1.090644,38.12,9.06,392.26,395.71,381.21
250,2025-09-08T16:41:47.000Z,1.491947,38.29,49.19,395.71,414.55,382.94
251,2025-09-08T19:09:45.000Z,0.903918,38.79,-9.61,414.55,410.82,387.95
252,2025-09-09T02:21:18.000Z,1.016733,39.28,1.67,410.82,411.48,392.77
253,2025-09-09T04:38:55.000Z,0.800000,39.82,-20.00,411.48,403.52,398.23
254,2025-09-09T13:52:24.000Z,1.017369,40.29,1.74,403.52,404.22,402.93
255,2025-09-10T03:30:39.000Z,0.985427,40.47,-1.46,404.22,403.63,404.65
256,2025-09-10T13:43:42.000Z,1.112155,40.63,11.22,403.63,408.18,406.28
257,2025-09-10T13:47:29.000Z,0.972377,40.81,-2.76,408.18,407.06,408.06
258,2025-09-10T14:26:36.000Z,0.809930,40.70,-19.01,407.06,399.32,406.99
259,2025-09-10T14:48:45.000Z,0.969461,40.53,-3.05,399.32,398.08,405.34
260,2025-09-10T19:09:11.000Z,0.866096,40.34,-13.39,398.08,392.68,403.43
261,2025-09-10T19:28:52.000Z,1.841160,40.19,84.12,392.68,426.49,401.88
262,2025-09-10T19:49:53.000Z,0.991009,40.51,-0.90,426.49,426.12,405.06
263,2025-09-11T16:28:23.000Z,1.277449,40.83,27.74,426.12,437.45,408.28
264,2025-09-11T21:41:27.000Z,0.931916,41.25,-6.81,437.45,434.64,412.46
265,2025-09-12T19:23:14.000Z,0.906199,41.64,-9.38,434.64,430.73,416.40
266,2025-09-12T19:37:41.000Z,0.951085,42.09,-4.89,430.73,428.68,420.88
267,2025-09-13T05:49:23.000Z,0.988083,42.53,-1.19,428.68,428.17,425.26
268,2025-09-13T05:50:15.000Z,0.948380,43.03,-5.16,428.17,425.95,430.32
269,2025-09-13T09:16:11.000Z,1.343568,43.02,34.36,425.95,440.73,430.25
270,2025-09-13T13:07:04.000Z,1.000000,43.23,0.00,440.73,440.73,432.34
271,2025-09-13T19:17:33.000Z,1.062104,43.28,6.21,440.73,443.42,432.80
272,2025-09-14T08:30:15.000Z,0.916895,43.41,-8.31,443.42,439.81,434.06
273,2025-09-14T09:59:02.000Z,0.841541,43.54,-15.85,439.81,432.91,435.35
274,2025-09-14T11:16:37.000Z,1.906010,43.60,90.60,432.91,472.41,435.96
275,2025-09-14T13:51:10.000Z,1.498678,44.23,49.87,472.41,494.47,442.28
276,2025-09-14T15:01:17.000Z,0.893478,45.21,-10.65,494.47,489.65,452.07
277,2025-09-14T17:09:49.000Z,0.911211,45.91,-8.88,489.65,485.57,459.06
278,2025-09-14T19:53:33.000Z,1.067823,46.55,6.78,485.57,488.73,465.46
279,2025-09-14T23:49:47.000Z,1.305505,47.19,30.55,488.73,503.15,471.94
280,2025-09-15T10:51:29.000Z,0.800000,48.10,-20.00,503.15,493.53,480.98
281,2025-09-15T15:04:41.000Z,0.941204,48.96,-5.88,493.53,490.65,489.64
282,2025-09-15T16:45:30.000Z,0.810336,49.22,-18.97,490.65,481.31,492.25
283,2025-09-16T06:45:34.000Z,0.887946,49.04,-11.21,481.31,475.82,490.37
284,2025-09-16T07:47:01.000Z,1.016438,48.84,1.64,475.82,476.62,488.40
285,2025-09-16T12:16:03.000Z,0.979314,48.71,-2.07,476.62,475.61,487.12
286,2025-09-17T15:02:20.000Z,1.057877,48.52,5.79,475.61,478.42,485.24
287,2025-09-17T23:03:26.000Z,1.000000,48.17,0.00,478.42,478.42,481.71
288,2025-09-18T14:41:58.000Z,1.042020,47.96,4.20,478.42,480.44,479.55
289,2025-09-18T17:36:06.000Z,0.991790,47.81,-0.82,480.44,480.05,478.09
290,2025-09-18T17:39:14.000Z,2.765690,47.79,176.57,480.05,564.43,477.91
291,2025-09-19T00:22:09.000Z,0.991789,49.06,-0.82,564.43,564.03,490.57
292,2025-09-19T13:21:19.000Z,1.010800,50.31,1.08,564.03,564.57,503.06
293,2025-09-19T16:12:02.000Z,1.269287,51.58,26.93,564.57,578.46,515.77
294,2025-09-19T18:14:19.000Z,1.109201,53.01,10.92,578.46,584.25,530.06
295,2025-09-19T18:34:16.000Z,1.000000,54.52,0.00,584.25,584.25,545.17
296,2025-09-20T08:32:34.000Z,0.956744,56.00,-4.33,584.25,581.83,560.00
297,2025-09-20T10:11:18.000Z,1.486692,57.45,48.67,581.83,609.79,574.54
298,2025-09-20T15:38:22.000Z,1.400217,58.10,40.02,609.79,633.04,581.02
299,2025-09-20T17:22:27.000Z,1.032596,59.09,3.26,633.04,634.97,590.88
300,2025-09-20T18:48:08.000Z,1.097167,60.09,9.72,634.97,640.81,600.94
301,2025-09-21T17:10:41.000Z,4.647605,60.98,364.76,640.81,863.25,609.85
302,2025-09-21T20:36:50.000Z,1.237531,64.97,23.75,863.25,878.69,649.70
303,2025-09-22T00:29:53.000Z,1.147939,69.18,14.79,878.69,888.92,691.77
304,2025-09-22T06:08:54.000Z,1.065697,73.56,6.57,888.92,893.75,735.64
305,2025-09-22T07:07:46.000Z,0.984547,77.62,-1.55,893.75,892.55,776.20
306,2025-09-22T12:01:33.000Z,0.996933,81.33,-0.31,892.55,892.31,813.28
307,2025-09-22T13:54:19.000Z,2.278909,85.00,127.89,892.31,1001.02,850.04
308,2025-09-22T15:44:56.000Z,1.005062,90.15,0.51,1001.02,1001.47,901.50
309,2025-09-23T08:01:38.000Z,1.079510,92.12,7.95,1001.47,1008.80,921.24
310,2025-09-23T23:53:55.000Z,1.416769,93.98,41.68,1008.80,1047.97,939.83
311,2025-09-24T01:02:59.000Z,1.387943,96.26,38.79,1047.97,1085.31,962.55
