TradeNumber,TokenAddress,AlertTime,EntryTime,ExitTime,PnL,PnLPercent,MaxReached,HoldDurationMinutes,IsWin
1,A9vdufMhrPSkCzNf7fzt6Q3hbcb5xzKbSGLq3xXApump,2025-08-22T15:16:07.000Z,2025-08-28T16:00:00.000+10:00,2025-08-30T02:00:00.000+10:00,1.014586,1.46,1.0146,2040,Yes
2,29hi58fwa8pdrNCygfmcHECBkaYqct2dRimtrX2upump,2025-08-30T10:10:34.000Z,2025-09-01T15:00:00.000+10:00,2025-09-01T16:00:00.000+10:00,1.004952,0.50,1.2236,60,Yes
3,3U3ioMr4UeHBbU6Kh7UfvCuFGPLxH7Jz7LcQdBHQpump,2025-09-06T06:59:57.000Z,2025-09-08T10:00:00.000+10:00,2025-09-09T15:00:00.000+10:00,1.027698,2.77,1.1736,1740,Yes
4,FZvcwrN3rSPoJoBLmbytsjUH8ZFT5spXjD361it9pump,2025-09-13T10:11:27.000Z,2025-09-15T13:00:00.000+10:00,2025-09-15T17:00:00.000+10:00,0.970524,-2.95,1.0000,240,No
