TradeNumber,AlertTime,PnL,PositionSize,TradeReturn,PortfolioBefore,PortfolioAfter,MovingAvgPortfolio
1,2025-08-22T15:16:07.000Z,1.014586,10.00,0.15,100.00,100.15,100.00
2,2025-08-30T10:10:34.000Z,1.004952,10.01,0.05,100.15,100.20,100.07
3,2025-09-06T06:59:57.000Z,1.027698,10.01,0.28,100.20,100.47,100.11
4,2025-09-13T10:11:27.000Z,0.970524,10.02,-0.30,100.47,100.18,100.20
