table_schema,table_name,ordinal_position,column_name,data_type,is_nullable
canon,alerts_universe,6,caller_name,VARCHAR,YES
canon,alerts_universe,7,caller_id,VARCHAR,YES
canon,alerts_universe,8,caller_name_norm,VARCHAR,YES
canon,alerts_universe,9,caller_base,VARCHAR,YES
canon,alerts_universe,10,alert_text,VARCHAR,YES
canon,alerts_universe,11,alert_kind,VARCHAR,YES
canon,alerts_unknown,1,alert_id,VARCHAR,YES
canon,alerts_unknown,2,alert_chat_id,BIGINT,YES
canon,alerts_unknown,3,alert_message_id,BIGINT,YES
canon,alerts_unknown,4,alert_ts_ms,BIGINT,YES
canon,alerts_unknown,5,alert_kind,VARCHAR,YES
canon,alerts_unknown,6,mint,VARCHAR,YES
canon,alerts_unknown,7,chain,VARCHAR,YES
canon,alerts_unknown,8,mint_source,VARCHAR,YES
canon,alerts_unknown,9,caller_raw_name,VARCHAR,YES
canon,alerts_unknown,10,alert_text,VARCHAR,YES
canon,alerts_unknown,11,run_id,VARCHAR,YES
canon,alerts_unknown,12,ingested_at,TIMESTAMP,YES
canon,alerts_unknown,13,caller_id,VARCHAR,YES
canon,alerts_unknown,14,caller_name_norm,VARCHAR,YES
canon,alerts_unknown,15,caller_base,VARCHAR,YES
canon,alerts_v,1,alert_id,VARCHAR,YES
canon,alerts_v,2,alert_ts_ms,BIGINT,YES
canon,alerts_v,3,caller_name,VARCHAR,YES
canon,alerts_v,4,chain,VARCHAR,YES
canon,alerts_v,5,mint,VARCHAR,YES
canon,alerts_v,6,bot_ts_ms,BIGINT,YES
canon,alerts_v,7,bot_name,VARCHAR,YES
canon,alerts_v,8,run_id,VARCHAR,YES
canon,bot_cards,1,chat_id,BIGINT,YES
canon,bot_cards,2,message_id,BIGINT,YES
canon,bot_cards,3,ts_ms,BIGINT,YES
canon,bot_cards,4,bot_name,VARCHAR,YES
canon,bot_cards,5,bot_text,VARCHAR,YES
canon,bot_cards,6,reply_to_message_id,BIGINT,YES
canon,bot_cards,7,run_id,VARCHAR,YES
canon,bot_cards,8,ingested_at,TIMESTAMP,YES
canon,callers_d,1,caller_id,VARCHAR,NO
canon,callers_d,2,caller_raw_name,VARCHAR,NO
canon,callers_d,3,caller_base,VARCHAR,NO
canon,callers_d,4,caller_name,VARCHAR,NO
canon,callers_d,5,first_seen_ts_ms,BIGINT,YES
canon,callers_d,6,last_seen_ts_ms,BIGINT,YES
canon,callers_d,7,created_at,TIMESTAMP,YES
canon,messages,1,chat_id,BIGINT,YES
canon,messages,2,message_id,BIGINT,YES
canon,messages,3,ts_ms,BIGINT,YES
canon,messages,4,from_name,VARCHAR,YES
canon,messages,5,text,VARCHAR,YES
canon,messages,6,reply_to_message_id,BIGINT,YES
canon,messages,7,run_id,VARCHAR,YES
canon,messages,8,ingested_at,TIMESTAMP,YES
canon,messages,9,raw_json,VARCHAR,YES
core,alerts_d,1,chat_id,BIGINT,NO
core,alerts_d,2,message_id,BIGINT,NO
core,alerts_d,3,alert_ts_ms,BIGINT,YES
core,alerts_d,4,from_name,VARCHAR,YES
core,alerts_d,5,text,VARCHAR,YES
core,alerts_d,6,parse_run_id,VARCHAR,YES
core,alerts_d,7,ingested_at,TIMESTAMP,YES
main,alerts_missing_coverage,1,chat_id,VARCHAR,YES
main,alerts_missing_coverage,2,message_id,BIGINT,YES
main,alerts_missing_coverage,3,trigger_ts_ms,BIGINT,YES
main,alerts_missing_coverage,4,caller_name,VARCHAR,YES
main,alerts_missing_coverage,5,mint,VARCHAR,YES
main,alerts_missing_coverage,6,chain,VARCHAR,YES
main,alerts_missing_coverage,7,coverage_ratio,DOUBLE,YES
main,alerts_missing_coverage,8,expected_candles,INTEGER,YES
main,alerts_missing_coverage,9,actual_candles,INTEGER,YES
main,alerts_missing_coverage,10,last_checked_at,TIMESTAMP,YES
main,backtest_call_path_metrics,1,run_id,VARCHAR,NO
main,backtest_call_path_metrics,2,call_id,VARCHAR,NO
main,backtest_call_path_metrics,3,caller_name,VARCHAR,NO
main,backtest_call_path_metrics,4,mint,VARCHAR,NO
main,backtest_call_path_metrics,5,chain,VARCHAR,NO
main,backtest_call_path_metrics,6,interval,VARCHAR,NO
main,backtest_call_path_metrics,7,alert_ts_ms,BIGINT,NO
main,backtest_call_path_metrics,8,p0,DOUBLE,NO
main,backtest_call_path_metrics,9,hit_2x,BOOLEAN,NO
main,backtest_call_path_metrics,10,t_2x_ms,BIGINT,YES
main,backtest_call_path_metrics,11,hit_3x,BOOLEAN,NO
main,backtest_call_path_metrics,12,t_3x_ms,BIGINT,YES
main,backtest_call_path_metrics,13,hit_4x,BOOLEAN,NO
main,backtest_call_path_metrics,14,t_4x_ms,BIGINT,YES
main,backtest_call_path_metrics,15,dd_bps,DOUBLE,YES
main,backtest_call_path_metrics,16,dd_to_2x_bps,DOUBLE,YES
main,backtest_call_path_metrics,17,alert_to_activity_ms,BIGINT,YES
main,backtest_call_path_metrics,18,peak_multiple,DOUBLE,YES
main,backtest_call_path_metrics,19,created_at,TIMESTAMP,YES
main,backtest_call_results,1,run_id,VARCHAR,NO
main,backtest_call_results,2,call_id,VARCHAR,NO
main,backtest_call_results,3,caller_name,VARCHAR,NO
main,backtest_call_results,4,mint,VARCHAR,NO
main,backtest_call_results,5,interval,VARCHAR,NO
main,backtest_call_results,6,entry_ts_ms,BIGINT,NO
main,backtest_call_results,7,exit_ts_ms,BIGINT,NO
main,backtest_call_results,8,entry_px,DOUBLE,NO
main,backtest_call_results,9,exit_px,DOUBLE,NO
main,backtest_call_results,10,return_bps,DOUBLE,NO
main,backtest_call_results,11,pnl_usd,DOUBLE,NO
main,backtest_call_results,12,hold_ms,BIGINT,NO
main,backtest_call_results,13,max_favorable_bps,DOUBLE,YES
main,backtest_call_results,14,max_adverse_bps,DOUBLE,YES
main,backtest_call_results,15,exit_reason,VARCHAR,YES
main,backtest_call_results,16,t0_ms,BIGINT,YES
main,backtest_call_results,17,p0,DOUBLE,YES
main,backtest_call_results,18,hit_2x,BOOLEAN,YES
main,backtest_call_results,19,t_2x_ms,BIGINT,YES
main,backtest_call_results,20,hit_3x,BOOLEAN,YES
main,backtest_call_results,21,t_3x_ms,BIGINT,YES
main,backtest_call_results,22,hit_4x,BOOLEAN,YES
main,backtest_call_results,23,t_4x_ms,BIGINT,YES
main,backtest_call_results,24,dd_bps,DOUBLE,YES
main,backtest_call_results,25,dd_to_2x_bps,DOUBLE,YES
main,backtest_call_results,26,alert_to_activity_ms,BIGINT,YES
main,backtest_call_results,27,peak_multiple,DOUBLE,YES
main,backtest_call_results,28,created_at,TIMESTAMP,YES
main,backtest_policies,1,policy_id,VARCHAR,NO
main,backtest_policies,2,caller_name,VARCHAR,YES
main,backtest_policies,3,policy_json,VARCHAR,NO
main,backtest_policies,4,score,DOUBLE,YES
main,backtest_policies,5,constraints_json,VARCHAR,YES
main,backtest_policies,6,created_at,TIMESTAMP,YES
main,backtest_policy_results,1,run_id,VARCHAR,NO
main,backtest_policy_results,2,policy_id,VARCHAR,NO
main,backtest_policy_results,3,call_id,VARCHAR,NO
main,backtest_policy_results,4,realized_return_bps,DOUBLE,NO
main,backtest_policy_results,5,stop_out,BOOLEAN,NO
main,backtest_policy_results,6,max_adverse_excursion_bps,DOUBLE,NO
main,backtest_policy_results,7,time_exposed_ms,BIGINT,NO
main,backtest_policy_results,8,tail_capture,DOUBLE,YES
main,backtest_policy_results,9,entry_ts_ms,BIGINT,NO
main,backtest_policy_results,10,exit_ts_ms,BIGINT,NO
main,backtest_policy_results,11,entry_px,DOUBLE,NO
main,backtest_policy_results,12,exit_px,DOUBLE,NO
main,backtest_policy_results,13,exit_reason,VARCHAR,YES
main,backtest_policy_results,14,created_at,TIMESTAMP,YES
main,backtest_runs,1,run_id,VARCHAR,NO
main,backtest_runs,2,strategy_id,VARCHAR,YES
main,backtest_runs,3,status,VARCHAR,NO
main,backtest_runs,4,params_json,VARCHAR,YES
main,backtest_runs,5,run_mode,VARCHAR,YES
main,backtest_runs,6,interval,VARCHAR,YES
main,backtest_runs,7,time_from,TIMESTAMP,YES
main,backtest_runs,8,time_to,TIMESTAMP,YES
main,backtest_runs,9,created_at,TIMESTAMP,YES
main,backtest_runs,10,started_at,TIMESTAMP,YES
main,backtest_runs,11,finished_at,TIMESTAMP,YES
main,backtest_runs,12,error_text,VARCHAR,YES
main,backtest_strategies,1,strategy_id,VARCHAR,NO
main,backtest_strategies,2,name,VARCHAR,NO
main,backtest_strategies,3,config_json,VARCHAR,NO
main,backtest_strategies,4,created_at,TIMESTAMP,YES
main,bot_observations,1,id,INTEGER,NO
main,bot_observations,2,mint,VARCHAR,YES
main,bot_observations,3,ticker,VARCHAR,YES
main,bot_observations,4,bot_name,VARCHAR,NO
main,bot_observations,5,message_id,INTEGER,NO
main,bot_observations,6,observed_at_ms,INTEGER,NO
main,bot_observations,7,observed_at,TIMESTAMP,NO
main,bot_observations,8,card_json,VARCHAR,NO
main,bot_observations,9,mcap_usd,FLOAT,YES
main,bot_observations,10,price_usd,FLOAT,YES
main,bot_observations,11,liquidity_usd,FLOAT,YES
main,bot_observations,12,volume_usd,FLOAT,YES
main,bot_observations,13,ath_mcap_usd,FLOAT,YES
main,bot_observations,14,ath_age_days,INTEGER,YES
main,bot_observations,15,top_holders_pct_1,FLOAT,YES
main,bot_observations,16,top_holders_pct_2,FLOAT,YES
main,bot_observations,17,top_holders_pct_3,FLOAT,YES
main,bot_observations,18,top_holders_pct_4,FLOAT,YES
main,bot_observations,19,top_holders_pct_5,FLOAT,YES
main,bot_observations,20,top_holders_sum_pct,FLOAT,YES
main,bot_observations,21,created_at,TIMESTAMP,YES
main,caller_coverage_summary,1,caller_name,VARCHAR,YES
main,caller_coverage_summary,2,total_calls,BIGINT,YES
main,caller_coverage_summary,3,calls_with_coverage,BIGINT,YES
main,caller_coverage_summary,4,calls_without_coverage,BIGINT,YES
main,caller_coverage_summary,5,avg_coverage_ratio,DOUBLE,YES
main,caller_coverage_summary,6,min_coverage_ratio,DOUBLE,YES
main,caller_coverage_summary,7,max_coverage_ratio,DOUBLE,YES
main,caller_coverage_summary,8,first_call_ts_ms,BIGINT,YES
main,caller_coverage_summary,9,last_call_ts_ms,BIGINT,YES
main,caller_links_d,1,trigger_chat_id,VARCHAR,NO
main,caller_links_d,2,trigger_message_id,BIGINT,NO
main,caller_links_d,3,trigger_ts_ms,BIGINT,YES
main,caller_links_d,4,trigger_from_id,VARCHAR,YES
main,caller_links_d,5,trigger_from_name,VARCHAR,YES
main,caller_links_d,6,trigger_text,VARCHAR,YES
main,caller_links_d,7,bot_message_id,BIGINT,NO
main,caller_links_d,8,bot_ts_ms,BIGINT,YES
main,caller_links_d,9,bot_from_name,VARCHAR,YES
main,caller_links_d,10,bot_type,VARCHAR,YES
main,caller_links_d,11,token_name,VARCHAR,YES
main,caller_links_d,12,ticker,VARCHAR,YES
main,caller_links_d,13,mint,VARCHAR,YES
main,caller_links_d,14,mint_raw,VARCHAR,YES
main,caller_links_d,15,mint_validation_status,VARCHAR,YES
main,caller_links_d,16,mint_validation_reason,VARCHAR,YES
main,caller_links_d,17,chain,VARCHAR,YES
main,caller_links_d,18,platform,VARCHAR,YES
main,caller_links_d,19,token_age_s,BIGINT,YES
main,caller_links_d,20,token_created_ts_ms,BIGINT,YES
main,caller_links_d,21,views,BIGINT,YES
main,caller_links_d,22,price_usd,DOUBLE,YES
main,caller_links_d,23,price_move_pct,DOUBLE,YES
main,caller_links_d,24,mcap_usd,DOUBLE,YES
main,caller_links_d,25,mcap_change_pct,DOUBLE,YES
main,caller_links_d,26,vol_usd,DOUBLE,YES
main,caller_links_d,27,liquidity_usd,DOUBLE,YES
main,caller_links_d,28,zero_liquidity,BOOLEAN,YES
main,caller_links_d,29,chg_1h_pct,DOUBLE,YES
main,caller_links_d,30,buys_1h,BIGINT,YES
main,caller_links_d,31,sells_1h,BIGINT,YES
main,caller_links_d,32,ath_mcap_usd,DOUBLE,YES
main,caller_links_d,33,ath_drawdown_pct,DOUBLE,YES
main,caller_links_d,34,ath_age_s,BIGINT,YES
main,caller_links_d,35,fresh_1d_pct,DOUBLE,YES
main,caller_links_d,36,fresh_7d_pct,DOUBLE,YES
main,caller_links_d,37,top10_pct,DOUBLE,YES
main,caller_links_d,38,holders_total,BIGINT,YES
main,caller_links_d,39,top5_holders_pct_json,VARCHAR,YES
main,caller_links_d,40,dev_sold,BOOLEAN,YES
main,caller_links_d,41,dex_paid,BOOLEAN,YES
main,caller_links_d,42,card_json,VARCHAR,YES
main,caller_links_d,43,validation_passed,BOOLEAN,YES
main,caller_links_d,44,run_id,VARCHAR,NO
main,caller_links_d,45,inserted_at,TIMESTAMP,NO
main,caller_monthly_coverage,1,caller_name,VARCHAR,YES
main,caller_monthly_coverage,2,month,VARCHAR,YES
main,caller_monthly_coverage,3,total_calls,BIGINT,YES
main,caller_monthly_coverage,4,calls_with_coverage,BIGINT,YES
main,caller_monthly_coverage,5,calls_without_coverage,BIGINT,YES
main,caller_monthly_coverage,6,coverage_ratio,DOUBLE,YES
main,caller_monthly_coverage,7,avg_coverage_ratio,DOUBLE,YES
main,feature_sets,1,feature_set_id,VARCHAR,NO
main,feature_sets,2,feature_spec_hash,VARCHAR,NO
main,feature_sets,3,feature_spec_json,VARCHAR,NO
main,feature_sets,4,created_at,TIMESTAMP,NO
main,features,1,features_id,VARCHAR,NO
main,features,2,slice_id,VARCHAR,NO
main,features,3,feature_set_id,VARCHAR,NO
main,features,4,manifest_path,VARCHAR,NO
main,features,5,parquet_path,VARCHAR,NO
main,features,6,created_at,TIMESTAMP,NO
main,ingestion_runs,1,run_id,VARCHAR,NO
main,ingestion_runs,2,chat_id,VARCHAR,NO
main,ingestion_runs,3,input_file_path,VARCHAR,NO
main,ingestion_runs,4,input_file_hash,VARCHAR,NO
main,ingestion_runs,5,status,VARCHAR,NO
main,ingestion_runs,6,started_at,TIMESTAMP,NO
main,ingestion_runs,7,completed_at,TIMESTAMP,YES
main,ingestion_runs,8,rows_inserted_tg_norm,INTEGER,YES
main,ingestion_runs,9,rows_inserted_caller_links,INTEGER,YES
main,ingestion_runs,10,rows_inserted_user_calls,INTEGER,YES
main,ingestion_runs,11,error_message,VARCHAR,YES
main,ingestion_runs,12,created_at,TIMESTAMP,NO
main,ohlcv_candles_d,1,mint,VARCHAR,NO
main,ohlcv_candles_d,2,timestamp,INTEGER,NO
main,ohlcv_candles_d,3,open,DOUBLE,NO
main,ohlcv_candles_d,4,high,DOUBLE,NO
main,ohlcv_candles_d,5,low,DOUBLE,NO
main,ohlcv_candles_d,6,close,DOUBLE,NO
main,ohlcv_candles_d,7,volume,DOUBLE,NO
main,ohlcv_candles_d,8,interval_seconds,INTEGER,NO
main,ohlcv_candles_d,9,source,VARCHAR,YES
main,ohlcv_coverage_matrix,1,chat_id,VARCHAR,NO
main,ohlcv_coverage_matrix,2,message_id,BIGINT,NO
main,ohlcv_coverage_matrix,3,trigger_ts_ms,BIGINT,NO
main,ohlcv_coverage_matrix,4,caller_name,VARCHAR,YES
main,ohlcv_coverage_matrix,5,mint,VARCHAR,NO
main,ohlcv_coverage_matrix,6,chain,VARCHAR,NO
main,ohlcv_coverage_matrix,7,has_ohlcv_data,BOOLEAN,NO
main,ohlcv_coverage_matrix,8,coverage_ratio,DOUBLE,NO
main,ohlcv_coverage_matrix,9,expected_candles,INTEGER,YES
main,ohlcv_coverage_matrix,10,actual_candles,INTEGER,YES
main,ohlcv_coverage_matrix,11,intervals_available,VARCHAR,YES
main,ohlcv_coverage_matrix,12,pre_window_minutes,INTEGER,YES
main,ohlcv_coverage_matrix,13,post_window_minutes,INTEGER,YES
main,ohlcv_coverage_matrix,14,coverage_start_ts_ms,BIGINT,YES
main,ohlcv_coverage_matrix,15,coverage_end_ts_ms,BIGINT,YES
main,ohlcv_coverage_matrix,16,last_checked_at,TIMESTAMP,NO
main,ohlcv_coverage_matrix,17,last_updated_at,TIMESTAMP,NO
main,ohlcv_exclusions_d,1,token_address,VARCHAR,NO
main,ohlcv_exclusions_d,2,chain,VARCHAR,NO
main,ohlcv_exclusions_d,3,interval,VARCHAR,NO
main,ohlcv_exclusions_d,4,excluded_at,TIMESTAMP,NO
main,ohlcv_exclusions_d,5,reason,VARCHAR,NO
main,ohlcv_metadata_d,1,mint,VARCHAR,NO
main,ohlcv_metadata_d,2,alert_timestamp,TIMESTAMP,NO
main,ohlcv_metadata_d,3,interval_seconds,INTEGER,NO
main,ohlcv_metadata_d,4,time_range_start,TIMESTAMP,NO
main,ohlcv_metadata_d,5,time_range_end,TIMESTAMP,NO
main,ohlcv_metadata_d,6,candle_count,INTEGER,NO
main,ohlcv_metadata_d,7,last_updated,TIMESTAMP,NO
main,run_status,1,run_id,VARCHAR,NO
main,run_status,2,status,VARCHAR,NO
main,run_status,3,strategy_id,VARCHAR,YES
main,run_status,4,strategy_version,VARCHAR,YES
main,run_status,5,config_json,VARCHAR,YES
main,run_status,6,summary_json,VARCHAR,YES
main,run_status,7,error,VARCHAR,YES
main,run_status,8,created_at,TIMESTAMP,NO
main,run_status,9,started_at,TIMESTAMP,YES
main,run_status,10,completed_at,TIMESTAMP,YES
main,run_strategies_used,1,run_id,VARCHAR,NO
main,run_strategies_used,2,strategy_config_id,VARCHAR,NO
main,run_strategies_used,3,created_at,TIMESTAMP,YES
main,schema_version,1,version,INTEGER,NO
main,schema_version,2,applied_at,TIMESTAMP,NO
main,schema_version,3,description,VARCHAR,YES
main,sim_runs,1,sim_id,VARCHAR,NO
main,sim_runs,2,features_id,VARCHAR,NO
main,sim_runs,3,strategy_hash,VARCHAR,NO
main,sim_runs,4,risk_hash,VARCHAR,NO
main,sim_runs,5,window_id,VARCHAR,YES
main,sim_runs,6,summary_path,VARCHAR,NO
main,sim_runs,7,artifact_dir,VARCHAR,NO
main,sim_runs,8,code_version,VARCHAR,NO
main,sim_runs,9,created_at,TIMESTAMP,NO
main,simulation_events,1,event_id,VARCHAR,NO
main,simulation_events,2,run_id,VARCHAR,NO
main,simulation_events,3,event_type,VARCHAR,NO
main,simulation_events,4,timestamp,TIMESTAMP,NO
main,simulation_events,5,price,DOUBLE,NO
main,simulation_events,6,quantity,DOUBLE,NO
main,simulation_events,7,value_usd,DOUBLE,NO
main,simulation_events,8,fee_usd,DOUBLE,NO
main,simulation_events,9,pnl_usd,DOUBLE,YES
main,simulation_events,10,cumulative_pnl_usd,DOUBLE,YES
main,simulation_events,11,position_size,DOUBLE,YES
main,simulation_events,12,metadata,JSON,YES
main,simulation_runs,1,run_id,VARCHAR,NO
main,simulation_runs,2,strategy_id,VARCHAR,NO
main,simulation_runs,3,mint,VARCHAR,NO
main,simulation_runs,4,alert_timestamp,TIMESTAMP,NO
main,simulation_runs,5,start_time,TIMESTAMP,NO
main,simulation_runs,6,end_time,TIMESTAMP,NO
main,simulation_runs,7,initial_capital,DOUBLE,NO
main,simulation_runs,8,final_capital,DOUBLE,YES
main,simulation_runs,9,total_return_pct,DOUBLE,YES
main,simulation_runs,10,max_drawdown_pct,DOUBLE,YES
main,simulation_runs,11,sharpe_ratio,DOUBLE,YES
main,simulation_runs,12,win_rate,DOUBLE,YES
main,simulation_runs,13,total_trades,INTEGER,YES
main,simulation_runs,14,caller_name,VARCHAR,YES
main,simulation_runs,15,created_at,TIMESTAMP,YES
main,simulation_strategies,1,strategy_id,VARCHAR,NO
main,simulation_strategies,2,name,VARCHAR,NO
main,simulation_strategies,3,entry_config,JSON,YES
main,simulation_strategies,4,exit_config,JSON,YES
main,simulation_strategies,5,reentry_config,JSON,YES
main,simulation_strategies,6,cost_config,JSON,YES
main,simulation_strategies,7,created_at,TIMESTAMP,YES
main,simulation_strategies,8,updated_at,TIMESTAMP,YES
main,slices,1,slice_id,VARCHAR,NO
main,slices,2,dataset,VARCHAR,NO
main,slices,3,chain,VARCHAR,NO
main,slices,4,interval,VARCHAR,NO
main,slices,5,start_iso,VARCHAR,NO
main,slices,6,end_iso,VARCHAR,NO
main,slices,7,token_set_id,VARCHAR,NO
main,slices,8,schema_hash,VARCHAR,NO
main,slices,9,slice_hash,VARCHAR,NO
main,slices,10,manifest_path,VARCHAR,NO
main,slices,11,created_at,TIMESTAMP,NO
main,strategy_config,1,strategy_config_id,VARCHAR,NO
main,strategy_config,2,strategy_id,VARCHAR,NO
main,strategy_config,3,strategy_name,VARCHAR,NO
main,strategy_config,4,entry_config,JSON,NO
main,strategy_config,5,exit_config,JSON,NO
main,strategy_config,6,reentry_config,JSON,YES
main,strategy_config,7,cost_config,JSON,YES
main,strategy_config,8,stop_loss_config,JSON,YES
main,strategy_config,9,entry_signal_config,JSON,YES
main,strategy_config,10,exit_signal_config,JSON,YES
main,strategy_config,11,created_at,TIMESTAMP,YES
main,tg_chats,1,chat_id,VARCHAR,NO
main,tg_chats,2,chat_name,VARCHAR,YES
main,tg_chats,3,chat_type,VARCHAR,YES
main,tg_chats,4,chat_index,INTEGER,YES
main,tg_norm,1,chat_id,VARCHAR,NO
main,tg_norm,2,message_id,INTEGER,NO
main,tg_norm,3,ts_ms,INTEGER,YES
main,tg_norm,4,from_name,VARCHAR,YES
main,tg_norm,5,from_id,VARCHAR,YES
main,tg_norm,6,type,VARCHAR,YES
main,tg_norm,7,is_service,INTEGER,NO
main,tg_norm,8,text,VARCHAR,YES
main,tg_norm,9,links_json,VARCHAR,YES
main,tg_norm,10,norm_json,VARCHAR,NO
main,tg_norm,11,chat_name,VARCHAR,YES
main,tg_norm_d,1,chat_id,VARCHAR,NO
main,tg_norm_d,2,chat_name,VARCHAR,YES
main,tg_norm_d,3,message_id,BIGINT,NO
main,tg_norm_d,4,ts_ms,BIGINT,YES
main,tg_norm_d,5,from_name,VARCHAR,YES
main,tg_norm_d,6,from_id,VARCHAR,YES
main,tg_norm_d,7,type,VARCHAR,YES
main,tg_norm_d,8,is_service,BOOLEAN,YES
main,tg_norm_d,9,reply_to_message_id,BIGINT,YES
main,tg_norm_d,10,text,VARCHAR,YES
main,tg_norm_d,11,links_json,VARCHAR,YES
main,tg_norm_d,12,norm_json,VARCHAR,YES
main,tg_norm_d,13,run_id,VARCHAR,NO
main,tg_norm_d,14,inserted_at,TIMESTAMP,NO
main,tg_quarantine,1,chat_id,VARCHAR,YES
main,tg_quarantine,2,chat_name,VARCHAR,YES
main,tg_quarantine,3,message_id,INTEGER,YES
main,tg_quarantine,4,ts_ms,INTEGER,YES
main,tg_quarantine,5,error_code,VARCHAR,NO
main,tg_quarantine,6,error_message,VARCHAR,NO
main,tg_quarantine,7,raw_json,VARCHAR,NO
main,token_coverage_summary,1,mint,VARCHAR,YES
main,token_coverage_summary,2,chain,VARCHAR,YES
main,token_coverage_summary,3,total_alerts,BIGINT,YES
main,token_coverage_summary,4,alerts_with_coverage,BIGINT,YES
main,token_coverage_summary,5,alerts_without_coverage,BIGINT,YES
main,token_coverage_summary,6,avg_coverage_ratio,DOUBLE,YES
main,token_coverage_summary,7,min_coverage_ratio,DOUBLE,YES
main,token_coverage_summary,8,max_coverage_ratio,DOUBLE,YES
main,token_coverage_summary,9,first_alert_ts_ms,BIGINT,YES
main,token_coverage_summary,10,last_alert_ts_ms,BIGINT,YES
main,token_lifespan,1,mint,VARCHAR,NO
main,token_lifespan,2,chain,VARCHAR,YES
main,token_lifespan,3,name,VARCHAR,YES
main,token_lifespan,4,symbol,VARCHAR,YES
main,token_lifespan,5,creation_time,TIMESTAMP,YES
main,token_lifespan,6,last_trade_time,TIMESTAMP,YES
main,token_lifespan,7,last_trade_unix,INTEGER,YES
main,token_lifespan,8,liquidity,DOUBLE,YES
main,token_lifespan,9,price,DOUBLE,YES
main,token_lifespan,10,is_active,BOOLEAN,YES
main,token_lifespan,11,fetched_at,TIMESTAMP,YES
main,token_quarantine,1,id,INTEGER,NO
main,token_quarantine,2,mint,VARCHAR,YES
main,token_quarantine,3,ticker,VARCHAR,YES
main,token_quarantine,4,field_name,VARCHAR,NO
main,token_quarantine,5,rick_value,VARCHAR,YES
main,token_quarantine,6,phanes_value,VARCHAR,YES
main,token_quarantine,7,message_id_rick,INTEGER,YES
main,token_quarantine,8,message_id_phanes,INTEGER,YES
main,token_quarantine,9,created_at,TIMESTAMP,YES
main,token_sets,1,token_set_id,VARCHAR,NO
main,token_sets,2,source_path,VARCHAR,NO
main,token_sets,3,token_count,INTEGER,NO
main,token_sets,4,tokens_sha,VARCHAR,NO
main,token_sets,5,created_at,TIMESTAMP,NO
main,tokens_data,1,mint,VARCHAR,NO
main,tokens_data,2,ticker,VARCHAR,YES
main,tokens_data,3,mcap,FLOAT,YES
main,tokens_data,4,current_mcap,FLOAT,YES
main,tokens_data,5,last_update,TIMESTAMP,YES
main,tokens_data,6,price,FLOAT,YES
main,tokens_data,7,supply,FLOAT,YES
main,tokens_data,8,ath_mcap,FLOAT,YES
main,tokens_data,9,ath_date,TIMESTAMP,YES
main,tokens_data,10,liquidity,FLOAT,YES
main,tokens_data,11,liquidity_x,FLOAT,YES
main,tokens_data,12,top_holders_pct_1,FLOAT,YES
main,tokens_data,13,top_holders_pct_2,FLOAT,YES
main,tokens_data,14,top_holders_pct_3,FLOAT,YES
main,tokens_data,15,top_holders_pct_4,FLOAT,YES
main,tokens_data,16,top_holders_pct_5,FLOAT,YES
main,tokens_data,17,top_holders_sum_pct,FLOAT,YES
main,tokens_data,18,active,INTEGER,YES
main,tokens_data,19,created_at,TIMESTAMP,YES
main,tokens_data,20,updated_at,TIMESTAMP,YES
main,tokens_metadata,1,mint,VARCHAR,NO
main,tokens_metadata,2,name,VARCHAR,YES
main,tokens_metadata,3,ticker,VARCHAR,YES
main,tokens_metadata,4,social_x,VARCHAR,YES
main,tokens_metadata,5,social_telegram,VARCHAR,YES
main,tokens_metadata,6,social_discord,VARCHAR,YES
main,tokens_metadata,7,social_website,VARCHAR,YES
main,tokens_metadata,8,social_tiktok,VARCHAR,YES
main,tokens_metadata,9,social_facebook,VARCHAR,YES
main,tokens_metadata,10,supply,FLOAT,YES
main,tokens_metadata,11,creator,VARCHAR,YES
main,tokens_metadata,12,created_date,TIMESTAMP,YES
main,tokens_metadata,13,first_call_date,TIMESTAMP,YES
main,tokens_metadata,14,first_caller_name,VARCHAR,YES
main,tokens_metadata,15,first_mcap,FLOAT,YES
main,tokens_metadata,16,created_at,TIMESTAMP,YES
main,tokens_metadata,17,updated_at,TIMESTAMP,YES
main,user_calls,1,id,INTEGER,NO
main,user_calls,2,caller_name,VARCHAR,NO
main,user_calls,3,caller_id,VARCHAR,YES
main,user_calls,4,call_datetime,TIMESTAMP,NO
main,user_calls,5,call_ts_ms,INTEGER,NO
main,user_calls,6,message_id,INTEGER,NO
main,user_calls,7,chat_id,VARCHAR,NO
main,user_calls,8,bot_reply_id_1,INTEGER,YES
main,user_calls,9,bot_reply_id_2,INTEGER,YES
main,user_calls,10,mint,VARCHAR,YES
main,user_calls,11,ticker,VARCHAR,YES
main,user_calls,12,mcap_usd,FLOAT,YES
main,user_calls,13,price_usd,FLOAT,YES
main,user_calls,14,first_caller,INTEGER,NO
main,user_calls,15,trigger_text,VARCHAR,YES
main,user_calls,16,created_at,TIMESTAMP,YES
main,user_calls_d,1,chat_id,VARCHAR,NO
main,user_calls_d,2,message_id,BIGINT,NO
main,user_calls_d,3,call_ts_ms,BIGINT,YES
main,user_calls_d,4,call_datetime,TIMESTAMP,YES
main,user_calls_d,5,caller_name,VARCHAR,YES
main,user_calls_d,6,caller_id,VARCHAR,YES
main,user_calls_d,7,trigger_text,VARCHAR,YES
main,user_calls_d,8,bot_reply_id_1,BIGINT,YES
main,user_calls_d,9,bot_reply_id_2,BIGINT,YES
main,user_calls_d,10,mint,VARCHAR,YES
main,user_calls_d,11,ticker,VARCHAR,YES
