mint,chain,entryPrice,exitPrice,pnl,pnlPercent,positionSize,tradeReturn,portfolioBefore,portfolioAfter,timestamp,holdDuration
3ziWtmSWCgvJ8V1kcJKLz8axMBtC2jvCrnFca7aGpump,solana,0.000006029890242702005,0.000006042998543850256,0.9343940107605365,-6.560598923946348,5,-0.3280299461973174,100,99.67197005380268,1757448900,24995
6rV7DD28jFi41hbXnn9kJY9bTQFcuyUwfEBAuR9NceUe,solana,0.000005608897601581527,0.000005607880875348331,0.9321981393383206,-6.780186066167937,4.983598502690134,-0.3378972512731504,99.67197005380268,99.33407280252953,1757192400,24995
82n1yVoCpZRoZUVTjgUF7RSpx8Y1EuQykDXPBJfwpump,solana,0.000006208809578851012,0.000005609121470084359,0.8423129315361145,-15.768706846388547,4.966703640126476,-0.7831849369404529,99.33407280252953,98.55088786558908,1757192400,24995
EtdLQS4WrMbBiU8V2Yc1JXNDUSwQHToajNVPxsZppump,solana,0.000005807137858889069,0.0000056162488046415674,0.9017188876104503,-9.828111238954973,4.927544393279454,-0.48428454432039364,98.55088786558908,98.06660332126869,1757193000,24995
4HVXQo2aL9HxAHbqj5KL7PRs1Ujm6NdPzk7nDDeqpump,solana,0.000005659958671540102,0.000005653495288751935,0.9313024342476672,-6.869756575233277,4.903330166063434,-0.33684684648853946,98.06660332126869,97.72975647478015,1757195400,24995
4A4yiTTJddLrFom9VCxLj9q4GhTjCKCeHNfbr1vapump,solana,0.000005866659413252666,0.000005771949186532177,0.9173151929428122,-8.268480705718783,4.886487823739007,-0.40403830289315745,97.72975647478015,97.32571817188699,1757151900,24995
7hJ3D3XfyLqb582vAEh1nvsv3cBSHZir5NXWgoaepump,solana,0.000005712580954842051,0.0000057068152425603,0.9314261108884655,-6.85738891115345,4.8662859085943495,-0.33370015028097183,97.32571817188699,96.99201802160601,1757151900,24995
BUYZppHmBTvXRC5feeh7JcoY53KAjQdMzrp1VKjgR2o5,solana,0.00027237052199699725,0.0002446149913598793,0.8373556015173842,-16.26443984826158,4.849600901080301,-0.7887604214369571,96.99201802160601,96.20325760016905,1756648800,24995
FPK639CYJMWfpSaf33ZrjMc9gg4my1K4GQaWAjzCpump,solana,0.000005964263448407556,0.000004517931061143272,6.433333333333334,543.3333333333334,4.810162880008452,26.13521831471259,96.20325760016905,122.33847591488164,1757149500,30
8xYdG32WBgFDTxYPx1Ag1xhBrm7Cs2oh9wSjiAxFpump,solana,0.00000623766908985707,0.000005678234035358412,0.8487463517129087,-15.125364828709131,6.116923795744081,-0.9252070404004148,122.33847591488164,121.41326887448123,1757152200,24995
7GHtAPaEFCYZjxDHoGwpWgTdcoYdHHaDGXHLepv1pump,solana,0.000006047499183233004,0.0000056804797790579986,0.8757822994908504,-12.42177005091496,6.070663443724061,-0.7540838535443581,121.41326887448123,120.65918502093687,1757152500,24995
ErTMghBqjsh12qVq6Qpi9wk117HrmMDGXA4n768Ypump,solana,0.000005857661351691539,0.0000057634340158020775,0.9173689333512836,-8.263106664871644,6.032959251046843,-0.4985098579622421,120.65918502093687,120.16067516297463,1757152500,24995
4kGBk2awHhcAsCABk7ZgTjeKAaJMptJyDCKjyqTdpump,solana,0.000005858326141777491,0.000005836756591957632,0.9289343023545346,-7.106569764546544,6.008033758148731,-0.42696511050034713,120.16067516297463,119.73371005247428,1757152500,24995
3KP5n6MUCq5cwdWbQV5B9v5Dz1x62v2c4U26zmmXpump,solana,0.000006098052860942209,0.00000579358460578815,0.8858152083890809,-11.41847916109191,5.986685502623714,-0.6835884365571993,119.73371005247428,119.05012161591708,1757157600,24995
8iwkhLsrryTp4udNHMNN36mjUjb8zF9BSj2A5ew3JpXw,solana,0.000005685905638855456,0.00000564986858830372,0.9264578427381238,-7.354215726187618,5.952506080795853,-0.4377601382961629,119.05012161591708,118.61236147762091,1757133900,24995
6cEbCEwk8CC7hwDHWGW2ps15WgZXuKHoqXB33cXapump,solana,0.000006511854031864628,0.000006540134723566138,1.1220799628764024,12.207996287640244,5.930618073881045,0.7240096342935193,118.61236147762091,119.33637111191443,1756964400,24995
365DTRxig9b5Rc1LV5g7sod6HAknNUes1BmTAU7Epump,solana,0.000006009585798593053,0.000005735323559681603,0.8898162801061551,-11.018371989384491,5.966818555595721,-0.6574462643871551,119.33637111191443,118.67892484752727,1757081400,24995
91pGcDXrbvQGtRFKiRZPBHEEuoPNkTRSTHjtLLf5pump,solana,0.000006386300994140708,0.000005759089961249831,0.8407975598549943,-15.920244014500573,5.933946242376363,-0.9446987214756046,118.67892484752727,117.73422612605167,1757081400,24995
9pnccZMXQREMrzpr27rjKutrgWTwAR5Nw5dYyddqpump,solana,0.000006212855697103281,0.0000062226179431299525,0.9338321761403436,-6.616782385965636,5.886711306302582,-0.3895108768280769,117.73422612605167,117.34471524922358,1757083500,24995
