scenario,mint,chain,start_time,end_time,entry_price,final_price,final_pnl,total_candles
Strategy_980,FRFnJw7CpAjvV7xHbCxLsTCBach5DKkoCRxnPb89bonk,solana,2025-07-18T14:50:51.000Z,2025-09-16T14:50:51.000Z,0.00010049,0.00000572,0.497506,3012
