tokenAddress,alertTimestamp,tradeType,entryPrice,exitPrice,positionSizeSOL,pnlSOL,exitReason,exitTimestamp,pricePointTime,pricePointIndex
"AkuXKTbE8rnYCdpnW8eE1xtKfKfQ3uhwXS3dk9cbpump","2025-08-31T14:43:48.000Z","initial","0.00019172999183824524","0.00027011686322262645","2.4125","0.9863262674853844","timeout","1756654980000","2025-08-31T15:43:00.000Z","59"
"EmNFqmSi5DvwGjW57LJ7J5i8R6T155JrNf6GNFaupump","2025-08-31T16:35:32.000Z","initial","0.0005226380709061021","0.0008764856874657284","2.4125","1.6333624021497424","timeout","1756661700000","2025-08-31T17:35:00.000Z","59"
"5CxWcsm9h3NfCM8WPM6eaw8LnnSmnYyEHf8BQQ56YJGK","2025-08-31T18:01:31.000Z","initial","0.00007986159026303833","0.00006788235172358258","2.4125","-0.36187500000000006","stop_loss","1756664160000","2025-08-31T18:16:00.000Z","14"
"GexgtHFXNCjtRmehxCR2jo85RoKQpmFNoinKFpw2pump","2025-08-31T22:49:24.000Z","initial","0.00002450250726880391","0.000020827131178483324","2.4125","-0.36187500000000006","stop_loss","1756681320000","2025-08-31T23:02:00.000Z","12"
"ZH4dQL2D7n8biHbxqeYScdmXQ9nYkEPVbHLBQpdVQRu","2025-09-01T03:45:16.000Z","initial","0.00003594267001536946","0.00007188534003073892","2.4125","2.4125","take_profit_2x","1756701060000","2025-09-01T04:31:00.000Z","45"
"EuzDfT3XVdWXXDV3xfzpUkCsajm3yexr2KyQjsN3pump","2025-09-01T05:48:25.000Z","initial","0.00017729474904384847","0.00035458949808769694","2.4125","2.4125","take_profit_2x","1756706340000","2025-09-01T05:59:00.000Z","10"
"48TqCgU8zC2H5tWshNriY2bWHDULSTSvdgL4iP1Fpump","2025-09-01T10:59:42.000Z","initial","0.0005967812005417838","0.0007118283641285408","2.4125","0.46508047153810805","timeout","1756727940000","2025-09-01T11:59:00.000Z","59"
"51YWtFnA97ERyvbxhV6Qoxmkqe3H4g5DCr7P5MUpWiFE","2025-09-01T12:06:14.000Z","initial","0.0008411176077737542","0.0008243862893722763","2.4125","-0.04798889628574113","timeout","1756731960000","2025-09-01T13:06:00.000Z","59"
"4daoTLufDmV3ods48Zh8rymaZKBLtgEvuH9qALYLbonk","2025-09-01T12:24:23.000Z","initial","0.0028352269944856997","0.0027693604986724226","2.4125","-0.05604592558500068","timeout","1756733040000","2025-09-01T13:24:00.000Z","59"
"Bhqya7Tz6a8YAaqCeEz7FDa1Eaaw4Sv5noszGN9Gpump","2025-09-01T12:28:19.000Z","initial","0.00003731228298773819","0.00003171544053957746","2.4125","-0.36187500000000006","stop_loss","1756729800000","2025-09-01T12:30:00.000Z","1"
"Bhqya7Tz6a8YAaqCeEz7FDa1Eaaw4Sv5noszGN9Gpump","2025-09-01T12:28:19.000Z","reentry","0.000013059299045708365","0.000014169371921170454","2.4125","0.2050684958418474","timeout","1756733280000","2025-09-01T13:28:00.000Z","59"
"J9gSEVZfJNFoPeMpbTEXAgixjy1Jv2NLmjw9Lkn6pump","2025-09-01T15:59:19.000Z","initial","0.00003718254345225905","0.00003160516193442019","2.4125","-0.36187500000000006","stop_loss","1756742640000","2025-09-01T16:04:00.000Z","4"
"5o36LjqbSmjk1iYb2M4xVhvpz6nX5BNUKCJU5qJppump","2025-09-01T16:29:19.000Z","initial","0.000025447156117379738","0.000021630082699772775","2.4125","-0.36187500000000006","stop_loss","1756744260000","2025-09-01T16:31:00.000Z","1"
"5o36LjqbSmjk1iYb2M4xVhvpz6nX5BNUKCJU5qJppump","2025-09-01T16:29:19.000Z","reentry","0.000008906504641082908","0.000006165174105678659","2.4125","-0.7425426902218113","timeout","1756747740000","2025-09-01T17:29:00.000Z","59"
"ERYH7V18RFsXhq7XGbojkpamb5dw6Qyto4kd1Ripump","2025-09-01T17:26:34.000Z","initial","0.0002555095327632042","0.0002171831028487236","2.4125","-0.36187500000000006","stop_loss","1756748880000","2025-09-01T17:48:00.000Z","21"
"6DEa18xxCgx2SgBTJbFdEY6PTNZMWvG2nDv47LHspump","2025-09-01T17:28:21.000Z","initial","0.00012079100763099488","0.00010267235648634565","2.4125","-0.36187500000000006","stop_loss","1756749000000","2025-09-01T17:50:00.000Z","21"
"48TqCgU8zC2H5tWshNriY2bWHDULSTSvdgL4iP1Fpump","2025-09-01T23:30:16.000Z","initial","0.001464886336194654","0.002082634821384186","2.4125","1.017360994977369","timeout","1756773000000","2025-09-02T00:30:00.000Z","59"
"2q4BbT1kZPNCpiNJdFz9zE46ycEwBhkXy6mFDsSabonk","2025-09-02T03:05:48.000Z","initial","0.00024644982401301395","0.00020948235041106186","2.4125","-0.36187500000000006","stop_loss","1756782480000","2025-09-02T03:08:00.000Z","2"
"2q4BbT1kZPNCpiNJdFz9zE46ycEwBhkXy6mFDsSabonk","2025-09-02T03:05:48.000Z","reentry","0.00008625743840455487","0.00005175446304273292","2.4125","-0.9650000000000001","reentry_stop_loss","1756785480000","2025-09-02T03:58:00.000Z","52"
"FUaEFkijjZ1rsK2S3pNQr5JirJhypN3E5mHKeTHWbonk","2025-09-02T09:40:28.000Z","initial","0.000050911120622181196","0.000043274452528854015","2.4125","-0.36187500000000006","stop_loss","1756806480000","2025-09-02T09:48:00.000Z","7"
"48TqCgU8zC2H5tWshNriY2bWHDULSTSvdgL4iP1Fpump","2025-09-02T09:40:37.000Z","initial","0.00312247061726004","0.002654100024671034","2.4125","-0.36187500000000006","stop_loss","1756809180000","2025-09-02T10:33:00.000Z","52"
"HMcQvSj8hEqdkbyPbEUmiU6mnu5k2Ki5y5J65ebpump","2025-09-02T11:49:55.000Z","initial","0.00004170666089902109","0.00008341332179804217","2.4125","2.4125","take_profit_2x","1756815660000","2025-09-02T12:21:00.000Z","31"
"2m6cXUkHEpD2KHFovxcdS9uzTKcCbMVav3Yj77mipump","2025-09-02T12:06:28.000Z","initial","0.00014308155709499915","0.00012161932353074927","2.4125","-0.36187500000000006","stop_loss","1756814940000","2025-09-02T12:09:00.000Z","2"
"2m6cXUkHEpD2KHFovxcdS9uzTKcCbMVav3Yj77mipump","2025-09-02T12:06:28.000Z","reentry","0.0000500785449832497","0.000030047126989949818","2.4125","-0.9650000000000001","reentry_stop_loss","1756818180000","2025-09-02T13:03:00.000Z","56"
"HMcQvSj8hEqdkbyPbEUmiU6mnu5k2Ki5y5J65ebpump","2025-09-02T12:17:34.000Z","initial","0.00006503423217327753","0.00013006846434655505","2.4125","2.4125","take_profit_2x","1756815960000","2025-09-02T12:26:00.000Z","8"
"HMcQvSj8hEqdkbyPbEUmiU6mnu5k2Ki5y5J65ebpump","2025-09-02T12:26:24.000Z","initial","0.0001279926022870911","0.00010879371194402744","2.4125","-0.36187500000000006","stop_loss","1756818120000","2025-09-02T13:02:00.000Z","35"
"HMcQvSj8hEqdkbyPbEUmiU6mnu5k2Ki5y5J65ebpump","2025-09-02T12:26:31.000Z","initial","0.0001279926022870911","0.00010879371194402744","2.4125","-0.36187500000000006","stop_loss","1756818120000","2025-09-02T13:02:00.000Z","35"
"4wyFWsArUxww5W7UeV9eX6dyTK9Fcs7jHqdgmtTgpump","2025-09-02T12:46:36.000Z","initial","0.00006584426192521817","0.00005596762263643544","2.4125","-0.36187500000000006","stop_loss","1756817280000","2025-09-02T12:48:00.000Z","1"
"4wyFWsArUxww5W7UeV9eX6dyTK9Fcs7jHqdgmtTgpump","2025-09-02T12:46:36.000Z","reentry","0.000023045491673826358","0.000013827295004295814","2.4125","-0.9650000000000001","reentry_stop_loss","1756817820000","2025-09-02T12:57:00.000Z","10"
"9JeAxW97KZDyzpCCeq4ycypxmHJYdhnTHXyrc8xKpump","2025-09-02T12:54:30.000Z","initial","0.00007973252957836982","0.00006777265014161435","2.4125","-0.36187500000000006","stop_loss","1756818240000","2025-09-02T13:04:00.000Z","9"
"9JeAxW97KZDyzpCCeq4ycypxmHJYdhnTHXyrc8xKpump","2025-09-02T12:54:30.000Z","reentry","0.000027906385352429433","0.00003012468874301813","2.4125","0.19177177058974915","timeout","1756821240000","2025-09-02T13:54:00.000Z","59"
