caller,token_address,timestamp,message_preview
"Austic","J4QxH48WaLftSkfyiAyk52DzSZmzdDpQb11C71Lcpump","2025-12-04T13:38:24.000Z","J4QxH48WaLftSkfyiAyk52DzSZmzdDpQb11C71Lcpump"
"Austic","6KXjdTtGqXMawUqcAypAYXCdav7rXQYZjDyejfjQpump","2025-11-30T21:43:12.000Z","6KXjdTtGqXMawUqcAypAYXCdav7rXQYZjDyejfjQpump"
"Austic","4if6P3Yaa12fcmHQ6WmAorVEpsbW4HWjFbqM35ETpump","2025-11-29T19:58:59.000Z","4if6P3Yaa12fcmHQ6WmAorVEpsbW4HWjFbqM35ETpump"
"Austic","FWSL1NQ3ANZLyrHg6DQftUWH5ooUKXheScSiCP4qpump","2025-11-28T18:48:56.000Z","FWSL1NQ3ANZLyrHg6DQftUWH5ooUKXheScSiCP4qpump"
"Austic","5oxz2UVVsk25Ea7p5xiz7f6SACcKsEujjo64Cv2mpump","2025-11-27T08:45:35.000Z","5oxz2UVVsk25Ea7p5xiz7f6SACcKsEujjo64Cv2mpump"
"Austic","J42RjYeaLX7t7GJx6wpsVWisJ3xu2a7rRNMrRH45pump","2025-11-25T01:21:09.000Z","J42RjYeaLX7t7GJx6wpsVWisJ3xu2a7rRNMrRH45pump"
"Austic","DGMd4MY6Jky6p9HiuBPXYrw44Uyo8oxsCPR7pjrzpump","2025-11-23T17:30:57.000Z","DGMd4MY6Jky6p9HiuBPXYrw44Uyo8oxsCPR7pjrzpump"
"Austic","5tiAgyhAxRypEQ37o1PPSR7nTzgtgctuHe3NUzDwpump","2025-11-19T15:19:36.000Z","5tiAgyhAxRypEQ37o1PPSR7nTzgtgctuHe3NUzDwpump"
"Austic","3DmH9JSSw7mGoKyFe9zekQydbUVWQNvoMSaMXyDxpump","2025-11-18T20:06:39.000Z","3DmH9JSSw7mGoKyFe9zekQydbUVWQNvoMSaMXyDxpump"
"Austic","xcx7mqx6xpdkeuuAxAvcnsK7iigByu97g9GkoHspump","2025-11-18T05:55:17.000Z","xcx7mqx6xpdkeuuAxAvcnsK7iigByu97g9GkoHspump"
