Strategy,Initial Balance (SOL),Final Balance (SOL),Total PnL (SOL),Total Return (%),Total Trades,Total Volume (SOL),Re-entry Rate (%),Win Rate (%),Successful Trades,Stop Loss Trades,Timeout Trades,2x Trades,3x Trades,5x Trades,Tokens With Data,Tokens Without Data,Processed Tokens,Last Processed Index
"batch_api","100","104.9793","4.9793","4.98","31","77.5000","19.35","12.90","4","12","9","0","0","0","25","5","30","30"
