Strategy,Initial Balance (SOL),Final Balance (SOL),Total PnL (SOL),Total Return (%),Total Trades,Total Volume (SOL),Win Rate (%),Successful Trades,Stop Loss Trades,Data End Trades,2x Trades,3x Trades,5x Trades,Tokens With Data,Tokens Without Data,Entry Rating A,Entry Rating B,Entry Rating C,Entry Rating D
"original_strategy","100","100.0000","0.0000","0.00","0","0.0000","0.00","0","0","0","0","0","0","0","485","0","0","0","0"
