TradeNumber,AlertTime,PnL,PositionSize,TradeReturn,PortfolioBefore,PortfolioAfter,MovingAvgPortfolio
1,2025-07-18T17:15:38.000Z,0.800000,10.00,-2.00,100.00,98.00,100.00
2,2025-07-19T01:05:40.000Z,0.870548,9.90,-1.28,98.00,96.72,99.00
3,2025-07-20T13:22:38.000Z,0.931068,9.82,-0.68,96.72,96.04,98.24
4,2025-07-20T20:07:20.000Z,1.020187,9.77,0.20,96.04,96.24,97.69
5,2025-07-21T15:53:15.000Z,2.845243,9.74,17.97,96.24,114.21,97.40
6,2025-07-21T16:02:35.000Z,0.977412,10.02,-0.23,114.21,113.98,100.20
7,2025-07-22T11:29:38.000Z,1.004087,10.22,0.04,113.98,114.03,102.17
8,2025-07-22T20:04:52.000Z,0.927266,10.37,-0.75,114.03,113.27,103.65
9,2025-07-23T11:12:04.000Z,1.319409,10.47,3.34,113.27,116.62,104.72
10,2025-07-23T11:13:47.000Z,1.025877,10.59,0.27,116.62,116.89,105.91
11,2025-07-24T07:54:18.000Z,1.000000,10.76,0.00,116.89,116.89,107.60
12,2025-07-24T12:41:56.000Z,1.027751,10.95,0.30,116.89,117.20,109.49
13,2025-07-24T17:15:10.000Z,1.171705,11.15,1.92,117.20,119.11,111.54
14,2025-07-25T13:45:44.000Z,1.238818,11.38,2.72,119.11,121.83,113.84
15,2025-07-26T04:33:28.000Z,1.184447,11.64,2.15,121.83,123.98,116.40
16,2025-07-28T18:56:22.000Z,0.809702,11.74,-2.23,123.98,121.74,117.38
17,2025-07-30T18:26:31.000Z,1.045260,11.82,0.53,121.74,122.28,118.16
18,2025-07-31T08:41:30.000Z,0.968722,11.90,-0.37,122.28,121.91,118.98
19,2025-07-31T08:41:57.000Z,1.011003,11.98,0.13,121.91,122.04,119.84
20,2025-07-31T08:42:05.000Z,0.954405,12.04,-0.55,122.04,121.49,120.39
21,2025-08-01T10:45:32.000Z,1.000304,12.08,0.00,121.49,121.49,120.85
22,2025-08-01T19:20:07.000Z,0.980236,12.13,-0.24,121.49,121.25,121.31
23,2025-08-02T00:34:54.000Z,0.962852,12.17,-0.45,121.25,120.80,121.71
24,2025-08-02T11:30:13.000Z,0.905374,12.19,-1.15,120.80,119.65,121.88
25,2025-08-02T13:37:30.000Z,1.040838,12.17,0.50,119.65,120.14,121.66
26,2025-08-03T08:37:16.000Z,1.074101,12.13,0.90,120.14,121.04,121.28
27,2025-08-03T21:09:32.000Z,1.028500,12.12,0.35,121.04,121.39,121.21
28,2025-08-04T10:00:49.000Z,1.105308,12.11,1.28,121.39,122.66,121.12
29,2025-08-04T23:36:30.000Z,0.940683,12.12,-0.72,122.66,121.94,121.20
30,2025-08-05T06:58:00.000Z,1.027722,12.12,0.34,121.94,122.28,121.19
31,2025-08-05T09:40:43.000Z,1.074750,12.13,0.91,122.28,123.19,121.27
32,2025-08-07T10:34:15.000Z,1.005252,12.14,0.06,123.19,123.25,121.43
33,2025-08-07T10:48:21.000Z,1.049205,12.16,0.60,123.25,123.85,121.63
34,2025-08-08T08:16:48.000Z,1.443872,12.19,5.41,123.85,129.26,121.94
35,2025-08-08T09:54:09.000Z,1.000000,12.29,0.00,129.26,129.26,122.90
36,2025-08-09T15:55:01.000Z,1.045820,12.38,0.57,129.26,129.83,123.81
37,2025-08-17T09:28:38.000Z,1.366920,12.47,4.58,129.83,134.40,124.69
38,2025-08-20T16:23:29.000Z,0.906357,12.60,-1.18,134.40,133.22,125.99
39,2025-08-20T16:36:53.000Z,0.938841,12.70,-0.78,133.22,132.45,127.05
40,2025-08-23T21:19:35.000Z,0.980778,12.81,-0.25,132.45,132.20,128.10
41,2025-09-02T12:42:08.000Z,1.000867,12.91,0.01,132.20,132.21,129.09
42,2025-09-05T23:46:25.000Z,0.800000,13.00,-2.60,132.21,129.61,129.99
43,2025-09-06T13:34:24.000Z,0.981787,13.06,-0.24,129.61,129.37,130.63
44,2025-09-06T13:46:04.000Z,0.959342,13.12,-0.53,129.37,128.84,131.18
45,2025-09-12T19:22:04.000Z,0.808183,13.11,-2.52,128.84,126.33,131.14
46,2025-09-12T19:22:09.000Z,0.830087,13.08,-2.22,126.33,124.10,130.85
47,2025-09-12T22:02:52.000Z,1.048621,13.03,0.63,124.10,124.74,130.27
48,2025-09-12T22:14:47.000Z,0.976509,12.93,-0.30,124.74,124.43,129.31
49,2025-09-19T09:50:18.000Z,0.965102,12.84,-0.45,124.43,123.98,128.43
50,2025-09-27T15:24:32.000Z,1.003838,12.76,0.05,123.98,124.03,127.58
51,2025-10-03T12:26:21.000Z,0.960585,12.68,-0.50,124.03,123.53,126.77
52,2025-10-03T12:27:22.000Z,0.990418,12.59,-0.12,123.53,123.41,125.90
53,2025-10-04T20:26:56.000Z,0.851039,12.53,-1.87,123.41,121.55,125.28
54,2025-10-09T00:00:41.000Z,1.048481,12.45,0.60,121.55,122.15,124.49
55,2025-10-09T12:31:06.000Z,0.985104,12.38,-0.18,122.15,121.97,123.83
56,2025-10-11T14:39:56.000Z,1.047298,12.34,0.58,121.97,122.55,123.39
57,2025-10-12T22:54:31.000Z,1.069728,12.32,0.86,122.55,123.41,123.23
58,2025-10-14T17:43:49.000Z,1.000000,12.31,0.00,123.41,123.41,123.10
59,2025-10-14T17:51:13.000Z,1.000385,12.30,0.00,123.41,123.41,123.00
60,2025-10-19T13:05:05.000Z,1.001170,12.29,0.01,123.41,123.43,122.94
61,2025-10-20T14:55:31.000Z,0.983874,12.29,-0.20,123.43,123.23,122.88
62,2025-10-24T08:23:06.000Z,1.003299,12.29,0.04,123.23,123.27,122.85
63,2025-10-24T23:11:05.000Z,1.200770,12.28,2.47,123.27,125.74,122.84
64,2025-10-26T12:37:21.000Z,0.800000,12.33,-2.47,125.74,123.27,123.26
