TradeNumber,TokenAddress,AlertTime,EntryTime,ExitTime,PnL,PnLPercent,MaxReached,HoldDurationMinutes,IsWin
1,DHuHRLNcFB9UfiaAYzSMFiQpLzXBFN9cCgvxuUg8vPZE,2025-08-11T01:27:47.000Z,2025-08-14T06:00:00.000+10:00,2025-08-14T08:00:00.000+10:00,0.997820,-0.22,1.0000,120,No
2,CWxBMSQPdZPY3Fw4QGWi7c51kQivFnF4yK8oQYahNchN,2025-08-12T08:39:45.000Z,2025-08-13T05:00:00.000+10:00,2025-08-13T06:00:00.000+10:00,1.014804,1.48,1.0019,60,Yes
3,5V1HCmgWNR4FdJmhy5ny2kdxsoB2NPrV9LX4d3GXpump,2025-08-13T04:43:37.000Z,2025-08-14T02:00:00.000+10:00,2025-08-14T04:00:00.000+10:00,1.474582,47.46,1.3570,120,Yes
4,CEKJn4sbspRWJrUvJmMgJdg1D9m1SASWV6qXaKJMpump,2025-08-19T09:15:25.000Z,2025-08-20T15:00:00.000+10:00,2025-08-20T20:00:00.000+10:00,0.837114,-16.29,1.1222,300,No
5,FqH9dhM4YBPuMpnLErr8WvanrvC3PyNMV7gD7fmBdaos,2025-08-26T19:01:39.000Z,2025-08-27T20:00:00.000+10:00,2025-08-27T22:00:00.000+10:00,1.004891,0.49,1.0000,120,Yes
6,Cp3qAKDHBfjPvLzaH5wTmvx2nQ1hfP5Ky7xDmBMnpump,2025-09-08T09:43:59.000Z,2025-09-14T13:00:00.000+10:00,2025-09-15T07:00:00.000+10:00,1.000000,0.00,1.0000,1080,No
