TradeNumber,AlertTime,PnL,PositionSize,TradeReturn,PortfolioBefore,PortfolioAfter,MovingAvgPortfolio
1,2025-07-18T18:20:22.000Z,1.000000,10.00,0.00,100.00,100.00,100.00
2,2025-07-18T20:45:19.000Z,0.907156,10.00,-0.93,100.00,99.07,100.00
3,2025-07-19T00:56:52.000Z,0.964527,9.97,-0.35,99.07,98.72,99.69
4,2025-07-19T08:02:24.000Z,1.334323,9.94,3.32,98.72,102.04,99.45
5,2025-07-19T09:39:43.000Z,0.934011,10.00,-0.66,102.04,101.38,99.97
6,2025-07-19T13:16:28.000Z,1.003151,10.02,0.03,101.38,101.41,100.20
7,2025-07-19T16:00:53.000Z,1.484809,10.04,4.87,101.41,106.28,100.38
8,2025-07-20T17:13:52.000Z,1.047966,10.11,0.49,106.28,106.77,101.11
9,2025-07-21T01:57:10.000Z,0.909748,10.17,-0.92,106.77,105.85,101.74
10,2025-07-21T12:01:24.000Z,0.905392,10.22,-0.97,105.85,104.88,102.15
11,2025-07-21T12:47:32.000Z,1.153973,10.26,1.58,104.88,106.46,102.64
12,2025-07-21T14:02:02.000Z,0.985510,10.33,-0.15,106.46,106.31,103.29
13,2025-07-21T15:54:37.000Z,2.266464,10.40,13.17,106.31,119.48,104.01
14,2025-07-21T18:33:29.000Z,1.246771,10.61,2.62,119.48,122.10,106.09
15,2025-07-22T13:25:19.000Z,1.140950,10.81,1.52,122.10,123.63,108.09
16,2025-07-22T22:03:55.000Z,1.222117,11.03,2.45,123.63,126.08,110.32
17,2025-07-23T10:11:24.000Z,0.800000,11.28,-2.26,126.08,123.82,112.78
18,2025-07-23T13:56:05.000Z,1.454349,11.45,5.20,123.82,129.02,114.54
19,2025-07-23T21:43:07.000Z,1.427069,11.68,4.99,129.02,134.01,116.76
20,2025-07-24T07:53:08.000Z,1.128490,11.96,1.54,134.01,135.55,119.58
21,2025-07-24T10:12:08.000Z,1.384610,12.26,4.72,135.55,140.26,122.65
22,2025-07-24T16:45:44.000Z,0.980611,12.60,-0.24,140.26,140.02,126.03
23,2025-07-25T11:09:41.000Z,0.995429,12.94,-0.06,140.02,139.96,129.40
24,2025-07-25T18:23:54.000Z,1.012942,13.14,0.17,139.96,140.13,131.45
25,2025-07-26T08:31:36.000Z,1.040267,13.32,0.54,140.13,140.67,133.25
26,2025-07-26T09:51:05.000Z,1.307706,13.50,4.15,140.67,144.82,134.95
27,2025-07-26T15:32:31.000Z,0.814314,13.68,-2.54,144.82,142.28,136.83
28,2025-07-27T19:04:15.000Z,1.055898,13.87,0.78,142.28,143.06,138.67
29,2025-07-28T07:20:20.000Z,0.953369,14.01,-0.65,143.06,142.40,140.08
30,2025-07-28T08:39:41.000Z,1.227022,14.09,3.20,142.40,145.60,140.92
31,2025-07-28T10:52:34.000Z,1.146989,14.19,2.09,145.60,147.69,141.92
32,2025-07-28T20:27:49.000Z,1.037973,14.27,0.54,147.69,148.23,142.66
33,2025-07-29T13:24:20.000Z,0.873951,14.35,-1.81,148.23,146.42,143.48
34,2025-07-29T16:47:32.000Z,0.915498,14.41,-1.22,146.42,145.20,144.13
35,2025-07-29T23:41:02.000Z,1.343461,14.46,4.97,145.20,150.17,144.64
36,2025-07-30T06:23:00.000Z,1.123724,14.56,1.80,150.17,151.97,145.59
37,2025-07-30T18:08:14.000Z,0.874584,14.63,-1.83,151.97,150.14,146.30
38,2025-07-31T14:51:18.000Z,0.867786,14.71,-1.94,150.14,148.19,147.09
39,2025-07-31T17:27:07.000Z,0.964262,14.76,-0.53,148.19,147.66,147.60
40,2025-08-01T04:17:01.000Z,1.091639,14.81,1.36,147.66,149.02,148.13
41,2025-08-01T08:04:30.000Z,0.831064,14.85,-2.51,149.02,146.51,148.47
42,2025-08-01T08:45:12.000Z,1.151035,14.84,2.24,146.51,148.75,148.35
43,2025-08-01T10:35:56.000Z,1.240161,14.84,3.56,148.75,152.32,148.40
44,2025-08-01T16:11:15.000Z,1.949046,14.90,14.14,152.32,166.46,148.99
45,2025-08-01T21:56:29.000Z,1.211240,15.11,3.19,166.46,169.65,151.12
46,2025-08-02T09:05:30.000Z,0.800000,15.31,-3.06,169.65,166.59,153.07
47,2025-08-02T09:52:21.000Z,0.998135,15.45,-0.03,166.59,166.56,154.53
48,2025-08-02T11:59:14.000Z,1.151084,15.62,2.36,166.56,168.92,156.17
49,2025-08-02T13:49:10.000Z,1.001485,15.82,0.02,168.92,168.94,158.25
50,2025-08-02T14:59:07.000Z,1.007831,16.04,0.13,168.94,169.07,160.37
51,2025-08-02T16:22:44.000Z,1.040838,16.24,0.66,169.07,169.73,162.38
52,2025-08-02T21:24:26.000Z,1.188918,16.47,3.11,169.73,172.84,164.70
53,2025-08-03T00:21:55.000Z,1.003036,16.71,0.05,172.84,172.89,167.11
54,2025-08-03T06:54:31.000Z,1.009326,16.92,0.16,172.89,173.05,169.17
55,2025-08-03T19:10:57.000Z,1.030623,16.98,0.52,173.05,173.57,169.83
56,2025-08-03T22:20:22.000Z,1.028500,17.02,0.49,173.57,174.06,170.22
57,2025-08-04T07:55:10.000Z,0.903289,17.10,-1.65,174.06,172.40,170.96
58,2025-08-04T08:44:04.000Z,0.949642,17.15,-0.86,172.40,171.54,171.55
59,2025-08-04T09:04:43.000Z,1.105308,17.18,1.81,171.54,173.35,171.81
60,2025-08-04T20:17:59.000Z,1.140421,17.23,2.42,173.35,175.77,172.25
61,2025-08-04T22:26:10.000Z,1.101108,17.29,1.75,175.77,177.52,172.92
62,2025-08-05T07:05:32.000Z,1.002644,17.37,0.05,177.52,177.56,173.70
63,2025-08-05T12:26:29.000Z,0.990683,17.42,-0.16,177.56,177.40,174.17
64,2025-08-05T15:29:16.000Z,0.903649,17.46,-1.68,177.40,175.72,174.62
65,2025-08-05T16:25:02.000Z,0.998992,17.49,-0.02,175.72,175.70,174.89
66,2025-08-06T08:46:32.000Z,1.844670,17.51,14.79,175.70,190.49,175.10
67,2025-08-06T13:55:51.000Z,1.001030,17.67,0.02,190.49,190.51,176.74
68,2025-08-07T00:20:37.000Z,0.911155,17.86,-1.59,190.51,188.92,178.56
69,2025-08-07T00:27:57.000Z,1.255693,18.03,4.61,188.92,193.53,180.29
70,2025-08-07T07:44:58.000Z,0.805492,18.23,-3.55,193.53,189.99,182.31
71,2025-08-07T16:27:49.000Z,1.412029,18.37,7.57,189.99,197.56,183.73
72,2025-08-08T06:50:36.000Z,0.999443,18.57,-0.01,197.56,197.55,185.74
73,2025-08-08T08:07:49.000Z,1.207238,18.77,3.89,197.55,201.44,187.74
74,2025-08-08T18:12:25.000Z,1.113779,19.01,2.16,201.44,203.60,190.14
75,2025-08-08T19:02:40.000Z,0.988430,19.29,-0.22,203.60,203.38,192.93
