TradeNumber,AlertTime,PnL,PositionSize,TradeReturn,PortfolioBefore,PortfolioAfter,MovingAvgPortfolio
1,2025-08-04T19:51:15.000Z,1.063514,10.00,0.64,100.00,100.64,100.00
2,2025-09-08T10:24:51.000Z,0.851510,10.03,-1.49,100.64,99.15,100.32
3,2025-09-21T08:51:40.000Z,1.000000,9.99,0.00,99.15,99.15,99.93
4,2025-09-22T10:52:27.000Z,0.979147,9.97,-0.21,99.15,98.94,99.73
5,2025-09-25T22:50:07.000Z,0.994073,9.96,-0.06,98.94,98.88,99.57
6,2025-09-26T07:21:11.000Z,0.973940,9.95,-0.26,98.88,98.62,99.46
7,2025-10-06T06:30:26.000Z,1.013293,9.93,0.13,98.62,98.75,99.34
8,2025-10-06T23:08:44.000Z,13.932695,9.93,128.38,98.75,227.13,99.26
9,2025-10-15T08:05:05.000Z,1.184516,11.35,2.09,227.13,229.22,113.47
