Strategy,TotalTrades,WinRate,AvgPnlPerTrade,FinalPortfolio,CompoundFactor,MaxDrawdown,MaxDrawdownPct,StdDevReturns,RiskAdjustedScore,AvgPerTradeMaxDrawdown,AvgRiskRatio,SharpeRatio,LossClampEnabled,MinPnlFloor
PT1.5_SL25_NoExitCross_KijunSL_Clamp85,666,47.15,3.90,1080.80,10.8080,92.53,8.30,21.31,0.4602,3.84,14.70,2.9086,Yes,0.85
PT1.5-2_SL25_TS15@1.5_ExitCross_KijunSL_Clamp85,666,43.69,3.92,1061.25,10.6125,113.47,10.05,23.93,0.4017,4.17,14.09,2.5992,Yes,0.85
PT1.5-2_SL25_NoExitCross_KijunSL_Clamp85,666,47.15,3.88,1058.29,10.5829,92.59,8.48,21.50,0.4458,3.84,14.70,2.8678,Yes,0.85
PT1.5_SL25_TS20@2_NoExitCross_KijunSL_NoClamp,666,47.15,3.96,1057.97,10.5797,100.65,9.22,24.41,0.3924,4.38,14.67,2.5724,No,0.8
PT1.5-2_SL25_TS20@2_NoExitCross_KijunSL_Clamp80,666,47.15,3.92,1042.42,10.4242,96.57,8.98,23.60,0.3993,4.21,14.68,2.6345,Yes,0.8
PT1.5_SL20_NoExitCross_KijunSL_Clamp85,666,47.00,3.84,1033.27,10.3327,88.47,8.30,21.30,0.4382,3.86,14.66,2.8595,Yes,0.85
PT1.5_SL20_TS15@1.5_ExitCross_KijunSL_Clamp85,666,43.54,3.89,1031.58,10.3158,109.44,9.97,24.56,0.3793,4.19,14.05,2.5140,Yes,0.85
PT2_SL25_TS20@2_NoExitCross_KijunSL_Clamp80,666,46.55,3.95,1027.85,10.2785,133.35,12.45,25.79,0.3598,4.23,14.89,2.4330,Yes,0.8
PT1.5-2_SL20_NoExitCross_KijunSL_Clamp85,666,47.00,3.83,1018.35,10.1835,89.09,8.48,21.49,0.4272,3.86,14.66,2.8251,Yes,0.85
PT2-3_SL25_NoExitCross_KijunSL_Clamp85,666,46.55,3.85,1009.58,10.0958,112.45,10.80,22.95,0.3964,3.86,14.92,2.6623,Yes,0.85
PT2-3_SL25_TS20@2_NoExitCross_KijunSL_Clamp80,666,46.55,3.89,994.83,9.9483,129.11,12.45,25.17,0.3555,4.23,14.89,2.4522,Yes,0.8
PT1.5-2_SL20_TS20@2_NoExitCross_KijunSL_NoClamp,666,47.00,3.85,994.59,9.9459,92.14,8.98,23.61,0.3789,4.25,14.63,2.5861,No,0.8
PT1.5-2_SL20_TS20@2_NoExitCross_KijunSL_Clamp80,666,47.00,3.85,994.59,9.9459,92.14,8.98,23.61,0.3789,4.25,14.63,2.5861,Yes,0.8
PT2_SL20_TS20@2_NoExitCross_KijunSL_NoClamp,666,46.40,3.90,993.39,9.9339,128.88,12.45,25.80,0.3462,4.27,14.85,2.4000,No,0.8
PT2_SL20_TS20@2_NoExitCross_KijunSL_Clamp80,666,46.40,3.90,993.39,9.9339,128.88,12.45,25.80,0.3462,4.27,14.85,2.4000,Yes,0.8
PT1.5-2_SL20_TS15@1.5_ExitCross_KijunSL_Clamp85,666,43.54,3.81,984.66,9.8466,105.28,10.05,23.84,0.3710,4.19,14.05,2.5341,Yes,0.85
PT2-3_SL20_NoExitCross_KijunSL_Clamp85,666,46.40,3.81,983.94,9.8394,109.60,10.80,22.96,0.3851,3.89,14.88,2.6344,Yes,0.85
PT2_SL25_TS15@1.5_ExitCross_KijunSL_Clamp80,666,43.69,3.87,980.33,9.8033,111.61,10.52,26.80,0.3285,4.60,14.06,2.2941,Yes,0.8
PT2_SL25_TS10@1.3_ExitCross_FixedSL_Clamp80,666,33.93,3.95,976.34,9.7634,157.05,13.91,31.07,0.2821,8.32,3.06,2.0174,Yes,0.8
PT1.5_SL15_NoExitCross_KijunSL_NoClamp,666,46.85,3.75,975.94,9.7594,84.10,8.35,21.33,0.4107,3.92,14.57,2.7919,No,0.8
PT1.5_SL15_NoExitCross_KijunSL_Clamp80,666,46.85,3.75,975.94,9.7594,84.10,8.35,21.33,0.4107,3.92,14.57,2.7919,Yes,0.8
PT1.5_SL15_NoExitCross_KijunSL_Clamp85,666,46.85,3.75,975.94,9.7594,84.10,8.35,21.33,0.4107,3.92,14.57,2.7919,Yes,0.85
PT1.5_SL15_TS15@1.5_ExitCross_KijunSL_NoClamp,666,43.39,3.80,973.93,9.7393,104.00,9.97,24.59,0.3554,4.25,13.97,2.4562,No,0.8
PT1.5_SL15_TS15@1.5_ExitCross_KijunSL_Clamp80,666,43.39,3.80,973.93,9.7393,104.00,9.97,24.59,0.3554,4.25,13.97,2.4562,Yes,0.8
PT1.5_SL15_TS15@1.5_ExitCross_KijunSL_Clamp85,666,43.39,3.80,973.93,9.7393,104.00,9.97,24.59,0.3554,4.25,13.97,2.4562,Yes,0.85
PT1.5-2_SL15_NoExitCross_KijunSL_NoClamp,666,46.85,3.74,961.85,9.6185,84.69,8.54,21.52,0.4004,3.92,14.57,2.7581,No,0.8
PT1.5-2_SL15_NoExitCross_KijunSL_Clamp80,666,46.85,3.74,961.85,9.6185,84.69,8.54,21.52,0.4004,3.92,14.57,2.7581,Yes,0.8
PT1.5-2_SL15_NoExitCross_KijunSL_Clamp85,666,46.85,3.74,961.85,9.6185,84.69,8.54,21.52,0.4004,3.92,14.57,2.7581,Yes,0.85
PT2-3_SL20_TS20@2_NoExitCross_KijunSL_NoClamp,666,46.40,3.84,961.48,9.6148,124.78,12.45,25.19,0.3420,4.27,14.85,2.4183,No,0.8
PT2-3_SL20_TS20@2_NoExitCross_KijunSL_Clamp80,666,46.40,3.84,961.48,9.6148,124.78,12.45,25.19,0.3420,4.27,14.85,2.4183,Yes,0.8
PT2_SL25_NoExitCross_KijunSL_Clamp85,666,46.55,3.73,942.36,9.4236,105.05,10.81,22.42,0.3758,3.86,14.92,2.6410,Yes,0.85
PT1.5-2_SL15_TS15@1.5_ExitCross_KijunSL_NoClamp,666,43.39,3.72,929.63,9.2963,100.04,10.05,23.87,0.3476,4.25,13.97,2.4745,No,0.8
PT1.5-2_SL15_TS15@1.5_ExitCross_KijunSL_Clamp80,666,43.39,3.72,929.63,9.2963,100.04,10.05,23.87,0.3476,4.25,13.97,2.4745,Yes,0.8
PT1.5-2_SL15_TS15@1.5_ExitCross_KijunSL_Clamp85,666,43.39,3.72,929.63,9.2963,100.04,10.05,23.87,0.3476,4.25,13.97,2.4745,Yes,0.85
PT2-3_SL15_NoExitCross_KijunSL_NoClamp,666,46.25,3.72,929.35,9.2935,109.63,11.44,22.98,0.3608,3.94,14.79,2.5722,No,0.8
PT2-3_SL15_NoExitCross_KijunSL_Clamp80,666,46.25,3.72,929.35,9.2935,109.63,11.44,22.98,0.3608,3.94,14.79,2.5722,Yes,0.8
PT2-3_SL15_NoExitCross_KijunSL_Clamp85,666,46.25,3.72,929.35,9.2935,109.63,11.44,22.98,0.3608,3.94,14.79,2.5722,Yes,0.85
PT2-3_SL25_TS15@1.5_ExitCross_KijunSL_Clamp80,666,43.69,3.77,929.06,9.2906,105.94,10.54,25.92,0.3199,4.60,14.06,2.3096,Yes,0.8
PT1.5-2_SL25_TS20@2_NoExitCross_KijunSL_NoClamp,666,47.15,3.74,928.36,9.2836,88.32,9.22,23.79,0.3482,4.38,14.67,2.4989,No,0.8
PT2_SL20_NoExitCross_KijunSL_Clamp85,666,46.40,3.69,918.43,9.1843,102.38,10.81,22.43,0.3649,3.89,14.88,2.6125,Yes,0.85
PT2_SL25_TS20@2_NoExitCross_KijunSL_NoClamp,666,46.55,3.78,915.45,9.1545,127.16,13.21,25.96,0.3141,4.40,14.89,2.3117,No,0.8
PT2_SL20_TS15@1.5_ExitCross_KijunSL_Clamp80,666,43.54,3.74,897.43,8.9743,102.17,10.52,26.72,0.2984,4.64,14.02,2.2234,Yes,0.8
PT2_SL20_TS15@1.5_ExitCross_KijunSL_NoClamp,666,43.54,3.74,897.43,8.9743,102.17,10.52,26.72,0.2984,4.64,14.02,2.2234,No,0.8
PT2-3_SL25_TS10@1.3_ExitCross_FixedSL_Clamp80,666,33.93,3.78,892.56,8.9256,143.58,13.91,29.91,0.2650,8.32,3.06,2.0077,Yes,0.8
PT2-3_SL25_TS20@2_NoExitCross_KijunSL_NoClamp,666,46.55,3.72,885.93,8.8593,123.09,13.21,25.35,0.3100,4.40,14.89,2.3275,No,0.8
PT2_SL15_NoExitCross_KijunSL_Clamp85,666,46.25,3.61,867.47,8.6747,102.41,11.44,22.46,0.3418,3.94,14.79,2.5488,Yes,0.85
PT2_SL15_NoExitCross_KijunSL_NoClamp,666,46.25,3.61,867.47,8.6747,102.41,11.44,22.46,0.3418,3.94,14.79,2.5488,No,0.8
PT2_SL15_NoExitCross_KijunSL_Clamp80,666,46.25,3.61,867.47,8.6747,102.41,11.44,22.46,0.3418,3.94,14.79,2.5488,Yes,0.8
PT2_SL25_TS15@1.5_ExitCross_KijunSL_NoClamp,666,43.69,3.66,851.33,8.5133,97.83,10.53,27.01,0.2782,4.81,14.06,2.1534,No,0.8
PT2-3_SL20_TS15@1.5_ExitCross_KijunSL_NoClamp,666,43.54,3.64,850.50,8.5050,96.98,10.54,25.83,0.2905,4.64,14.02,2.2368,No,0.8
PT2-3_SL20_TS15@1.5_ExitCross_KijunSL_Clamp80,666,43.54,3.64,850.50,8.5050,96.98,10.54,25.83,0.2905,4.64,14.02,2.2368,Yes,0.8
PT1.5_SL25_NoExitCross_KijunSL_Clamp80,666,47.15,3.54,843.69,8.4369,76.66,8.80,21.67,0.3432,4.21,14.68,2.5903,Yes,0.8
PT1.5_SL25_TS15@1.5_ExitCross_KijunSL_Clamp80,666,43.69,3.56,830.30,8.3030,93.22,10.37,25.00,0.2921,4.60,14.06,2.2629,Yes,0.8
PT1.5-2_SL25_NoExitCross_KijunSL_Clamp80,666,47.15,3.51,826.21,8.2621,76.72,9.00,21.85,0.3323,4.21,14.68,2.5532,Yes,0.8
PT2-3_SL25_TS15@1.5_ExitCross_KijunSL_NoClamp,666,43.69,3.56,806.69,8.0669,92.85,10.55,26.13,0.2705,4.81,14.06,2.1636,No,0.8
PT1.5_SL20_NoExitCross_KijunSL_NoClamp,666,47.00,3.46,799.70,7.9970,72.67,8.80,21.67,0.3229,4.25,14.63,2.5316,No,0.8
PT1.5_SL20_NoExitCross_KijunSL_Clamp80,666,47.00,3.46,799.70,7.9970,72.67,8.80,21.67,0.3229,4.25,14.63,2.5316,Yes,0.8
PT1.5-2_SL25_TS15@1.5_ExitCross_KijunSL_Clamp80,666,43.69,3.48,794.31,7.9431,89.87,10.45,24.31,0.2857,4.60,14.06,2.2757,Yes,0.8
PT2-3_SL25_NoExitCross_KijunSL_Clamp80,666,46.55,3.48,788.34,7.8834,102.45,12.47,23.28,0.2957,4.23,14.89,2.3727,Yes,0.8
PT1.5-2_SL20_NoExitCross_KijunSL_NoClamp,666,47.00,3.44,788.29,7.8829,73.20,9.00,21.86,0.3148,4.25,14.63,2.5011,No,0.8
PT1.5-2_SL20_NoExitCross_KijunSL_Clamp80,666,47.00,3.44,788.29,7.8829,73.20,9.00,21.86,0.3148,4.25,14.63,2.5011,Yes,0.8
PT2_SL20_TS10@1.3_ExitCross_FixedSL_Clamp85,666,30.93,3.57,783.90,7.8390,216.70,21.66,28.80,0.2375,7.31,3.01,1.9652,Yes,0.85
PT1.5_SL25_TS20@2_ExitCross_KijunSL_Clamp85,666,43.69,3.41,772.32,7.7232,85.93,10.46,23.37,0.2877,4.17,14.09,2.3152,Yes,0.85
PT1.5_SL20_TS15@1.5_ExitCross_KijunSL_NoClamp,666,43.54,3.44,765.31,7.6531,91.11,11.00,24.94,0.2668,4.64,14.02,2.1922,No,0.8
PT1.5_SL20_TS15@1.5_ExitCross_KijunSL_Clamp80,666,43.54,3.44,765.31,7.6531,91.11,11.00,24.94,0.2668,4.64,14.02,2.1922,Yes,0.8
PT2-3_SL20_NoExitCross_KijunSL_NoClamp,666,46.40,3.43,761.89,7.6189,99.01,12.47,23.30,0.2841,4.27,14.85,2.3361,No,0.8
PT2-3_SL20_NoExitCross_KijunSL_Clamp80,666,46.40,3.43,761.89,7.6189,99.01,12.47,23.30,0.2841,4.27,14.85,2.3361,Yes,0.8
PT1.5_SL25_NoExitCross_KijunSL_NoClamp,666,47.15,3.36,751.22,7.5122,71.48,9.22,21.87,0.2977,4.38,14.67,2.4416,No,0.8
PT1.5_SL20_TS20@2_ExitCross_KijunSL_Clamp85,666,43.54,3.34,737.38,7.3738,82.04,10.46,23.35,0.2729,4.19,14.05,2.2702,Yes,0.85
PT2_SL25_NoExitCross_KijunSL_Clamp80,666,46.55,3.36,735.70,7.3570,95.67,12.48,22.76,0.2794,4.23,14.89,2.3444,Yes,0.8
PT1.5-2_SL25_NoExitCross_KijunSL_NoClamp,666,47.15,3.34,735.63,7.3563,69.99,9.22,22.05,0.2882,4.38,14.67,2.4063,No,0.8
PT1.5-2_SL20_TS15@1.5_ExitCross_KijunSL_NoClamp,666,43.54,3.36,730.43,7.3043,88.61,11.21,24.23,0.2602,4.64,14.02,2.2016,No,0.8
PT1.5-2_SL20_TS15@1.5_ExitCross_KijunSL_Clamp80,666,43.54,3.36,730.43,7.3043,88.61,11.21,24.23,0.2602,4.64,14.02,2.2016,Yes,0.8
PT1.5_SL25_TS15@1.5_ExitCross_KijunSL_NoClamp,666,43.69,3.35,720.90,7.2090,91.96,11.69,25.22,0.2462,4.81,14.06,2.1114,No,0.8
PT2-3_SL20_TS10@1.3_ExitCross_FixedSL_Clamp85,666,30.93,3.41,719.56,7.1956,198.91,21.66,27.58,0.2246,7.31,3.01,1.9607,Yes,0.85
PT2_SL20_NoExitCross_KijunSL_Clamp80,666,46.40,3.31,711.02,7.1102,92.47,12.48,22.78,0.2683,4.27,14.85,2.3069,Yes,0.8
PT2_SL20_NoExitCross_KijunSL_NoClamp,666,46.40,3.31,711.02,7.1102,92.47,12.48,22.78,0.2683,4.27,14.85,2.3069,No,0.8
PT2-3_SL25_NoExitCross_KijunSL_NoClamp,666,46.55,3.31,701.89,7.0189,97.65,13.23,23.47,0.2565,4.40,14.89,2.2375,No,0.8
PT1.5_SL15_TS20@2_ExitCross_KijunSL_NoClamp,666,43.39,3.25,696.16,6.9616,77.96,10.46,23.38,0.2550,4.25,13.97,2.2097,No,0.8
PT1.5_SL15_TS20@2_ExitCross_KijunSL_Clamp80,666,43.39,3.25,696.16,6.9616,77.96,10.46,23.38,0.2550,4.25,13.97,2.2097,Yes,0.8
PT1.5_SL15_TS20@2_ExitCross_KijunSL_Clamp85,666,43.39,3.25,696.16,6.9616,77.96,10.46,23.38,0.2550,4.25,13.97,2.2097,Yes,0.85
PT1.5_SL25_TS10@1.3_ExitCross_FixedSL_Clamp80,666,33.93,3.34,691.64,6.9164,120.44,14.83,28.52,0.2074,8.32,3.06,1.8599,Yes,0.8
PT1.5-2_SL25_TS15@1.5_ExitCross_KijunSL_NoClamp,666,43.69,3.27,689.58,6.8958,89.46,11.89,24.53,0.2404,4.81,14.06,2.1193,No,0.8
PT1.5-2_SL25_TS20@2_ExitCross_KijunSL_Clamp85,666,43.69,3.20,677.45,6.7745,77.14,10.49,22.71,0.2543,4.17,14.09,2.2346,Yes,0.85
PT1.5-2_SL25_TS10@1.3_ExitCross_FixedSL_Clamp80,666,33.93,3.28,672.29,6.7229,112.89,14.38,27.76,0.2061,8.32,3.06,1.8749,Yes,0.8
PT2_SL25_TS20@2_ExitCross_KijunSL_Clamp85,666,43.09,3.23,668.60,6.6860,106.26,14.02,24.98,0.2277,4.19,14.31,2.0546,Yes,0.85
PT2_SL25_NoExitCross_KijunSL_NoClamp,666,46.55,3.19,655.03,6.5503,91.19,13.23,22.95,0.2419,4.40,14.89,2.2060,No,0.8
PT1.5-2_SL20_TS20@2_ExitCross_KijunSL_Clamp85,666,43.54,3.14,651.15,6.5115,76.47,10.82,22.71,0.2427,4.19,14.05,2.1944,Yes,0.85
PT2_SL20_TS20@2_ExitCross_KijunSL_Clamp85,666,42.94,3.19,651.12,6.5112,103.48,14.02,24.98,0.2206,4.21,14.27,2.0294,Yes,0.85
PT2-3_SL25_TS20@2_ExitCross_KijunSL_Clamp85,666,43.09,3.17,647.13,6.4713,102.92,14.02,24.34,0.2248,4.19,14.31,2.0668,Yes,0.85
PT2-3_SL20_TS20@2_ExitCross_KijunSL_Clamp85,666,42.94,3.13,630.21,6.3021,100.22,14.02,24.35,0.2177,4.21,14.27,2.0409,Yes,0.85
PT1.5-2_SL15_TS20@2_ExitCross_KijunSL_NoClamp,666,43.39,3.05,614.75,6.1475,73.24,10.90,22.73,0.2264,4.25,13.97,2.1322,No,0.8
PT1.5-2_SL15_TS20@2_ExitCross_KijunSL_Clamp80,666,43.39,3.05,614.75,6.1475,73.24,10.90,22.73,0.2264,4.25,13.97,2.1322,Yes,0.8
PT1.5-2_SL15_TS20@2_ExitCross_KijunSL_Clamp85,666,43.39,3.05,614.75,6.1475,73.24,10.90,22.73,0.2264,4.25,13.97,2.1322,Yes,0.85
PT2_SL15_TS20@2_ExitCross_KijunSL_NoClamp,666,42.79,3.11,614.72,6.1472,102.20,14.57,25.01,0.2058,4.27,14.19,1.9733,No,0.8
PT2_SL15_TS20@2_ExitCross_KijunSL_Clamp80,666,42.79,3.11,614.72,6.1472,102.20,14.57,25.01,0.2058,4.27,14.19,1.9733,Yes,0.8
PT2_SL15_TS20@2_ExitCross_KijunSL_Clamp85,666,42.79,3.11,614.72,6.1472,102.20,14.57,25.01,0.2058,4.27,14.19,1.9733,Yes,0.85
PT2-3_SL15_TS20@2_ExitCross_KijunSL_NoClamp,666,42.79,3.05,594.99,5.9499,98.98,14.58,24.37,0.2031,4.27,14.19,1.9833,No,0.8
PT2-3_SL15_TS20@2_ExitCross_KijunSL_Clamp80,666,42.79,3.05,594.99,5.9499,98.98,14.58,24.37,0.2031,4.27,14.19,1.9833,Yes,0.8
PT2-3_SL15_TS20@2_ExitCross_KijunSL_Clamp85,666,42.79,3.05,594.99,5.9499,98.98,14.58,24.37,0.2031,4.27,14.19,1.9833,Yes,0.85
PT1.5_SL25_TS20@2_ExitCross_KijunSL_Clamp80,666,43.69,2.97,577.60,5.7760,80.28,12.76,23.74,0.2012,4.60,14.06,1.9886,Yes,0.8
PT1.5_SL20_TS10@1.3_ExitCross_FixedSL_Clamp85,666,30.93,3.02,577.29,5.7729,159.78,21.68,26.31,0.1814,7.31,3.01,1.8241,Yes,0.85
PT1.5-2_SL20_TS10@1.3_ExitCross_FixedSL_Clamp85,666,30.93,2.97,562.37,5.6237,155.56,21.67,25.54,0.1810,7.31,3.01,1.8444,Yes,0.85
PT1.5_SL25_ExitCross_KijunSL_Clamp85,666,43.69,2.82,546.90,5.4690,67.82,11.65,20.69,0.2160,4.17,14.09,2.1614,Yes,0.85
PT1.5_SL20_TS20@2_ExitCross_KijunSL_NoClamp,666,43.54,2.89,546.68,5.4668,80.03,13.44,23.74,0.1882,4.64,14.02,1.9351,No,0.8
PT1.5_SL20_TS20@2_ExitCross_KijunSL_Clamp80,666,43.54,2.89,546.68,5.4668,80.03,13.44,23.74,0.1882,4.64,14.02,1.9351,Yes,0.8
PT1.5-2_SL25_ExitCross_KijunSL_Clamp85,666,43.69,2.80,535.83,5.3583,67.53,11.60,20.88,0.2088,4.17,14.09,2.1255,Yes,0.85
PT1.5_SL20_ExitCross_KijunSL_Clamp85,666,43.54,2.75,522.15,5.2215,67.82,12.21,20.67,0.2042,4.19,14.05,2.1108,Yes,0.85
PT1.5-2_SL20_ExitCross_KijunSL_Clamp85,666,43.54,2.74,515.02,5.1502,67.53,12.07,20.87,0.1989,4.19,14.05,2.0818,Yes,0.85
PT2-3_SL25_ExitCross_KijunSL_Clamp85,666,43.09,2.76,511.71,5.1171,81.65,14.06,22.36,0.1841,4.19,14.31,1.9591,Yes,0.85
PT1.5-2_SL25_TS20@2_ExitCross_KijunSL_Clamp80,666,43.69,2.76,506.52,5.0652,75.82,13.44,23.10,0.1760,4.60,14.06,1.8995,Yes,0.8
PT1.5_SL25_TS20@2_ExitCross_KijunSL_NoClamp,666,43.69,2.76,501.29,5.0129,80.55,14.61,23.96,0.1675,4.81,14.06,1.8311,No,0.8
PT2_SL25_TS20@2_ExitCross_KijunSL_Clamp80,666,43.09,2.80,499.96,4.9996,90.17,15.50,25.33,0.1579,4.62,14.28,1.7544,Yes,0.8
PT2-3_SL20_ExitCross_KijunSL_Clamp85,666,42.94,2.72,498.33,4.9833,79.52,14.06,22.37,0.1780,4.21,14.27,1.9310,Yes,0.85
PT1.5_SL15_ExitCross_KijunSL_NoClamp,666,43.39,2.66,492.97,4.9297,64.96,12.30,20.70,0.1899,4.25,13.97,2.0426,No,0.8
PT1.5_SL15_ExitCross_KijunSL_Clamp80,666,43.39,2.66,492.97,4.9297,64.96,12.30,20.70,0.1899,4.25,13.97,2.0426,Yes,0.8
PT1.5_SL15_ExitCross_KijunSL_Clamp85,666,43.39,2.66,492.97,4.9297,64.96,12.30,20.70,0.1899,4.25,13.97,2.0426,Yes,0.85
PT1.5-2_SL15_ExitCross_KijunSL_NoClamp,666,43.39,2.65,486.24,4.8624,64.68,12.17,20.90,0.1848,4.25,13.97,2.0143,No,0.8
PT1.5-2_SL15_ExitCross_KijunSL_Clamp80,666,43.39,2.65,486.24,4.8624,64.68,12.17,20.90,0.1848,4.25,13.97,2.0143,Yes,0.8
PT1.5-2_SL15_ExitCross_KijunSL_Clamp85,666,43.39,2.65,486.24,4.8624,64.68,12.17,20.90,0.1848,4.25,13.97,2.0143,Yes,0.85
PT2-3_SL25_TS20@2_ExitCross_KijunSL_Clamp80,666,43.09,2.74,483.87,4.8387,87.32,15.51,24.70,0.1554,4.62,14.28,1.7582,Yes,0.8
PT2_SL20_TS20@2_ExitCross_KijunSL_Clamp80,666,42.94,2.75,482.75,4.8275,87.06,15.50,25.34,0.1510,4.66,14.24,1.7214,Yes,0.8
PT2_SL20_TS20@2_ExitCross_KijunSL_NoClamp,666,42.94,2.75,482.75,4.8275,87.06,15.50,25.34,0.1510,4.66,14.24,1.7214,No,0.8
PT1.5-2_SL20_TS20@2_ExitCross_KijunSL_NoClamp,666,43.54,2.69,482.65,4.8265,75.59,14.06,23.10,0.1656,4.64,14.02,1.8507,No,0.8
PT1.5-2_SL20_TS20@2_ExitCross_KijunSL_Clamp80,666,43.54,2.69,482.65,4.8265,75.59,14.06,23.10,0.1656,4.64,14.02,1.8507,Yes,0.8
PT2_SL25_ExitCross_KijunSL_Clamp85,666,43.09,2.64,477.16,4.7716,76.25,14.08,21.82,0.1729,4.19,14.31,1.9220,Yes,0.85
PT2-3_SL15_ExitCross_KijunSL_NoClamp,666,42.79,2.64,470.48,4.7048,78.52,14.62,22.40,0.1654,4.27,14.19,1.8683,No,0.8
PT2-3_SL15_ExitCross_KijunSL_Clamp80,666,42.79,2.64,470.48,4.7048,78.52,14.62,22.40,0.1654,4.27,14.19,1.8683,Yes,0.8
PT2-3_SL15_ExitCross_KijunSL_Clamp85,666,42.79,2.64,470.48,4.7048,78.52,14.62,22.40,0.1654,4.27,14.19,1.8683,Yes,0.85
PT2-3_SL20_TS20@2_ExitCross_KijunSL_NoClamp,666,42.94,2.68,467.21,4.6721,84.31,15.51,24.72,0.1486,4.66,14.24,1.7243,No,0.8
PT2-3_SL20_TS20@2_ExitCross_KijunSL_Clamp80,666,42.94,2.68,467.21,4.6721,84.31,15.51,24.72,0.1486,4.66,14.24,1.7243,Yes,0.8
PT2_SL20_ExitCross_KijunSL_Clamp85,666,42.94,2.60,464.68,4.6468,74.26,14.08,21.82,0.1671,4.21,14.27,1.8932,Yes,0.85
PT1.5-2_SL25_TS20@2_ExitCross_KijunSL_NoClamp,666,43.69,2.55,439.51,4.3951,76.03,15.38,23.32,0.1456,4.81,14.06,1.7382,No,0.8
PT2_SL15_ExitCross_KijunSL_NoClamp,666,42.79,2.52,438.71,4.3871,73.33,14.63,21.85,0.1550,4.27,14.19,1.8290,No,0.8
PT2_SL15_ExitCross_KijunSL_Clamp80,666,42.79,2.52,438.71,4.3871,73.33,14.63,21.85,0.1550,4.27,14.19,1.8290,Yes,0.8
PT2_SL15_ExitCross_KijunSL_Clamp85,666,42.79,2.52,438.71,4.3871,73.33,14.63,21.85,0.1550,4.27,14.19,1.8290,Yes,0.85
PT2_SL25_TS20@2_ExitCross_KijunSL_NoClamp,666,43.09,2.59,433.85,4.3385,82.70,16.23,25.53,0.1308,4.83,14.28,1.6097,No,0.8
PT2-3_SL25_TS20@2_ExitCross_KijunSL_NoClamp,666,43.09,2.53,419.84,4.1984,80.07,16.24,24.91,0.1284,4.83,14.28,1.6095,No,0.8
PT1.5_SL25_ExitCross_KijunSL_Clamp80,666,43.69,2.38,408.61,4.0861,69.15,15.52,21.10,0.1463,4.60,14.06,1.7930,Yes,0.8
PT2_SL25_TS10@1.3_ExitCross_FixedSL_NoClamp,666,33.93,2.65,406.86,4.0686,89.65,18.06,32.13,0.0955,9.61,3.02,1.3105,No,0.8
PT1.5-2_SL25_ExitCross_KijunSL_Clamp80,666,43.69,2.36,400.36,4.0036,67.30,15.08,21.28,0.1411,4.60,14.06,1.7613,Yes,0.8
PT1.5_SL20_ExitCross_KijunSL_NoClamp,666,43.54,2.30,386.72,3.8672,68.94,16.35,21.09,0.1359,4.64,14.02,1.7330,No,0.8
PT1.5_SL20_ExitCross_KijunSL_Clamp80,666,43.54,2.30,386.72,3.8672,68.94,16.35,21.09,0.1359,4.64,14.02,1.7330,Yes,0.8
PT2-3_SL25_ExitCross_KijunSL_Clamp80,666,43.09,2.33,382.37,3.8237,69.21,15.55,22.74,0.1242,4.62,14.28,1.6237,Yes,0.8
PT1.5-2_SL20_ExitCross_KijunSL_NoClamp,666,43.54,2.29,381.49,3.8149,67.10,15.78,21.29,0.1322,4.64,14.02,1.7085,No,0.8
PT1.5-2_SL20_ExitCross_KijunSL_Clamp80,666,43.54,2.29,381.49,3.8149,67.10,15.78,21.29,0.1322,4.64,14.02,1.7085,Yes,0.8
PT2-3_SL25_TS10@1.3_ExitCross_FixedSL_NoClamp,666,33.93,2.49,371.65,3.7165,81.89,18.06,31.00,0.0876,9.61,3.02,1.2732,No,0.8
PT2-3_SL20_ExitCross_KijunSL_NoClamp,666,42.94,2.28,369.20,3.6920,66.83,15.55,22.76,0.1183,4.66,14.24,1.5870,No,0.8
PT2-3_SL20_ExitCross_KijunSL_Clamp80,666,42.94,2.28,369.20,3.6920,66.83,15.55,22.76,0.1183,4.66,14.24,1.5870,Yes,0.8
PT2_SL25_ExitCross_KijunSL_Clamp80,666,43.09,2.21,356.47,3.5647,64.67,15.58,22.20,0.1155,4.62,14.28,1.5784,Yes,0.8
PT1.5_SL25_ExitCross_KijunSL_NoClamp,666,43.69,2.17,354.47,3.5447,69.08,17.71,21.34,0.1192,4.81,14.06,1.6164,No,0.8
PT1.5-2_SL25_ExitCross_KijunSL_NoClamp,666,43.69,2.15,347.29,3.4729,67.42,17.26,21.52,0.1149,4.81,14.06,1.5868,No,0.8
PT2_SL20_ExitCross_KijunSL_NoClamp,666,42.94,2.16,344.19,3.4419,64.48,16.09,22.22,0.1099,4.66,14.24,1.5408,No,0.8
PT2_SL20_ExitCross_KijunSL_Clamp80,666,42.94,2.16,344.19,3.4419,64.48,16.09,22.22,0.1099,4.66,14.24,1.5408,Yes,0.8
PT2_SL25_TS15@1.5_ExitCross_FixedSL_Clamp85,666,22.67,2.50,338.08,3.3808,120.41,26.26,33.59,0.0709,8.29,3.18,1.1796,Yes,0.85
PT2-3_SL25_ExitCross_KijunSL_NoClamp,666,43.09,2.12,331.69,3.3169,63.44,16.28,22.97,0.1009,4.83,14.28,1.4627,No,0.8
