TradeNumber,TokenAddress,AlertTime,EntryTime,ExitTime,PnL,PnLPercent,MaxReached,HoldDurationMinutes,IsWin
1,4DBgRWs63QzBwj71Qxiiz49DUZJi2QgUha7cbadepump,2025-08-03T14:19:27.000Z,2025-08-05T22:00:00.000+10:00,2025-08-06T00:00:00.000+10:00,1.211954,21.20,1.5343,120,Yes
2,J4GATmFy9rZtqfLoLTYY9afNQd4T71uLRKuxAu63pump,2025-08-12T10:58:38.000Z,2025-08-15T18:00:00.000+10:00,2025-08-16T00:00:00.000+10:00,0.825208,-17.48,1.0000,360,No
