TradeNumber,AlertTime,PnL,PositionSize,TradeReturn,PortfolioBefore,PortfolioAfter,MovingAvgPortfolio
1,2025-08-03T14:19:27.000Z,1.211954,10.00,2.12,100.00,102.12,100.00
2,2025-08-12T10:58:38.000Z,0.825208,10.11,-1.77,102.12,100.35,101.06
