TradeNumber,TokenAddress,AlertTime,EntryTime,ExitTime,PnL,PnLPercent,MaxReached,HoldDurationMinutes,IsWin
1,CFE79emBnGNMtkbYSU39tv9eMH2i7uiVMscaerYxbonk,2025-07-31T21:34:24.000Z,2025-08-04T16:00:00.000+10:00,2025-08-04T18:00:00.000+10:00,1.003430,0.34,1.0080,120,Yes
2,5Q1Gwj6Q3QV8F1RbmwaoCaJLak3eAC4RxwiJABZxbonk,2025-08-07T22:57:03.000Z,2025-08-08T16:00:00.000+10:00,2025-08-08T18:00:00.000+10:00,0.846317,-15.37,1.0197,120,No
3,GLiVTS4KXuX3XQkqvFPmAVym4UqrTeBaTu1RDJZmTHJB,2025-09-08T22:46:09.000Z,2025-09-14T13:00:00.000+10:00,2025-09-16T02:00:00.000+10:00,1.022160,2.22,1.0222,2220,Yes
