TradeNumber,AlertTime,PnL,PositionSize,TradeReturn,PortfolioBefore,PortfolioAfter,MovingAvgPortfolio
78,2025-08-28T15:56:45.000Z,0.986487,13.77,-0.19,137.94,137.75,137.66
79,2025-08-29T08:22:41.000Z,0.976595,13.74,-0.32,137.75,137.43,137.38
80,2025-08-29T18:42:01.000Z,1.122873,13.72,1.69,137.43,139.12,137.25
81,2025-08-30T00:44:03.000Z,1.011245,13.73,0.15,139.12,139.27,137.31
82,2025-08-30T23:00:56.000Z,1.028076,13.73,0.39,139.27,139.66,137.29
83,2025-08-31T11:33:56.000Z,1.000000,13.75,0.00,139.66,139.66,137.52
84,2025-08-31T16:35:32.000Z,0.957944,13.80,-0.58,139.66,139.08,138.02
85,2025-09-01T12:28:19.000Z,1.005842,13.85,0.08,139.08,139.16,138.48
86,2025-09-01T16:29:19.000Z,0.980251,13.87,-0.27,139.16,138.88,138.71
87,2025-09-01T17:28:21.000Z,0.817722,13.88,-2.53,138.88,136.35,138.79
88,2025-09-01T23:30:16.000Z,1.145145,13.86,2.01,136.35,138.37,138.64
89,2025-09-02T09:40:28.000Z,0.998720,13.87,-0.02,138.37,138.35,138.70
90,2025-09-02T12:06:28.000Z,1.004780,13.88,0.07,138.35,138.41,138.79
91,2025-09-02T15:35:01.000Z,1.000000,13.87,0.00,138.41,138.41,138.72
92,2025-09-02T18:35:43.000Z,0.997461,13.86,-0.04,138.41,138.38,138.63
93,2025-09-04T08:47:16.000Z,1.000000,13.85,0.00,138.38,138.38,138.50
94,2025-09-04T15:38:46.000Z,1.079627,13.84,1.10,138.38,139.48,138.38
95,2025-09-04T15:43:38.000Z,1.227954,13.84,3.16,139.48,142.64,138.42
96,2025-09-04T15:55:19.000Z,0.992265,13.88,-0.11,142.64,142.53,138.77
97,2025-09-05T08:47:47.000Z,1.435334,13.91,6.06,142.53,148.59,139.13
98,2025-09-05T16:19:46.000Z,1.008837,14.04,0.12,148.59,148.71,140.35
99,2025-09-05T16:48:44.000Z,0.985528,14.14,-0.20,148.71,148.51,141.39
100,2025-09-05T18:42:47.000Z,0.905548,14.24,-1.35,148.51,147.16,142.40
101,2025-09-06T12:24:37.000Z,0.959342,14.33,-0.58,147.16,146.58,143.28
102,2025-09-06T22:30:53.000Z,1.012548,14.41,0.18,146.58,146.76,144.09
103,2025-09-07T12:08:46.000Z,1.082977,14.49,1.20,146.76,147.96,144.93
104,2025-09-07T14:12:50.000Z,1.113418,14.59,1.65,147.96,149.62,145.89
105,2025-09-08T16:45:35.000Z,1.009607,14.69,0.14,149.62,149.76,146.90
106,2025-09-08T17:12:25.000Z,1.000369,14.76,0.01,149.76,149.76,147.62
107,2025-09-08T22:17:49.000Z,1.077424,14.83,1.15,149.76,150.91,148.34
108,2025-09-09T10:04:13.000Z,1.068746,14.86,1.02,150.91,151.93,148.57
109,2025-09-09T13:22:36.000Z,0.936998,14.89,-0.94,151.93,150.99,148.89
110,2025-09-09T14:23:43.000Z,1.028706,14.91,0.43,150.99,151.42,149.14
111,2025-09-10T00:06:20.000Z,0.800000,14.96,-2.99,151.42,148.43,149.57
112,2025-09-10T12:07:29.000Z,0.988698,14.98,-0.17,148.43,148.26,149.75
113,2025-09-10T12:07:52.000Z,2.699550,14.99,25.48,148.26,173.74,149.90
114,2025-09-10T13:15:29.000Z,1.009425,15.25,0.14,173.74,173.88,152.48
115,2025-09-13T23:26:39.000Z,0.800000,15.49,-3.10,173.88,170.78,154.91
116,2025-09-14T00:44:26.000Z,0.934791,15.70,-1.02,170.78,169.76,157.01
117,2025-09-14T21:48:51.000Z,0.829619,15.90,-2.71,169.76,167.05,159.01
118,2025-09-15T10:47:15.000Z,1.201423,16.06,3.24,167.05,170.29,160.63
119,2025-09-15T17:19:03.000Z,0.979537,16.25,-0.33,170.29,169.95,162.46
120,2025-09-19T01:50:56.000Z,1.113686,16.44,1.87,169.95,171.82,164.36
121,2025-09-19T08:16:26.000Z,1.041901,16.64,0.70,171.82,172.52,166.40
122,2025-09-19T13:08:53.000Z,0.845625,16.88,-2.61,172.52,169.91,168.81
123,2025-09-19T18:53:42.000Z,0.982253,17.10,-0.30,169.91,169.61,170.97
124,2025-09-20T13:59:29.000Z,0.800000,17.06,-3.41,169.61,166.20,170.56
125,2025-09-21T00:33:04.000Z,0.830470,16.98,-2.88,166.20,163.32,169.79
126,2025-09-25T16:11:29.000Z,1.069871,16.90,1.18,163.32,164.50,169.04
127,2025-09-27T07:01:31.000Z,1.364549,16.85,6.14,164.50,170.65,168.52
128,2025-09-28T17:04:49.000Z,0.871710,16.89,-2.17,170.65,168.48,168.88
129,2025-09-29T18:14:15.000Z,1.142974,16.87,2.41,168.48,170.89,168.70
130,2025-10-02T13:25:36.000Z,1.054763,16.88,0.92,170.89,171.81,168.79
131,2025-10-02T20:59:14.000Z,1.517261,16.88,8.73,171.81,180.55,168.79
132,2025-10-03T11:04:27.000Z,1.240773,16.96,4.08,180.55,184.63,169.59
133,2025-10-03T17:07:17.000Z,1.274019,17.11,4.69,184.63,189.32,171.06
134,2025-10-05T02:38:39.000Z,1.005239,17.30,0.09,189.32,189.41,173.03
135,2025-10-07T10:15:18.000Z,1.005138,17.54,0.09,189.41,189.50,175.35
136,2025-10-08T07:22:13.000Z,1.067527,17.80,1.20,189.50,190.70,177.97
137,2025-10-08T07:22:43.000Z,1.000000,18.06,0.00,190.70,190.70,180.59
138,2025-10-12T22:17:03.000Z,0.958834,18.26,-0.75,190.70,189.95,182.60
139,2025-10-14T17:51:28.000Z,1.092147,18.47,1.70,189.95,191.65,184.74
140,2025-10-16T10:44:56.000Z,0.800000,18.68,-3.74,191.65,187.91,186.82
141,2025-10-23T10:42:01.000Z,1.268834,18.84,5.07,187.91,192.98,188.43
142,2025-10-23T19:51:56.000Z,0.887621,18.97,-2.13,192.98,190.85,189.67
143,2025-10-24T09:44:55.000Z,1.020602,19.03,0.39,190.85,191.24,190.30
144,2025-10-25T17:55:54.000Z,1.254318,19.05,4.84,191.24,196.08,190.49
145,2025-10-27T11:01:09.000Z,0.994421,19.12,-0.11,196.08,195.98,191.16
146,2025-10-28T10:18:36.000Z,1.037049,19.18,0.71,195.98,196.69,191.80
147,2025-10-30T09:28:27.000Z,1.138149,19.24,2.66,196.69,199.35,192.40
148,2025-10-30T21:28:21.000Z,1.000000,19.33,0.00,199.35,199.35,193.27
149,2025-11-01T13:09:11.000Z,2.218243,19.42,23.66,199.35,223.00,194.21
150,2025-11-01T14:03:14.000Z,0.958510,19.73,-0.82,223.00,222.19,197.34
