TradeNumber,AlertTime,PnL,PositionSize,TradeReturn,PortfolioBefore,PortfolioAfter,MovingAvgPortfolio
1,2025-07-19T09:53:13.000Z,0.800000,10.00,-2.00,100.00,98.00,100.00
2,2025-07-19T10:39:09.000Z,1.063622,9.90,0.63,98.00,98.63,99.00
3,2025-07-19T13:12:35.000Z,0.800000,9.89,-1.98,98.63,96.65,98.88
4,2025-07-19T17:17:22.000Z,0.994853,9.83,-0.05,96.65,96.60,98.32
5,2025-07-20T16:08:04.000Z,1.059896,9.80,0.59,96.60,97.19,97.98
6,2025-07-21T07:38:33.000Z,0.800000,9.78,-1.96,97.19,95.23,97.85
7,2025-07-22T11:58:16.000Z,1.079343,9.75,0.77,95.23,96.01,97.47
8,2025-07-28T17:39:35.000Z,0.993558,9.73,-0.06,96.01,95.94,97.29
9,2025-07-29T14:30:17.000Z,0.946695,9.71,-0.52,95.94,95.42,97.14
10,2025-08-01T09:49:21.000Z,1.255746,9.70,2.48,95.42,97.90,96.97
11,2025-08-01T12:35:32.000Z,0.831064,9.68,-1.63,97.90,96.27,96.76
12,2025-08-01T21:32:11.000Z,1.021971,9.66,0.21,96.27,96.48,96.59
13,2025-08-03T11:07:16.000Z,1.000000,9.64,0.00,96.48,96.48,96.37
14,2025-08-04T10:29:19.000Z,0.961492,9.64,-0.37,96.48,96.11,96.35
15,2025-08-04T10:29:39.000Z,0.890422,9.63,-1.06,96.11,95.06,96.30
16,2025-08-04T11:15:05.000Z,1.073849,9.61,0.71,95.06,95.77,96.09
17,2025-08-04T18:52:31.000Z,1.140421,9.61,1.35,95.77,97.12,96.14
18,2025-08-04T21:23:11.000Z,1.170449,9.63,1.64,97.12,98.76,96.26
19,2025-08-05T07:23:19.000Z,0.810751,9.65,-1.83,98.76,96.93,96.54
20,2025-08-05T07:31:04.000Z,0.880656,9.67,-1.15,96.93,95.78,96.69
21,2025-08-05T10:03:55.000Z,0.954272,9.65,-0.44,95.78,95.33,96.47
22,2025-08-05T11:46:03.000Z,1.128417,9.64,1.24,95.33,96.57,96.38
23,2025-08-05T14:13:37.000Z,1.007816,9.64,0.08,96.57,96.65,96.39
24,2025-08-06T02:17:57.000Z,1.008473,9.64,0.08,96.65,96.73,96.41
25,2025-08-06T10:19:27.000Z,1.004373,9.65,0.04,96.73,96.77,96.47
26,2025-08-06T13:31:41.000Z,0.947227,9.66,-0.51,96.77,96.26,96.64
27,2025-08-07T00:57:52.000Z,2.013904,9.67,9.80,96.26,106.06,96.69
28,2025-08-07T07:38:47.000Z,0.904455,9.76,-0.93,106.06,105.13,97.58
29,2025-08-07T13:00:15.000Z,0.967624,9.82,-0.32,105.13,104.81,98.22
30,2025-08-07T20:04:39.000Z,1.040980,9.90,0.41,104.81,105.22,99.01
31,2025-08-08T10:59:50.000Z,1.116609,10.00,1.17,105.22,106.39,99.95
32,2025-08-08T14:51:43.000Z,0.900736,10.11,-1.00,106.39,105.38,101.06
33,2025-08-08T18:36:19.000Z,1.017558,10.19,0.18,105.38,105.56,101.94
34,2025-08-08T21:52:17.000Z,0.927878,10.28,-0.74,105.56,104.82,102.83
35,2025-08-09T00:16:17.000Z,0.999597,10.36,-0.00,104.82,104.82,103.64
36,2025-08-10T19:29:43.000Z,0.945564,10.44,-0.57,104.82,104.25,104.45
37,2025-08-11T09:29:28.000Z,1.139492,10.52,1.47,104.25,105.71,105.24
38,2025-08-11T10:06:29.000Z,0.845601,10.52,-1.62,105.71,104.09,105.21
39,2025-08-11T19:47:29.000Z,1.339646,10.51,3.57,104.09,107.66,105.10
40,2025-08-11T22:25:50.000Z,1.135810,10.54,1.43,107.66,109.09,105.39
41,2025-08-12T04:22:21.000Z,0.983361,10.58,-0.18,109.09,108.92,105.78
42,2025-08-12T09:43:37.000Z,1.561482,10.60,5.95,108.92,114.87,106.03
43,2025-08-12T11:08:50.000Z,1.136269,10.70,1.46,114.87,116.33,106.98
44,2025-08-12T15:09:21.000Z,1.371841,10.81,4.02,116.33,120.34,108.05
45,2025-08-12T15:38:23.000Z,0.800000,10.96,-2.19,120.34,118.15,109.61
46,2025-08-13T15:38:10.000Z,0.999658,11.09,-0.00,118.15,118.15,110.94
47,2025-08-13T17:26:30.000Z,0.948541,11.23,-0.58,118.15,117.57,112.33
48,2025-08-14T06:28:55.000Z,0.910840,11.35,-1.01,117.57,116.56,113.52
49,2025-08-14T15:02:41.000Z,1.000000,11.48,0.00,116.56,116.56,114.76
50,2025-08-14T18:19:58.000Z,1.076930,11.57,0.89,116.56,117.45,115.65
51,2025-08-15T21:59:01.000Z,0.913440,11.65,-1.01,117.45,116.44,116.49
52,2025-08-16T08:29:50.000Z,1.027417,11.72,0.32,116.44,116.76,117.24
53,2025-08-16T20:44:22.000Z,1.328231,11.74,3.85,116.76,120.62,117.43
54,2025-08-17T21:06:52.000Z,1.115851,11.79,1.37,120.62,121.98,117.86
55,2025-08-17T22:17:01.000Z,1.004700,11.80,0.06,121.98,122.04,118.02
56,2025-08-18T00:38:50.000Z,0.800000,11.84,-2.37,122.04,119.67,118.41
57,2025-08-18T17:04:11.000Z,1.011032,11.86,0.13,119.67,119.80,118.56
58,2025-08-19T09:04:36.000Z,1.639231,11.88,7.59,119.80,127.39,118.79
59,2025-08-19T11:46:11.000Z,0.966168,11.99,-0.41,127.39,126.99,119.87
60,2025-08-20T08:48:31.000Z,1.037002,12.09,0.45,126.99,127.43,120.91
61,2025-08-20T13:32:07.000Z,1.000000,12.19,0.00,127.43,127.43,121.91
62,2025-08-21T07:40:59.000Z,1.192083,12.30,2.36,127.43,129.80,123.01
63,2025-08-21T16:27:56.000Z,1.187764,12.43,2.33,129.80,132.13,124.31
64,2025-08-21T20:11:35.000Z,0.972304,12.55,-0.35,132.13,131.78,125.47
65,2025-08-22T12:36:15.000Z,0.959688,12.64,-0.51,131.78,131.27,126.45
66,2025-08-22T13:14:08.000Z,0.971522,12.74,-0.36,131.27,130.91,127.37
67,2025-08-22T20:49:56.000Z,1.816159,12.85,10.49,130.91,141.40,128.49
68,2025-08-23T11:11:53.000Z,0.939877,13.07,-0.79,141.40,140.61,130.65
69,2025-08-23T22:56:25.000Z,0.857177,13.20,-1.88,140.61,138.73,131.98
70,2025-08-24T11:24:29.000Z,0.983323,13.32,-0.22,138.73,138.51,133.15
71,2025-08-25T16:28:12.000Z,1.071229,13.43,0.96,138.51,139.46,134.26
72,2025-08-26T01:06:04.000Z,0.845813,13.55,-2.09,139.46,137.37,135.46
73,2025-08-26T21:09:25.000Z,0.800000,13.62,-2.72,137.37,134.65,136.22
74,2025-08-27T06:26:46.000Z,0.983623,13.65,-0.22,134.65,134.43,136.47
75,2025-08-27T14:58:54.000Z,1.176655,13.67,2.42,134.43,136.84,136.73
76,2025-08-27T16:40:58.000Z,1.090240,13.73,1.24,136.84,138.08,137.29
77,2025-08-27T17:15:07.000Z,0.989700,13.80,-0.14,138.08,137.94,138.01
