tokenAddress,tokenName,tokenSymbol,caller,alertTime,alertDateTime,entryTime,exitTime,pnl,pnlPercent,holdDuration,entryPrice,exitPrice,athSinceCall,athSinceCallPercent,maxDrawdownFromEntry,maxDrawdownFromEntryPercent,timeToATH,hasOHLCV,strategy
CnqAQXJB7vSiwdNvgSf22JSPPa53orxSfXn6L2D6pump,Token CnqAQXJB,PLAIPIN,Brook Giga I verify @BrookCalls,2025-11-03T22:12:21.000+11:00,2025-11-03T22:12:21.000+11:00,2025-11-03T23:25:00.000+11:00,2025-11-03T23:45:00.000+11:00,1.0276639298396264,2.76639298396264,20,0.0006980139897438876,0.0007173237997832402,0.0011550842746016212,60.602371964871395,0.00039367739973556593,56.39964320486075,2,1,MA_GoldenCross_5m_20pctTrail_24h
CnqAQXJB7vSiwdNvgSf22JSPPa53orxSfXn6L2D6pump,Token CnqAQXJB,PLAIPIN,Brook Giga I verify @BrookCalls,2025-11-03T22:12:21.000+11:00,2025-11-03T22:12:21.000+11:00,2025-11-03T23:45:00.000+11:00,2025-11-03T23:45:00.000+11:00,0.7920150000000001,-20.798499999999986,0,0.0009142096048204516,0.00072406772016187,0.0011550842746016212,60.602371964871395,0.00060987301481213,66.71041428534406,2,1,MA_GoldenCross_5m_20pctTrail_24h
FeR8VBqNRSUD5NtXAj2n3j1dAHkZHfyDktKuLXD4pump,Token FeR8VBqN,JELLYJELLY,Brook Giga I verify @BrookCalls,2025-11-05T08:04:31.000+11:00,2025-11-05T08:04:31.000+11:00,2025-11-05T10:15:00.000+11:00,2025-11-05T15:05:00.000+11:00,0.8030767587982939,-19.69232412017061,290,0.30315646220951126,0.24345790907997175,0.5005662036224084,22.358533027843674,0.1029559360438834,33.96131993806241,0,1,MA_GoldenCross_5m_20pctTrail_24h
5aW63GU53U9iQR5KgyFQq1bK2FymQhwB2qxWdWGepump,,,Brook Giga I verify @BrookCalls,2025-11-05T23:54:25.000+11:00,2025-11-05T23:54:25.000+11:00,2025-11-06T01:40:00.000+11:00,2025-11-06T03:15:00.000+11:00,0.9785359224783345,-2.146407752166546,95,0.00036596756823353073,0.00035811241197855083,0.0004521535728219172,25.97930749982953,0.00015018563004203162,41.03796157865972,0,1,MA_GoldenCross_5m_20pctTrail_24h
oreoU2P8bN6jkk3jbaiVxYnG1dCXcYxwhwyK9jSybcp,,,Brook Giga I verify @BrookCalls,2025-11-08T03:46:02.000+11:00,2025-11-08T03:46:02.000+11:00,2025-11-08T05:00:00.000+11:00,2025-11-08T12:00:00.000+11:00,0.8947852348156213,-10.521476518437867,420,397.5168497956892,355.69220778760183,582.3467215325591,53.36719503522216,43.525054714194084,10.949235167405998,3,1,MA_GoldenCross_5m_20pctTrail_24h
3F9P94NfjB7rTxoyQ7JxLHuCgbENqk71Tjx78fGB3kPb,,,Brook Giga I verify @BrookCalls,2025-11-09T23:10:53.000+11:00,2025-11-09T23:10:53.000+11:00,2025-11-10T01:30:00.000+11:00,2025-11-10T07:10:00.000+11:00,1.0740136658371515,7.401366583715152,340,0.00032411412727731994,0.0003481030019867235,0.0005830141740747744,72.27532798952372,0.00002812206107929738,8.676592197795642,49,1,MA_GoldenCross_5m_20pctTrail_24h
3F9P94NfjB7rTxoyQ7JxLHuCgbENqk71Tjx78fGB3kPb,,,Brook Giga I verify @BrookCalls,2025-11-09T23:10:53.000+11:00,2025-11-09T23:10:53.000+11:00,2025-11-10T07:10:00.000+11:00,2025-11-10T07:10:00.000+11:00,0.792015,-20.798499999999997,0,0.00044391906584834623,0.00035159055893787796,0.0005830141740747744,72.27532798952372,0.00011484451956567077,25.870598584496147,49,1,MA_GoldenCross_5m_20pctTrail_24h
FRVCEaJuS8cuBTWR1JwVu35pBsKmHmt9n4LjSiF4pump,,,Brook Giga I verify @BrookCalls,2025-11-12T09:54:48.000+11:00,2025-11-12T09:54:48.000+11:00,2025-11-12T11:10:00.000+11:00,2025-11-12T11:20:00.000+11:00,0.8935539761886728,-10.644602381132717,10,0.0004693731228695883,0.0004194102202562151,0.0014944327483408218,291.07106301719955,0.00023644653625626058,50.37496284633993,0,1,MA_GoldenCross_5m_20pctTrail_24h
oobQ3oX6ubRYMNMahG7VSCe8Z73uaQbAWFn6f22XTgo,,,Brook Giga I verify @BrookCalls,2025-11-13T02:16:00.000+11:00,2025-11-13T02:16:00.000+11:00,2025-11-13T04:05:00.000+11:00,2025-11-13T04:10:00.000+11:00,0.9808791287982044,-1.912087120179562,5,0.3856312965960084,0.3782576902424147,0.7325314602142722,69.74518952353064,0.049177080722418054,12.752357279221687,4,1,MA_GoldenCross_5m_20pctTrail_24h
CxiR3c9AGqMtE7bg82sLnzpLinXN3kXfcoYeYtGApFoG,,,Brook Giga I verify @BrookCalls,2025-11-13T20:44:24.000+11:00,2025-11-13T20:44:24.000+11:00,2025-11-13T22:45:00.000+11:00,2025-11-14T04:55:00.000+11:00,0.9598757364628812,-4.012426353711884,370,0.006831133370132701,0.006557039174532289,0.008584820420819756,26.30824136954457,0.0009097131295620524,13.317162471743401,0,1,MA_GoldenCross_5m_20pctTrail_24h
HZYPQvUMDxLGuJLoakYzc47rJsLJvD7wo6AhZVC8pump,,,Brook Giga I verify @BrookCalls,2025-11-15T00:36:28.000+11:00,2025-11-15T00:36:28.000+11:00,2025-11-15T02:15:00.000+11:00,2025-11-15T02:15:00.000+11:00,0.8083403991457618,-19.165960085423816,0,0.000019415534283113008,0.000015694360732039792,0.00005605730290196479,31.414421112506407,0.000014811239495865767,76.28551076623266,3,1,MA_GoldenCross_5m_20pctTrail_24h
AkbvXVZPzrHSpcxNADQ7Uxk6nvjHtpHn4nqNQZY8TJBn,,,Brook Giga I verify @BrookCalls,2025-11-15T07:05:29.000+11:00,2025-11-15T07:05:29.000+11:00,2025-11-15T08:45:00.000+11:00,2025-11-15T10:05:00.000+11:00,0.8734622672533531,-12.653773274664692,80,0.108994287459682,0.09520239744219755,0.13026288113786977,42.14510503265807,0.03308852926140218,30.35803988685365,4,1,MA_GoldenCross_5m_20pctTrail_24h
BqyXGyQ3VYKyZS13HvzeVeUBiyKd4xMYXPDR9KWNpump,,,Brook Giga I verify @BrookCalls,2025-11-15T20:36:17.000+11:00,2025-11-15T20:36:17.000+11:00,2025-11-15T22:00:00.000+11:00,2025-11-15T22:30:00.000+11:00,0.8338402541040338,-16.615974589596615,30,0.000591059463515096,0.0004928491732480216,0.000937826873735217,43.57755177541742,0.00045690373904434253,77.30249953652472,3,1,MA_GoldenCross_5m_20pctTrail_24h
7ifX7okDF3Q5equtyFo5BkwZyeKY1hGcZCmkZQ5upump,,,Brook Giga I verify @BrookCalls,2025-11-17T01:32:41.000+11:00,2025-11-17T01:32:41.000+11:00,2025-11-17T02:35:00.000+11:00,2025-11-17T18:20:00.000+11:00,0.7920150000000002,-20.798499999999976,945,0.0015107268866320555,0.0011965183551158878,0.0018897155315639304,2.2064235073280702,0.0007554713001373477,50.00713939907169,2,1,MA_GoldenCross_5m_20pctTrail_24h
7pXsYxptLKSUV6t66SvCAhhyvCeHjHos4qaSYUv6pump,,,Brook Giga I verify @BrookCalls,2025-11-17T20:53:57.000+11:00,2025-11-17T20:53:57.000+11:00,2025-11-17T22:10:00.000+11:00,2025-11-17T22:40:00.000+11:00,0.79677905231529,-20.322094768471,30,0.00018178580913981863,0.00014484312473079288,0.0002090210618498379,9.897444246308783,0.0001323496480368622,72.80526937890234,1,1,MA_GoldenCross_5m_20pctTrail_24h
