timestamp,open,high,low,close,volume
1762940100,0.00006494923371136162,0.0000662465305707268,0.00005284118506847604,0.00005284118506847604,30544302.787905
1762940400,0.00005284118506847604,0.00007059512458845581,0.00005284118506847604,0.00006477824261035353,45392793.063292
1762940700,0.00006477824261035353,0.00006567874665861565,0.00006127249675700813,0.00006127249675700813,9389664.589576
1762941000,0.00006127249675700813,0.00007224020066417187,0.00006127249675700813,0.0000631906965945559,18179942.711216003
1762941300,0.0000631906965945559,0.00006884790037982425,0.0000631906965945559,0.00006884790037982425,10951587.750730999
1762941600,0.00006884790037982425,0.00006999057147797733,0.00006221732977266317,0.00006221732977266317,14329172.749924
1762941900,0.00006221732977266317,0.00006346252536925019,0.00006183909570196254,0.00006183909570196254,5160008.0334
1762942200,0.00006183909570196254,0.00006251901154001126,0.00006158146577851726,0.00006236091037758574,5099243.680561999
1762942500,0.00006236091037758574,0.00006236091037758574,0.0000596498837369182,0.0000611226616990037,5863089.662351001
1762942800,0.0000611226616990037,0.0000611226616990037,0.00005689910938784148,0.000057608027640944744,6977528.148052999
1762943100,0.000057608027640944744,0.000058239354733066214,0.00005500853873793736,0.00005500853873793736,6386886.677277
1762943400,0.00005500853873793736,0.00005500853873793736,0.00004613692191195059,0.00004684456160760734,30152111.669329
1762943700,0.00004684456160760734,0.00004684456160760734,0.00004582462722136021,0.00004582462722136021,2569629.85766
1762944000,0.00004582462722136021,0.000050873784550110484,0.00004342551869204195,0.000050094298135422794,19133505.337852996
1762944300,0.000050094298135422794,0.0000614468074390831,0.000050094035934062534,0.0000614468074390831,22056909.727404
1762944600,0.0000614468074390831,0.0000614468074390831,0.00005612441156712305,0.00005612441156712305,11402407.153756
1762944900,0.00005612441156712305,0.00005612441156712305,0.000052607916478314706,0.000052607916478314706,6191984.67757
1762945200,0.000052607916478314706,0.00005285772486671421,0.00005208708170396242,0.00005217719737697708,1222594.307232
1762945500,0.00005217719737697708,0.00005221976558791365,0.00005204147604958335,0.00005204147604958335,492719.00995700003
1762945800,0.00005204147604958335,0.000054838081815571305,0.00005147950339907464,0.000054838081815571305,8819844.000218999
