TradeNumber,TokenAddress,AlertTime,EntryTime,ExitTime,PnL,PnLPercent,MaxReached,HoldDurationMinutes,IsWin
1,dWd8vyAH9pQMMG1bkQWiGnyx8LjjuTDHsk8qcsCBAGS,2025-07-25T00:06:52.000Z,2025-07-26T02:00:00.000+10:00,2025-07-26T10:00:00.000+10:00,1.272983,27.30,1.7537,480,Yes
