TradeNumber,TokenAddress,AlertTime,EntryTime,ExitTime,PnL,PnLPercent,MaxReached,HoldDurationMinutes,IsWin
1,6diWCHiTHfUNTMyTvKEcmWM6nFvtcP48qNeDnmTHpump,2025-08-14T14:20:09.000Z,2025-08-16T03:00:00.000+10:00,2025-08-16T07:00:00.000+10:00,0.968937,-3.11,1.0000,240,No
2,BpTG2PLvNj4nrQPAGdRedCCCBamtpgCSxgQV4ZCKdoge,2025-08-18T13:54:25.000Z,2025-08-19T06:00:00.000+10:00,2025-08-19T08:00:00.000+10:00,1.301759,30.18,1.0286,120,Yes
3,FUzvtjbJXQ1Ru1VfsbL86aiRf53wYhahziyJLitFpump,2025-08-19T22:28:50.000Z,2025-08-23T11:00:00.000+10:00,2025-08-24T11:00:00.000+10:00,1.008637,0.86,1.0381,1440,Yes
4,FkVsh7qZzasCnueTcks1GahbWLjLNf2b7gYRNHngdaos,2025-08-30T09:34:41.000Z,2025-09-01T07:00:00.000+10:00,2025-09-01T09:00:00.000+10:00,1.162209,16.22,1.0000,120,Yes
5,28gxrUpKTYEVdK6LBq49HDsczrXkEiQ548RnQqT4pump,2025-09-17T07:07:11.000Z,2025-09-19T04:00:00.000+10:00,2025-09-19T06:00:00.000+10:00,1.033051,3.31,1.0000,120,Yes
6,3NtY9hSYjgXrG1zPeFWvfFkmyvL1tmoquttLqTZppump,2025-10-08T11:42:02.000Z,2025-10-09T12:00:00.000+11:00,2025-10-09T13:00:00.000+11:00,1.187556,18.76,1.4270,60,Yes
