TradeNumber,AlertTime,PnL,PositionSize,TradeReturn,PortfolioBefore,PortfolioAfter,MovingAvgPortfolio
1,2025-09-21T14:26:10.000Z,11.502555,10.00,105.03,100.00,205.03,100.00
