tokenAddress,tokenName,tokenSymbol,caller,alertTime,alertDateTime,entryTime,exitTime,pnl,pnlPercent,holdDuration,entryPrice,exitPrice,athSinceCall,athSinceCallPercent,maxDrawdownFromEntry,maxDrawdownFromEntryPercent,timeToATH,hasOHLCV,strategy
65svCEvM4HdBHXKDxfhjm3yw1A6mKXkdS6HXWXDQTSNA,,,TY/ACC NO INFO,2025-11-06T17:25:43.000+11:00,2025-11-06T17:25:43.000+11:00,2025-11-06T19:05:00.000+11:00,2025-11-07T17:25:43.000+11:00,0.9351323546760707,-6.486764532392931,1340,0.00016907609166182824,0.0001581085237151526,0.00016792716481460481,10.876369682208331,0.000017319346528277334,10.243521930302265,9,1,MACD_Cross_5m_20pctTrail_24h
GiN9izbpmhm5GuJ1AnA9KM4wunek1zqimT5joGUopump,,,TY/ACC NO INFO,2025-11-07T05:05:02.000+11:00,2025-11-07T05:05:02.000+11:00,2025-11-07T07:00:00.000+11:00,2025-11-08T05:05:02.000+11:00,0.9253715635528397,-7.462843644716033,1325,0.0000047595838367642875,0.0000044043835368873925,0.00003045796879306464,27.85617802403355,3.1079583463059864e-7,6.529895160789673,4,1,MACD_Cross_5m_20pctTrail_24h
A1akZcGPb9h53EspAuFgmzUTQFZ48uszRWRvxikzjkzr,,,TY/ACC NO INFO,2025-11-07T08:42:59.000+11:00,2025-11-07T08:42:59.000+11:00,2025-11-07T10:05:00.000+11:00,2025-11-07T10:15:00.000+11:00,0.7976601880791182,-20.23398119208818,10,0.0001647188500083132,0.00013138966887780716,0.0003714221379204664,2248.2625926106707,0.00012570169617033718,76.31287868024403,2,1,MACD_Cross_5m_20pctTrail_24h
9w4ZuWCT4tzZoCVEjLXuSVX4FNYcyBbQVJufSRdfpump,Token 9w4ZuWCT,KIMIK2,TY/ACC NO INFO,2025-11-07T17:33:06.000+11:00,2025-11-07T17:33:06.000+11:00,2025-11-07T19:15:00.000+11:00,2025-11-07T20:10:00.000+11:00,0.8662414924459134,-13.375850755408658,55,0.00002471237109281326,0.000021406881217315808,0.000030419346591626165,36.100501568831554,0.00001835158122296078,74.26070591946437,1,1,MACD_Cross_5m_20pctTrail_24h
CHDD5kgtG39Zxwh5JxHNbmWqNsgYBKZ8QFRNnvJepump,,,TY/ACC NO INFO,2025-11-09T10:15:39.000+11:00,2025-11-09T10:15:39.000+11:00,2025-11-09T11:55:00.000+11:00,2025-11-09T11:55:00.000+11:00,0.8062916425532393,-19.370835744676075,0,0.00008081141113917069,0.00006515756542444708,0.0001745392809715401,162.76364696412452,0.000049851764091207604,61.689015682889845,4,1,MACD_Cross_5m_20pctTrail_24h
J71JnsB1ksX7KxT6DVreB2PNxA2AMHazbXcs7F1bpump,,,TY/ACC NO INFO,2025-11-09T15:07:40.000+11:00,2025-11-09T15:07:40.000+11:00,2025-11-09T18:35:00.000+11:00,2025-11-10T12:45:00.000+11:00,1.5338558988357724,53.385589883577246,1090,0.000005263671483947575,0.000008073713555186631,0.00003156622133553443,34.65738844022697,5.887760295548518e-7,11.185653043705718,2,1,MACD_Cross_5m_20pctTrail_24h
3mLQPiA5ySspiZcCu6TwxyuatkdBB7b1i8nVPYkRpump,,,TY/ACC NO INFO,2025-11-10T15:11:14.000+11:00,2025-11-10T15:11:14.000+11:00,2025-11-10T16:30:00.000+11:00,2025-11-10T16:50:00.000+11:00,0.8464142110413413,-15.358578895865872,20,0.0000427248939410602,0.00003616295739694745,0.00007882193913209553,142.63122305137918,0.000038717830969421726,90.62124536302818,3,1,MACD_Cross_5m_20pctTrail_24h
5kTfKSo4gTVB1J2Z2ScJAdjnaFDu48dzA2RqHvfspump,,,TY/ACC NO INFO,2025-11-11T02:23:17.000+11:00,2025-11-11T02:23:17.000+11:00,2025-11-11T04:25:00.000+11:00,2025-11-11T05:35:00.000+11:00,0.7920150000000002,-20.798499999999976,70,0.000008194919590029765,0.000006490499239097426,0.000016960965546333242,2.840040561248136,0.0000028344591336830952,34.588004220707674,1,1,MACD_Cross_5m_20pctTrail_24h
GPwGHNDp3n33U3jyGkNFAsbKx1fmdY3MUPwoCFx6pump,,,TY/ACC NO INFO,2025-11-16T05:23:13.000+11:00,2025-11-16T05:23:13.000+11:00,2025-11-16T06:30:00.000+11:00,2025-11-16T07:30:00.000+11:00,1.1703730997229862,17.03730997229862,60,0.000007043582551607323,0.000008243619544079403,0.00002470337839145222,36.89259937498144,0.0000012163987246807857,17.269602730832016,1,1,MACD_Cross_5m_20pctTrail_24h
ESrREu1pQNwVzJ3WNX5pU6WtMp7nJV4Yoayy8DGCpump,,,TY/ACC NO INFO,2025-11-16T05:49:27.000+11:00,2025-11-16T05:49:27.000+11:00,2025-11-16T11:10:00.000+11:00,2025-11-17T05:49:27.000+11:00,0.9399968379751887,-6.000316202481127,1119,0.000004143690931773821,0.0000038950563734138554,0.00001658321903304245,83.2515290264122,2.0936506833552243e-7,5.052622692732972,0,1,MACD_Cross_5m_20pctTrail_24h
