TradeNumber,TokenAddress,AlertTime,EntryTime,ExitTime,PnL,PnLPercent,MaxReached,HoldDurationMinutes,IsWin
1,MUinozkG8aej3cKZmCg7gDpRGn86SpoWLTW2msCbonk,2025-08-02T22:42:09.000Z,2025-08-05T20:00:00.000+10:00,2025-08-06T14:00:00.000+10:00,1.000000,0.00,1.0000,1080,No
