TradeNumber,AlertTime,PnL,PositionSize,TradeReturn,PortfolioBefore,PortfolioAfter,MovingAvgPortfolio
1,2025-08-14T19:44:30.000Z,1.012709,10.00,0.13,100.00,100.13,100.00
2,2025-08-27T15:26:22.000Z,1.009139,10.01,0.09,100.13,100.22,100.06
3,2025-09-14T00:29:55.000Z,0.829172,10.01,-1.71,100.22,98.51,100.12
